general_assembly,bill,fiscal_year,kind,source,documents,fund_group,fund,line_item,title,amount
131,hb64,2017,enacted,hb64-enacted,1,RDF,7047,200909,School District Property Tax Replacement-Business,0.00
131,hb64,2017,enacted,hb64-enacted,1,RDF,7053,200900,School District Property Tax Replacement-Utility,0.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7017,200612,Foundation Funding,1042700000.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7017,200629,Community Connectors,10000000.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7017,200648,Straight A Fund,0.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7017,200666,EdChoice Expansion,0.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7017,200684,Community School Facilities,20700000.00
131,hb64,2017,enacted,hb64-enacted,1,SLF,7018,200686,Early Learning Programs,0.00
132,hb49,2016,actual,hb49-actuals,1,FED,3FE0,200669,Striving Readers,0.00
132,hb49,2016,actual,hb49-actuals,1,FED,3HI0,200634,Student Support and Academic Enrichment,0.00
132,hb49,2016,actual,hb49-actuals,1,SLF,7017,200602,School Climate Grants,0.00
132,hb49,2016,actual,hb49-enacted,2,DPF,5UC0,200662,Accountability/Report Cards,0.00
132,hb49,2016,actual,hb49-enacted,2,FED,3HF0,200649,Federal Education Grants,0.00
132,hb49,2016,actual,hb49-enacted,2,GRF,GRF,200578,Violence Prevention and School Safety,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,4520,200638,Charges and Reimbursements,792805.11
132,hb49,2017,actual,hb49-actuals,1,DPF,4540,200610,High School Equivalency,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,4550,200608,Commodity Foods,6723355.14
132,hb49,2017,actual,hb49-actuals,1,DPF,4L20,200681,Teacher Certification and Licensure,15321713.77
132,hb49,2017,actual,hb49-actuals,1,DPF,5960,200656,Ohio Career Information System,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,5980,200659,Auxiliary Services Reimbursement,1276336.03
132,hb49,2017,actual,hb49-actuals,1,DPF,5H30,200687,School District Solvency Assistance,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,5JC0,200654,Adult Career Opportunity Pilot Program,66754.23
132,hb49,2017,actual,hb49-actuals,1,DPF,5KX0,200691,Ohio School Sponsorship Program,582993.67
132,hb49,2017,actual,hb49-actuals,1,DPF,5MM0,200677,Child Nutrition Refunds,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,5RB0,200644,Straight A Fund,24594678.88
132,hb49,2017,actual,hb49-actuals,1,DPF,5RE0,200697,School District TPP Supplement,44208586.63
132,hb49,2017,actual,hb49-actuals,1,DPF,5U20,200685,National Education Statistics,153807.71
132,hb49,2017,actual,hb49-actuals,1,DPF,5UC0,200662,Accountability/Report Cards,0.00
132,hb49,2017,actual,hb49-actuals,1,DPF,6200,200615,Educational Improvement Grants,243770.53
132,hb49,2017,actual,hb49-actuals,1,FED,3090,200601,Neglected and Delinquent Children Education,1022020.30
132,hb49,2017,actual,hb49-actuals,1,FED,3670,200607,School Food Services,9952606.63
132,hb49,2017,actual,hb49-actuals,1,FED,3700,200624,Education of Exceptional Children,1535674.27
132,hb49,2017,actual,hb49-actuals,1,FED,3AF0,200603,Schools Medicaid Administrative Claims,204675.86
132,hb49,2017,actual,hb49-actuals,1,FED,3AN0,200671,School Improvement Grants,9246387.78
132,hb49,2017,actual,hb49-actuals,1,FED,3BK0,200628,Longitudinal Data Systems,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3C50,200661,Early Childhood Education,12220230.40
132,hb49,2017,actual,hb49-actuals,1,FED,3CG0,200646,Teacher Incentive,1441032.69
132,hb49,2017,actual,hb49-actuals,1,FED,3D10,200664,Drug Free Schools,443399.95
132,hb49,2017,actual,hb49-actuals,1,FED,3D20,200667,Math Science Partnerships,6132430.54
132,hb49,2017,actual,hb49-actuals,1,FED,3EH0,200620,Migrant Education,2596697.13
132,hb49,2017,actual,hb49-actuals,1,FED,3EJ0,200622,Homeless Children Education,2503999.32
132,hb49,2017,actual,hb49-actuals,1,FED,3EK0,200637,Advanced Placement,453488.00
132,hb49,2017,actual,hb49-actuals,1,FED,3EN0,200655,State Data Systems - Federal Stimulus,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3FD0,200665,Race to the Top,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3FE0,200669,Striving Readers,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3FN0,200672,Early Learning Challenge - Race to the Top,8700600.42
132,hb49,2017,actual,hb49-actuals,1,FED,3GE0,200674,Summer Food Service Program,12370767.90
132,hb49,2017,actual,hb49-actuals,1,FED,3GF0,200675,Miscellaneous Nutrition Grants,742441.86
132,hb49,2017,actual,hb49-actuals,1,FED,3GG0,200676,Fresh Fruit and Vegetable Program,5109361.24
132,hb49,2017,actual,hb49-actuals,1,FED,3GP0,200600,School Climate Transformation,248267.94
132,hb49,2017,actual,hb49-actuals,1,FED,3GQ0,200679,Project Aware,1662899.68
132,hb49,2017,actual,hb49-actuals,1,FED,3GZ0,200609,JAVITS,428648.00
132,hb49,2017,actual,hb49-actuals,1,FED,3H90,200605,Head Start Collaboration Project,224286.88
132,hb49,2017,actual,hb49-actuals,1,FED,3HF0,200649,Federal Education Grants,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3HI0,200634,Student Support and Academic Enrichment,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3L60,200617,Federal School Lunch,372900885.54
132,hb49,2017,actual,hb49-actuals,1,FED,3L70,200618,Federal School Breakfast,129617527.88
132,hb49,2017,actual,hb49-actuals,1,FED,3L80,200619,Child/Adult Food Programs,98433032.92
132,hb49,2017,actual,hb49-actuals,1,FED,3L90,200621,Career-Technical Education Basic Grant,44180698.69
132,hb49,2017,actual,hb49-actuals,1,FED,3M00,200623,ESEA Title 1A,572681788.22
132,hb49,2017,actual,hb49-actuals,1,FED,3M20,200680,Individuals with Disabilities Education Act,439730376.58
132,hb49,2017,actual,hb49-actuals,1,FED,3T40,200613,Public Charter Schools,0.00
132,hb49,2017,actual,hb49-actuals,1,FED,3Y20,200688,21st Century Community Learning Centers,45693573.62
132,hb49,2017,actual,hb49-actuals,1,FED,3Y60,200635,Improving Teacher Quality,83869366.33
132,hb49,2017,actual,hb49-actuals,1,FED,3Y70,200689,English Language Acquisition,9922452.79
132,hb49,2017,actual,hb49-actuals,1,FED,3Y80,200639,Rural and Low Income Technical Assistance,3298395.10
132,hb49,2017,actual,hb49-actuals,1,FED,3Z20,200690,State Assessments,13550271.85
132,hb49,2017,actual,hb49-actuals,1,FED,3Z30,200645,Consolidated Federal Grant Administration,9604336.48
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200321,Operating Expenses,15049148.54
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200408,Early Childhood Education,54906257.58
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200420,Information Technology Development and Support,4028893.06
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200421,Alternative Education Programs,10050276.15
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200422,School Management Assistance,2060554.81
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200424,Policy Analysis,410303.78
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200425,Tech Prep Consortia Support,137978.71
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200426,Ohio Educational Computer Network,16268399.25
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200427,Academic Standards,4234313.64
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200437,Student Assessment,59465729.06
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200439,Accountability/Report Cards,7076726.67
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200442,Child Care Licensing,1539252.77
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200446,Education Management Information System,6752670.37
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200447,High School Equivalency Testing,300328.34
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200448,Educator Preparation,1629643.64
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200455,Community Schools and Choice Programs,3901528.55
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200457,STEM Initiatives,0.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200464,General Technology Operations,0.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200465,Education Technology Resources,3165218.84
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200502,Pupil Transportation,592304752.84
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200505,School Lunch Match,9100000.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200511,Auxiliary Services,149111078.26
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200532,Nonpublic Administrative Cost Reimbursement,67723900.31
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200540,Special Education Enhancements,159751743.95
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200545,Career-Technical Education Enhancements,11052040.18
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200550,Foundation Funding,6637364628.48
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200566,Literacy Improvement,834046.62
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200572,Adult Education Programs,2493560.32
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200573,EdChoice Expansion,31021123.66
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200574,Half-Mill Maintenance Equalization,18108761.04
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200576,Adaptive Sports Program,50000.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200578,Violence Prevention and School Safety,0.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200588,Competency Based Education Pilot,1238876.47
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200597,Education Program Support,2500000.00
132,hb49,2017,actual,hb49-actuals,1,GRF,GRF,200903,Property Tax Reimbursement - Education,1151777062.26
132,hb49,2017,actual,hb49-actuals,1,ISA,1380,200606,Information Technology Development and Support,5102342.32
132,hb49,2017,actual,hb49-actuals,1,ISA,4R70,200695,Indirect Operational Support,6018088.85
132,hb49,2017,actual,hb49-actuals,1,ISA,4V70,200633,Interagency Program Support,82753.45
132,hb49,2017,actual,hb49-actuals,1,RDF,7047,200902,Property Tax Replacement Phase Out - Education,245472982.75
132,hb49,2017,actual,hb49-actuals,1,SLF,7017,200602,School Climate Grants,0.00
132,hb49,2017,actual,hb49-actuals,1,SLF,7017,200612,Foundation Funding,1042700000.00
132,hb49,2017,actual,hb49-actuals,1,SLF,7017,200629,Community Connectors,8844196.03
132,hb49,2017,actual,hb49-actuals,1,SLF,7017,200648,Straight A Fund,8574741.91
132,hb49,2017,actual,hb49-actuals,1,SLF,7017,200684,Community School Facilities,17084750.83
132,hb49,2018,actual,hb49-actuals,1,DPF,5960,200656,Ohio Career Information System,0.00
132,hb49,2018,actual,hb49-actuals,1,DPF,5JC0,200654,Adult Career Opportunity Pilot Program,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3090,200601,Neglected and Delinquent Children Education,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3AF0,200603,Schools Medicaid Administrative Claims,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3BK0,200628,Longitudinal Data Systems,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3CG0,200646,Teacher Incentive,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3EK0,200637,Advanced Placement,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3EN0,200655,State Data Systems - Federal Stimulus,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3FD0,200665,Race to the Top,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3FN0,200672,Early Learning Challenge - Race to the Top,0.00
132,hb49,2018,actual,hb49-actuals,1,FED,3GQ0,200679,Project Aware,0.00
132,hb49,2018,actual,hb49-actuals,1,GRF,GRF,200425,Tech Prep Consortia Support,0.00
132,hb49,2018,actual,hb49-actuals,1,GRF,GRF,200457,STEM Initiatives,0.00
132,hb49,2018,actual,hb49-actuals,1,GRF,GRF,200464,General Technology Operations,0.00
132,hb49,2018,actual,hb49-actuals,1,SLF,7017,200648,Straight A Fund,0.00
132,hb49,2018,actual,hb49-actuals,3,DPF,4520,200638,Charges and Reimbursements,644177.91
132,hb49,2018,actual,hb49-actuals,3,DPF,4540,200610,High School Equivalency,1187064.49
132,hb49,2018,actual,hb49-actuals,3,DPF,4550,200608,Commodity Foods,4251616.71
132,hb49,2018,actual,hb49-actuals,3,DPF,4L20,200681,Teacher Certification and Licensure,13811994.98
132,hb49,2018,actual,hb49-actuals,3,DPF,5980,200659,Auxiliary Services Reimbursement,449114.07
132,hb49,2018,actual,hb49-actuals,3,DPF,5H30,200687,School District Solvency Assistance,0.00
132,hb49,2018,actual,hb49-actuals,3,DPF,5KX0,200691,Ohio School Sponsorship Program,909809.22
132,hb49,2018,actual,hb49-actuals,3,DPF,5MM0,200677,Child Nutrition Refunds,5195.68
132,hb49,2018,actual,hb49-actuals,3,DPF,5RB0,200644,Straight A Fund,8987394.86
132,hb49,2018,actual,hb49-actuals,3,DPF,5RE0,200697,School District TPP Supplement,9467327.55
132,hb49,2018,actual,hb49-actuals,3,DPF,5U20,200685,National Education Statistics,136093.64
132,hb49,2018,actual,hb49-actuals,3,DPF,5UC0,200662,Accountability/Report Cards,4720672.15
132,hb49,2018,actual,hb49-actuals,3,DPF,6200,200615,Educational Improvement Grants,587063.42
132,hb49,2018,actual,hb49-actuals,3,FED,3670,200607,School Food Services,7327034.23
132,hb49,2018,actual,hb49-actuals,3,FED,3700,200624,Education of Exceptional Children,301250.10
132,hb49,2018,actual,hb49-actuals,3,FED,3AN0,200671,School Improvement Grants,11052359.18
132,hb49,2018,actual,hb49-actuals,3,FED,3C50,200661,Early Childhood Education,11550133.76
132,hb49,2018,actual,hb49-actuals,3,FED,3D10,200664,Drug Free Schools,499.99
132,hb49,2018,actual,hb49-actuals,3,FED,3D20,200667,Math Science Partnerships,4531599.27
132,hb49,2018,actual,hb49-actuals,3,FED,3EH0,200620,Migrant Education,2507897.86
132,hb49,2018,actual,hb49-actuals,3,FED,3EJ0,200622,Homeless Children Education,2147695.68
132,hb49,2018,actual,hb49-actuals,3,FED,3FE0,200669,Striving Readers,448486.11
132,hb49,2018,actual,hb49-actuals,3,FED,3GE0,200674,Summer Food Service Program,13107196.56
132,hb49,2018,actual,hb49-actuals,3,FED,3GF0,200675,Miscellaneous Nutrition Grants,1115260.26
132,hb49,2018,actual,hb49-actuals,3,FED,3GG0,200676,Fresh Fruit and Vegetable Program,3737619.86
132,hb49,2018,actual,hb49-actuals,3,FED,3GP0,200600,School Climate Transformation,3055.00
132,hb49,2018,actual,hb49-actuals,3,FED,3GZ0,200609,JAVITS,174847.93
132,hb49,2018,actual,hb49-actuals,3,FED,3H90,200605,Head Start Collaboration Project,13269.30
132,hb49,2018,actual,hb49-actuals,3,FED,3HF0,200649,Federal Education Grants,3706276.43
132,hb49,2018,actual,hb49-actuals,3,FED,3HI0,200634,Student Support and Academic Enrichment,7224333.16
132,hb49,2018,actual,hb49-actuals,3,FED,3L60,200617,Federal School Lunch,367669698.69
132,hb49,2018,actual,hb49-actuals,3,FED,3L70,200618,Federal School Breakfast,126629925.46
132,hb49,2018,actual,hb49-actuals,3,FED,3L80,200619,Child/Adult Food Programs,95184630.90
132,hb49,2018,actual,hb49-actuals,3,FED,3L90,200621,Career-Technical Education Basic Grant,41379874.77
132,hb49,2018,actual,hb49-actuals,3,FED,3M00,200623,ESEA Title 1A,538279361.73
132,hb49,2018,actual,hb49-actuals,3,FED,3M20,200680,Individuals with Disabilities Education Act,441201593.56
132,hb49,2018,actual,hb49-actuals,3,FED,3T40,200613,Public Charter Schools,638270.71
132,hb49,2018,actual,hb49-actuals,3,FED,3Y20,200688,21st Century Community Learning Centers,41220910.53
132,hb49,2018,actual,hb49-actuals,3,FED,3Y60,200635,Improving Teacher Quality,73008366.62
132,hb49,2018,actual,hb49-actuals,3,FED,3Y70,200689,English Language Acquisition,10109402.88
132,hb49,2018,actual,hb49-actuals,3,FED,3Y80,200639,Rural and Low Income Technical Assistance,3297713.10
132,hb49,2018,actual,hb49-actuals,3,FED,3Z20,200690,State Assessments,12749668.33
132,hb49,2018,actual,hb49-actuals,3,FED,3Z30,200645,Consolidated Federal Grant Administration,9497437.46
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200321,Operating Expenses,14237772.17
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200408,Early Childhood Education,66713910.23
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200420,Information Technology Development and Support,3697581.86
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200421,Alternative Education Programs,1477544.53
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200422,School Management Assistance,2079611.06
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200424,Policy Analysis,432790.57
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200426,Ohio Educational Computer Network,15429256.86
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200427,Academic Standards,3391393.46
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200437,Student Assessment,58657378.19
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200439,Accountability/Report Cards,520230.09
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200442,Child Care Licensing,1989244.97
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200446,Education Management Information System,6998852.67
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200447,High School Equivalency Testing,20653.17
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200448,Educator Preparation,1715238.40
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200455,Community Schools and Choice Programs,4053746.59
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200465,Education Technology Resources,5178156.54
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200502,Pupil Transportation,546738751.23
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200505,School Lunch Match,8963500.00
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200511,Auxiliary Services,148438541.77
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200532,Nonpublic Administrative Cost Reimbursement,67916304.08
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200540,Special Education Enhancements,158255414.27
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200545,Career-Technical Education Enhancements,10609786.31
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200550,Foundation Funding,6803079805.85
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200566,Literacy Improvement,599613.87
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200572,Adult Education Programs,5373737.64
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200573,EdChoice Expansion,38245328.01
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200574,Half-Mill Maintenance Equalization,18627793.57
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200576,Adaptive Sports Program,50000.00
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200578,Violence Prevention and School Safety,219537.54
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200588,Competency Based Education Pilot,71541.07
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200597,Education Program Support,0.00
132,hb49,2018,actual,hb49-actuals,3,GRF,GRF,200903,Property Tax Reimbursement - Education,1163167087.61
132,hb49,2018,actual,hb49-actuals,3,ISA,1380,200606,Information Technology Development and Support,5746669.00
132,hb49,2018,actual,hb49-actuals,3,ISA,4R70,200695,Indirect Operational Support,6038362.12
132,hb49,2018,actual,hb49-actuals,3,ISA,4V70,200633,Interagency Program Support,119258.25
132,hb49,2018,actual,hb49-actuals,3,RDF,7047,200902,Property Tax Replacement Phase Out - Education,204889269.03
132,hb49,2018,actual,hb49-actuals,3,SLF,7017,200602,School Climate Grants,0.00
132,hb49,2018,actual,hb49-actuals,3,SLF,7017,200612,Foundation Funding,1086030000.00
132,hb49,2018,actual,hb49-actuals,3,SLF,7017,200629,Community Connectors,8946456.86
132,hb49,2018,actual,hb49-actuals,3,SLF,7017,200684,Community School Facilities,16560599.24
132,hb49,2018,enacted,hb49-enacted,1,DPF,4520,200638,Charges and Reimbursements,1000000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,4540,200610,High School Equivalency,1187065.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,4550,200608,Commodity Foods,16000000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,4L20,200681,Teacher Certification and Licensure,16002297.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5960,200656,Ohio Career Information System,0.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5980,200659,Auxiliary Services Reimbursement,2930000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5H30,200687,School District Solvency Assistance,8000000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5JC0,200654,Adult Career Opportunity Pilot Program,0.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5KX0,200691,Ohio School Sponsorship Program,828600.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5MM0,200677,Child Nutrition Refunds,550000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5RB0,200644,Straight A Fund,0.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5RE0,200697,School District TPP Supplement,0.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5U20,200685,National Education Statistics,150000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,5UC0,200662,Accountability/Report Cards,5000000.00
132,hb49,2018,enacted,hb49-enacted,1,DPF,6200,200615,Educational Improvement Grants,800000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3090,200601,Neglected and Delinquent Children Education,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3670,200607,School Food Services,10080635.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3700,200624,Education of Exceptional Children,2000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3AF0,200603,Schools Medicaid Administrative Claims,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3AN0,200671,School Improvement Grants,25000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3BK0,200628,Longitudinal Data Systems,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3C50,200661,Early Childhood Education,12555000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3CG0,200646,Teacher Incentive,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3D10,200664,Drug Free Schools,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3D20,200667,Math Science Partnerships,7000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3EH0,200620,Migrant Education,2500000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3EJ0,200622,Homeless Children Education,2600000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3EK0,200637,Advanced Placement,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3EN0,200655,State Data Systems - Federal Stimulus,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3FD0,200665,Race to the Top,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3FN0,200672,Early Learning Challenge - Race to the Top,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GE0,200674,Summer Food Service Program,14856635.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GF0,200675,Miscellaneous Nutrition Grants,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GG0,200676,Fresh Fruit and Vegetable Program,4677340.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GP0,200600,School Climate Transformation,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GQ0,200679,Project Aware,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3GZ0,200609,JAVITS,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3H90,200605,Head Start Collaboration Project,0.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3HF0,200649,Federal Education Grants,6364327.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3L60,200617,Federal School Lunch,394612000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3L70,200618,Federal School Breakfast,142688750.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3L80,200619,Child/Adult Food Programs,106913755.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3L90,200621,Career-Technical Education Basic Grant,44663900.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3M00,200623,ESEA Title 1A,600000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3M20,200680,Individuals with Disabilities Education Act,445000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3T40,200613,Public Charter Schools,14200000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Y20,200688,21st Century Community Learning Centers,47500000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Y60,200635,Improving Teacher Quality,85000000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Y70,200689,English Language Acquisition,10101411.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Y80,200639,Rural and Low Income Technical Assistance,3300000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Z20,200690,State Assessments,11500000.00
132,hb49,2018,enacted,hb49-enacted,1,FED,3Z30,200645,Consolidated Federal Grant Administration,10168964.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200321,Operating Expenses,14693536.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200408,Early Childhood Education,68116789.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200420,Information Technology Development and Support,3770170.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200421,Alternative Education Programs,0.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200422,School Management Assistance,2077615.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200424,Policy Analysis,428962.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200425,Tech Prep Consortia Support,0.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200426,Ohio Educational Computer Network,15457000.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200427,Academic Standards,3819487.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200437,Student Assessment,55959287.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200439,Accountability/Report Cards,413167.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200442,Child Care Licensing,1852200.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200446,Education Management Information System,7574367.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200447,High School Equivalency Testing,0.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200448,Educator Preparation,1710384.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200455,Community Schools and Choice Programs,4435845.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200457,STEM Initiatives,0.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200464,General Technology Operations,0.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200465,Education Technology Resources,5179107.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200502,Pupil Transportation,546738753.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200505,School Lunch Match,8963500.00
132,hb49,2018,enacted,hb49-enacted,1,GRF,GRF,200511,Auxiliary Services,150594178.00
