general_assembly,bill,fiscal_year,kind,source,documents,fund_group,fund,line_item,title,amount
127,hb119,2005,actual,hb119-greenbook,1,,3Y4,200632,Reading First,31762814.00
127,hb119,2005,actual,hb119-greenbook,1,,3Y5,200634,Community Service Grants,571271.00
127,hb119,2005,actual,hb119-greenbook,1,,3Y6,200635,Improving Teacher Quality,103715394.00
127,hb119,2005,actual,hb119-greenbook,1,,3Y7,200689,English Language Acquisition,7042883.00
127,hb119,2005,actual,hb119-greenbook,1,,3Y8,200639,Rural and Low Income Technical Assistance,1481025.00
127,hb119,2005,actual,hb119-greenbook,1,,3Z2,200690,State Assessments,18050518.00
127,hb119,2005,actual,hb119-greenbook,1,,3Z3,200645,Consolidated Federal Grant Administration,7598876.00
127,hb119,2005,actual,hb119-greenbook,1,,452,200638,Miscellaneous Educational Services,265537.00
127,hb119,2005,actual,hb119-greenbook,1,,454,200610,Guidance & Testing,281199.00
127,hb119,2005,actual,hb119-greenbook,1,,455,200608,Commodity Foods,16656368.00
127,hb119,2005,actual,hb119-greenbook,1,,4D1,200602,Ohio Prevention/Education Resource Center,957900.00
127,hb119,2005,actual,hb119-greenbook,1,,4L2,200681,Teacher Certification and Licensure,4370211.00
127,hb119,2005,actual,hb119-greenbook,1,,4R7,200695,Indirect Operational Support,4911291.00
127,hb119,2005,actual,hb119-greenbook,1,,4V7,200633,Interagency Operational Support,185201.00
127,hb119,2005,actual,hb119-greenbook,1,,596,200656,Ohio Career Information System,466871.00
127,hb119,2005,actual,hb119-greenbook,1,,598,200659,Auxiliary Services Reimbursement,1095470.00
127,hb119,2005,actual,hb119-greenbook,1,,5BB,200696,State Action for Education Leadership,474876.00
127,hb119,2005,actual,hb119-greenbook,1,,5H3,200687,School District Solvency Assistance,16066628.00
127,hb119,2005,actual,hb119-greenbook,1,,5U2,200685,National Education Statistics,156983.00
127,hb119,2005,actual,hb119-greenbook,1,,5W2,200663,Early Learning Initiative,44151453.00
127,hb119,2005,actual,hb119-greenbook,1,,620,200615,Educational Improvement Grants,284195.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200100,Personal Services,11174342.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200320,Maintenance and Equipment,4523134.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200408,Early Childhood Education,18582811.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200410,Educator Training,27577601.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200411,Family and Children First,3125265.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200420,Computer/Application/Network Development,4418075.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200421,Alternative Education Programs,15136156.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200422,School Management Assistance,1623648.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200424,Policy Analysis,487926.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200425,Tech Prep Consortia Support,2076080.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200426,Ohio Educational Computer Network,31303989.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200427,Academic Standards,8211391.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200431,School Improvement Initiatives,9916955.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200433,Literacy Improvement - Professional,17869347.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200437,Student Assessment,31643452.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200439,Accountability/Report Cards,2012954.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200441,American Sign Language,195254.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200442,Child Care Licensing,1538618.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200445,OhioReads Volunteer Support,3510566.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200446,Education Management Information System,15198026.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200447,GED Testing,1486406.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200448,Educator Preparation,20915.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200449,Head Start/Head Start Plus Start Up,4479487.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200452,Teaching Success Commission Initiatives,530687.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200455,Community Schools,3940532.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200500,School Finance Equity,7105137.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200501,Base Cost Funding,4588586501.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200502,Pupil Transportation,404301894.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200503,Bus Purchase Allowance,17048756.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200505,School Lunch Match,8990480.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200509,Adult Literacy Education,8496363.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200511,Auxiliary Services,127854857.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200513,Student Intervention Services,38874974.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200514,Postsecondary Adult Career-Technical,19819126.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200520,Disadvantaged Pupil Impact Aid,348588897.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200521,Gifted Pupil Program,47266441.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200525,Parity Aid,427388580.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200532,Nonpublic Administrative Cost Reimbursement,54063375.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200540,Special Education Enhancements,129477586.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200545,Career-Technical Education Enhancements,12849685.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200546,Charge-Off Supplement,59199463.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200552,County MR/DD Boards Vehicle Purchases,576696.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200558,Emergency Loan Interest Subsidy,2001804.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200566,Literacy Improvement - Classroom Grants,10462342.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200578,Violence Prevention and School Safety,3359886.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200901,Property Tax Allocation - Education,828384762.00
127,hb119,2005,actual,hb119-greenbook,1,,GRF,200906,Tangible Tax Exemption-Education,54088685.00
127,hb119,2006,actual,hb119-greenbook,1,,017,200612,Foundation Funding,606208300.00
127,hb119,2006,actual,hb119-greenbook,1,,017,200682,Lease Rental Payment Reimbursement,31691700.00
127,hb119,2006,actual,hb119-greenbook,1,,047,200909,School District Property Tax Replacement -,67143154.00
127,hb119,2006,actual,hb119-greenbook,1,,053,200900,School District Property Tax Replacement -,125978243.00
127,hb119,2006,actual,hb119-greenbook,1,,138,200606,Computer Services - Operational Support,5344347.00
127,hb119,2006,actual,hb119-greenbook,1,,309,200601,Educationally Disadvantaged Programs,17427258.00
127,hb119,2006,actual,hb119-greenbook,1,,366,200604,Adult Basic Education,19422071.00
127,hb119,2006,actual,hb119-greenbook,1,,367,200607,School Food Services,11327403.00
127,hb119,2006,actual,hb119-greenbook,1,,368,200614,Veterans' Training,473220.00
127,hb119,2006,actual,hb119-greenbook,1,,369,200616,Career-Technical Education Federal,5138035.00
127,hb119,2006,actual,hb119-greenbook,1,,370,200624,Education of Exceptional Children,2531091.00
127,hb119,2006,actual,hb119-greenbook,1,,371,200631,Immigrant Education Opportunities,150600.00
127,hb119,2006,actual,hb119-greenbook,1,,374,200647,Troops to Teachers,729412.00
127,hb119,2006,actual,hb119-greenbook,1,,378,200660,Learn and Serve,1156939.00
127,hb119,2006,actual,hb119-greenbook,1,,3AF,200603,Schools Medicaid Administrative Claims,158138.00
127,hb119,2006,actual,hb119-greenbook,1,,3BK,200628,Longitudinal Data Systems,28437.00
127,hb119,2006,actual,hb119-greenbook,1,,3C5,200661,Early Childhood Education,20878918.00
127,hb119,2006,actual,hb119-greenbook,1,,3D1,200664,Drug Free Schools,11780533.00
127,hb119,2006,actual,hb119-greenbook,1,,3D2,200667,Honors Scholarship Program,4380731.00
127,hb119,2006,actual,hb119-greenbook,1,,3H9,200605,Head Start Collaboration Project,215260.00
127,hb119,2006,actual,hb119-greenbook,1,,3L6,200617,Federal School Lunch,213082902.00
127,hb119,2006,actual,hb119-greenbook,1,,3L7,200618,Federal School Breakfast,54584745.00
127,hb119,2006,actual,hb119-greenbook,1,,3L8,200619,Child/Adult Food Programs,64679007.00
127,hb119,2006,actual,hb119-greenbook,1,,3L9,200621,Career-Technical Education Basic Grant,48299233.00
127,hb119,2006,actual,hb119-greenbook,1,,3M0,200623,ESEA Title 1A,396584110.00
127,hb119,2006,actual,hb119-greenbook,1,,3M1,200678,Innovative Education,7089449.00
127,hb119,2006,actual,hb119-greenbook,1,,3M2,200680,Individuals with Disabilities Education Act,487004020.00
127,hb119,2006,actual,hb119-greenbook,1,,3S2,200641,Education Technology,17839465.00
127,hb119,2006,actual,hb119-greenbook,1,,3T4,200613,Public Charter Schools,21450613.00
127,hb119,2006,actual,hb119-greenbook,1,,3U2,200662,Teacher Quality Enhancement Grants,748843.00
127,hb119,2006,actual,hb119-greenbook,1,,3X5,200684,School Renovation/IDEA,723700.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y2,200688,21st Century Community Learning Centers,30657423.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y4,200632,Reading First,46375143.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y5,200634,Community Service Grants,307092.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y6,200635,Improving Teacher Quality,106161716.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y7,200689,English Language Acquisition,7035380.00
127,hb119,2006,actual,hb119-greenbook,1,,3Y8,200639,Rural and Low Income Technical Assistance,1132432.00
127,hb119,2006,actual,hb119-greenbook,1,,3Z2,200690,State Assessments,8539937.00
127,hb119,2006,actual,hb119-greenbook,1,,3Z3,200645,Consolidated Federal Grant Administration,6393174.00
127,hb119,2006,actual,hb119-greenbook,1,,452,200638,Miscellaneous Educational Services,216526.00
127,hb119,2006,actual,hb119-greenbook,1,,454,200610,Guidance & Testing,595473.00
127,hb119,2006,actual,hb119-greenbook,1,,455,200608,Commodity Foods,16809035.00
127,hb119,2006,actual,hb119-greenbook,1,,4L2,200681,Teacher Certification and Licensure,6206888.00
127,hb119,2006,actual,hb119-greenbook,1,,4R7,200695,Indirect Operational Support,4959055.00
127,hb119,2006,actual,hb119-greenbook,1,,4V7,200633,Interagency Operational Support,648381.00
127,hb119,2006,actual,hb119-greenbook,1,,596,200656,Ohio Career Information System,423879.00
127,hb119,2006,actual,hb119-greenbook,1,,598,200659,Auxiliary Services Reimbursement,1012663.00
127,hb119,2006,actual,hb119-greenbook,1,,5BB,200696,State Action for Education Leadership,1225110.00
127,hb119,2006,actual,hb119-greenbook,1,,5H3,200687,School District Solvency Assistance,41000.00
127,hb119,2006,actual,hb119-greenbook,1,,5U2,200685,National Education Statistics,162488.00
127,hb119,2006,actual,hb119-greenbook,1,,5W2,200663,Early Learning Initiative,12729277.00
127,hb119,2006,actual,hb119-greenbook,1,,620,200615,Educational Improvement Grants,1286579.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200100,Personal Services,9678768.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200320,Maintenance and Equipment,3935861.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200408,Early Childhood Education,19016393.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200410,Educator Training,19282518.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200416,Career-Technical Education Match,2224310.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200420,Computer/Application/Network Development,4170217.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200421,Alternative Education Programs,13344758.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200422,School Management Assistance,2593664.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200424,Policy Analysis,542419.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200425,Tech Prep Consortia Support,2054233.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200426,Ohio Educational Computer Network,30447712.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200427,Academic Standards,9701756.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200431,School Improvement Initiatives,19302814.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200433,Literacy Improvement - Professional,10015502.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200437,Student Assessment,59230269.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200439,Accountability/Report Cards,3451843.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200442,Child Care Licensing,879057.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200445,OhioReads Volunteer Support,3708350.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200446,Education Management Information System,15563949.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200447,GED Testing,1828631.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200448,Educator Preparation,1235276.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200452,Teaching Success Commission Initiatives,34057.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200455,Community Schools,1488757.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200501,Base Cost Funding,23550182.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200502,Pupil Transportation,412170713.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200503,Bus Purchase Allowance,14400931.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200505,School Lunch Match,8986466.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200509,Adult Literacy Education,8437205.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200511,Auxiliary Services,127733752.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200513,Student Intervention Services,7377644.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200514,Postsecondary Adult Career-Technical,19608189.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200520,Disadvantaged Pupil Impact Aid,818730.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200521,Gifted Pupil Program,47239110.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200532,Nonpublic Administrative Cost Reimbursement,56716592.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200540,Special Education Enhancements,129035206.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200545,Career-Technical Education Enhancements,10276506.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200550,Foundation Funding,5500523243.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200552,County MR/DD Boards Vehicle Purchases,473500.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200558,Emergency Loan Interest Subsidy,1265594.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200566,Literacy Improvement - Classroom Grants,12345523.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200578,Violence Prevention and School Safety,1060932.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200901,Property Tax Allocation - Education,796169148.00
127,hb119,2006,actual,hb119-greenbook,1,,GRF,200906,Tangible Tax Exemption-Education,43270947.00
127,hb119,2007,actual,hb119-greenbook,1,,017,200612,Foundation Funding,606296800.00
127,hb119,2007,actual,hb119-greenbook,1,,017,200682,Lease Rental Payment Reimbursement,31603200.00
127,hb119,2007,actual,hb119-greenbook,1,,020,200620,Vocational School Building Assistance,0.00
127,hb119,2007,actual,hb119-greenbook,1,,047,200909,School District Property Tax Replacement -,420000000.00
127,hb119,2007,actual,hb119-greenbook,1,,053,200900,School District Property Tax Replacement -,101647522.00
127,hb119,2007,actual,hb119-greenbook,1,,138,200606,Computer Services - Operational Support,7600091.00
127,hb119,2007,actual,hb119-greenbook,1,,309,200601,Educationally Disadvantaged Programs,20865560.00
127,hb119,2007,actual,hb119-greenbook,1,,366,200604,Adult Basic Education,18500001.00
127,hb119,2007,actual,hb119-greenbook,1,,367,200607,School Food Services,11666732.00
127,hb119,2007,actual,hb119-greenbook,1,,368,200614,Veterans' Training,691130.00
127,hb119,2007,actual,hb119-greenbook,1,,369,200616,Career-Technical Education Federal,4895420.00
127,hb119,2007,actual,hb119-greenbook,1,,370,200624,Education of Exceptional Children,3237762.00
127,hb119,2007,actual,hb119-greenbook,1,,371,200631,Immigrant Education Opportunities,181500.00
127,hb119,2007,actual,hb119-greenbook,1,,374,200647,Troops to Teachers,763950.00
127,hb119,2007,actual,hb119-greenbook,1,,378,200660,Learn and Serve,1200000.00
127,hb119,2007,actual,hb119-greenbook,1,,3AF,200603,Schools Medicaid Administrative Claims,900000.00
127,hb119,2007,actual,hb119-greenbook,1,,3BK,200628,Longitudinal Data Systems,2788680.00
127,hb119,2007,actual,hb119-greenbook,1,,3BV,200636,Character Education,488565.00
127,hb119,2007,actual,hb119-greenbook,1,,3C5,200661,Early Childhood Education,18989779.00
127,hb119,2007,actual,hb119-greenbook,1,,3CF,200644,Foreign Language Assistance,100000.00
127,hb119,2007,actual,hb119-greenbook,1,,3CG,200646,Teacher Incentive Fund,5510860.00
127,hb119,2007,actual,hb119-greenbook,1,,3D1,200664,Drug Free Schools,13347966.00
127,hb119,2007,actual,hb119-greenbook,1,,3D2,200667,Honors Scholarship Program,5833965.00
127,hb119,2007,actual,hb119-greenbook,1,,3H9,200605,Head Start Collaboration Project,275000.00
127,hb119,2007,actual,hb119-greenbook,1,,3L6,200617,Federal School Lunch,227583653.00
127,hb119,2007,actual,hb119-greenbook,1,,3L7,200618,Federal School Breakfast,58405608.00
127,hb119,2007,actual,hb119-greenbook,1,,3L8,200619,Child/Adult Food Programs,67915843.00
127,hb119,2007,actual,hb119-greenbook,1,,3L9,200621,Career-Technical Education Basic Grant,48029701.00
127,hb119,2007,actual,hb119-greenbook,1,,3M0,200623,ESEA Title 1A,410000000.00
127,hb119,2007,actual,hb119-greenbook,1,,3M1,200678,Innovative Education,11800001.00
127,hb119,2007,actual,hb119-greenbook,1,,3M2,200680,Individuals with Disabilities Education Act,491894073.00
127,hb119,2007,actual,hb119-greenbook,1,,3R3,200654,Goals 2000,0.00
127,hb119,2007,actual,hb119-greenbook,1,,3S2,200641,Education Technology,15800000.00
127,hb119,2007,actual,hb119-greenbook,1,,3T4,200613,Public Charter Schools,13498476.00
127,hb119,2007,actual,hb119-greenbook,1,,3T6,200611,Class Size Reduction,0.00
127,hb119,2007,actual,hb119-greenbook,1,,3U2,200662,Teacher Quality Enhancement Grants,795280.00
127,hb119,2007,actual,hb119-greenbook,1,,3U3,200665,Reading Excellence Grant Program,0.00
127,hb119,2007,actual,hb119-greenbook,1,,3X5,200684,School Renovation/IDEA,1460663.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y2,200688,21st Century Community Learning Centers,30681554.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y4,200632,Reading First,31215798.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y5,200634,Community Service Grants,0.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y6,200635,Improving Teacher Quality,104484000.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y7,200689,English Language Acquisition,7000114.00
127,hb119,2007,actual,hb119-greenbook,1,,3Y8,200639,Rural and Low Income Technical Assistance,1300000.00
127,hb119,2007,actual,hb119-greenbook,1,,3Z2,200690,State Assessments,12883799.00
127,hb119,2007,actual,hb119-greenbook,1,,3Z3,200645,Consolidated Federal Grant Administration,6867070.00
127,hb119,2007,actual,hb119-greenbook,1,,452,200638,Miscellaneous Educational Services,266650.00
127,hb119,2007,actual,hb119-greenbook,1,,454,200610,Guidance & Testing,300000.00
127,hb119,2007,actual,hb119-greenbook,1,,455,200608,Commodity Foods,24000000.00
127,hb119,2007,actual,hb119-greenbook,1,,4D1,200602,Ohio Prevention/Education Resource Center,832000.00
127,hb119,2007,actual,hb119-greenbook,1,,4L2,200681,Teacher Certification and Licensure,6323832.00
127,hb119,2007,actual,hb119-greenbook,1,,4R7,200695,Indirect Operational Support,5449747.00
127,hb119,2007,actual,hb119-greenbook,1,,4V7,200633,Interagency Operational Support,926250.00
127,hb119,2007,actual,hb119-greenbook,1,,596,200656,Ohio Career Information System,448822.00
127,hb119,2007,actual,hb119-greenbook,1,,598,200659,Auxiliary Services Reimbursement,1328910.00
127,hb119,2007,actual,hb119-greenbook,1,,5BB,200696,State Action for Education Leadership,1199999.00
127,hb119,2007,actual,hb119-greenbook,1,,5BJ,200626,Half-Mill Maintenance Equalization,10700000.00
127,hb119,2007,actual,hb119-greenbook,1,,5H3,200687,School District Solvency Assistance,18000000.00
127,hb119,2007,actual,hb119-greenbook,1,,5U2,200685,National Education Statistics,300000.00
127,hb119,2007,actual,hb119-greenbook,1,,5W2,200663,Early Learning Initiative,8200000.00
127,hb119,2007,actual,hb119-greenbook,1,,620,200615,Educational Improvement Grants,2980500.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200100,Personal Services,10880655.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200320,Maintenance and Equipment,4344235.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200408,Early Childhood Education,19002195.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200410,Educator Training,19802057.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200411,Family and Children First,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200416,Career-Technical Education Match,2233195.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200420,Computer/Application/Network Development,5361525.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200421,Alternative Education Programs,14032666.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200422,School Management Assistance,2710572.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200424,Policy Analysis,556687.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200425,Tech Prep Consortia Support,2069217.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200426,Ohio Educational Computer Network,30446197.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200427,Academic Standards,11679181.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200431,School Improvement Initiatives,23842828.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200433,Literacy Improvement - Professional,16165000.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200437,Student Assessment,60011936.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200439,Accountability/Report Cards,7457290.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200441,American Sign Language,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200442,Child Care Licensing,1302495.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200445,OhioReads Volunteer Support,3905000.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200446,Education Management Information System,15674805.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200447,GED Testing,1544360.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200448,Educator Preparation,1651000.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200449,Head Start/Head Start Plus Start Up,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200452,Teaching Success Commission Initiatives,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200455,Community Schools,2942095.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200500,School Finance Equity,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200501,Base Cost Funding,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200502,Pupil Transportation,420577343.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200503,Bus Purchase Allowance,14000000.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200505,School Lunch Match,8998025.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200509,Adult Literacy Education,8669738.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200511,Auxiliary Services,127903356.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200513,Student Intervention Services,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200514,Postsecondary Adult Career-Technical,19481875.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200520,Disadvantaged Pupil Impact Aid,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200521,Gifted Pupil Program,47157293.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200525,Parity Aid,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200532,Nonpublic Administrative Cost Reimbursement,58068463.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200536,Ohio Core Support,30000000.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200540,Special Education Enhancements,135430126.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200545,Career-Technical Education Enhancements,9225569.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200546,Charge-Off Supplement,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200550,Foundation Funding,5708762766.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200552,County MR/DD Boards Vehicle Purchases,0.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200558,Emergency Loan Interest Subsidy,651404.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200566,Literacy Improvement - Classroom Grants,12062336.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200578,Violence Prevention and School Safety,1218555.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200901,Property Tax Allocation - Education,766632774.00
127,hb119,2007,actual,hb119-greenbook,1,,GRF,200906,Tangible Tax Exemption-Education,32122865.00
127,hb119,2008,enacted,hb119-greenbook,1,,017,200612,Foundation Funding,666198000.00
127,hb119,2008,enacted,hb119-greenbook,1,,017,200682,Lease Rental Payment Reimbursement,22702000.00
127,hb119,2008,enacted,hb119-greenbook,1,,020,200620,Vocational School Building Assistance,0.00
127,hb119,2008,enacted,hb119-greenbook,1,,047,200909,School District Property Tax Replacement -,611596856.00
127,hb119,2008,enacted,hb119-greenbook,1,,053,200900,School District Property Tax Replacement -,91123523.00
127,hb119,2008,enacted,hb119-greenbook,1,,138,200606,Computer Services - Operational Support,7600091.00
127,hb119,2008,enacted,hb119-greenbook,1,,309,200601,Educationally Disadvantaged Programs,12750000.00
127,hb119,2008,enacted,hb119-greenbook,1,,366,200604,Adult Basic Education,19425000.00
127,hb119,2008,enacted,hb119-greenbook,1,,367,200607,School Food Services,5849748.00
127,hb119,2008,enacted,hb119-greenbook,1,,368,200614,Veterans' Training,710373.00
127,hb119,2008,enacted,hb119-greenbook,1,,369,200616,Career-Technical Education Federal,5000000.00
127,hb119,2008,enacted,hb119-greenbook,1,,370,200624,Education of Exceptional Children,1811520.00
127,hb119,2008,enacted,hb119-greenbook,1,,371,200631,Immigrant Education Opportunities,0.00
127,hb119,2008,enacted,hb119-greenbook,1,,374,200647,Troops to Teachers,100000.00
127,hb119,2008,enacted,hb119-greenbook,1,,378,200660,Learn and Serve,1561954.00
127,hb119,2008,enacted,hb119-greenbook,1,,3AF,200603,Schools Medicaid Administrative Claims,486000.00
127,hb119,2008,enacted,hb119-greenbook,1,,3BK,200628,Longitudinal Data Systems,1795570.00
127,hb119,2008,enacted,hb119-greenbook,1,,3BV,200636,Character Education,700000.00
127,hb119,2008,enacted,hb119-greenbook,1,,3C5,200661,Early Childhood Education,18989779.00
127,hb119,2008,enacted,hb119-greenbook,1,,3CF,200644,Foreign Language Assistance,85000.00
