irn,district,county,foundation_funding_pre_reduction,net_open_enrollment,net_excess_cost,scholarship_deduction,community_stem_deduction,student_wellness_success,enrollment_growth_supplement,funding_base
049858,Jackson Local SD,Stark,7579850.96,-795779.44,0,-292289.03,-348795.79,354171.55,0,6497158.25
049866,Lake Local SD,Stark,16890811.34,-240932.82,0,-343780.68,-342993.73,320605.21,0,16283709.32
049874,Louisville City SD,Stark,14258261.77,217760.68,0,-122189.04,-226039,344828.63,0,14472623.04
049882,Marlington Local SD,Stark,9236644.88,878843.99,0,-137450.34,-319422.4,742213.04,0,10400829.17
049890,Minerva Local SD,Stark,10923414.09,582468.17,0,0,-180296.06,673790,12413.81,12011790.01
049908,Northwest Local SD,Stark,8486455.14,516904.4,0,-259462.82,-202658.63,239130.09,0,8780368.18
049916,Osnaburg Local SD,Stark,5704713.34,235319.89,0,-44929.9,-90394.78,69569.8,12973.95,5887252.3
049924,Perry Local SD,Stark,19642081.87,1174251.22,0,-288881.11,-640666.18,847473.81,0,20734259.61
049932,Plain Local SD,Stark,23133005.33,-673674.44,0,-642811.34,-1189628.75,1775242.55,139344.93,22541478.28
049940,Sandy Valley Local SD,Stark,10050120.3,332220.26,0,-198192.78,-210822.37,366580.99,0,10339906.4
049957,Tuslaw Local SD,Stark,5799317.77,48727.59,0,-24581.25,-160678.51,126565.2,0,5789350.8
049973,Woodridge Local SD,Summit,1684169.23,900601.44,0,-195401.66,-390780.03,495513.64,0,2494102.62
049981,Copley-Fairlawn City SD,Summit,2376759.6,-382320.53,0,-485163.65,-227865.94,122363.93,0,1403773.41
049999,Coventry Local SD,Summit,4275244.83,2158301.81,0,-192504.37,-327028.14,217676.37,0,6131690.5
050005,Manchester Local SD,Summit,5134852.21,496619.49,0,-161855.6,-198706.4,67540.11,0,5338449.81
050013,Green Local SD,Summit,12494663.56,-95515.7,0,-632920.3,-607409.27,335494.19,0,11494312.48
050021,Hudson City SD,Summit,10704999.23,-122391.22,0,-467199.5,-113587.85,172146.48,52153.41,10226120.55
050039,Mogadore Local SD,Summit,3704204,1226626.43,0,-27000,-190370.14,177073.9,0,4890534.19
050047,Nordonia Hills City SD,Summit,4586643.83,-96846.09,0,-476516.97,-331520.12,178552.22,0,3860312.87
050054,Revere Local SD,Summit,2171732.54,-124162.15,0,-473969.33,-308408.35,124133.55,35754.95,1425081.21
050062,Springfield Local SD,Summit,9457226.8,-187257.1,0,-444113.27,-1023251.41,598185.24,0,8400790.26
050070,Twinsburg City SD,Summit,5943689.39,-72557.8,0,-454276.29,-311767.04,240529.43,10185.47,5355803.16
050096,Bloomfield-Mespo Local SD,Trumbull,1533172.36,53971.84,0,-4196.5,-83030.59,117479.11,0,1617396.22
050112,Bristol Local SD,Trumbull,3854675.75,-224272.67,0,-9201.25,-96755.14,208383.87,0,3732830.56
050120,Brookfield Local SD,Trumbull,5823201.73,1036.6,0,-78030,-274260.74,445966.02,0,5917913.61
050138,Champion Local SD,Trumbull,7285474.52,7115.16,0,-94972.27,-229265.72,163812.81,0,7132164.5
050153,Mathews Local SD,Trumbull,2434055.41,-262030.34,0,-72588.47,-206806.45,246901.78,0,2139531.93
050161,Howland Local SD,Trumbull,6977247.55,33146.35,0,-324070.3,-1051374.4,287975.13,0,5922924.33
050179,Joseph Badger Local SD,Trumbull,4636076.23,-90754.75,0,0,-132603.61,300182.81,0,4712900.68
050187,Lakeview Local SD,Trumbull,6442793.55,-220961.29,0,-74250,-491552.89,234298.03,0,5890327.4
050195,Liberty Local SD,Trumbull,5079258.11,-232710.24,0,-190723.75,-463074.97,435383.51,60906.68,4689039.34
050203,Lordstown Local SD,Trumbull,1142552.96,214719.04,0,-54000,-111436.02,137560.7,0,1329396.68
050211,Maplewood Local SD,Trumbull,4955043.43,109103.23,0,0,-273695.96,51576.79,0,4842027.49
050229,McDonald Local SD,Trumbull,5411401.32,1066973.06,0,-21870,-94819.73,251704.11,0,6613388.76
050237,Southington Local SD,Trumbull,3653683.64,175192.64,0,-5422.5,-212049.06,95758.58,0,3707163.3
050245,La Brae Local SD,Trumbull,7750889.43,779669.8,0,-10025,-394540.58,568190.04,0,8694183.69
050252,Weathersfield Local SD,Trumbull,4694738.45,1620298.04,0,-69401.25,-184529.31,286563.56,26655.77,6374325.26
050278,Garaway Local SD,Tuscarawas,4169971.3,445206.68,0,-5005,-173441.81,371376.66,55985.59,4864093.42
050286,Indian Valley Local SD,Tuscarawas,11136617.95,1957628.3,0,0,-161307.3,672598.41,0,13605537.36
050294,Strasburg-Franklin Local SD,Tuscarawas,2855947.81,77500.72,0,-27000,-80993.67,123134.58,0,2948589.44
050302,Tuscarawas Valley Local SD,Tuscarawas,5972765.82,-143411.46,0,-40970,-243699.28,110566.97,0,5655252.05
050328,Fairbanks Local SD,Union,2644648.54,201510.14,0,-65105,-130591.59,279648.27,23520.39,2953630.75
050336,North Union Local SD,Union,7846991.89,962520.69,0,-65746.46,-205488.26,510841.1,0,9049118.96
050351,Crestview Local SD,Van Wert,4363758.49,244516.34,0,0,-63489.99,229554.44,0,4774339.28
050369,Lincolnview Local SD,Van Wert,4017346.37,858253.32,0,-67325,-62034.32,91816.77,9127.36,4847184.5
050393,Vinton County Local SD,Vinton,17495712.96,-595325.31,0,-57075,-379974.75,942941.45,0,17406279.35
050419,Carlisle Local SD,Warren,8769593.26,225854.39,0,-146085.42,-360387.73,272102.9,412.86,8761490.26
050427,Springboro Community City SD,Warren,15671989.77,-297278.47,0,-613670.4,-806410.07,200904.28,100333.85,14255868.96
050435,Kings Local SD,Warren,9461051.75,343863.03,0,-731328.6,-475387.52,382293.7,381372.47,9361864.83
050443,Little Miami Local SD,Warren,13300063.13,-1231976.67,0,-602354.39,-1203644.55,218240.64,447712.2,10928040.36
050450,Mason City SD,Warren,34390798.33,689797.74,0,-815763.7,-413700.14,442072.06,0,34293204.29
050468,Wayne Local SD,Warren,4046761.3,447249.88,0,-54055.5,-224198.19,186072.43,0,4401829.92
050484,Fort Frye Local SD,Washington,4197540.5,352746.98,0,-54000,-105707.97,472284.2,53851.59,4916715.3
050492,Frontier Local SD,Washington,5645102.39,-101827.63,0,-3062.5,-96053.32,117419.43,0,5561578.37
050500,Warren Local SD,Washington,12262460.05,352763.66,0,-53815.95,-309984.02,484384.15,0,12735807.89
050518,Wolf Creek Local SD,Washington,1776310.99,569636.07,0,-1962.5,-31149.89,53395.03,12266.27,2378495.97
050534,Chippewa Local SD,Wayne,5024519.82,246015.83,0,-76618.43,-140632.47,103906.59,0,5157191.34
050542,Dalton Local SD,Wayne,3083307.59,421498.63,0,-17359.8,-61466.55,444943.45,0,3870923.32
050559,Green Local SD,Wayne,5088509.69,879723.84,0,-51655.24,-117700.86,384198.74,20186.38,6203262.55
050567,Norwayne Local SD,Wayne,6887681.69,109648.93,0,-28740.83,-204830.99,383328.05,9624.18,7156711.03
050575,Northwestern Local SD,Wayne,7099212.81,1060515.22,0,-61391.76,-216898.06,390400.53,0,8271838.74
050583,Southeast Local SD,Wayne,5150299.67,539214.42,0,-20005.64,-373013.13,657929.47,0,5954424.79
050591,Triway Local SD,Wayne,7031797.63,-71697.47,0,-40454.88,-214455.12,662746.96,0,7367937.12
050617,Edgerton Local SD,Williams,3782521.21,110331.36,0,-79349.85,-86873.69,225315.12,0,3951944.15
050625,Edon-Northwest Local SD,Williams,3895128.33,38800.11,0,-146947.78,-86896.54,89221.14,0,3789305.26
050633,Millcreek-West Unity Local S,Williams,4078760.25,166953.06,0,-104410,-155400.26,184423.07,0,4170326.12
050641,North Central Local SD,Williams,3827844.46,-132539.25,0,-173610,-70303.4,284223.97,0,3735615.78
050658,Stryker Local SD,Williams,3342227.94,-216268.7,0,-87242.2,-32446.04,137796.09,11750.97,3155818.06
050674,Eastwood Local SD,Wood,6048825.12,562372.96,0,-39932.25,-189084.55,182527.56,35186.31,6599895.15
050682,Elmwood Local SD,Wood,6948043.87,206540.48,0,-101578.4,-117464.42,371700.31,46104.55,7353346.39
050690,Lake Local SD,Wood,5812131.73,369899.25,0,-55946.68,-223134.79,416556.92,14634.05,6334140.48
050708,North Baltimore Local SD,Wood,4164713.46,76853.88,0,-162369.96,-95679.12,285866.53,0,4269384.79
050716,Northwood Local SD,Wood,3688108.96,974901.35,0,-3585,-188784.77,57097.79,19178.05,4546916.38
050724,Otsego Local SD,Wood,5542657.96,578007.05,0,-91759.73,-264447.28,208804.94,15549.21,5988812.15
050740,Mohawk Local SD,Wyandot,4684528.55,242642.24,0,-18752,-237122.47,199263.42,0,4870559.74
061903,Ohio Valley Local SD,Adams,30428150.59,-393890.43,0,-119640,-726982.2,1945461.39,0,31133099.35
064964,College Corner Local SD,Preble,624111.9,71077.92,0,0,-15294.55,49017.2,11517.57,740430.04
065680,Gallia County Local SD,Gallia,12252317.28,-388960.92,0,0,-341220.71,1068418.75,35660.55,12626214.95
069682,East Guernsey Local SD,Guernsey,6097274.82,686495.52,0,0,-130884.47,439976.48,0,7092862.35
091397,Tri-County North Local SD,Preble,4501369.46,-215172.94,0,-59550,-76228.34,231200.52,0,4381618.7
139303,Monroe Local SD,Butler,7699059.68,-74952.12,0,-194796.6,-610910.94,272365.7,197211.94,7287977.66
