fiscal_year,irn,district,enrolled_adm,special_education_1,special_education_2,special_education_3,special_education_4,special_education_5,special_education_6,english_learner_1,english_learner_2,english_learner_3,gifted_k_8,gifted_9_12,career_technical_1,career_technical_2,career_technical_3,career_technical_4,career_technical_5,school_buildings
2026,000442,Manchester Local,688.03772,15.494752,113.365485,6.574837,0.296722,8.972526,10.211183,0,0,0,16.251693,18.061901,23.715089,6.198714,0,2.806678,0,2
2026,043489,Akron City,19079.522746,108.623494,2806.490977,256.567366,14.156113,167.257816,449.041199,515.176346,1747.349159,359.032548,1229.174739,759.229756,360.530935,248.691463,171.880376,201.645865,131.859799,42
2026,043497,Alliance City,2586.205778,28.966632,405.525364,18.397744,4,14.980014,56.893669,3.874992,6,0,158.26485,113.014075,67.678881,24.697561,0,9.760456,0,5
2026,043505,Ashland City,2824.091956,49.035549,224.409208,4.912474,3.541248,15.350027,26.91371,9.681222,30.540453,5.107278,270.73853,187.178436,0,0,3.877258,0,9.214866,5
2026,043513,Ashtabula Area City,2506.657739,31.353137,433.674471,52.532129,1.933333,10.218182,48.469112,26.323978,161.172813,24.589455,123.207094,103.016237,0,0,0,0,0,6
2026,043521,Athens City,2176.055222,26.328578,352.483202,27.433159,2.788993,9.181258,72.397195,29.970419,34.676613,21.837684,307.511752,222.308791,13.765653,6.512621,0,2.550005,0,5
2026,043539,Barberton City,3038.489707,46.47093,357.889626,33.806961,6.377907,18.983109,81.069747,13.436047,22.678439,12,187.920922,149.49494,37.696732,24.471318,12.67403,15.957223,11.967541,5
2026,043547,Bay Village City,2279.024722,26.388572,144.934585,5.874286,1,11,36.594286,3,15.6,5,440.919993,195.955332,5.405755,3.540069,0,0,33.56616,4
2026,043554,Beachwood City,1393.507805,14.332968,118.695114,18.288399,0,13.01787,42.134883,36.678457,44.126695,29.066304,309.650721,149.34,2.61056,3.145918,0,0,0,4
2026,043562,Bedford City,2706.858967,40.657744,397.189173,35.142447,6.135204,13.827157,96.309129,61.209511,64.759642,8.328499,104.041066,84.683119,37.040145,43.010917,0,9.304021,9.247994,7
2026,043570,Bellaire Local,1127.323629,31.29081,169.083506,5.668586,2.713387,6,41.523254,0,0,0,70.756507,36.575128,0,0,0,0,0,3
2026,043588,Bellefontaine City,2097.179555,37.99225,238.135754,18.448857,0,12.909491,49.240421,12.241665,32.209187,18.369118,215.480252,87.839662,16.022614,0,0,0,8.259529,4
2026,043596,Bellevue City,1636.109674,36.513009,163.32688,10.432627,0,5.185426,39.119941,5.297363,2,0,104.144867,83.425637,21.652533,0,0,0,29.968733,3
2026,043604,Belpre City,881.499264,16.068298,118.043637,1.906469,0,3.945063,29.814369,0.499958,0.006126,0,57.831445,39.807508,0.087975,0,0,0,0,3
2026,043612,Berea City,4828.522935,95.050014,469.080657,55.007736,4.664706,15.611619,137.352679,57.029134,117.651554,48.015646,480.054902,260.712911,0,0,18.377481,0,33.053437,5
2026,043620,Bexley City,2492.743482,21.558139,237.489309,29.204421,2.616279,8.72093,62.528954,8.412793,20.386744,6.488372,582.617473,353.431198,2.717591,4.791738,0,8.941121,12.291617,6
2026,043638,Bowling Green City School District,2384.773551,28.435419,236.287458,32.258364,2.697863,10.86,57.086497,18.239603,35.594711,7,210.424833,80.635892,22.958031,2.414336,0,0,13.563002,5
2026,043646,Brecksville-Broadview Heights City,3411.755622,46.141537,206.088294,13.974989,0,19.584795,59.199666,34.909059,96.929825,34.51462,692.327437,423.299624,0,0,0,0,0,3
2026,043653,Brooklyn City,967.146695,3.742689,107.97957,7.947059,1,10.105073,19.437773,17.59751,105.254304,28.184846,44.779653,25.829746,0,0,0,0,0,2
2026,043661,Brunswick City,5636.465049,98.730914,474.993422,37.734087,3.088757,28.720185,119.771816,51.523437,97.382152,61.42136,645.993641,483.898056,0,0,0,0,0,8
2026,043679,Bryan City,1693.936351,29.486707,238.775233,20.144431,0,11.873236,27.413032,8.748715,22.804021,2,131.589173,81.313509,3.623811,7.25574,0,4.509369,9.112037,2
2026,043687,Bucyrus City,952.094076,22.44988,116.946642,8.665155,1.49702,4,40.98862,0.982119,4,1,79.073225,25.381021,2.169963,0,0,0,0,3
2026,043695,Cambridge City,1729.127084,55.825631,236.502212,8.283871,0,13.990481,45.37397,8.404799,5.452822,0,45.777814,32.53226,5.655935,8.48435,0,3.239231,12.212585,4
2026,043703,Campbell City,1009.476814,21.885398,121.37443,9.554883,1.848634,5,12.790701,21.990456,97.261362,27.475593,26.390026,11.023466,0,0,17.187001,0,0,3
2026,043711,Canton City,7025.541669,74.236432,794.176074,68.510446,3.264367,39.611217,139.057022,137.705938,380.628823,29.757898,265.502621,122.890803,143.355523,117.081001,11.19549,19.020758,20.863072,16
2026,043729,Celina City,2296.382001,32.875394,299.946667,18.760297,2,19.272032,31.236938,14.686163,88.206845,11,167.634571,107.490954,30.131426,9.012831,18.270462,7.895921,11.622249,4
2026,043737,Centerville City,7722.20589,73.499094,549.52885,46.722649,3.297938,40.753766,146.511775,73.329142,305.786635,86.445958,1177.086912,741.596308,117.98853,35.247101,37.477389,28.397802,18.32821,12
2026,043745,Chillicothe City,2400.215458,43.529056,258.146336,16.689715,0,15.285887,48.708141,4.031109,26.125757,2,118.601407,70.709484,5.452061,9.099618,0,0,0.248781,4
2026,043752,Cincinnati Public Schools,32446.401884,351.001136,4455.761228,529.454345,28.248575,364.780182,739.726785,703.764284,3194.917158,370.143374,2456.828906,1522.268467,391.855599,145.418072,0,39.414389,0,62
2026,043760,Circleville City,1942.650949,33.121416,254.261274,7.188447,5,9.013233,56.005839,0,6.785813,1.347459,162.398789,83.215096,5.065634,4.910385,0,0,0,3
2026,043778,Claymont City,1435.413134,33.811605,161.593452,1.547276,1,10.238028,19.273316,1,1,1,73.677468,47.475112,29.601953,12.45187,0,0,0,5
2026,043786,Cleveland Municipal,31580.946659,197.125426,5343.874957,376.941317,30.163035,411.853286,1291.058461,743.107838,3668.931198,371.297333,937.158522,744.607222,275.260068,143.831026,0,652.593505,8.595507,93
2026,043794,Cleveland Heights-University Heights City,4675.817275,49.063013,633.845109,56.513409,1.267573,43.248695,151.143524,27.299104,85.371398,14,539.792368,265.207163,53.242533,33.370393,8.218062,0.666666,30.712402,10
2026,043802,Columbus City School District,43998.912257,546.486401,4494.249877,550.461942,38.438446,441.423718,1337.451886,2676.560187,7664.866669,1013.322486,2491.873477,1082.692927,500.551775,253.690399,0,417.189292,10.129134,114
2026,043810,Conneaut Area City,1485.674994,28.998169,198.095508,15.611188,2.469512,6.416195,27.516141,1.391441,8.307067,0,121.279776,68.50902,4.973716,0,0,0,6.515764,4
2026,043828,Coshocton City,1416.060163,58.660833,205.445368,6.647188,1,8.48001,35.016243,3.91534,0,2,54.995502,66.34761,4.264388,0,5.845378,0,3.791886,2
2026,043836,Cuyahoga Falls City,3741.514834,35.898104,401.3342,26.225324,2.194149,18.107193,116.283512,40.771063,232.617022,97.285305,333.327929,180.030417,37.172548,40.971065,2.41122,45.584647,23.554878,9
2026,043844,Dayton City,12167.412354,166.728595,1248.849434,175.629845,19.674334,124.679585,292.693149,498.772837,2006.425556,167.577301,288.419835,122.667219,280.867131,101.273368,0,6.01426,0,26
2026,043851,Deer Park Community City,1043.690416,5.45562,91.312856,12.180831,0,10.16,28.235084,8.455619,25.502954,0.550295,102.426041,67.142012,1.380049,0,0.951305,0,0,2
2026,043869,Defiance City,2338.849597,52.109374,234.522442,12.577059,1,7.976687,54.945452,13.686194,16.56505,4,92.709532,56.74449,0,0,0,10.256983,27.016689,3
2026,043877,Delaware City,5236.037594,66.910798,551.758443,23.93427,3.536887,32.076375,130.852875,30.412727,170.585441,32.357737,637.928758,412.075942,0,0,0,0,0,7
2026,043885,Delphos City,845.4046,21.530408,52.93466,3.746426,0,3.866711,10.322078,14.995822,11.527563,4,43.64275,29.594281,24.271375,0,0,0,2.472076,3
2026,043893,Dover City,2536.001398,50.627037,212.003808,4.641254,0.868629,6.449579,32.832362,243.667538,210.961822,41.157155,112.283272,154.421551,17.596514,0,0,0,0,5
2026,043901,East Cleveland City School District,1085.483846,7,164.579044,12.90432,0.98791,10.016837,30.810581,8.513862,39.955695,2.208137,12.644339,2.487086,15.97907,24.356139,0,0,0,5
2026,043919,East Liverpool City,1885.797075,50.46579,273.006773,14.069054,1.117111,7.906229,75.367647,3.718934,7,1,61.736274,50.625008,35.057411,44.712377,0,10.678015,11.165462,5
2026,043927,East Palestine City,870.268686,20.883589,99.419868,10.906217,0,5.524705,22.285294,1,4,0,53.861446,27.931932,0,0,3.452889,0,0,3
2026,043935,Eaton Community City,1742.39297,62.844979,223.186895,4.957445,1,13.498536,39.676553,4.877761,7.87,1.965952,101.643887,89.195292,0,0,5.969572,0,13.611763,4
2026,043943,Elyria City Schools,5372.149612,75.465789,671.141977,43.837972,1.111765,32.57788,123.020318,32.064501,137.440274,15.803824,203.638343,141.396227,0,0,0,0,0,9
2026,043950,Euclid City,4079.377704,38.799871,588.96307,60.706661,5.850575,29.482084,173.927468,18.047777,17.747127,1,119.936715,54.40069,44.953705,41.221178,0.504524,17.740405,0,8
2026,043968,Fairborn City,4002.991547,119.749149,453.419006,28.595084,2.894577,32.210417,98.177335,34.673774,52.373617,23.996477,380.174555,136.446191,64.888771,0,15.927632,0,0,5
2026,043976,Fairview Park City,1352.290336,13.38038,142.871063,2.762726,0,14.695402,37.160941,13.517167,36.084652,10.491957,209.056774,107.516391,0,0,0,0,0,3
2026,043984,Findlay City,4766.601361,86.661156,441.403613,42.657691,5.435946,41.921489,118.141813,137.10198,129.817897,27.999999,406.812332,413.656105,77.268737,35.037247,0,16.779792,25.772777,10
2026,043992,Fostoria City,1600.873308,59.648425,195.716872,17.979518,1.77439,16.924484,31.092926,3.858112,41.794423,4.107795,77.567675,32.830279,0,0,0.675926,0,0,2
2026,044008,Franklin City,2586.85862,68.248277,392.924828,26.372666,5,12.110995,84.050331,12.942097,47.991566,14.891152,155.317984,123.880094,0,0,0,0,0,6
2026,044016,Fremont City,3123.626781,142.840989,269.487513,24.357511,0.385052,22.881117,68.953903,17.325512,49.547427,6.762371,220.772845,104.424913,4.467971,0,0,11.858519,0,6
2026,044024,Galion City,1489.185213,52.163084,140.110516,1.82947,0,23.467323,48.118176,0.613169,3.316286,0,126.456769,52.251627,14.26449,0,2.952003,0.208012,0,4
2026,044032,Gallipolis City,1733.299841,19.578884,161.373795,7.850193,0.462424,14.794457,28.442281,6.94892,7.122974,0.956612,103.287388,40.238465,2.757572,0,0,0,0,5
2026,044040,Garfield Heights City Schools,2470.87249,22.3889,312.066006,27.974618,0.674418,12.017952,46.059237,0,0,1.976744,17.031958,25.029071,0,0,0,0,0,5
2026,044057,Geneva Area City,1909.776489,43.679345,236.729253,31.096428,0,3.288073,39.487061,8.980529,32.215229,3,124.338248,59.065892,18.842337,0,25.633315,0,12.830308,5
2026,044065,Girard City School District,1489.208325,49.667979,147.216302,10.198562,2.452849,22.883184,26.893821,2.322249,11,1,95.666837,63.268454,9.608026,0.06126,6.116584,5.698656,14.278226,4
2026,044073,Grandview Heights Schools,1125.344,18.921547,95.165294,7.47757,3.270144,0,17.399223,5.711459,0,11,277.551292,174.06532,0.999999,0.578314,0,0.555555,0,3
2026,044081,Winton Woods City,3883.861902,28.939384,345.327746,30.650662,3.515338,26.235046,91.335259,154.723384,770.604503,117.879475,110.228223,71.175618,0,0,0,0,0,6
2026,044099,Greenville City,2200.592312,57.96988,145.759846,11.973882,1.427899,21.234217,51.398234,7.794896,17.101616,2,224.811008,141.744239,83.942572,28.1817,0,29.560144,15.264445,3
2026,044107,Hamilton City,8336.94413,267.311048,1028.499663,66.591552,7.042544,55.28269,188.884635,215.567387,919.709981,114.238487,359.351335,202.426754,0,0,0,0,0,12
2026,044115,Heath City,1545.508368,30.061286,216.662254,21.168816,0,10.295431,18.3128,0,0.88,1,174.046237,117.733599,2.213451,7.605789,0,0,0,4
2026,044123,Hillsboro City,2028.351647,51.171974,160.72309,14.238956,0,12.437156,36.524925,5.074486,5.736727,2,129.721973,111.668237,0,0,0,0,10.188133,5
2026,044131,Huron City Schools,1090.599714,9.372875,70.726543,2.488399,0,4.429985,12.500008,4.548919,3,0,130.710886,64.526555,8.107874,0,0,0,0,3
2026,044149,Ironton City School District,1206.079497,24.262763,87.007056,7.502889,1.87,15.288295,32.469886,1.954029,3.655227,0,69.703981,42.222323,0,0,0,0.111112,0,3
2026,044156,Jackson City,2131.083339,47.457135,209.385261,1.740774,0,23.760427,33.370292,1.719508,4.025435,0,280.692024,153.148564,28.384092,0,0,4.996414,0,5
2026,044164,Kent City,2771.20836,27.905667,384.570707,47.427109,3.988242,26.799499,85.709896,24.02419,61.116111,13.258686,230.310362,139.707921,68.540422,41.816709,0,400.628285,15.902955,6
2026,044172,Kenton City,1682.099642,34.588289,216.932308,13.527953,1,11.981012,64.18086,11.159131,28.176641,3.916525,57.819278,47.027987,0,14.288449,4.185036,0,0,3
2026,044180,Kettering City School District,7161.548057,138.486663,679.209703,70.540669,6.341375,32.346108,177.098402,73.273615,210.166353,71.174638,758.196953,502.409904,230.508475,86.818905,0,628.703939,42.345233,12
2026,044198,Lakewood City,4070.635454,40.331609,440.304459,41.422879,6,16.449735,96.14645,81.693568,186.42921,39.947674,712.903053,400.397727,68.676883,35.021488,0,4.712253,36.092962,12
2026,044206,Lancaster City,5864.717125,135.515937,583.71127,72.915863,9.697739,53.568207,155.416197,11.006336,19.489642,14,349.024476,289.597687,125.842669,77.441198,32.076981,18.367006,26.757253,9
2026,044214,Lebanon City,4778.237965,41.134089,540.182235,47.661429,5.565405,23.525359,103.935381,42.42527,124.06833,34.16919,570.190531,334.407483,0,0,0,0,107.071904,5
2026,044222,Lima City,3154.003816,145.629619,353.50936,36.388112,0.398678,8.081782,70.212088,87.267648,58.376601,5.505813,190.899402,118.104157,54.175852,39.867995,0,13.609168,1.238828,9
2026,044230,Lockland Local,415.303219,2.455818,50.644855,7.9573,1.182857,2.482617,8.318481,19.133537,47.022565,10.502959,1,4,0,0,0,0,0,2
2026,044248,Logan-Hocking Local,3210.673366,53.78448,503.252501,37.097135,1,61.874368,91.771868,2.127868,3.525651,0,197.362601,161.255563,80.962424,8.119653,0,0,22.539181,7
2026,044255,London City,2051.190027,42.027,235.092206,20.255932,2.017311,7.81151,42.595755,8.808378,20.845923,4,77.167277,43.039261,11.110778,0,0,0,0,3
2026,044263,Lorain City,5753.298891,69.322601,695.91669,70.501792,6.233427,43.677044,205.795195,66.416565,400.0267,46.180365,264.470182,161.892225,90.665318,53.38397,0,0,13.473235,15
2026,044271,Loveland City,3752.05348,37.940786,343.878002,19.801425,1,21.52842,70.019702,27.726879,120.883709,25.828995,619.172258,463.491724,15.25,0,0,0,0,6
2026,044289,Madeira City,1599.024082,7.014838,86.180072,0,1.5,5.865545,12.645233,5.733296,35.68227,13.400809,336.682646,217.750373,0,0,0,0,0,3
2026,044297,Mansfield City,2747.682359,71.795887,524.588652,45.328718,10.35273,56.671725,96.505274,8.532611,25.100752,7,158.475375,103.955077,73.910928,72.131966,5.289137,69.294309,0,6
2026,044305,Maple Heights City,2811.518707,25.192401,351.8302,45.259095,1,18.154286,92.651907,11.36987,20.917227,0,30.967922,14.455607,14.375995,49.723578,3.403717,32.489847,0,5
2026,044313,Mariemont City,1501.29211,20.432101,82.175871,5.022074,1,1.287025,19.135124,2.640961,6.076569,2,184.585604,131.472618,0,0,0,0,0,4
2026,044321,Marietta City,2059.41375,65.968228,212.454489,18.236068,2.024218,5.622336,33.069811,4.769292,10.527464,1,166.164807,133.498304,10.157121,11.581863,0,2.719395,11.215153,4
2026,044339,Marion City,3760.390111,152.219224,460.146873,25.215205,12.95543,25.072922,95.421053,34.607927,105.034087,16.474437,224.144333,127.889114,55.742812,11.767286,8.369994,27.928752,16.321938,8
2026,044347,Martins Ferry City,1233.621055,20.762783,178.27903,2.325153,0,7.126788,29.190413,0,1,0,62.337423,43.357873,34.319563,0,2.790489,0,2.3607,3
2026,044354,Massillon City,3885.63286,55.646086,418.890904,28.339985,2.006135,26.384765,61.266078,54.405199,162.921763,18,209.97497,172.679654,96.150719,48.97304,28.704116,31.979203,29.161397,6
2026,044362,Maumee City,2081.38554,65.175965,169.529629,12.434848,4,13.029412,50.478086,4.859009,15,2,223.973026,105.492201,15.188929,0,0,0,37.902114,5
2026,044370,Mayfield City,3732.404693,40.042602,366.855096,28.589403,2,21.477237,110.973585,75.335332,95.625273,54.568046,456.295856,191.422824,28.998954,12.65611,2.172942,0,0,6
2026,044388,Medina City SD,5632.85888,81.198354,498.287118,39.695141,0,37.511295,116.364353,8.119597,48.900412,19.302357,625.966601,440.412224,0,0,0,0,0,9
2026,044396,Miamisburg City,4505.368782,98.080675,486.332296,34.977471,1,35.698053,109.022479,61.234861,167.062514,42.918589,399.192477,312.83625,15.25799,16.525144,0,0,29.598462,9
2026,044404,Middletown City,5675.937828,90.787687,731.810939,58.304766,1.70513,68.356495,194.480711,122.940698,607.901919,68.272237,177.980738,119.144645,0,0,0,0,3.052379,10
2026,044412,Mt Healthy City,2550.276869,23.049205,448.795772,40.299477,3.823002,29.324916,64.995702,87.417488,199.821601,29.695094,48.649801,22.449302,0,11.885413,0,0,0,5
2026,044420,Mount Vernon City,3346.972548,104.290139,336.601062,19.557963,2.187156,25.81471,79.257305,7.175665,20.188353,8.059041,294.538244,216.900107,11.625892,0,0,0,8.007546,8
2026,044438,Napoleon Area City,1606.905908,32.718692,128.199544,9.990253,4,10.129141,21.300124,6.471439,18.282286,1,139.704857,55.473343,27.645162,2.453313,0.59103,3.273893,0,2
2026,044446,Nelsonville-York City,941.576964,23.961382,170.299088,4.982177,0,1.926324,25.083984,0,0,0,47.025597,28.23232,3.785256,0,0,2.384839,13.683395,3
2026,044453,Newark City,5438.816414,283.385876,865.851176,87.144929,8.055209,59.919224,144.493395,13.930112,7.702731,10.770908,348.918457,202.780823,17.187921,0,0,0,12.024618,12
2026,044461,New Boston Local,356.705743,1.913135,28.739996,1.931369,0,3.116899,11.453566,0,2,0,11.508805,6,0,0,0,0,0,3
2026,044479,New Lexington School District,1714.628098,54.528008,193.754655,11.594268,0,10.86642,35.648509,0,0,0,84.997811,78.166366,100.207535,0,14.991467,0.444444,4.132762,4
2026,044487,New Philadelphia City,2664.126955,47.291983,223.821242,8.57766,2.516085,19.533976,42.283948,111.648113,345.162489,34,170.624622,145.83572,23.575958,0,3.469898,0,14.665766,7
2026,044495,Niles City,1847.706773,38.150886,169.226633,23.947612,1,16.689505,35.787878,1,4.890909,0,96.933337,74.80606,0,0,4.858611,0,0,4
2026,044503,North Canton City,4088.070216,47.053286,353.231564,20.532544,4.355029,20.383683,64.827738,17.515941,36.254436,12.366864,658.783012,486.270529,132.171429,50.930401,0,25.00745,13.822207,4
2026,044511,North College Hill City,1297.603337,10.835146,196.442681,16.335322,0.920043,10.685808,34.937453,6.20756,48.070296,2.428346,32.410068,9.001906,0,0,0,0,0,4
2026,044529,North Olmsted City,3322.795874,42.528417,286.300083,19.876951,2.137867,13.736476,100.661229,58.83639,187.632226,64.812698,291.6401,227.970724,0,0,0,0,0,6
2026,044537,North Ridgeville City,4162.1101,34.339261,379.202718,16.563514,0,17,83.593293,6.841615,60.386224,13.586207,320.021676,218.08589,25.064861,0,18.68009,0,19.99519,5
2026,044545,North Royalton City,3861.125757,36.083786,219.860846,16.775291,4.635602,17.875557,73.450055,101.894176,212.724535,94.098266,371.749283,275.377879,20.399554,0,0,0,17.730042,3
2026,044552,Norton City,2004.129556,42.738476,261.669775,16.935118,1,11.945332,36.345629,7.548933,9.377724,2,219.875347,134.696161,37.833164,16.983963,5.397466,8.734416,12.172288,4
2026,044560,Norwalk City,2313.158379,66.883206,216.691008,6.735941,2.9529,22.113457,45.13224,19.745797,72.515844,21,177.569137,79.237121,31.652372,0,0,0,15.306293,6
2026,044578,Norwood City,1579.873059,36.998218,149.623724,15.569,0.07607,12.561984,50.857817,32.351225,82.079807,13.783651,79.865533,49.49738,0,0,0,0,0,6
2026,044586,Oakwood City,1916.307613,54.794296,113.936901,10.910695,3,1,25.709064,6.866356,20.025234,8.767442,433.104005,295.968855,6.56898,3.079881,0,1.000539,0,5
2026,044594,Oberlin City Schools,719.924131,4.797619,78.315231,13.196428,0,2,17.797619,2.404762,11.208333,1,98.514285,72.549762,0,0,0,0,0,3
2026,044602,Oregon City,3320.453767,51.297436,256.805899,46.351824,2.081102,13.587756,66.357227,6.017825,23,2,214.577778,173.780466,109.308404,61.992484,4.391664,33.266757,0,6
2026,044610,Orrville City,1393.900953,25.05977,110.056651,10.317973,1.909152,6.09264,13.681508,14.078698,59.547092,15,140.268726,112.348261,0,0,0,0,15.557777,3
2026,044628,Painesville City Local,2557.785438,68.71512,270.108295,37.133154,1,10.546409,55.122092,200.778662,636.654088,92.07331,29.482558,40.659179,30.812937,0,0,6.435684,8.57213,5
2026,044636,Parma City,8621.046338,106.091971,917.968,68.167923,7,78.403424,260.173492,264.009921,624.142721,115.570829,503.561569,376.968995,163.847443,132.120828,0,63.575679,47.276753,12
2026,044644,Piqua City,2914.075799,70.123122,368.767789,36.585332,2,18.159497,68.905685,3.688195,23.739714,4,112.742015,96.857648,0,0,0,0,0,5
2026,044651,Port Clinton City,1290.998729,26.742603,157.112392,6.905542,0.923196,19.660112,19.279444,0,4.079026,1,77.856719,34.72666,0,0,0,0,0,4
2026,044669,Portsmouth City,1501.903229,31.520573,218.816691,28.32852,0.52287,9.511182,52.473282,16.173847,27.099273,2,21.371651,25.66153,0,0,0,0,0,3
2026,044677,Princeton City,5581.747107,36.584898,507.755575,36.096672,5.945526,33.162587,98.38467,349.591604,1135.439146,229.795267,299.26277,167.926018,0,0,0,0,0,11
2026,044685,Ravenna City,1758.241362,37.869238,220.210508,42.029006,1.035714,22.554214,68.65646,0.028902,12.641827,1,48.007237,47.93143,0,0,0,0,28.581394,5
2026,044693,Reading Community City,1358.333058,10.995373,115.778736,9.991068,0,4.429149,23.896003,9.58708,33.050252,10.134067,61.744069,41.908699,0,0,0,0,0,2
2026,044701,Rocky River City,2451.035281,15.35821,189.992712,7.329547,1.834351,11.449402,52.337671,30.509219,45.362516,40.06269,434.733768,272.962332,8.013606,5.318191,0,3.902664,0,4
2026,044719,St Bernard-Elmwood Place City,720.906881,7.312871,82.403879,9.414312,1,2.758416,11,14.514833,50.001346,5.982185,34.51683,21.930641,0,0,0,0,0,2
2026,044727,St Marys City,1975.2391,38.600168,179.052382,11.506242,3,15.659005,31.737269,15.004811,15.778209,2,101.66034,75.68,57.225643,3.988509,7.649139,10.54112,0,4
2026,044735,Salem City,1898.375834,10.50491,165.684929,16.581101,0,9.292002,36.366663,33.947518,87.405081,15,124.767378,81.837183,3.530091,1.5,23.344437,0,12.179716,5
2026,044743,Sandusky City,2904.521212,28.554821,331.615642,20.371465,1.295546,33.954399,73.413729,25.148631,46.226321,4.284848,129.721208,104.47,95.040734,81.944696,0,1.439066,16.531113,5
2026,044750,Shaker Heights City,4282.985398,34.054616,453.222646,27.292134,0,21.966292,103.460674,16.949438,29.365169,22.269663,671.623636,399.438201,29.101535,8.809738,0,0.309803,0,7
2026,044768,Sheffield-Sheffield Lake City,1381.324228,12.554443,151.964921,15.890388,0,4.036585,41.72786,4.417247,21.47619,4,108.44643,81.279787,0,0,0,0,12.089961,5
2026,044776,Shelby City,1688.954322,42.340651,212.597166,2.525517,2.596991,13.91426,26.417329,4,6.734747,2.87,121.853897,96.855405,24.056374,0,0,0,0,3
2026,044784,Sidney City,2697.690464,82.395549,334.452449,14.845582,7.210599,37.184527,54.216103,32.631542,64.672455,14.399357,82.481845,36.716799,11.642828,0,0,6.21527,0,6
2026,044792,South Euclid-Lyndhurst City,3055.465916,42.858018,361.989063,30.399383,0,23.341948,87.087311,20.946859,53.622764,16,199.663,92.771359,20.06072,16.162525,0.435864,0,0,6
2026,044800,South-Western City,21175.327982,350.148688,2709.834306,168.52549,15.096733,123.065138,520.313049,789.814611,3153.406474,590.207384,1366.868584,978.603628,490.719568,138.514688,51.776708,270.043006,137.920906,30
2026,044818,Springfield City School District,6847.873189,126.729048,752.979556,27.753843,14.917877,49.987451,168.638231,535.034793,704.143386,36.111638,186.727701,67.026302,0,0,0,0,0,16
2026,044826,Steubenville City,2492.188386,70.140452,261.416283,18.797754,1.769663,28.191012,46.550562,1.758426,0,0,264.490976,129.522473,109.720159,38.593299,0,8.504629,0,6
2026,044834,Stow-Munroe Falls City School District,4752.751189,36.876138,468.831633,36.830121,3.252563,36.037792,99.581756,50.842134,109.491399,30.891112,596.30394,272.593732,67.492215,56.736545,2.667491,199.904883,61.972702,9
2026,044842,Strongsville City,5210.782149,38.146747,352.241448,18.832013,1.784942,25.934748,101.549345,48.756365,218.581219,87.433449,697.418965,367.846332,0,0,0,13.612522,67.34148,8
2026,044859,Struthers City,1583.09204,13.849617,168.698189,4.479328,0,9.873474,24.652719,6.033856,18.474358,3.307983,69.063749,31.350957,0,0,2.887329,0,20.936257,3
2026,044867,Sycamore Community City,5633.563432,38.110696,281.922134,42.43066,6.890533,33.056266,122.500649,139.974169,316.392966,180.953389,1514.297902,788.659337,0,0,0,0,0,7
2026,044875,Sylvania Schools,7497.36063,68.492138,606.525787,83.431082,6.776457,25.346997,194.684602,57.83855,216.516976,34.670392,999.989426,467.023725,258.914563,41.513283,0,32.427098,17.175936,12
2026,044883,Tallmadge City,2483.834071,33.671346,253.075376,18.199446,3,14.778409,52.868518,31.016767,117.80428,35.120041,196.255527,144.627994,65.840207,24.187484,1.997149,101.909096,28.913155,3
2026,044891,Tiffin City,2202.698262,68.541062,198.343706,18.69492,5.116367,14.035721,75.688834,2.878818,8.849257,0,176.073282,138.457892,0.398148,0,0,0,0,5
2026,044909,Toledo City,19851.771637,218.709727,2867.322717,313.806785,5.288234,170.169224,485.78729,172.059904,365.79934,60.3738,608.670429,208.443189,513.680175,295.506978,0,726.923551,92.127122,54
2026,044917,Toronto City,754.776673,14.02655,97.187228,6.316543,1,7.828568,20.819349,0.596047,0,0,53.278128,31.654542,0,10.109566,0,1.343264,0,2
2026,044925,Troy City,3877.327958,78.553835,367.265015,21.336644,4.857176,26.303614,69.83739,39.069035,78.678763,34.275752,521.448341,280.903268,0,0,0,0,0,9
2026,044933,Upper Arlington City,6427.013021,121.003743,766.806491,29.585337,3.806404,35.488555,148.174437,51.917401,106.110062,43.56285,1527.679121,889.721256,58.873209,6.207512,5.426789,3.003173,0,9
2026,044941,Urbana City,1664.003514,35.444947,204.688552,21.090968,2.838645,17.993309,40.507875,2.805054,1,2.021811,22.618905,43.589462,23.129619,0,0,11.405459,0,3
2026,044958,Vandalia-Butler City,2738.359473,35.483459,269.345979,22.929262,2,24.476202,44.968945,14.300507,48.589513,6,239.741661,149.511106,0,0,0,0,27.443954,5
2026,044966,Van Wert City,1719.641443,56.544002,209.298381,5.372394,1,17.474875,36.095586,5.00467,23.717312,2,130.487895,58.76487,15.551937,10.037603,0,2.109244,6.3313,4
2026,044974,Wadsworth City,3978.188236,64.188929,322.056818,36.871797,0,24.159881,75.028011,11.351699,25.391892,16.042534,422.820867,374.276416,76.900057,33.805486,0,9.491046,40.275101,10
2026,044982,Wapakoneta City,2629.250228,52.805361,238.451774,27.070234,3.118743,26.88533,42.673182,2.449459,6.940848,1,148.190432,104.251891,27.713297,0,0,3.810635,0,5
2026,044990,Warren City,4348.115204,79.929546,524.742399,51.672463,12.578141,34.325872,113.680356,9.686936,51.950673,3,161.051256,79.321387,9.813067,2.513108,30.41667,3.53929,13.882062,5
2026,045005,Warrensville Heights City,1773.018443,16.176548,256.580377,34.41975,0,10.822134,47.508751,6.297316,19.973292,3,15.663285,14.116034,15.714322,20.528803,0,0.321568,0,4
