edition	fund	ali	name	legal_basis
2016	1380	200606	Information Technology Development and Support	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 20, 1961)
2016	4R70	200695	Indirect Operational Support	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board in December 1993)
2016	4V70	200633	Interagency Program Support	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board in June 1995)
2016	7017	200612	Foundation Funding	ORC 3770.06; Sections 263.10 and 263.330 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2016	7017	200629	Community Connectors	ORC 3770.06; Sections 263.10 and 263.330 of H.B. 64 of the 131st G.A. (originally established in Am. Sub. H.B. 483 of the 130th G.A.)
2016	7017	200648	Straight A Fund	Discontinued line item (originally established by Am. Sub. H.B. 59 of the 130th G.A.)
2016	7017	200666	EdChoice Expansion	Discontinued line item (originally established by Am. Sub. H.B. 59 of the 130th G.A.)
2016	7017	200684	Community School Facilities	ORC 3770.06; Sections 263.10 and 263.330 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 59 of the 130th G.A.)
2016	7018	200683	Jon Peterson Scholarship Reimbursement	Discontinued line item (originally established by Sub. H.B. 280 of the 129th G.A.)
2016	7018	200686	Early Learning Programs	Discontinued line item (originally established by Am. Sub. H.B. 487 of the 129th G.A.)
2016	7047	200909	School District Property Tax Replacement-Business	Discontinued line item (originally established by Am. Sub. H.B. 66 of the 126th G.A.)
2016	7053	200900	School District Property Tax Replacement-Utility	Discontinued line item (originally established by Am. Sub. S.B. 3 of the 123rd G.A.)
2016	3090	200601	Neglected and Delinquent Education	Section 263.10 of Am. Sub. H.B.64 of the 131st G.A. (originally established by Controlling Board on March 28, 1966)
2016	3670	200607	School Food Services	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on October 27, 1967)
2016	3690	200616	Career-Technical Education Federal Enhancement	Discontinued line item (originally established by Controlling Board on September 23, 1964)
2016	3700	200624	Education of Exceptional Children	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on May 9, 1968)
2016	3780	200660	Learn and Serve	Discontinued line item (originally established by Controlling Board on July 29, 1985)
2016	3AF0	200603	Schools Medicaid Administrative Claims	ORC 5162.64; Sections 263.10 and 263.380 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on September 22, 2003)
2016	3AN0	200671	School Improvement Grants	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on April 7, 2008)
2016	3AX0	200698	Improving Health and Educational Outcomes of Young People	Discontinued line item (originally established by Controlling Board on May 5, 2008)
2016	3BK0	200628	Longitudinal Data Systems	Discontinued line item (originally established by Controlling Board on January 9, 2006)
2016	3C50	200661	Early Childhood Education	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on November 11, 1986)
2016	3CG0	200646	Teacher Incentive	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on December 4, 2006)
2016	3D10	200664	Drug Free Schools	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on May 4, 1987)
2016	3D20	200667	Math Science Partnerships	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on April 20, 1987)
2016	3DG0	200630	Federal Stimulus - McKinney Vento Grants	Discontinued line item (originally established by Am. Sub. H.B. 2 of the 128th G.A.)
2016	3DJ0	200699	IDEA Part B - Federal Stimulus	Discontinued line item (originally established by Am. Sub. H.B. 1 of the 128th G.A.)
2016	3DK0	200642	Title IA - Federal Stimulus	Discontinued line item (originally established by Am. Sub. H.B. 1 of the 128th G.A.)
2016	3DL0	200650	IDEA Preschool - Federal Stimulus	Discontinued line item (originally established by Am. Sub. H.B. 1 of the 128th G.A.)
2016	3DM0	200651	Title IID Technology - Federal Stimulus	Discontinued line item (originally established by Am. Sub. H.B. 1 of the 128th G.A.)
2016	3DP0	200652	Title I School Improvement - Federal Stimulus	Discontinued line item (originally established by Am. Sub. H.B. 1 of the 128th G.A.)
2016	3EC0	200653	Teacher Incentive - Federal Stimulus	Discontinued line item (originally established by Controlling Board on December 14, 2009)
2016	3EF0	200694	National School Lunch Program - Equipment	Discontinued line item (originally established by Controlling Board on March 22, 2010)
2016	3EH0	200620	Migrant Education	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 19, 2010)
2016	3EJ0	200622	Homeless Children Education	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on July 19, 2010)
2016	3EK0	200637	Advanced Placement	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on July 19, 2010)
2016	3EM0	200643	Byrd Scholarship	Discontinued line item (originally established by Controlling Board on July 19, 2010)
2016	3EN0	200655	State Data Systems - Federal Stimulus	Discontinued line item (originally established by Controlling Board on October 25, 2010)
2016	3ES0	200657	General Supervisory Enhancement Grant	Discontinued line item (originally established by Controlling Board on September 27, 2010)
2016	3ET0	200658	Education Jobs Fund	Discontinued line item (originally established by Controlling Board on September 27, 2010)
2016	3FD0	200665	Race to the Top	Sections 263.10 and 263.283 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on November 22, 2010)
2016	3FE0	200669	Striving Readers	Discontinued line item (originally established by Controlling Board on December 13, 2010)
2016	3FN0	200672	Early Learning Challenge - Race to the Top	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on February 27, 2012)
2016	3GE0	200674	Summer Food Service Program	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on October 29, 2012)
2016	3GF0	200675	Miscellaneous Nutrition Grants	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on October 29, 2012)
2016	3GG0	200676	Fresh Fruit and Vegetable Program	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on October 29, 2012)
2016	3GP0	200600	School Climate Transformation	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on December 15, 2014)
2016	3GQ0	200679	Project Aware	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on December 15, 2014)
2016	3GZ0	200609	JAVITS Gifted and Talented Students Education	Established by Controlling Board on January 11, 2016
2016	3H90	200605	Head Start Collaboration Project	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by the Controlling Board on January 24, 1994)
2016	3L60	200617	Federal School Lunch	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3L70	200618	Federal School Breakfast	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3L80	200619	Child/Adult Food Programs	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3L90	200621	Career-Technical Education Basic Grant	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3M00	200623	ESEA Title 1A	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3M20	200680	Individuals with Disabilities Education Act	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2016	3S20	200641	Education Technology	Discontinued line item (originally established by Controlling Board on June 22, 1998)
2016	3T40	200613	Public Charter Schools	Discontinued line item (originally established by Controlling Board on December 7, 1998)
2016	3Y20	200688	21st Century Community Learning Centers	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 29, 2002)
2016	3Y40	200632	Reading First	Discontinued line item (originally established by Controlling Board on July 29, 2002)
2016	3Y60	200635	Improving Teacher Quality	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on August 12, 2002)
2016	3Y70	200689	English Language Acquisition	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 29, 2002)
2016	3Y80	200639	Rural and Low Income Technical Assistance	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 21, 2003)
2016	3Z20	200690	State Assessments	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 29, 2002)
2016	3Z30	200645	Consolidated Federal Grant Administration	Section 263.10 of Am. Sub. H.B. 64 of the 131st G.A. (originally established by Controlling Board on July 7, 2003)
2017	GRF	200321	Operating Expenses	Sections 265.10 and 265.20 of H.B. 49 of the 132nd G.A. (originally established by H.B. 487 of the 129th G.A.)
2017	GRF	200408	Early Childhood Education	Sections 265.10 and 265.20 of H.B. 49 of the 132nd G.A. (originally established by H.B. 298 of the 119th G.A.)
2017	GRF	200420	Information Technology Development and Support	Sections 265.10 and 265.30 of H.B. 49 of the 132nd G.A. (originally established by H.B. 282 of the 123rd G.A.)
2017	GRF	200421	Alternative Education Programs	Discontinued line item (originally established by H.B. 640 of the 123rd G.A.)
2017	GRF	200422	School Management Assistance	ORC 3301.073 and 3316; Sections 265.10 and 265.50 of H.B. 49 of the 132nd G.A. (originally established by H.B. 1285 of the 112th G.A.)
2017	GRF	200424	Policy Analysis	Sections 265.10 and 265.60 of H.B. 49 of the 132nd G.A. (originally established by H.B. 204 of the 113th G.A.)
2017	GRF	200425	Tech Prep Consortia Support	Discontinued line item (originally established by Controlling Board in FY 2001)
2017	GRF	200426	Ohio Educational Computer Network	ORC 3301.075; Sections 265.10 and 265.70 of H.B. 49 of the 132nd G.A. (originally established by H.B. 204 of the 113th G.A.)
2017	GRF	200427	Academic Standards	ORC 3301.079; Sections 265.10 and 265.80 of H.B. 49 of the 132nd G.A. (originally established by H.B. 94 of the 124th G.A.)
2017	GRF	200437	Student Assessment	ORC 3301.078, 3301.079, 3301.0710, 3301.0711, 3301.0712, 3301.0715, 3301.27, and 3313.608; Sections 265.10 and 265.90 of H.B. 49 of the 132nd G.A. (originally established by H.B. 111 of the 118th G.A.)
2017	GRF	200439	Accountability/Report Cards	ORC 3302.03, 3302.031, and 3302.36; Sections 265.10 and 265.100 of H.B. 49 of the 132nd G.A. (originally established by H.B. 95 of the 125th G.A.)
2017	GRF	200442	Child Care Licensing	ORC 3301.52 through 3301.59; Sections 265.10 and 265.100 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on October 16, 1995)
2017	GRF	200446	Education Management Information System	ORC 3301.0714; Sections 265.10 and 265.110 of H.B. 49 of the 132nd G.A. (originally established by H.B. 111 of the 118th G.A.)
2017	GRF	200447	High School Equivalency Testing	Discontinued line item (originally established by Controlling Board on January 8, 1990)
2017	GRF	200448	Educator Preparation	Sections 265.10 and 263.120 of H.B. 49 of the 132nd G.A. (originally established by H.B. 95 of the 125th G.A.)
2017	GRF	200455	Community Schools and Choice Programs	ORC 3314.015 and 3314.11; Sections 265.10 and 265.130 of H.B. 49 of the 132nd G.A. (originally established by H.B. 215 of the 122nd G.A.)
2017	GRF	200457	STEM Initiatives	Discontinued line item (originally established by H.B. 119 of the 127th G.A.)
2017	GRF	200464	General Technology Operations	Discontinued line item (originally established by H.B. 59 of the 130th G.A.)
2017	GRF	200465	Education Technology Resources	ORC 3301.075; Sections 265.10 and 265.140 of H.B. 49 of the 132nd G.A. (originally established by H.B. 59 of the 130th G.A.)
2017	GRF	200502	Pupil Transportation	ORC 3317.024, 3317.0212, and 3327.02; Sections 265.10 and 265.150 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2017	GRF	200505	School Lunch Match	ORC 3313.81 and 3317.024; Sections 265.10 and 265.160 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2017	GRF	200511	Auxiliary Services	ORC 3317.024, 3317.06, and 3317.062; Sections 265.10 and 265.170 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2017	GRF	200532	Nonpublic Administrative Cost Reimbursement	ORC 3317.063; Sections 265.10 and 265.180 of H.B. 49 of the 132nd G.A. (originally established by H.B. 694 of the 114th G.A.)
2017	GRF	200540	Special Education Enhancements	ORC 3317.0213, 3317.20, and 3317.201; Sections 265.10 and 265.190 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2017	GRF	200545	Career-Technical Education Enhancements	Sections 265.10 and 265.200 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2017	GRF	200550	Foundation Funding	ORC 3317; Sections 265.10, 265.210, 265.220, 265.230, and 265.233 of H.B. 49 of the 132nd G.A. (originally established by H.B. 66 of the 126th G.A.)
2017	GRF	200566	Literacy Improvement	Sections 265.10 and 265.240 of H.B. 49 of the 132nd G.A. (originally established by H.B. 1 and modified by H.B. 282 of the 123rd G.A.)
2017	GRF	200572	Adult Education Programs	ORC 3313.902, 3314.38, 3317.23, 3317.24, 3345.86; Sections 265.10 and 265.250 of H.B. 49 of the 132nd G.A. (originally established by H.B. 282 of the 123rd G.A.)
2017	GRF	200573	EdChoice Expansion	ORC 3310.032; Sections 265.10 and 265.260 of H.B. 49 of the 132nd G.A. (originally established by H.B. 64 of the 131st G.A.)
2017	GRF	200574	Half-Mill Maintenance Equalization	ORC 3318.18; Sections 265.10 and 265.260 of H.B. 49 of the 132nd G.A.
2017	GRF	200576	Adaptive Sports Program	Sections 265.10 and 265.260 of H.B. 49 of the 132nd G.A. (originally established by H.B. 64 of the 131st G.A.)
2017	GRF	200578	Violence Prevention and School Safety	Sections 265.10, 265.260, and 265.263 of H.B. 49 of the 132nd G.A. (originally established by H.B. 1 of the 128th G.A.)
2017	GRF	200588	Competency Based Education Pilot	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2017	GRF	200597	Education Program Support	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2017	GRF	200901	Property Tax Allocation - Education	Discontinued line item (originally established by H.B. 204 of the 113th G.A.)
2017	GRF	657401	Medicaid in Schools	Sections 265.10 and 265.280 of H.B. 49 of the 132nd G.A.
2017	4520	200638	Charges and Reimbursements	ORC 3314.074; Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on April 13, 1972)
2017	4540	200610	High School Equivalency	Section 265.290 of H.B. 49 of the 132nd G.A. (originally established in 1929)
2017	4550	200608	Commodity Foods	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board in September 1978)
2017	4L20	200681	Teacher Certification and Licensure	ORC 3319.51; Sections 265.10 and 265.300 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	5960	200656	Ohio Career Information System	Discontinued line item (originally established by H.B. 238 of the 116th G.A.)
2017	5980	200659	Auxiliary Services Reimbursement	ORC 3317.064; Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 238 of the 116th G.A.)
2017	5BJ0	200626	Half-Mill Maintenance Equalization	Discontinued line item (originally established by H.B. 66 of the 126th G.A.)
2017	5H30	200687	School District Solvency Assistance	ORC 3316.20; Sections 265.10 and 265.320 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2017	5JC0	200654	Adult Career Opportunity Pilot Program	Discontinued line item (originally established by H.B. 483 of the 130th G.A.)
2017	5KX0	200691	Ohio School Sponsorship Program	ORC 3314.029; Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on November 14, 2011)
2017	5KY0	200693	Community Schools Temporary Sponsorship	Discontinued line item (originally established by Controlling Board on November 14, 2011)
2017	5MM0	200677	Child Nutrition Refunds	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by the Controlling Board on October 29, 2012)
2017	5RB0	200644	Straight A Fund	Discontinued line item (Originally established by H.B. 64 of the 131st G.A.)
2017	5RE0	200697	School District TPP Supplement	Discontinued line item (originally established by H.B. 64 of the 131st G.A.)
2017	5T30	200668	Gates Foundation Grants	Discontinued line item (originally established by H.B. 59 of the 130th G.A.)
2017	5U20	200685	National Education Statistics	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on May 6, 2002)
2017	5UC0	200662	Accountability/Report Cards	ORC 3302.03 and 3302.36; Sections 265.10 and 265.323 of H.B. 49 of the 132nd G.A.
2017	6200	200615	Educational Improvement Grants	Sections 265.10 and 265.325 of H.B. 49 of the 132nd G.A. (originally established by H.B. 282 of the 123rd G.A.)
2017	1380	200606	Information Technology Development and Support	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 20, 1961)
2017	4R70	200695	Indirect Operational Support	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board in December 1993)
2017	4V70	200633	Interagency Program Support	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board in June 1995)
2017	7017	200612	Foundation Funding	ORC 3770.06; Sections 265.10 and 265.330 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2017	7017	200629	Community Connectors	ORC 3770.06; Sections 265.10 and 265.330 of H.B. 49 of the 132nd G.A. (originally established in H.B. 483 of the 130th G.A.)
2017	7017	200648	Straight A Fund	Discontinued line item (originally established by H.B. 59 of the 130th G.A.)
2017	7017	200666	EdChoice Expansion	Discontinued line item (originally established by H.B. 59 of the 130th G.A.)
2017	7017	200684	Community School Facilities	ORC 3770.06; Sections 265.10 and 265.330 of H.B. 49 of the 132nd G.A. (originally established by H.B. 59 of the 130th G.A.)
2017	7018	200686	Third Grade Reading Guarantee	Discontinued line item (originally established by H.B. 487 of the 129th G.A.)
2017	7047	200909	School District Property Tax Replacement-Business	Discontinued line item (originally established by H.B. 66 of the 126th G.A.)
2017	7053	200900	School District Property Tax Replacement-Utility	Discontinued line item (originally established by S.B. 3 of the 123rd G.A.)
2017	3090	200601	Neglected and Delinquent Children Education	Discontinued line item (originally established by Controlling Board on March 28, 1966)
2017	3670	200607	School Food Services	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on October 27, 1967)
2017	3700	200624	Education of Exceptional Children	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on May 9, 1968)
2017	3AF0	200603	Schools Medicaid Administrative Claims	Discontinued line item (originally established by Controlling Board on September 22, 2003)
2017	3AF0	657601	Schools Medicaid Administrative Claims	Section 265.10 of H.B. 49 of the 132nd G.A.
2017	3AN0	200671	School Improvement Grants	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on April 7, 2008)
2017	3AX0	200698	Improving Health and Educational Outcomes of Young People	Discontinued line item (originally established by Controlling Board on May 5, 2008)
2017	3BK0	200628	Longitudinal Data Systems	Discontinued line item (originally established by Controlling Board on January 9, 2006)
2017	3C50	200661	Early Childhood Education	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on November 11, 1986)
2017	3CG0	200646	Teacher Incentive	Discontinued line item (originally established by Controlling Board on December 4, 2006)
2017	3D10	200664	Drug Free Schools	Discontinued line item (originally established by Controlling Board on May 4, 1987)
2017	3D20	200667	Math Science Partnerships	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on April 20, 1987)
2017	3DP0	200652	Title I School Improvement - Federal Stimulus	Discontinued line item (originally established by H.B. 1 of the 128th G.A.)
2017	3EC0	200653	Teacher Incentive - Federal Stimulus	Discontinued line item (originally established by Controlling Board on December 14, 2009)
2017	3EH0	200620	Migrant Education	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 19, 2010)
2017	3EJ0	200622	Homeless Children Education	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by the Controlling Board on July 19, 2010)
2017	3EK0	200637	Advanced Placement	Discontinued line item (originally established by the Controlling Board on July 19, 2010)
2017	3EN0	200655	State Data Systems - Federal Stimulus	Discontinued line item (originally established by Controlling Board on October 25, 2010)
2017	3FD0	200665	Race to the Top	Discontinued line item (originally established by Controlling Board on November 22, 2010)
2017	3FN0	200672	Early Learning Challenge - Race to the Top	Discontinued line item (originally established by Controlling Board on February 27, 2012)
2017	3GE0	200674	Summer Food Service Program	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on October 29, 2012)
2017	3GF0	200675	Miscellaneous Nutrition Grants	Discontinued line item (originally established by the Controlling Board on October 29, 2012)
2017	3GG0	200676	Fresh Fruit and Vegetable Program	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by the Controlling Board on October 29, 2012)
2017	3GP0	200600	School Climate Transformation	Discontinued line item (originally established by the Controlling Board on December 15, 2014)
2017	3GQ0	200679	Project Aware	Discontinued line item (originally established by the Controlling Board on December 15, 2014)
2017	3GZ0	200609	JAVITS	Discontinued line item (originally established by Controlling Board on January 11, 2016)
2017	3H90	200605	Head Start Collaboration Project	Discontinued line item (originally established by the Controlling Board on January 24, 1994)
2017	3HF0	200649	Federal Education Grants	Section 265.10 of H.B. 49 of the 132nd G.A.
2017	3HI0	200634	Student Support and Academic Enrichment	Established by the Controlling Board on August 21, 2017
2017	3L60	200617	Federal School Lunch	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	3L70	200618	Federal School Breakfast	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	3L80	200619	Child/Adult Food Programs	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	3L90	200621	Career-Technical Education Basic Grant	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	3M00	200623	ESEA Title 1A	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.).A.)
2017	3M20	200680	Individuals with Disabilities Education Act	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by H.B. 152 of the 120th G.A.)
2017	3T40	200613	Public Charter Schools	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on December 7, 1998)
2017	3Y20	200688	21st Century Community Learning Centers	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 29, 2002)
2017	3Y60	200635	Improving Teacher Quality	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on August 12, 2002)
2017	3Y70	200689	English Language Acquisition	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 29, 2002)
2017	3Y80	200639	Rural and Low Income Technical Assistance	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 21, 2003)
2017	3Z20	200690	State Assessments	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 29, 2002)
2017	3Z30	200645	Consolidated Federal Grant Administration	Section 265.10 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on July 7, 2003)
2018	GRF	200321	Operating Expenses	Sections 265.10 and 265.20 of H.B. 49 of the 132nd G.A. (originally established by H.B. 487 of the 129th G.A.)
2018	GRF	200408	Early Childhood Education	Sections 265.10 and 265.20 of H.B. 49 of the 132nd G.A. (originally established by H.B. 298 of the 119th G.A.)
2018	GRF	200420	Information Technology Development and Support	Sections 265.10 and 265.30 of H.B. 49 of the 132nd G.A. (originally established by H.B. 282 of the 123rd G.A.)
2018	GRF	200421	Alternative Education Programs	Discontinued line item (originally established by H.B. 640 of the 123rd G.A.)
2018	GRF	200422	School Management Assistance	ORC 3301.073 and 3316; Sections 265.10 and 265.50 of H.B. 49 of the 132nd G.A. (originally established by H.B. 1285 of the 112th G.A.)
2018	GRF	200424	Policy Analysis	Sections 265.10 and 265.60 of H.B. 49 of the 132nd G.A. (originally established by H.B. 204 of the 113th G.A.)
2018	GRF	200425	Tech Prep Consortia Support	Discontinued line item (originally established by Controlling Board in FY 2001)
2018	GRF	200426	Ohio Educational Computer Network	ORC 3301.075; Sections 265.10 and 265.70 of H.B. 49 of the 132nd G.A. (originally established by H.B. 204 of the 113th G.A.)
2018	GRF	200427	Academic Standards	ORC 3301.079; Sections 265.10 and 265.80 of H.B. 49 of the 132nd G.A. (originally established by H.B. 94 of the 124th G.A.)
2018	GRF	200437	Student Assessment	ORC 3301.078, 3301.079, 3301.0710, 3301.0711, 3301.0712, 3301.0715, 3301.27, and 3313.608; Sections 265.10 and 265.90 of H.B. 49 of the 132nd G.A. (originally established by H.B. 111 of the 118th G.A.)
2018	GRF	200439	Accountability/Report Cards	ORC 3302.03, 3302.031, and 3302.26; Sections 265.10 and 265.100 of H.B. 49 of the 132nd G.A. (originally established by H.B. 95 of the 125th G.A.)
2018	GRF	200442	Child Care Licensing	ORC 3301.52 through 3301.59; Sections 265.10 and 265.100 of H.B. 49 of the 132nd G.A. (originally established by Controlling Board on October 16, 1995)
2018	GRF	200446	Education Management Information System	ORC 3301.0714; Sections 265.10 and 265.110 of H.B. 49 of the 132nd G.A. (originally established by H.B. 111 of the 118th G.A.)
2018	GRF	200447	High School Equivalency Testing	Discontinued line item (originally established by Controlling Board on January 8, 1990)
2018	GRF	200448	Educator Preparation	Sections 265.10 and 263.120 of H.B. 49 of the 132nd G.A. (originally established by H.B. 95 of the 125th G.A.)
2018	GRF	200455	Community Schools and Choice Programs	ORC 3314.015 and 3314.11; Sections 265.10 and 265.130 of H.B. 49 of the 132nd G.A. (originally established by H.B. 215 of the 122nd G.A.)
2018	GRF	200457	STEM Initiatives	Discontinued line item (originally established by H.B. 119 of the 127th G.A.)
2018	GRF	200464	General Technology Operations	Discontinued line item (originally established by H.B. 59 of the 130th G.A.)
2018	GRF	200465	Education Technology Resources	ORC 3301.075; Sections 265.10 and 265.140 of H.B. 49 of the 132nd G.A. (originally established by H.B. 59 of the 130th G.A.)
2018	GRF	200502	Pupil Transportation	ORC 3314.091, 3317.024, and 3317.0212; Sections 265.10 and 265.150 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2018	GRF	200505	School Lunch Match	ORC 3313.81 and 3317.024; Sections 265.10 and 265.160 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2018	GRF	200511	Auxiliary Services	ORC 3317.024, 3317.06, and 3317.062; Sections 265.10 and 265.170 of H.B. 49 of the 132nd G.A. (originally established by H.B. 191 of the 112th G.A.)
2018	GRF	200532	Nonpublic Administrative Cost Reimbursement	ORC 3317.063; Sections 265.10 and 265.180 of H.B. 49 of the 132nd G.A. (originally established by H.B. 694 of the 114th G.A.)
2018	GRF	200540	Special Education Enhancements	ORC 3317.0213, 3317.20, and 3317.201; Sections 265.10 and 265.190 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2018	GRF	200545	Career-Technical Education Enhancements	Sections 265.10 and 265.200 of H.B. 49 of the 132nd G.A. (originally established by H.B. 650 of the 122nd G.A.)
2018	GRF	200550	Foundation Funding	ORC 3317; Sections 265.10, 265.210, 265.220, 265.230, and 265.233 of H.B. 49 of the 132nd G.A. (originally established by H.B. 66 of the 126th G.A.)
2018	GRF	200566	Literacy Improvement	Sections 265.10 and 265.240 of H.B. 49 of the 132nd G.A. (originally established by H.B. 1 and modified by H.B. 282 of the 123rd G.A.)
2018	GRF	200572	Adult Education Programs	ORC 3313.902, 3314.38, 3317.23, 3317.24, 3345.86; Sections 265.10 and 265.250 of H.B. 49 of the 132nd G.A. (originally established by H.B. 282 of the 123rd G.A.)
