irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
048843,Franklin Local,1694.6593,1738.47,14059873.77,8087.5,5347.81,0.3387549,304747.98,0.020914033275,1.46670942,1657.2356,732.634,1426.0852,0.841517,1330349.69,263667.6,120838.861080000017,1688770.601050261874,10557783.33,8044693.62,-2094157.66,8463625.67,2094157.66,1688770.6,309934.13,45755.8,0,12602243.87,0,170008.51,120838.86,12893091.24
048850,Maysville Local,1711.7354,1724.51,14030246.25,8135.79,2892.11,0.6445203,151730.99,0.019263132675,1.46670942,1666.6663,810.4034,1452.6006,0.848613,1378034.63,166500.6,107313.016662180016,1224935.369633333292,13742347.27,15472836.54,1442016.71,15184363.98,0,1224935.37,0,46216.86,0,16455516.21,0,166383.02,107313.02,16729212.25
048876,Tri-Valley Local,2718.0772,2785.63,22612793.13,8117.66,5022.14,0.3813304,251975.09,0.022602800314,1.46670942,1054.4154,920.2162,1020.8656,0.375584,189704.35,315812.7,144736.96041,2430457.928800434805,15874085.46,12136203.59,-3114776.96,12759308.5,3114776.96,2430457.93,0,73388.08,0,18377931.47,141340.01,206138.55,144736.96,18870147
048884,West Muskingum Local,1609.4386,1609.4386,13085659.37,8130.57,6013.19,0.2604232,286133.16,0.022145814,1.46670942,778.9363,681.3461,754.5387,0.468821,218469.2,0,0,1175537.978666666895,3805405.42,4434137.32,523922.29,4329327.71,0,1175537.98,0,43454.84,362123.69,5910444.23,73229.46,254901.46,0,6238575.14
048900,Noble Local,910.4069,938.7,8041595.46,8566.74,11852.45,0.1,757410.89,0.022595461165,1.46670942,396.4626,292.1564,370.3861,0.406836,80758.45,103272.75,47329.901324999999,1181864.379256302491,5137550.87,982429.18,-3462462.9,1675087.97,3462462.9,1181864.38,0,24580.99,0,6343996.23,0,54254.16,47329.9,6445580.29
048926,Benton Carroll Salem Local,1249.7031,1274.48,10387805.73,8150.62,7103.51,0.1284699,350144.23,0.022910889017,1.46670942,427.2868,300.6827,395.6358,0.316584,52235.78,201218.85,92218.598954999994,765867.229558620718,3227287.99,1550779.35,-1397034.65,1830253.34,1397034.65,765867.23,100113.05,33741.98,0,4127010.26,73107.63,110125.62,92218.6,4402462.11
048934,Danbury Local,476.4734,476.4734,5016319.1,10528.01,24702.33,0.1,1477726.34,0.023163751816,1.46670942,155.3592,123.8838,147.4904,0.309546,18616.95,39896.85,18284.726354999999,243434.455542857148,460341.49,591578.99,109360.21,569701.7,0,243434.46,97618.3,12864.78,0,923619.24,24776.62,24854.86,18284.73,991535.44
048942,Genoa Area Local,1182.4735,1206.27,9912565.77,8217.53,4939.64,0.3988909,201314.16,0.023250052035,1.46670942,401.3357,284.1013,372.0271,0.314618,48510.56,143002.65,65538.114495000002,565034.195625000051,5643550.38,6033162.49,324663.77,5968214.15,0,565034.2,0,31926.78,0,6565175.13,61488.62,138439.76,65538.11,6830641.63
048959,Middle Bass Local,0,,,0,0,0,0,0,1.46670942,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048967,North Bass Local,0,,,0,0,0,0,0,1.46670942,,,,,,0,0,0,19672.64,0,-16393.21,3279.43,16393.21,0,0,0,0,19672.64,0,0,0,19672.64
048975,Put-In-Bay Local,62.9878,62.9878,2362001.93,37499.35,38440.86,0.1000001,2936221.62,0.01947608145,1.46670942,0,0,0,0,0,0,0,892.5,35006.39,250733.05,179765.02,214771.41,0,892.5,0,1700.67,14172.26,231536.84,2047.1,0,0,233583.94
048991,Antwerp Local,601.7712,604.31,5833815.91,9653.68,3672.49,0.6195761,174411.39,0.0212861475,1.46670942,244.9714,193.8776,232.198,0.385858,45541.57,21774.9,13491.207619889999,480847.074880000029,4578396.6,6959637.77,1984288.27,6562684.87,0,480847.07,0,16247.82,0,7059779.77,0,95278.04,13491.21,7168549.02
049031,Wayne Trace Local,857.36,869.42,7571467.48,8708.64,5203.83,0.402452,259682.26,0.022319408925,1.46670942,407.4709,306.2172,382.1574,0.445737,100021.71,0,0,823901.233000000007,4686372.15,5367384.29,567487.41,5253859.56,0,823901.23,0,23148.72,0,6100909.52,44582.72,110897.71,0,6256389.95
049056,Northern Local,2143.173,2176.5,17664991.73,8116.24,5550.22,0.3161588,259596.1,0.023213356236,1.46670942,2123.9692,713.9068,1771.4536,0.826556,1594295.8,454390.65,208247.234895000001,1786532.376468604431,10252524.35,9431108.67,-684485.69,9568038.66,684485.69,1786532.38,0,57865.67,0,12096922.4,0,125371.7,208247.23,12430541.34
049064,Southern Local,557.3332,568.26,5572966.91,9807.07,2757.29,0.7188476,142957,0.019138730175,1.46670942,547.6005,369.3178,503.0298,0.902566,539816.6,0,0,772385.875931034563,7324107.3,8397252.84,894252.18,8218359.48,0,772385.88,0,15048,0,9005793.35,0,57898.19,0,9063691.54
049080,Logan Elm Local,1570.0071,1596.64,12959690.96,8116.85,6794.76,0.1628821,332275.18,0.023034249448,1.46670942,686.4327,602.9954,665.5734,0.42393,157571.91,265941.9,121881.172770000005,2116319.232199999969,6502784.58,3047740.77,-2879088,3623696.58,2879088,2116319.23,0,42390.19,0,8661494,81640.37,108786.72,121881.17,8973802.26
049098,Teays Valley Local,4334.3064,4334.3064,35489738.69,8188.1,4786.11,0.4154809,216974.84,0.023652196532,1.46670942,4306.9279,1213.5453,3533.5823,0.815259,3093862.24,558131.7,255791.758110000024,2358348.342611841857,18939983.97,26705867.69,6471310.9,25411294.87,0,2358348.34,0,117026.27,0,27886669.49,225383.93,650081.6,255791.76,29017926.78
049106,Westfall Local,1233.1306,1262.95,10316251.99,8168.38,6969.31,0.1467942,360700.48,0.023270924444,1.46670942,585.0646,427.3381,545.633,0.442478,140727.35,184632,84616.845600000001,1616601.053343999898,6658981.11,1889579.22,-3974342.59,2684638.52,3974342.59,1616601.05,0,33294.52,0,8308876.69,48092.09,80712.95,84616.85,8522298.57
049122,Eastern Local School District,725.2648,725.2648,6685382.87,9217.85,2697.84,0.7073243,140141.76,0.019763365725,1.46670942,708.7425,400.1424,631.5924,0.870844,630975.09,155683.5,110118.722659050007,971252.97920000006,9011106.01,9560972.25,458203.53,9469309.54,0,971252.98,0,19582.15,0,10460144.67,0,50160.45,110118.72,10620423.85
049130,Scioto Valley Local,1133.5695,1169.6,9676042.59,8272.95,3330.06,0.5974761,200633.98,0.018884896875,1.46670942,1101.104,640.3494,985.9154,0.869744,982464.97,71793.75,42895.049754374995,1086064.148749999935,9276476.5,10792121,1262986.56,10539463.06,0,1086064.15,0,30606.38,0,11656133.59,44209.21,113238.25,42895.05,11856476.1
049148,Waverly City,1594.1873,1641.78,13314272.65,8109.66,3548.23,0.5624689,171894.49,0.020903976225,1.46670942,1566.8751,880.284,1395.2273,0.875197,1407833.07,96338.55,54187.438246095007,904125.535699159605,13290598.51,13103181,-156175.01,13134423.5,156175.01,904125.54,520797.16,43043.06,0,14758564.27,0,147597.61,54187.44,14960349.32
049155,Western Local,663.6682,663.6682,6229072.16,9385.82,1995.49,0.7873929,123799.76,0.016853355225,1.46670942,650.2438,451.4506,600.5455,0.904888,647783.88,12422.55,9781.427669895,922270.867872881354,8951109.92,9994267.83,869263.48,9820373.4,0,922270.87,0,17919.04,0,10760563.31,0,62004.49,9781.43,10832349.23
049171,Aurora City,2821.4147,2828.36,22834471.98,8073.4,9016.61,0.1,350215.28,0.025,1.46670942,286.3125,249.3436,277.0703,0.098203,3519.93,388186.05,177905.666714999999,1053029.25,4070280,2726419.72,-1119838.77,2950441.23,1119838.77,1053029.25,0,76178.2,0,5199487.44,183391.96,279115.91,177905.67,5839900.98
049189,Crestwood Local,1232.8832,1284.49,10528251.44,8196.44,7868.43,0.1,344048.41,0.023031438705,1.46670942,450.3561,368.1758,429.811,0.348623,68815.17,533589,244543.838699999993,796354.130756756756,8753589.19,1301798.85,-6209576.89,2544012.3,6209576.89,796354.13,0,33287.85,0,9583231.17,64109.92,96240.95,244543.84,9988125.88
049197,Field Local,1932.9807,1932.9807,15652591.34,8097.64,7196.23,0.1113188,320245.42,0.022973558205,1.46670942,735.4603,599.3696,701.4376,0.362879,121676.66,272678.7,124968.648209999999,577397.635791304405,5416523.83,2192874.31,-2686267.15,2730256.68,2686267.15,577397.64,0,52190.48,0,6046111.95,100515,101470.43,124968.65,6373066.03
049205,James A Garfield Local,1116.9494,1151.7,9494865.67,8244.22,4728.3,0.426471,215290.48,0.0222284574,1.46670942,468.645,373.9621,444.9742,0.398384,93032.18,180026.7,82506.236610000007,560910.33600000001,6810251.62,6003922.51,-671914.05,6138337.57,671914.05,560910.34,66317.32,30157.63,0,7467636.92,72601.71,103266.04,82506.24,7726010.9
049213,Rootstown Local,914.4148,950.31,8085492.95,8508.27,6948.31,0.1833463,309012.58,0.02292744118,1.46670942,291.4585,248.0934,280.6172,0.306882,34813.82,249749.85,114460.356255000006,525396.239510714309,3834798.09,2138305.62,-1413687.17,2421110.92,1413687.17,525396.24,0,24689.2,0,4384883.53,47549.57,84589.95,114460.36,4631483.41
049221,Southeast Local,1384.206,1398.22,11451720.49,8190.21,5131.05,0.3735141,233213.27,0.02226781125,1.46670942,689.4941,575.0104,660.8732,0.477438,198447.96,409357.2,187608.404760000005,913159.00299999991,8681574.48,6201200.1,-2066895.97,6614678.51,2066895.97,913159,246696.35,37373.56,0,9878803.39,0,124163.97,187608.4,10190575.77
049239,Streetsboro City,1858.157,1880.05,15191861.1,8080.56,7490.72,0.1000005,343300.79,0.022764626274,1.46670942,751.6683,680.1372,733.7855,0.3949,150743.28,227316.6,104179.197780000002,743605.140000000014,4525991.37,1939472.99,-2155345.76,2370645.61,2155345.76,743605.14,0,50170.24,0,5319766.75,120780.21,131387.39,104179.2,5676113.55
049247,Waterloo Local,717.2011,736.71,6669056.26,9052.49,7296.71,0.1939545,323576.11,0.022624765748,1.46670942,382.734,287.4483,358.9126,0.500435,118407.32,139314,63847.606199999995,362611.499542857113,4313813.59,2548751.15,-1470826.53,2842987.06,1470826.53,362611.5,0,19364.43,0,4695789.52,37294.46,83482.47,63847.61,4880414.05
049270,National Trail Local,877.3141,884.77,7667732.7,8666.36,4347.75,0.498319,226344.43,0.020890420875,1.46670942,802.0425,357.7221,690.9624,0.787588,564608.15,175698.6,87553.95065340001,747659.086499999976,5640598,7448243.04,1506310.61,7146908.61,0,747659.09,0,23687.48,0,7918255.18,0,71966.19,87553.95,8077775.32
049288,Preble Shawnee Local,1181.0001,1245.21,10203670.65,8194.34,4222.3,0.4847286,189176.82,0.022539558608,1.46670942,619.8884,498.4394,589.5261,0.499175,193509.94,92937.6,45049.512735360004,1000183.563631707337,6988510.09,8309475.77,1100760.7,8089270.79,0,1000183.56,0,31887,0,9121341.35,46059.01,123546.57,45049.51,9335996.44
049296,Twin Valley Community Local,689.0145,702.96,6486255.35,9227.06,4907.28,0.4681642,235684.34,0.02207628855,1.46670942,677.7198,258.8406,573,0.831623,522038.1,93660,43848.258971999996,555172.104359999998,4640066.97,6299211.29,1382564.96,6022631.93,0,555172.1,0,18603.39,0,6596407.43,0,39209.87,43848.26,6679465.56
049312,Columbus Grove Local,687.5202,713.39,6539530.05,9166.84,5319.7,0.4196791,239580.62,0.022961222156,1.46670942,231.9175,190.442,221.5486,0.322243,30306.13,107662.8,49341.861239999998,417078.948246575368,5336185.82,5226170.52,-91675.75,5244510.07,91675.75,417078.95,0,18563.05,0,5771827.82,44688.81,69912.83,49341.86,5935771.32
049320,Continental Local,483.8294,483.8294,5052319.24,10442.36,4726.47,0.5473755,221390.36,0.022579117216,1.46670942,166.4342,128.9414,157.061,0.324621,21803,12821.55,7018.202342025001,331101.256952499971,3036010.42,4851703.97,1513017.43,4549027.85,0,331101.26,0,13063.4,108861.63,5002054.13,25159.13,47244.03,7018.2,5081475.49
049338,Jennings Local,326.7425,342.02,4114891.06,12031.14,5433.56,0.5483752,226988.55,0.024090516375,1.46670942,47.2018,42.9148,46.1301,0.141182,1211.26,27402.9,15027.070768079999,184130.613199999993,2411524.24,2727339.48,263168.84,2674693.08,0,184130.61,0,8822.05,0,2867645.74,16990.61,22912.37,15027.07,2922575.79
049346,Kalida Local,597.2632,601.99,5791624.29,9620.8,6222.32,0.353243,236547.56,0.024873880894,1.46670942,55.8204,38.6559,51.5293,0.086276,505.28,58900.8,26994.236639999999,225239.867200000008,2927051.21,4014272.05,905981.12,3833032.33,0,225239.87,0,16126.11,0,4074398.31,34939.9,29353.56,26994.24,4165686.01
049353,Leipsic Local,641.9585,650.47,6202489.59,9535.4,3838.89,0.5974067,192402.98,0.022085689725,1.46670942,302.4696,205.0869,278.1239,0.433243,68769.52,68775,41086.6457925,224587.440679310326,4164730.78,7381735.68,2680730.18,6845460.96,0,224587.44,0,17332.88,0,7087381.28,37554.57,82845.33,41086.65,7248867.83
049361,Miller City-New Cleveland Local,518.9232,520.54,5429468.47,10430.45,3725.63,0.6428129,158776.6,0.024383198008,1.46670942,68.9524,31.983,59.71,0.115065,1041.43,71859.9,46192.470712710005,306751.497317391331,3376083.99,6191075.21,2345732.18,5721816.17,0,306751.5,0,14010.93,0,6042578.59,30357,12889.52,46192.47,6132017.59
049379,Ottawa-Glandorf Local,1421.6631,1427.79,11832538.31,8287.31,5350.59,0.3543635,223356.07,0.023637205941,1.46670942,354.6595,257.7977,330.4441,0.232435,23517.74,58750.65,26925.422895,604062.672078688513,5767481.69,6493979.87,605390.94,6372872.63,0,604062.67,0,38384.9,0,7015320.2,73926.48,128867.22,26925.42,7245039.33
049387,Ottoville Local,483.4615,485.03,5038015.16,10387.02,5356.62,0.4842969,236453.19,0.023754944833,1.46670942,61.9414,37.271,55.7738,0.115363,977.82,42918.75,20785.417576874999,201454.112930232543,2505803.4,3995115.87,1241044.09,3746847.49,0,201454.11,0,13053.46,0,3961355.06,28282.5,36674.06,20785.42,4047097.03
049395,Pandora-Gilboa Local,499.9459,510.09,5243617.26,10279.79,5628.44,0.4524753,258959.41,0.023148657092,1.46670942,169.7497,124.4507,158.4249,0.316884,20956.5,0,0,501940.304552941176,2793184.45,4162696.83,1141214.66,3934399.11,0,501940.3,0,13498.54,0,4449837.96,0,22677.61,0,4472515.56
049411,Clear Fork Valley Local,1428.7458,1470.5,12048826.16,8193.69,4946.14,0.3963475,221829.36,0.022654642957,1.46670942,511.6861,422.4237,489.3705,0.342518,75630.87,355713.75,163023.61162499999,716228.461699999869,7967245.85,7064764.49,-752037.72,7215208.13,752037.72,716228.46,0,38576.14,0,8722050.45,0,162652.9,163023.61,9047726.96
049429,Crestview Local,834.2079,853.38,7452089.66,8732.44,6522.34,0.2530908,352245.3,0.022082628825,1.46670942,394.7157,314.3683,374.6289,0.449083,99528.86,5932.5,2718.86475,538671.161028846167,6503680.95,3113004.51,-2825450.67,3678230.28,2825450.67,538671.16,285648.06,22523.61,0,7350523.78,0,93490.74,2718.86,7446733.38
049437,Lexington Local,2146.1435,2198.62,17738739.91,8068.12,5635.58,0.3015001,238313.51,0.022920362257,1.46670942,735.4365,549.8266,689.034,0.321057,93562,230330.1,105560.284830000004,871948.589501886745,8014901.68,7924780.48,-75098,7939803.68,75098,871948.59,0,57945.87,0,8944796.14,111599.46,154167.18,105560.28,9316123.07
049445,Lucas Local,393.1689,405.1,4572739.78,11287.93,7941.09,0.2964973,405889.77,0.022220367975,1.46670942,119.464,99.3842,114.444,0.291081,12773.66,79343.25,36363.011474999999,247471.559500000003,2724793.21,1506528.37,-1015180.09,1709613.12,1015180.09,247471.56,0,10615.56,0,2982880.33,20444.78,33717.32,36363.01,3073405.44
049452,Madison Local,2444.1618,2516.86,20702471.8,8225.52,3483.76,0.5764684,185189.2,0.01834771455,1.46670942,1637.714,1376.7851,1572.4818,0.643362,857414.82,220013.85,126831.032087340005,999448.560000000056,15349133.58,19116844.73,3139633.7,18488767.28,0,999448.56,0,65992.37,0,19554208.21,111209.36,334474.2,126831.03,20126722.81
049460,Plymouth-Shiloh Local,595.9164,618.8,5982001.33,9667.1,3954.79,0.5909021,182985.5,0.02105942445,1.46670942,368.3991,277.6856,345.7208,0.58015,153285.34,136433.85,80619.048476085009,285719.289999999979,5133185.53,6633401.96,1250130.35,6383315.88,0,285719.29,0,16089.74,0,6685124.91,30987.65,78956.03,80619.05,6875687.65
049478,Ontario Local,1855.2168,1860.11,15110738.56,8123.57,4843.19,0.4038113,210798.32,0.022792317327,1.46670942,738.1988,604.8721,704.8671,0.379938,134037.79,82061.7,37608.877109999994,583663.681280000019,4252800.17,7830484.21,2981284.11,7234084.28,0,583663.68,0,50090.85,0,7867838.81,96471.27,175539.44,37608.88,8177458.4
049494,Adena Local,1015.367,1060.87,8921804.42,8409.89,4285.47,0.4904247,197588.06,0.022656724981,1.46670942,538.3849,407.176,505.5827,0.497931,165129.66,152180.7,74633.174143290002,590470.505570312496,7912066.99,7527462.09,-320491.26,7591575.73,320491.26,590470.51,187448.62,27414.91,0,8717401.02,0,140949.86,74633.17,8932984.06
049502,Huntington Local,982.4522,1005.17,8497711.46,8454,2316.52,0.725985,104149.53,0.020295300825,1.46670942,959.0779,567.898,861.2829,0.876667,871986.42,91186.2,66199.813406999994,928695.320960000041,12706966.41,12079106.8,-523195.41,12183771,523195.41,928695.32,350532.76,26526.21,0,14012720.7,0,137667.38,66199.81,14216587.9
049510,Paint Valley Local,678.2347,724.47,6595196.57,9103.48,3860.04,0.5759821,186207.27,0.021036905325,1.46670942,661.8059,356.9974,585.6038,0.863423,575103.01,201112.8,115837.372880880022,561097.104275229387,6929705.41,7365417.09,363078.54,7292783.95,0,561097.1,0,18312.34,0,7872193.39,26451.15,69247.39,115837.37,8083729.31
049528,Southeastern Local,891.8021,906.26,7781964.1,8586.9,3659.95,0.5737752,164083.89,0.02239811685,1.46670942,823.7383,401.9928,718.3019,0.80545,613873.32,71143.8,40820.548073760001,701174.27154117648,8943767.97,8709782.59,-194980.02,8748787.95,194980.02,701174.27,5533.43,24078.66,0,9674554.33,40576.99,100790.57,40820.55,9856742.44
049536,Union-Scioto Local,1968.9701,1981.72,16077615.58,8112.96,3541.61,0.5634626,158820.28,0.0222223356,1.46670942,1937.6572,876.4285,1672.3501,0.849353,1589271.87,95628.75,53883.224109750001,715152.182800000068,11619385.16,15050929.79,2859506.14,14478891.3,0,715152.18,0,53162.19,0,15247205.68,89588.14,257302.13,53883.22,15647979.18
049544,Zane Trace Local,1161.4303,1195.62,9835571.32,8226.34,5805.19,0.294317,261350,0.02306402247,1.46670942,1136.9401,490.9493,975.4424,0.839863,906385.8,167214.6,76634.451180000004,990650.651834615506,5326761.02,5043891.67,-235715.03,5091045.99,235715.03,990650.65,0,31358.62,0,6348770.29,0,89800.25,76634.45,6515204.99
049569,Lakota Local,860.4428,880.36,7630916.56,8667.95,5500.01,0.3654774,267624.76,0.022547053903,1.46670942,398.1486,294.4997,372.2364,0.43261,91771.22,89031.6,40803.182280000001,767969.753225196851,4993927.56,4902708.41,-76012.92,4917914.64,76012.92,767969.75,141702.41,23231.96,0,5926831.68,44743.03,77495.11,40803.18,6089873
049577,Woodmore Local,866.134,874.57,7563618.7,8648.39,6349.42,0.2658265,282667.63,0.023313658154,1.46670942,283.0063,180.4484,257.3668,0.297144,29935.12,75891.9,34781.257770000004,860688.904540000018,4095653.14,3641375.33,-378549.7,3717103.44,378549.7,860688.9,0,23385.62,0,4979727.66,39409.09,109409.36,34781.26,5163327.37
049593,Bloom-Vernon Local,734.1928,752.19,6766428.3,8995.64,2829.78,0.6854267,138420.24,0.021143598525,1.46670942,722.5131,346.0032,628.3857,0.855886,606390.89,92894.55,63672.404854485008,1100097.717699999921,7650213.25,9403194.87,1460759.59,9110972.84,0,1100097.72,0,19823.21,0,10230893.76,38178.03,82529.33,63672.4,10415273.52
049601,Clay Local,568.6172,574.34,5660252.64,9855.23,2924.8,0.7032236,147044.33,0.020083007925,1.46670942,387.3031,294.154,364.0158,0.640177,196523.72,20281.8,14262.640410479999,419431.199100000027,4462164.93,7461586.93,2499418.35,6961583.28,0,419431.2,0,15352.67,0,7396367.15,25872.08,67719.18,14262.64,7504221.05
049619,Green Local,466.0509,473.01,4942685.55,10449.43,4632.55,0.5566695,218358.77,0.021766703625,1.46670942,451.2124,261.1805,403.7044,0.866224,399041.89,23269.05,12953.170428975001,342079.109999999986,3852647.14,4809543.28,797381.56,4650028.7,0,342079.11,0,12583.38,0,5004691.18,24234.65,49422.19,12953.17,5091301.2
049627,Minford Local,1112.2199,1148.88,9517355.4,8284.03,3065.59,0.6299398,127691.26,0.022274370225,1.46670942,1095.6121,518.9934,951.4575,0.855458,917236.47,66214.05,41710.865414190004,1059121.095960000064,10505583.33,11667100.21,967892.02,11473475.35,0,1059121.1,0,30029.94,0,12562626.38,0,161661.98,41710.87,12765999.22
049635,Northwest Local,1075.5149,1139.7,9473182.18,8312,2856.29,0.6563658,134930.5,0.0197080515,1.46670942,1053.5014,574.4155,933.73,0.86817,927097.47,206942.4,135829.913929920003,2094096.426108695567,13019901.57,11498929.67,-1267425.88,11752475.69,1267425.88,2094096.43,150404.39,29038.9,0,15293441.29,69908.47,209832.25,135829.91,15709011.91
049643,Valley Local,954.3827,956.83,8168149.79,8536.68,2830.18,0.6684673,118527.47,0.022617010227,1.46670942,442.7056,385.1217,428.3096,0.448782,113637.91,75592.65,50531.214645345004,882300.969999999972,9455388.37,9731984.97,230487.95,9685876.32,0,882300.97,347081.48,25768.33,0,10941027.1,49627.9,73663.09,50531.21,11114849.31
049650,Washington-Nile Local,1062.3765,1121.16,9321542.25,8314.19,2305.7,0.7226798,108845.26,0.019256792175,1.46670942,1036.1828,615.6984,931.0617,0.876395,942047.5,89792.85,64891.478879430004,1241428.073803571519,13835885.49,13010814,-687532.07,13148353.42,687532.07,1241428.07,387677.75,28684.17,0,15493675.47,0,154516.52,64891.48,15713083.47
049668,Wheelersburg Local,1489.2291,1495.42,12130161.99,8111.54,3371.89,0.5843094,145588.84,0.022618884037,1.46670942,607.6732,542.2738,591.3233,0.397067,122813.8,106539.3,62251.914459419997,507110.410000000033,8199185.63,11450244.27,2709107.16,10908292.79,0,507110.41,0,40209.19,0,11455612.39,77439.92,282513.36,62251.91,11877817.59
049684,Seneca East Local,766.0137,775.79,6946744.61,8954.41,5187.83,0.4206406,250297.36,0.022731730163,1.46670942,251.5243,185.3292,234.9755,0.306751,29126.55,0,0,627863.741000000038,4590955.9,5133485.41,452089.84,5043045.74,0,627863.74,0,20682.37,0,5691591.85,49790.89,38649.92,0,5780032.67
049700,Hopewell-Loudon Local,726.0753,729.81,6573989.11,9007.81,7079.47,0.2140743,397699.15,0.022858838215,1.46670942,264.8514,203.7399,249.5735,0.343729,38844.13,0,0,356920.067199999932,3662544.9,2633392.09,-857593.03,2804951.87,857593.03,356920.07,0,19604.03,0,4039069,37755.92,56514.92,0,4133339.84
049718,New Riegel Local,377.4226,385.58,4390952.45,11387.92,3989.08,0.6497089,190291.17,0.022919217165,1.46670942,81.5326,67.1573,77.9388,0.206503,4378.25,0,0,251652.169692307682,2863556.27,3497668.6,528405.81,3391962.08,0,251652.17,0,10190.41,0,3653804.66,22079.22,17091.68,0,3692975.56
049726,Old Fort Local,579.6737,619.18,5883506.96,9502.09,3964.72,0.5827526,197129.63,0.022249883475,1.46670942,254.5207,177.1751,235.1843,0.405719,50998.06,29865.15,17403.993811889999,475394.7763142857,3498011.77,5931904.36,2028162.69,5526174.46,0,475394.78,0,15651.19,0,6017220.43,0,29796.81,17403.99,6064421.23
049759,Anna Local,1072.441,1084.24,9119979.76,8411.4,4774.05,0.4324308,210753.21,0.023781074314,1.46670942,210.8939,185.8369,204.6297,0.190807,9814.13,117614.7,53902.817010000006,365951.70654117642,6055037.74,6382301.36,272708.77,6327746.51,0,365951.71,0,28955.91,0,6722654.13,69708.66,139234.34,53902.82,6985499.95
049767,Botkins Local,588.7034,608.65,5839961.5,9594.94,3238.75,0.6624521,140896.31,0.023355819291,1.46670942,110.655,78.5694,102.6336,0.174338,4109.3,7767.9,5145.86166759,352493.553925000015,3873446.54,6909620.21,2530043.52,6403490.06,0,352493.55,0,15894.99,0,6771878.61,34439.15,48508.92,5145.86,6859972.54
049775,Fairlawn Local,485.5527,501.88,5128206.25,10217.99,3311.2,0.6759449,165402.47,0.022746200302,1.46670942,156.2928,139.8868,152.1913,0.313439,19696.57,33399.45,22576.187890305002,431523.450335714268,3644130.97,5176140.1,1276623.21,4920754.18,0,431523.45,0,13109.92,0,5365387.55,0,83305.09,22576.19,5471268.83
049783,Fort Loramie Local,665.4261,674.18,6243167.09,9260.39,5739.49,0.3802098,246608.04,0.023739850108,1.46670942,48.7921,41.3266,46.9257,0.07052,307.42,84581.7,38763.793109999999,431861.911240000045,4170531.99,4565942.35,329495.45,4500027.44,0,431861.91,0,17966.5,0,4949855.86,43252.69,124295.41,38763.79,5156167.76
049791,Hardin-Houston Local,670.674,695.51,6394987.47,9194.67,4942.73,0.4624351,228949.65,0.022782583808,1.46670942,272.1677,231.9433,262.1116,0.390818,52738.76,92225.7,42648.400802069998,547384.135326315765,4973741.74,5515661.42,451581.67,5425323.41,0,547384.14,0,18108.2,0,5990815.75,43593.81,120578.05,42648.4,6197636.01
049809,Jackson Center Local,476.8539,476.8539,4973829.84,10430.51,4531.52,0.5655514,216865.65,0.023018530085,1.46670942,125.8909,136.6752,128.587,0.269657,12317.28,22902.6,12952.597493640002,223650.841365957458,3096014.12,4653280.77,1297670.3,4393684.42,0,223650.84,0,12875.06,0,4630210.32,30995.51,98484.71,12952.6,4772643.14
049817,Russia Local,401.699,405.37,4519216,11148.37,4468.25,0.5992013,182272.68,0.023918228177,1.46670942,32.8052,30.78,32.2989,0.080406,275.08,18410.7,11031.715373910001,140032.671200000012,2632058.28,3356325.1,603531.54,3235589.82,0,140032.67,0,10845.87,0,3386468.37,26110.44,61788.1,11031.72,3485398.62
049833,Canton Local,1610.4474,1632.19,13502132.5,8272.4,5424.04,0.3443208,318293.21,0.0199857159,1.46670942,1591.085,848.3752,1405.4076,0.872681,1409963.58,171977.4,78817.242419999995,766466.423499999917,8179158.8,7825867.96,-294397.25,7884761.55,294397.25,766466.42,23317.63,43482.08,0,9012424.92,83743.26,173658.99,78817.24,9348644.41
049841,Fairless Local,1229.4131,1247.74,10222406.33,8192.74,6552.74,0.2001773,357469.67,0.020871837,1.46670942,552.8834,400.1009,514.6877,0.418645,118831.12,232929.9,106751.77317,676088.096153846011,7554963.07,2546032.8,-4173941.59,3381021.48,4173941.59,676088.1,180497.37,33194.15,0,8444742.69,0,112379.97,106751.77,8663874.44
049858,Jackson Local,5721.0423,5807.24,47381125.92,8158.97,8239.04,0.1000003,354165.89,0.023812304828,1.46670942,914.4782,991.0051,933.6099,0.163189,32752.3,959501.55,439739.560364999983,1810607.399999999907,5470126.69,5595375.38,104369.74,5574496.43,0,1810607.4,0,154468.14,0,7539571.97,334680.97,449455.19,439739.56,8763447.69
049866,Lake Local,3285.7336,3286.49,26911153.41,8188.42,5207.21,0.3640764,214406.57,0.023575473686,1.46670942,736.6934,586.2158,699.074,0.21276,41686.72,691258.05,316803.564315000025,1060933.439999999944,15009705.04,14774867.59,-195690.05,14814014.99,195690.05,1060933.44,213070.84,88714.81,0,16372424.13,192215.42,270170.51,316803.56,17151613.62
