irn,name,county,fiscal_year,unrestricted_aid,restricted_aid,property_tax,income_tax,property_tax_allocation,total_revenue,total_revenue_and_sources,total_expenditure,beginning_cash,ending_cash
045294,Chesapeake Union Exempted Village,Lawrence,2022,9222737,271089,3245158,0,349401,14017163,14426669,13279800,4587789,5734658
045294,Chesapeake Union Exempted Village,Lawrence,2023,9435416,520925,3335331,0,360792,13903334,14627018,13912844,5734659,6448833
045294,Chesapeake Union Exempted Village,Lawrence,2024,9420978,547081,3632124,0,370872,14346623,14918547,14805789,6448833,6561591
045294,Chesapeake Union Exempted Village,Lawrence,2025,8888145,1259642,3541752,0,373437,14543972,14812868,16934607,6561591,4439852
045302,Clyde-Green Springs Exempted Village,Sandusky,2020,12033628,376459,6073973,2517031,930433,25030621,25161045,25440089,7871663,7592619
045302,Clyde-Green Springs Exempted Village,Sandusky,2021,12186835,356069,6229790,2590710,885932,25278681,25658143,25600582,7592619,7650180
045302,Clyde-Green Springs Exempted Village,Sandusky,2022,12989679,690039,6547293,3748127,865140,26471234,26488192,25808083,7650180,8330289
045302,Clyde-Green Springs Exempted Village,Sandusky,2023,12614678,948169,6918891,4361472,851702,27706059,27719313,26278377,8330293,9771229
045302,Clyde-Green Springs Exempted Village,Sandusky,2024,13541828,1166328,7155382,4362850,882726,29381255,29403568,27064058,9771229,12110739
045302,Clyde-Green Springs Exempted Village,Sandusky,2025,14002841,1098667,7688615,4608484,969857,31028303,31036498,31513727,12110739,11633510
045310,Coldwater Exempted Village,Mercer,2020,6488165,89173,3971010,1030915,481859,13706696,13722333,14364721,5853284,5210896
045310,Coldwater Exempted Village,Mercer,2021,6614830,89173,4131509,1043510,494509,14023921,14191529,14604753,5210896,4797672
045310,Coldwater Exempted Village,Mercer,2022,7542307,490389,4235943,1164456,505677,14436185,14439260,14275574,4797672,4961358
045310,Coldwater Exempted Village,Mercer,2023,7489888,493318,4274807,1360027,503674,14584320,14586444,14844980,4961271,4702735
045310,Coldwater Exempted Village,Mercer,2024,8508834,639862,5029892,1531755,581717,17005603,17136793,16492031,4702735,5347498
045310,Coldwater Exempted Village,Mercer,2025,9220539,579251,5504028,1551420,658034,18326811,18328725,17753081,5347498,5923141
045328,Columbiana Exempted Village,Columbiana,2020,3031537,23920,3463350,2055494,473128,11395383,11466255,11214013,3568438,3820680
045328,Columbiana Exempted Village,Columbiana,2021,3152850,23920,3718646,2104749,494215,11869110,12099669,11459983,3820680,4460366
045328,Columbiana Exempted Village,Columbiana,2022,3708695,239867,3757171,2433452,499925,11594836,11940895,11621167,4460366,4780094
045328,Columbiana Exempted Village,Columbiana,2023,3655569,233721,4037205,2847620,524577,12407716,12508022,11973131,4780097,5314988
045328,Columbiana Exempted Village,Columbiana,2024,3808610,270544,4409004,2806859,570271,13298836,13323425,12864623,5314988,5773790
045328,Columbiana Exempted Village,Columbiana,2025,3648047,310653,4593549,2942092,591661,13145040,13150680,13690415,5773790,5234055
045336,Covington Exempted Village,Miami,2020,4269770,78694,1910181,2658852,282061,10512416,10597201,10652158,2944445,2889488
045336,Covington Exempted Village,Miami,2021,4294004,88073,2011623,2771017,290817,10657729,10797704,10339053,2889488,3348139
045336,Covington Exempted Village,Miami,2022,5033472,181222,1997570,2788824,290012,10730179,10954066,10449850,3348139,3852355
045336,Covington Exempted Village,Miami,2023,5017975,354976,2392465,3360589,317547,11943156,11944448,12018619,3852356,3778185
045336,Covington Exempted Village,Miami,2024,5477608,410515,2492911,3214242,348603,12633905,12634605,13008873,3778185,3403917
045336,Covington Exempted Village,Miami,2025,5937933,432429,2441814,3705593,354017,13526655,13527924,14069485,3403917,2862356
045344,Crestline Exempted Village,Crawford,2020,6235861,470793,1848050,232620,407587,10105548,10282493,9194099,5217219,6305613
045344,Crestline Exempted Village,Crawford,2021,6196313,489597,1771818,212850,339858,10054343,10194193,9031913,6305613,7467893
045344,Crestline Exempted Village,Crawford,2022,5344509,661661,2063247,237670,282797,9500140,9612231,7874392,7467893,9205732
045344,Crestline Exempted Village,Crawford,2023,5212901,827885,2117896,272258,286127,9493726,9618993,7476096,9063242,11206139
045344,Crestline Exempted Village,Crawford,2024,5709458,902932,2109536,254687,310487,10305223,10305223,7924759,11206139,13586603
045344,Crestline Exempted Village,Crawford,2025,5683547,884069,2323522,277961,396760,10751017,10751017,11238328,13586603,13099292
045351,Crooksville Exempted Village,Perry,2020,8576447,968324,1096981,0,195869,13820606,13932635,17203881,5084939,1813693
045351,Crooksville Exempted Village,Perry,2021,8628699,966481,1164198,0,201732,14732216,14768797,12737395,1813693,3845095
045351,Crooksville Exempted Village,Perry,2022,9782234,1308549,1214937,0,211004,14630211,14780135,16984582,3845095,1640648
045351,Crooksville Exempted Village,Perry,2023,9482846,1570497,1272574,0,206596,14658545,14834786,14949493,1640648,1525941
045351,Crooksville Exempted Village,Perry,2024,10659229,1658581,1378170,0,232045,16125419,16230477,15899792,1525941,1856626
045351,Crooksville Exempted Village,Perry,2025,10648487,1525003,1574976,0,252357,16314298,16402013,16218694,1856626,2039945
045369,Fairport Harbor Exempted Village,Lake,2020,2348030,29754,2807727,0,352020,7613937,7614937,7939781,748376,423532
045369,Fairport Harbor Exempted Village,Lake,2021,2381279,68485,2346741,0,347641,7402873,7663961,5792166,423532,2295327
045369,Fairport Harbor Exempted Village,Lake,2022,4227890,339208,2438906,0,342706,8066716,8083847,6581428,2295327,3797746
045369,Fairport Harbor Exempted Village,Lake,2023,4446917,419720,2576340,0,318226,8649361,8661868,7437351,3797747,5022264
045369,Fairport Harbor Exempted Village,Lake,2024,4976697,562120,2411063,0,285531,9187979,9211936,7824057,5022264,6410143
045369,Fairport Harbor Exempted Village,Lake,2025,4844134,876725,2493889,0,291303,9640364,9651381,9737879,6410143,6323645
045377,Georgetown Exempted Village,Brown,2020,6967126,267639,2015218,0,291559,11250923,11376577,10828891,4932486,5480172
045377,Georgetown Exempted Village,Brown,2021,7093196,267222,2092120,0,293868,11298828,11390890,10845127,5480172,6025935
045377,Georgetown Exempted Village,Brown,2022,7312816,595684,2315193,0,301563,11254009,11259085,10933224,6025935,6351796
045377,Georgetown Exempted Village,Brown,2023,7429602,597882,2443679,0,311623,11750447,11806895,11514652,6351792,6644035
045377,Georgetown Exempted Village,Brown,2024,8078298,741304,2338727,0,311177,12564582,12616681,11915936,6644035,7344781
045377,Georgetown Exempted Village,Brown,2025,8439624,1277619,2831477,0,359526,13978010,14088865,15435121,7344781,5998525
045385,Gibsonburg Exempted Village,Sandusky,2020,5163083,71567,1822908,1143458,299806,10185622,10265974,9698873,578376,1145477
045385,Gibsonburg Exempted Village,Sandusky,2021,5338255,71624,2012574,1174887,298863,10566948,11007070,9761353,1145477,2391194
045385,Gibsonburg Exempted Village,Sandusky,2022,5656984,160206,2090308,1314456,299374,10656474,10667982,9486558,2391194,3572618
045385,Gibsonburg Exempted Village,Sandusky,2023,5482522,379817,2128701,1405321,300085,10878735,10910121,9475809,3572617,5006929
045385,Gibsonburg Exempted Village,Sandusky,2024,5505159,394771,2122099,1350060,304980,10924597,10964597,10300940,5006929,5670586
045385,Gibsonburg Exempted Village,Sandusky,2025,5513735,493071,2300344,1448508,353208,12197940,12610537,16337861,5670586,1943262
045393,Granville Exempted Village,Licking,2020,6228366,104507,17791723,3389252,1933172,31867825,32357468,33438900,3648635,2567203
045393,Granville Exempted Village,Licking,2021,6513121,26169,17484408,5934604,1896434,34415289,35663527,31132184,2567203,7098546
045393,Granville Exempted Village,Licking,2022,5904403,389527,17861175,7196113,1914602,36077003,36938560,32920755,7098546,11116351
045393,Granville Exempted Village,Licking,2023,5949896,347554,18076156,7575444,1932059,37336421,39084812,33214657,11116271,16986426
045393,Granville Exempted Village,Licking,2024,5981021,515981,18424612,6856270,1956196,38143011,38433109,37632345,16986426,17787190
045393,Granville Exempted Village,Licking,2025,6111833,462787,18802050,7125277,1988438,38980119,39061759,45622950,17787190,11225999
045401,Greenfield Exempted Village,Highland,2020,15139950,506781,3725496,2288116,534647,23541048,32856826,32766328,7913578,8004076
045401,Greenfield Exempted Village,Highland,2021,15169938,552845,3927558,2243435,527286,23683290,31158761,31067414,8004076,8095423
045401,Greenfield Exempted Village,Highland,2022,15658409,692279,4249447,2544641,410792,24457537,34877011,34876719,8095423,8095715
045401,Greenfield Exempted Village,Highland,2023,15094967,1104676,4612742,2867556,502633,25331035,36111725,35741558,8095715,8465882
045401,Greenfield Exempted Village,Highland,2024,15990637,1380565,4617267,2907511,594322,26963650,39453031,36881969,8465882,11036944
045401,Greenfield Exempted Village,Highland,2025,16654623,2262465,4655029,3217325,678916,29838215,30235105,29017899,11036944,12254150
045419,Hicksville Exempted Village School District,Defiance,2020,6449439,63956,1840388,980287,272471,10661838,10729531,10681342,3351748,3399937
045419,Hicksville Exempted Village School District,Defiance,2021,6507657,63251,1829939,1555081,272941,11428313,11498013,11195954,3399937,3701996
045419,Hicksville Exempted Village School District,Defiance,2022,6700801,364778,1882408,2207378,275709,12087688,12138111,11850445,3701996,3989662
045419,Hicksville Exempted Village School District,Defiance,2023,6863800,424050,1884671,2317264,275657,12522251,12578724,12465075,3989665,4103314
045419,Hicksville Exempted Village School District,Defiance,2024,7582191,554819,2288191,2400222,310561,14129729,14285827,13702822,4103314,4686319
045419,Hicksville Exempted Village School District,Defiance,2025,7864612,1188323,2446160,2413356,349668,15402755,15479456,14837535,4686319,5328239
045427,Hubbard Exempted Village,Trumbull,2020,8550476,159232,6706509,0,1077001,19630949,19723519,19814501,4571212,4480230
045427,Hubbard Exempted Village,Trumbull,2021,8685703,159232,6942834,0,1052137,20225020,21259664,19350891,4480230,6389003
045427,Hubbard Exempted Village,Trumbull,2022,9947441,629133,7079290,0,1033661,20475574,20498813,19652905,6389003,7234911
045427,Hubbard Exempted Village,Trumbull,2023,10138510,653226,7073185,0,1018073,20586145,20686525,20155866,7234929,7765588
045427,Hubbard Exempted Village,Trumbull,2024,10723471,836950,6846091,0,1019067,21553818,21571099,21204868,7765588,8131819
045427,Hubbard Exempted Village,Trumbull,2025,10750796,830997,8650110,0,1226141,23466303,23790069,22295116,8131819,9626772
045435,Indian Hill Exempted Village,Hamilton,2020,1399482,134553,24634247,0,3062553,37525775,37621356,41413226,18571739,14779869
045435,Indian Hill Exempted Village,Hamilton,2021,1381519,144557,25327151,0,3147629,36857388,36900503,35884048,14779869,15796324
045435,Indian Hill Exempted Village,Hamilton,2022,1266932,279267,27509471,0,3210180,40033667,40055717,39666086,15796324,16185955
045435,Indian Hill Exempted Village,Hamilton,2023,1334754,359546,29547488,0,3239088,42754659,43970253,44091269,16185957,16064941
045435,Indian Hill Exempted Village,Hamilton,2024,2016991,567783,30957686,0,3409441,44946532,45041603,46264709,16064941,14841835
045435,Indian Hill Exempted Village,Hamilton,2025,2344511,595373,32641900,0,3583754,47386389,47847565,48353102,14841835,14336298
045443,Leetonia Exempted Village School District,Columbiana,2020,5675165,189526,1533571,0,256329,8888623,8913092,8692489,6254642,6475245
045443,Leetonia Exempted Village School District,Columbiana,2021,5745583,189526,1555547,0,257994,9008139,9067811,9126735,6475245,6416321
045443,Leetonia Exempted Village School District,Columbiana,2022,5209073,460063,1653512,0,256388,8378007,8533768,8049740,6416321,6900349
045443,Leetonia Exempted Village School District,Columbiana,2023,5220692,457083,1786416,0,268361,8643234,8709315,8256570,6900349,7353094
045443,Leetonia Exempted Village School District,Columbiana,2024,5182231,511920,1879470,0,283895,8845394,8903130,8807655,7353094,7448569
045443,Leetonia Exempted Village School District,Columbiana,2025,4975324,739479,1898751,0,287139,9000477,9019414,11436288,7448569,5031695
045450,Lisbon Exempted Village,Columbiana,2020,5795285,171324,1467007,0,221463,9267919,9349698,9526078,3563287,3386907
045450,Lisbon Exempted Village,Columbiana,2021,5832774,171324,1641098,0,226613,9626264,9725393,9527226,3386907,3585074
045450,Lisbon Exempted Village,Columbiana,2022,6376831,305505,1589167,0,224366,9289277,9311095,8768582,3585074,4127587
045450,Lisbon Exempted Village,Columbiana,2023,6203923,597326,1754187,0,241078,9655867,9971169,9844760,4127587,4253996
045450,Lisbon Exempted Village,Columbiana,2024,6807705,698184,2009138,0,256443,10725512,10972925,9729446,4253996,5497475
045450,Lisbon Exempted Village,Columbiana,2025,6781304,866393,1949886,0,260709,10927624,10930494,11480056,5497475,4947913
045468,Loudonville-Perrysville Exempted Village,Ashland,2020,5090647,116433,4303593,2068099,646743,14197241,14199984,13260517,6778942,7718409
045468,Loudonville-Perrysville Exempted Village,Ashland,2021,5176046,121679,4397113,2043576,628054,14563042,14869308,13264510,7718409,9323207
045468,Loudonville-Perrysville Exempted Village,Ashland,2022,5234576,359918,4473649,2317785,614113,14500425,14533711,12939144,9323207,10917774
045468,Loudonville-Perrysville Exempted Village,Ashland,2023,5375052,355624,4459664,2545215,607086,15663721,15732683,13366571,10939815,13305927
045468,Loudonville-Perrysville Exempted Village,Ashland,2024,5390934,443345,5144243,2560865,683486,17161356,17171046,17175201,13305927,13301772
045468,Loudonville-Perrysville Exempted Village,Ashland,2025,5331807,527566,5635718,2815557,763378,18133034,18170602,26027130,13301772,5445244
045476,Marysville Exempted Village,Union,2020,21200349,254483,20279069,0,4849822,55160388,55166969,53255413,24578976,26490532
045476,Marysville Exempted Village,Union,2021,21748946,268406,21574410,0,4409209,56942878,57741440,55791122,26490532,28440850
045476,Marysville Exempted Village,Union,2022,20011446,1343396,20822265,0,3978592,55086240,57786795,56413970,28440850,29813675
045476,Marysville Exempted Village,Union,2023,20862193,1473248,21400451,0,3530163,56510672,56515708,59619728,29813679,26709659
045476,Marysville Exempted Village,Union,2024,24351674,1618791,24644110,0,3079251,64395598,64429948,61609719,26709659,29529888
045476,Marysville Exempted Village,Union,2025,24016399,1650912,23594110,0,2762072,62411031,62411862,66475390,29529888,25466360
045484,Mechanicsburg Exempted Village,Champaign,2020,5083303,59364,2291924,1828311,312981,10867989,10942549,10204709,8646971,9384811
045484,Mechanicsburg Exempted Village,Champaign,2021,5167895,93597,2277110,1788634,318967,11032456,11089788,10117537,9384811,10357062
045484,Mechanicsburg Exempted Village,Champaign,2022,5651864,324715,2293156,1988008,321501,11048369,11087043,10199949,10357062,11244156
045484,Mechanicsburg Exempted Village,Champaign,2023,6003195,340535,2445459,2235944,350140,12423377,12551769,10988368,11244157,12807558
045484,Mechanicsburg Exempted Village,Champaign,2024,6649127,484756,2640289,2462153,384834,14075882,14099936,12569415,12807558,14338079
045484,Mechanicsburg Exempted Village,Champaign,2025,6825389,422281,2639948,2540817,383757,14089078,14115835,15585033,14338079,12868881
045492,Mentor Exempted Village,Lake,2020,14797309,323980,67650729,0,7560264,103858112,104648154,102691926,75579941,77536169
045492,Mentor Exempted Village,Lake,2021,16633426,329146,67410203,0,7512494,105822566,106813305,107976883,77536169,76372591
045492,Mentor Exempted Village,Lake,2022,14591967,1815787,68303868,0,7447205,105254016,106047532,113678737,76372591,68741386
045492,Mentor Exempted Village,Lake,2023,15035870,1722506,70415460,0,7428178,109370316,110039805,122799581,68741382,55981606
045492,Mentor Exempted Village,Lake,2024,15361013,2013381,68627231,0,7526249,108896772,109638822,111822705,55981606,53797723
045492,Mentor Exempted Village,Lake,2025,16052643,1715142,71368850,0,7509144,113444350,113656145,119872346,53797723,47581521
045500,Milford Exempted Village,Clermont,2020,23353244,540092,38115848,0,4497378,74022567,74075646,74072872,43179511,43182285
045500,Milford Exempted Village,Clermont,2021,24009366,647889,38995575,0,4500711,75906409,76511649,77555152,43182285,42138782
045500,Milford Exempted Village,Clermont,2022,23136125,2593665,36251789,0,4514241,75634230,75804432,77023032,42138782,40920182
045500,Milford Exempted Village,Clermont,2023,23211781,2371012,36888316,0,4535846,79311635,79354079,81144024,40920317,39130372
045500,Milford Exempted Village,Clermont,2024,23244643,2605324,38414968,0,4579112,81154815,81179059,80601069,39130372,39708362
045500,Milford Exempted Village,Clermont,2025,23683564,1650863,38489270,0,4732566,81099919,81203356,90863624,39708362,30048094
045518,Milton-Union Exempted Village,Miami,2020,6190957,131390,4676719,196754,781994,14153248,14392522,14548023,8556439,8400938
045518,Milton-Union Exempted Village,Miami,2021,6325297,142353,4754926,195528,778206,14328598,14652953,14620273,8400938,8433618
045518,Milton-Union Exempted Village,Miami,2022,6599766,480094,4803365,220880,783297,14245066,14401294,15123656,8433618,7711256
045518,Milton-Union Exempted Village,Miami,2023,6784660,474135,4927070,243216,780731,14917527,15031635,16940776,7711254,5802113
045518,Milton-Union Exempted Village,Miami,2024,7348649,558146,5049978,268446,783086,16087855,16600586,16894079,5802113,5508620
045518,Milton-Union Exempted Village,Miami,2025,7294375,694538,5078657,267517,768668,16305870,16306309,16304288,5508620,5510641
045526,Montpelier Exempted Village,Williams,2020,7818473,136654,1790071,1343535,247794,12161560,12185876,12072652,6306842,6420066
045526,Montpelier Exempted Village,Williams,2021,7837104,113856,1841591,1311794,246282,12193004,12239011,11377273,6420066,7281804
045526,Montpelier Exempted Village,Williams,2022,7129905,417573,1917056,1478367,257573,11762802,11812802,11653197,7281804,7441409
045526,Montpelier Exempted Village,Williams,2023,7187295,460145,1991028,1567748,267029,12203909,12236709,12593681,7441406,7084434
045526,Montpelier Exempted Village,Williams,2024,7846822,566435,2052221,1548356,268457,13036889,13081097,13250195,7084434,6915336
045526,Montpelier Exempted Village,Williams,2025,8235191,567090,2360756,1635153,314666,13880268,13892087,14191067,6915336,6616356
045534,Mount Gilead Exempted Village,Morrow,2020,7007598,270053,3385729,1529196,429930,14005819,14130135,12840557,5565486,6855064
045534,Mount Gilead Exempted Village,Morrow,2021,7042346,282186,3465515,2456953,445537,14931168,14936196,13326630,6855064,8464630
045534,Mount Gilead Exempted Village,Morrow,2022,6400464,379428,3559511,3342492,461632,14648804,14661338,15341081,8464630,7784887
045534,Mount Gilead Exempted Village,Morrow,2023,6311051,504448,3729532,3522094,463543,15382918,15476975,16200563,7784886,7061298
045534,Mount Gilead Exempted Village,Morrow,2024,6558668,587697,4512205,3500059,553354,16880511,16887134,16577949,7061298,7370483
045534,Mount Gilead Exempted Village,Morrow,2025,6346641,557319,5182883,3652615,642273,17364824,17585724,17821862,7370483,7134345
045542,Newcomerstown Exempted Village,Tuscarawas,2020,7309969,290157,2533452,0,385595,12586680,12696680,12795845,2947674,2848509
045542,Newcomerstown Exempted Village,Tuscarawas,2021,7340841,290157,2678001,0,379405,13138321,13138321,12303499,2848509,3683331
045542,Newcomerstown Exempted Village,Tuscarawas,2022,7366766,592754,2614817,0,361888,12531137,12836137,12208491,3683331,4310977
045542,Newcomerstown Exempted Village,Tuscarawas,2023,7418861,619033,2806168,0,377054,13368535,13471742,12691068,4310977,5091651
045542,Newcomerstown Exempted Village,Tuscarawas,2024,8053296,687827,2845107,0,368935,14106778,14106778,13403551,5091651,5794878
045542,Newcomerstown Exempted Village,Tuscarawas,2025,8311128,1124188,2995270,0,387944,15448256,15448256,15352550,5794878,5890584
045559,New Richmond Exempted Village,Clermont,2020,4490625,319790,7194891,0,6013076,22366366,22552685,26979450,18605992,14179227
045559,New Richmond Exempted Village,Clermont,2021,6969274,278962,8320606,0,5717426,24941147,25692987,26764288,14179227,13107926
045559,New Richmond Exempted Village,Clermont,2022,7118384,522208,11409364,0,5436307,27121736,27325538,25771180,13107926,14662284
045559,New Richmond Exempted Village,Clermont,2023,7231430,652079,9167496,0,5089370,26359613,26369414,26458957,14662287,14572744
045559,New Richmond Exempted Village,Clermont,2024,7423101,770835,9932684,0,4765555,26569640,26587789,27627097,14572744,13533436
045559,New Richmond Exempted Village,Clermont,2025,6901038,856931,11872999,0,4450157,25306654,25317590,28978509,13533436,9872517
045567,Newton Falls Exempted Village,Trumbull,2020,7153450,220683,3489471,0,510321,12002919,12031257,11275088,1438680,2194849
045567,Newton Falls Exempted Village,Trumbull,2021,7159519,251716,3400941,0,494045,12000769,12152576,12186123,2194849,2161302
045567,Newton Falls Exempted Village,Trumbull,2022,6444386,510377,3524225,0,494713,11326174,11342491,11624542,2161302,1879251
045567,Newton Falls Exempted Village,Trumbull,2023,6679070,547914,3633246,0,485973,11832990,12002887,11497999,1876807,2381695
045567,Newton Falls Exempted Village,Trumbull,2024,6785149,647801,3914075,0,525443,12784826,13014468,11537739,2381695,3858424
045567,Newton Falls Exempted Village,Trumbull,2025,6804355,1130284,4118953,0,565853,13696969,13996005,14346597,3858424,3507832
045575,Paulding Exempted Village,Paulding,2020,8925611,273435,4499341,2116566,636624,17257361,17533022,17663927,8206610,8075705
045575,Paulding Exempted Village,Paulding,2021,9062904,186622,4577951,2060781,649797,17206800,17518342,18083650,8075705,7510397
045575,Paulding Exempted Village,Paulding,2022,7407186,550786,4702015,2270880,554388,16044438,16068317,16710533,7510397,6868181
045575,Paulding Exempted Village,Paulding,2023,7880234,581219,5115197,3190713,533466,17885476,17957717,17545626,6868181,7280272
045575,Paulding Exempted Village,Paulding,2024,8630082,770024,5200423,2677465,660476,18731252,18780233,18906202,7280272,7154303
045575,Paulding Exempted Village,Paulding,2025,8365448,653750,5287809,2856207,676338,18623622,18746526,19903549,7154303,5997280
045583,Perrysburg Exempted Village,Wood,2020,11747629,251032,31976733,7730074,3537561,59299800,59320482,58691716,2440996,3069762
045583,Perrysburg Exempted Village,Wood,2021,12908224,174186,37264247,7604009,3738062,65236973,65284772,61279899,3069762,7074635
045583,Perrysburg Exempted Village,Wood,2022,11185056,537052,40419514,9056534,3875541,69314190,69314530,65254663,7074635,11134502
045583,Perrysburg Exempted Village,Wood,2023,10820806,877548,41551530,10018344,3876821,73229877,73379586,68095296,11134226,16418516
045583,Perrysburg Exempted Village,Wood,2024,12308576,1349415,45426829,9787361,4200819,79716748,79956136,70851332,16418516,25523320
045583,Perrysburg Exempted Village,Wood,2025,12177674,945056,41740534,10469301,4477215,76476766,77018932,76221265,25523320,26320986
045591,Rittman Exempted Village,Wayne,2020,7509299,70950,3162703,0,446036,11815009,11815009,11081944,5089686,5822751
045591,Rittman Exempted Village,Wayne,2021,7566176,45047,3345256,0,458081,11909907,11909907,11437578,5822751,6295080
045591,Rittman Exempted Village,Wayne,2022,6892789,435417,3515984,0,462339,11550155,11550155,10548468,6295080,7296767
045591,Rittman Exempted Village,Wayne,2023,6849575,463014,3557232,0,465658,11575962,11576316,11047225,7296768,7825859
045591,Rittman Exempted Village,Wayne,2024,7024170,564098,3853588,0,507219,12399435,12400191,12384986,7825859,7841064
045591,Rittman Exempted Village,Wayne,2025,6924857,499850,4260789,0,549080,12787397,12792848,17494852,7841064,3139060
045609,Rossford Exempted Village,Wood,2020,2593700,134579,16915057,0,4193944,26260891,26871831,22933330,25232979,29171481
045609,Rossford Exempted Village,Wood,2021,2779825,150971,17867113,0,3976025,27760652,28306885,23369093,29171481,34109273
045609,Rossford Exempted Village,Wood,2022,3201397,362970,19118209,0,3280462,28005837,28060546,28911356,34109273,33258463
045609,Rossford Exempted Village,Wood,2023,3832720,340375,18088885,0,3497056,27769957,27867253,26189699,33258463,34936017
045609,Rossford Exempted Village,Wood,2024,4000669,450171,18530261,0,3256607,28854230,28990826,27326037,34936017,36600806
045609,Rossford Exempted Village,Wood,2025,3873221,446078,19372284,0,3034835,29526167,29553521,58080945,36600806,8073382
045617,Tipp City Exempted Village,Miami,2020,7872426,61597,14485588,0,1715509,26426345,27041779,27444387,15171395,14768787
045617,Tipp City Exempted Village,Miami,2021,8155211,61597,15068620,0,1755648,27004252,27419181,27786384,14768787,14401584
045617,Tipp City Exempted Village,Miami,2022,8138561,606908,15036670,0,1755321,27220824,27480485,28425451,14401584,13456618
045617,Tipp City Exempted Village,Miami,2023,7822960,663901,16147825,0,1871676,28375061,28601074,29338217,13456618,12719475
045617,Tipp City Exempted Village,Miami,2024,7980977,710711,17103830,0,2008201,30284213,30324116,31598064,12719475,11445527
045617,Tipp City Exempted Village,Miami,2025,8059993,540289,17245497,0,2036813,30714963,31078998,31093512,11445527,11431013
045625,Upper Sandusky Exempted Village,Wyandot,2020,7204495,100757,5166617,3549570,718349,18542430,18622478,18951676,5534464,5205266
045625,Upper Sandusky Exempted Village,Wyandot,2021,7361429,100762,5405665,3602419,711470,19156512,19232072,19428100,5205266,5009238
045625,Upper Sandusky Exempted Village,Wyandot,2022,7467192,145761,5178144,4087032,709293,18896447,18914914,18938305,5009238,4985847
045625,Upper Sandusky Exempted Village,Wyandot,2023,7170772,377423,5732334,4599134,742508,20010652,20027381,20448415,5512915,5091881
045625,Upper Sandusky Exempted Village,Wyandot,2024,7483983,509871,5950241,4593251,780501,20948328,20961878,20313350,5091881,5740409
045625,Upper Sandusky Exempted Village,Wyandot,2025,7590774,453840,6056561,4812917,791092,21550507,21945333,23030384,5740409,4655358
045633,Versailles Exempted Village,Darke,2020,8121869,114837,3237258,2521916,428800,15097853,15176852,14624000,11101534,11654386
045633,Versailles Exempted Village,Darke,2021,8271163,113397,3433440,2213112,449123,15205356,15207082,14728685,11654386,12132783
045633,Versailles Exempted Village,Darke,2022,8035666,448376,3561627,2426715,468756,15401132,15405740,14913516,12132783,12625007
045633,Versailles Exempted Village,Darke,2023,8050916,494680,3650886,2657946,477261,16275077,16284300,20557188,12328659,8055771
045633,Versailles Exempted Village,Darke,2024,8336144,624457,4217597,3125900,543353,17783344,17893657,17470856,8055771,8478572
045633,Versailles Exempted Village,Darke,2025,8153944,674846,4739982,4036038,614044,19256223,19276515,18980168,8478572,8774918
045641,Wauseon Exempted Village,Fulton,2020,11017249,236154,5123235,0,711178,18933792,18991699,19894157,5438948,4536490
045641,Wauseon Exempted Village,Fulton,2021,11277678,270473,5352845,0,710182,20334289,21082138,21526075,4536490,4092553
045641,Wauseon Exempted Village,Fulton,2022,10563607,690715,5248063,0,711063,18108837,18790493,19751839,4092553,3131207
045641,Wauseon Exempted Village,Fulton,2023,10732141,691820,5193055,375752,692510,18773380,18797516,19930272,3120836,1988080
045641,Wauseon Exempted Village,Fulton,2024,11907914,869222,5825671,3776446,813399,24691875,24694375,21232955,1988080,5449500
045641,Wauseon Exempted Village,Fulton,2025,12494373,891661,6438935,5007661,843495,27488444,27502047,27079061,5449500,5872486
045658,Wellington Exempted Village,Lorain,2020,4745226,114407,5067844,2266607,623719,13724560,13758094,13219819,3908594,4446869
045658,Wellington Exempted Village,Lorain,2021,4912331,133505,5215549,2241704,622529,14191661,14252332,13793699,4446869,4905502
045658,Wellington Exempted Village,Lorain,2022,5010618,15791,5496541,2570972,649996,14347081,14420749,14370307,4905502,4955944
045658,Wellington Exempted Village,Lorain,2023,4878005,109717,5060506,2877731,682359,14788258,14946584,13892073,4955944,6010455
045658,Wellington Exempted Village,Lorain,2024,4669907,167130,5134729,2704183,683560,15050578,15186078,15274845,6010455,5921688
045658,Wellington Exempted Village,Lorain,2025,4546182,350510,5953868,2803348,770808,16162939,16229654,15390665,5921688,6760677
045666,Windham Exempted Village,Portage,2020,5358286,425424,1265043,0,247331,8124467,8204992,8518569,3218842,2905265
045666,Windham Exempted Village,Portage,2021,5379961,423649,1298506,0,236201,8141472,8425124,8017888,2905265,3312501
045666,Windham Exempted Village,Portage,2022,4828961,732259,1341956,0,226550,7667003,7769620,7617661,3312501,3464460
045666,Windham Exempted Village,Portage,2023,4857875,842205,1408576,0,222208,7856005,8123869,7708428,3479915,3895356
045666,Windham Exempted Village,Portage,2024,5419220,928279,1401469,0,229800,8804908,8887718,8345693,3895356,4437381
045666,Windham Exempted Village,Portage,2025,5261535,877576,1596728,0,256229,8735008,9765639,9716035,4437381,4486985
045674,Yellow Springs Exempted Village,Greene,2020,1274741,27530,4321481,1634528,610843,9512982,9756307,9753984,5014974,5017297
045674,Yellow Springs Exempted Village,Greene,2021,1374622,27530,4618444,1554907,629769,9816704,10017841,9815649,5017297,5219489
