irn,name,county,fiscal_year,unrestricted_aid,restricted_aid,property_tax,income_tax,property_tax_allocation,total_revenue,total_revenue_and_sources,total_expenditure,beginning_cash,ending_cash
046433,Crestview Local,Columbiana,2023,8100671,412827,2488256,1750520,348059,14583654,14584854,13808376,3834434,4610912
046433,Crestview Local,Columbiana,2024,8634725,519348,2793548,1815230,376997,15859285,15864356,15099172,4610912,5376096
046433,Crestview Local,Columbiana,2025,8978321,552796,2769716,1881356,380314,16380468,16380468,17202921,5376096,4553643
046441,Southern Local,Columbiana,2020,7303116,549098,1677750,0,365006,12997070,12997070,12700317,1356460,1653213
046441,Southern Local,Columbiana,2021,7321375,549000,1918173,0,331281,13545399,13545559,12531562,1653213,2667210
046441,Southern Local,Columbiana,2022,7601654,526088,1917442,0,294641,13534450,13587254,13528647,2667210,2725817
046441,Southern Local,Columbiana,2023,7904368,1034203,2048084,0,449357,15055630,15233416,14582391,2725816,3376841
046441,Southern Local,Columbiana,2024,8497536,1056810,2365640,0,367579,15199152,15341077,14928041,3376841,3789877
046441,Southern Local,Columbiana,2025,8846563,1070534,2500364,0,330813,16974491,17493397,15825508,3789877,5457766
046458,United Local,Columbiana,2020,6441677,113900,2673504,838362,406165,14050309,14107787,14771716,4725876,4061947
046458,United Local,Columbiana,2021,6576821,106204,2704666,804177,415322,16985869,17221361,15371195,4061947,5912113
046458,United Local,Columbiana,2022,7340477,436650,2776126,917675,415730,15707529,17328983,16533959,5912113,6707137
046458,United Local,Columbiana,2023,7383008,382412,3276858,1117014,451208,16453677,16454579,17548923,6707142,5612798
046458,United Local,Columbiana,2024,7364047,413003,3324220,1035960,490590,16414089,16415299,17127304,5612798,4900793
046458,United Local,Columbiana,2025,7411490,400747,3451856,1155494,495909,19920996,19936487,19449774,4900793,5387506
046474,Ridgewood Local,Coshocton,2020,7705767,391397,3189900,0,423444,12718779,12798120,13154763,6505159,6148516
046474,Ridgewood Local,Coshocton,2021,7862853,391416,3572678,0,423194,13493778,13514661,13187283,6148516,6475894
046474,Ridgewood Local,Coshocton,2022,8369344,669149,3591629,0,437898,13307954,13399904,13256267,6475894,6619531
046474,Ridgewood Local,Coshocton,2023,8428390,672272,3820336,0,457249,13707486,13858385,13773287,6619380,6704478
046474,Ridgewood Local,Coshocton,2024,8786391,796808,3722665,0,457226,14252857,14281081,14639272,6704478,6346287
046474,Ridgewood Local,Coshocton,2025,9149524,1418750,4245293,0,512492,15852599,15867303,15997123,6346287,6216467
046482,River View Local,Coshocton,2020,7858240,351719,6046098,0,825115,19247490,19447743,21046386,6547432,4948789
046482,River View Local,Coshocton,2021,8172256,351716,6430591,0,829039,20852207,21204468,19325959,4948789,6827297
046482,River View Local,Coshocton,2022,8585713,640472,6177864,0,850214,19360174,19683747,18157728,6827297,8353316
046482,River View Local,Coshocton,2023,8287781,629238,6233930,0,874433,19373011,19579766,20409957,8355857,7525666
046482,River View Local,Coshocton,2024,8254158,775867,6609873,0,888419,20272390,22521952,21073907,7525666,8973710
046482,River View Local,Coshocton,2025,8592072,703146,7654976,0,1002070,21508375,23150377,26279627,8973710,5844460
046508,Buckeye Central Local,Crawford,2020,4722212,106929,2239928,1845011,343668,17189153,17241803,15021053,6606603,8827353
046508,Buckeye Central Local,Crawford,2021,4814112,106929,2272653,1942050,344656,18074435,18121715,19579647,8827353,7369421
046508,Buckeye Central Local,Crawford,2022,4040392,225964,2273114,2160154,346474,15347446,15390230,13183001,7369421,9576650
046508,Buckeye Central Local,Crawford,2023,4074866,222718,2306143,2369255,327598,16368751,16410866,16409853,9576650,9577663
046508,Buckeye Central Local,Crawford,2024,4081724,217757,2333740,2583599,326993,17259290,17323529,16340153,9577663,10561039
046508,Buckeye Central Local,Crawford,2025,4104401,185676,2903483,2749970,388459,18052896,18058241,23566718,10561039,5052562
046516,Colonel Crawford Local,Crawford,2020,3800264,76020,2492519,1727899,666329,11500971,11567134,10919919,6180230,6827445
046516,Colonel Crawford Local,Crawford,2021,3874571,78077,2402891,1728843,581868,11597356,11619983,11089549,6827445,7357879
046516,Colonel Crawford Local,Crawford,2022,5474976,376593,2540184,1989727,499964,11975146,11989211,11388935,7357879,7958155
046516,Colonel Crawford Local,Crawford,2023,5458413,298147,2548659,2168664,419755,12707024,13310784,12808821,7958154,8460117
046516,Colonel Crawford Local,Crawford,2024,6115753,383138,2508191,2104150,372626,13624947,13629695,13221555,8460117,8868257
046516,Colonel Crawford Local,Crawford,2025,6590726,374673,3378417,2302579,453911,15449450,15450436,18166486,8868257,6152207
046524,Wynford Local,Crawford,2020,5713637,59723,3533166,0,481463,12430641,12768486,12496620,4930879,5202745
046524,Wynford Local,Crawford,2021,5854348,57232,3820104,0,476904,12862588,14602144,14041386,5202745,5763503
046524,Wynford Local,Crawford,2022,6870736,324776,4037225,0,471052,12509111,13131778,13031319,5763503,5863962
046524,Wynford Local,Crawford,2023,6849113,352867,3489339,0,478059,12700346,13054157,13984304,5863959,4933812
046524,Wynford Local,Crawford,2024,7294573,459033,3649696,0,481064,13420096,14106606,15446901,4933812,3593517
046524,Wynford Local,Crawford,2025,7091195,419855,4190404,0,548035,13981661,15850996,15041288,3593517,4403225
046557,Cuyahoga Heights Local,Cuyahoga,2020,416908,129594,9104709,0,2596481,16524319,16615043,15686143,13870634,14799534
046557,Cuyahoga Heights Local,Cuyahoga,2021,733691,134894,9295682,0,2378624,16635733,16906309,15727865,14799534,15977978
046557,Cuyahoga Heights Local,Cuyahoga,2022,647667,246744,9387911,0,2162962,16722343,16765570,16712233,15977978,16031315
046557,Cuyahoga Heights Local,Cuyahoga,2023,532985,243459,9824368,0,1948670,17648041,18218311,17818221,16031315,16431405
046557,Cuyahoga Heights Local,Cuyahoga,2024,826590,265921,9832587,0,1735269,18494322,18679666,17768633,16431405,17342438
046557,Cuyahoga Heights Local,Cuyahoga,2025,866129,261510,10330392,0,1538575,19241841,19321366,22492734,17342438,14171070
046565,Independence Local,Cuyahoga,2020,727631,78672,12407135,0,1211240,19897290,20046294,18593873,11730037,13182458
046565,Independence Local,Cuyahoga,2021,791547,62827,12321499,0,1176708,18913283,19087267,19538080,13182458,12731645
046565,Independence Local,Cuyahoga,2022,671424,170764,12829560,0,1189823,19400165,19400165,20048576,12731645,12083234
046565,Independence Local,Cuyahoga,2023,752449,157068,12993362,0,1222930,20248337,20290471,20936124,12083317,11437664
046565,Independence Local,Cuyahoga,2024,1098018,215460,13410409,0,1233370,21014181,21072169,21721164,11437664,10788669
046565,Independence Local,Cuyahoga,2025,1239476,236380,12304723,0,1190743,22675492,22707117,21811051,10788669,11684734
046573,Olmsted Falls City,Cuyahoga,2020,13689974,282229,22399077,0,2992050,42303840,42497584,46409135,5853440,1941889
046573,Olmsted Falls City,Cuyahoga,2021,14060250,372689,25103155,0,3232541,45595072,48487781,44251920,1941889,6177750
046573,Olmsted Falls City,Cuyahoga,2022,13040539,675286,28839080,0,3325620,49315803,50008087,46128372,6177750,10057465
046573,Olmsted Falls City,Cuyahoga,2023,13195257,663300,29279733,0,3362271,50068361,50729693,50524719,10057465,10262439
046573,Olmsted Falls City,Cuyahoga,2024,13318905,899345,29946875,0,3342103,51537127,52008509,50406272,10262439,11864675
046573,Olmsted Falls City,Cuyahoga,2025,13249218,854626,30197559,0,3425737,52029019,52460273,53662295,11864675,10662653
046581,Orange City,Cuyahoga,2020,1593437,134513,41002814,0,4830030,51176231,51324252,50484198,25190374,26030428
046581,Orange City,Cuyahoga,2021,1776922,133817,40406171,0,4853988,50225895,50238763,50439776,26030428,25829415
046581,Orange City,Cuyahoga,2022,1789877,418209,42921089,0,4923386,53194669,53200779,51274747,25829415,27755447
046581,Orange City,Cuyahoga,2023,1795362,481515,42863199,0,4991887,54009347,54017299,55137856,27755448,26634891
046581,Orange City,Cuyahoga,2024,2407960,789045,43515083,0,5048898,57490444,57512286,57473332,26634891,26673844
046581,Orange City,Cuyahoga,2025,2812733,1019813,43204024,0,5243778,57423759,57435402,62979178,26673844,21130069
046599,Richmond Heights Local,Cuyahoga,2020,1654310,185546,9746977,0,1354977,14263657,14766726,14445290,2105097,2426534
046599,Richmond Heights Local,Cuyahoga,2021,1670632,202369,10131336,0,1361519,14439838,14965843,13495941,2426534,3896436
046599,Richmond Heights Local,Cuyahoga,2022,357656,245301,10482260,0,1408098,13382310,13581194,12920587,3896436,4557042
046599,Richmond Heights Local,Cuyahoga,2023,815857,226624,10373884,0,1344692,13764564,13801484,14920008,4557042,3438518
046599,Richmond Heights Local,Cuyahoga,2024,1405606,241690,10829934,0,1400557,15905197,15911103,15856611,3438518,3493010
046599,Richmond Heights Local,Cuyahoga,2025,1684822,453688,10894822,0,1417087,15860576,16015562,15909422,3493010,3599150
046607,Solon City,Cuyahoga,2020,3375432,14882,57461058,0,8317960,76273787,76628787,74755684,40896649,42769752
046607,Solon City,Cuyahoga,2021,3479029,14882,61525757,0,7609661,80424475,80634475,79412778,42769752,43991449
046607,Solon City,Cuyahoga,2022,3493388,290821,63101035,0,6880750,82116474,82191474,84033820,43991449,42149103
046607,Solon City,Cuyahoga,2023,3616513,284578,64998910,0,6144591,84218498,86712432,92974630,42149103,35886905
046607,Solon City,Cuyahoga,2024,4810293,599581,65368875,0,5409694,86199904,90379904,83413720,35886905,42853089
046607,Solon City,Cuyahoga,2025,5236470,360945,66094154,0,5132635,87765790,88093790,93832763,42853089,37114116
046623,Ansonia Local,Darke,2020,4550845,65352,1523903,1334256,225225,9062806,9062806,9651544,4010811,3422073
046623,Ansonia Local,Darke,2021,4614627,67964,1532910,1311300,226418,9253455,9253455,9472962,3422073,3202566
046623,Ansonia Local,Darke,2022,5697112,348145,1506964,1470721,227780,9738175,9765860,9475307,3202566,3493119
046623,Ansonia Local,Darke,2023,6014274,386416,1584397,1692877,228719,10583573,10583573,10030594,3493109,4046088
046623,Ansonia Local,Darke,2024,7036133,509754,1825815,1881703,254498,12248824,12248824,10260632,4046088,6034280
046623,Ansonia Local,Darke,2025,7666246,479117,1993274,2066326,279347,13369742,13372913,14191273,6034280,5215920
046631,Arcanum-Butler Local,Darke,2020,5841644,29363,2324534,2288612,382763,12632972,12793532,12398157,5346530,5741905
046631,Arcanum-Butler Local,Darke,2021,5914956,29363,2378132,2266011,386193,12881092,12933504,12845979,5741905,5829430
046631,Arcanum-Butler Local,Darke,2022,6741109,361358,2374398,2515147,389377,12917849,13611292,13012136,5829430,6428586
046631,Arcanum-Butler Local,Darke,2023,6775303,376773,2382652,2777073,390713,13527797,13552480,13317516,6428586,6663550
046631,Arcanum-Butler Local,Darke,2024,7738777,516006,2874929,2827905,447831,15404001,15515572,14498956,6663550,7680166
046631,Arcanum-Butler Local,Darke,2025,8125777,516830,3204889,2953912,506277,16249123,16273181,16268528,7680166,7684819
046649,Franklin Monroe Local,Darke,2020,3303028,10215,1677050,716829,255449,7418841,7544869,7415832,6348336,6477373
046649,Franklin Monroe Local,Darke,2021,3324509,10210,1684898,741187,257438,7504457,7564211,7262059,6477373,6779525
046649,Franklin Monroe Local,Darke,2022,3816491,259601,1661321,838810,258494,7171671,7239278,7199059,6779525,6819744
046649,Franklin Monroe Local,Darke,2023,3869678,248256,1682388,900392,258496,7599768,7623918,7616253,6819563,6827228
046649,Franklin Monroe Local,Darke,2024,4057909,303666,1974887,915214,286324,8206935,8272049,8084423,6827228,7014854
046649,Franklin Monroe Local,Darke,2025,4034030,323328,2154165,993107,313898,8512028,8576099,12231600,7014854,3359354
046672,Mississinawa Valley Local,Darke,2020,4581908,120090,1715867,1271577,253148,8715669,8745267,8395514,3715546,4065299
046672,Mississinawa Valley Local,Darke,2021,4646185,120095,1698549,1265122,253171,8806445,8806985,8442790,4065299,4429494
046672,Mississinawa Valley Local,Darke,2022,4774627,320390,1685769,1410109,253203,8873505,8874794,8324227,4429494,4980061
046672,Mississinawa Valley Local,Darke,2023,5028119,379816,1687539,1712282,255743,9726738,9729449,9258137,4980061,5451373
046672,Mississinawa Valley Local,Darke,2024,5590831,491817,2041625,1569294,280951,10709821,10709821,9871506,5451373,6289688
046672,Mississinawa Valley Local,Darke,2025,5864621,818314,2173254,1680666,305402,11421249,13417535,14854690,6289688,4852533
046680,Tri-Village Local,Darke,2020,4165793,50783,1874670,1362688,292716,9900657,9996587,9160734,9552959,10388815
046680,Tri-Village Local,Darke,2021,4240018,50787,1928778,1494219,294140,10220552,10332277,10030569,10388815,10690522
046680,Tri-Village Local,Darke,2022,5080419,312130,1888885,1590125,294870,10292297,10375309,13406457,10690522,7659374
046680,Tri-Village Local,Darke,2023,5285188,323576,1914376,1851822,294994,11087605,11155433,11409368,7659377,7405442
046680,Tri-Village Local,Darke,2024,6046374,403996,2216923,1850996,327071,12298560,12428398,12721677,7405442,7112163
046680,Tri-Village Local,Darke,2025,6253406,457411,2466381,1995655,356365,13085566,13177721,15263637,7112163,5026247
046706,Ayersville Local,Defiance,2020,2703216,11492,2253453,996251,603713,8772645,8809651,9510878,4929875,4228648
046706,Ayersville Local,Defiance,2021,2758432,11491,1781585,946401,538719,8122080,8167730,9132312,4228648,3264066
046706,Ayersville Local,Defiance,2022,4234348,235816,2127652,1116062,474544,8869289,9135654,8492437,3264066,3907283
046706,Ayersville Local,Defiance,2023,4338401,345695,2106775,1186388,413222,9107661,9147256,8563127,3909993,4494122
046706,Ayersville Local,Defiance,2024,5019112,517605,2244296,1226968,349094,10236887,10222276,9021796,4494122,5694602
046706,Ayersville Local,Defiance,2025,5373213,315668,2345937,1244170,296952,10531099,10575942,11653242,5694602,4617302
046714,Central Local,Defiance,2020,6502572,91473,3233164,1113481,502538,12642830,12752116,13358967,3899113,3292262
046714,Central Local,Defiance,2021,6711482,91671,3068517,1042464,486890,12650625,13165006,13199171,3292262,3258097
046714,Central Local,Defiance,2022,6465283,366545,3040780,1201243,474808,12356026,12384931,12771576,3258097,2871452
046714,Central Local,Defiance,2023,6432564,380786,3022533,1284047,471532,12463574,12477409,12646068,2871451,2702792
046714,Central Local,Defiance,2024,7080129,504641,3750636,1415828,535856,14300493,14323871,13615260,2702792,3411402
046714,Central Local,Defiance,2025,6810516,518406,4192191,1365543,608060,14694965,14717355,14165690,3411402,3963066
046722,Northeastern Local,Defiance,2020,2700303,17756,5067607,0,509716,15976157,16122897,12731263,7530397,10922031
046722,Northeastern Local,Defiance,2021,2930970,17256,4879635,0,512295,16016015,16284315,15782396,10922031,11423950
046722,Northeastern Local,Defiance,2022,2972176,57473,5155582,0,515940,21680592,21890992,22508548,11423950,10806394
046722,Northeastern Local,Defiance,2023,3185126,54332,5134023,0,500964,15686913,16547191,15639481,10806395,11714105
046722,Northeastern Local,Defiance,2024,3264808,102792,5277994,0,516859,15801415,16310942,15375916,11714105,12649131
046722,Northeastern Local,Defiance,2025,3268833,43237,5622002,0,535077,15891497,17651688,16843572,12649131,13457247
046748,Big Walnut Local,Delaware,2020,6505464,176387,19459483,8208628,2690631,43371910,43518521,43082468,11167331,11603384
046748,Big Walnut Local,Delaware,2021,6924018,199565,20952954,8188767,2886085,45197346,45542181,43732985,11603384,13412580
046748,Big Walnut Local,Delaware,2022,6352343,780366,22993047,9983767,3084552,49525754,50000330,44554439,13412580,18858471
046748,Big Walnut Local,Delaware,2023,6495325,602688,24022638,12175411,3229244,53758682,53889289,47181440,18858472,25566321
046748,Big Walnut Local,Delaware,2024,6481864,847491,28784931,11062620,3775949,59384283,59494742,50827560,25566321,34233503
046748,Big Walnut Local,Delaware,2025,6694484,865857,33623933,12513778,4405636,66913907,66994912,75015220,34233503,26213195
046755,Buckeye Valley Local,Delaware,2020,4551223,15229,11310545,7610646,1638235,27610837,27732015,26531391,13810188,15010812
046755,Buckeye Valley Local,Delaware,2021,4754515,22837,12326336,7563632,1767763,28501934,29349385,27886816,15010812,16473381
046755,Buckeye Valley Local,Delaware,2022,4149954,210061,13519526,8653520,1892562,30321645,30467304,28965942,16473381,17974743
046755,Buckeye Valley Local Schools,Delaware,2023,4440909,181132,13724627,10488559,1961762,33106605,33178243,30993219,17974743,20159767
046755,Buckeye Valley Local Schools,Delaware,2024,4712442,304684,16922359,9777061,2349140,36657675,36791980,40466752,20159767,16484995
046755,Buckeye Valley Local Schools,Delaware,2025,5135057,368241,20012654,10748910,2750509,41962155,42461795,42927525,16484995,16019265
046763,Olentangy Local,Delaware,2020,13116123,491246,165794474,0,18201726,245730645,245743389,242761486,90167323,93149227
046763,Olentangy Local,Delaware,2021,14296621,663554,184185846,0,18339055,269443726,269445331,257492504,93149227,105102055
046763,Olentangy Local,Delaware,2022,18151416,509381,211827863,0,18903466,309030376,327227267,275523724,105102055,156805599
046763,Olentangy Local,Delaware,2023,23633681,4066769,215045998,0,19689276,329579832,331581160,300381988,156805660,188004832
046763,Olentangy Local,Delaware,2024,38391644,3758463,219643641,0,20196108,360684921,361685955,344844803,188004832,204845983
046763,Olentangy Local,Delaware,2025,36951223,5090349,231037018,0,21544584,375119223,375137363,422004911,204845983,157978435
046789,Edison Local (Formerly Berlin-Milan),Erie,2020,4798018,178998,6397844,0,820232,16963462,16981221,16434644,5324705,5871282
046789,Edison Local (Formerly Berlin-Milan),Erie,2021,4965666,188766,6276743,0,780117,18049733,18337958,19976676,5871282,4232564
046789,Edison Local (Formerly Berlin-Milan),Erie,2022,5290318,416491,6342781,0,803621,18377841,18394890,18131625,4232564,4495829
046789,Edison Local (Formerly Berlin-Milan),Erie,2023,5335408,449977,6903586,0,827201,18714835,18737398,18761845,4495828,4471381
046789,Edison Local (Formerly Berlin-Milan),Erie,2024,5568677,563571,6748172,0,828879,19234671,19259912,19059128,4471381,4672165
046789,Edison Local (Formerly Berlin-Milan),Erie,2025,5118941,1313438,8007956,0,940138,24559953,24593579,24129671,4672165,5136073
046797,Kelleys Island Local,Erie,2020,13134,25000,750339,0,79625,897961,901037,683188,924200,1142049
046797,Kelleys Island Local,Erie,2021,29817,18000,760018,0,80593,893469,899549,814474,1142049,1227124
046797,Kelleys Island Local,Erie,2022,88127,28329,788647,0,84884,1013634,1019193,1156654,1227124,1089663
046797,Kelleys Island Local,Erie,2023,76486,31946,849910,0,90152,1221003,1222532,1081652,1089665,1230545
046797,Kelleys Island Local,Erie,2024,215534,71809,916560,0,96806,1541243,1546694,1121928,1230545,1655311
046797,Kelleys Island Local,Erie,2025,164949,15860,1085774,0,116507,1693575,1864832,2856469,1655311,663674
046805,Margaretta Local,Erie,2020,4224798,82747,4990335,0,1275447,16595409,17072815,16603334,787199,1256680
046805,Margaretta Local,Erie,2021,4332344,82854,4866409,0,1118846,18187594,18884987,18567706,1256680,1573961
046805,Margaretta Local,Erie,2022,4723071,290448,4819474,0,1019660,18059138,18170558,19113192,1573961,631327
046805,Margaretta Local,Erie,2023,4672552,252740,5060995,0,883051,17069664,20020089,19605545,631327,1045871
046805,Margaretta Local,Erie,2024,4616005,297409,5077984,0,774874,16655181,18200736,18043207,1045871,1203401
046805,Margaretta Local,Erie,2025,4877380,260700,5586204,0,740442,22875208,23955435,24627919,1203401,530917
046813,Perkins Local,Erie,2020,3466790,82871,14681935,0,1568703,26604018,26802177,24310786,6039468,8530859
046813,Perkins Local,Erie,2021,3651047,82307,15421249,0,1290224,27155956,27563952,24976799,8530859,11118012
046813,Perkins Local,Erie,2022,4527888,313738,15709513,0,1133591,26918501,27166864,24851169,11118012,13433707
046813,Perkins Local,Erie,2023,4422093,275882,15651718,0,1127417,27810784,28006850,25718408,13433707,15722150
046813,Perkins Local,Erie,2024,4370055,394152,16880452,0,1134835,29403274,30819268,28561785,15722150,17979633
046813,Perkins Local,Erie,2025,4539969,256860,17894116,0,1157842,30772042,32336372,39510281,17979633,10805724
046821,Vermilion Local,Erie,2020,3994559,129721,12393579,0,1537780,22977535,27408548,27333990,16018909,16093467
046821,Vermilion Local,Erie,2021,4251230,148237,12846802,0,1536033,23935182,24249874,22421837,16093467,17921504
046821,Vermilion Local,Erie,2022,4263363,284082,12842859,0,1567626,23988529,24076780,23082532,17921504,18915752
046821,Vermilion Local,Erie,2023,4165744,337692,13258011,0,1606408,25093933,25125803,26691180,18915756,17350379
046821,Vermilion Local,Erie,2024,4189665,474952,13365462,0,1619070,25634954,25640205,26730447,17350379,16260137
046821,Vermilion Local,Erie,2025,4320027,368309,14544427,0,1775423,27421952,27789289,35089874,16260137,8959552
046847,Amanda-Clearcreek Local,Fairfield,2020,9524066,321536,3482904,568065,514762,16059847,16098520,17001310,10600758,9697968
046847,Amanda-Clearcreek Local,Fairfield,2021,9723575,286901,3758117,2932217,548091,18783780,18849699,17241172,9697968,11306495
046847,Amanda-Clearcreek Local,Fairfield,2022,9711980,723605,3851798,4188629,551150,20371040,20376940,16540109,11306495,15143326
046847,Amanda-Clearcreek Local,Fairfield,2023,9766850,674215,4492122,4774524,630503,22176471,22402718,23943371,15143326,13602672
046847,Amanda-Clearcreek Local,Fairfield,2024,10111621,754760,5203271,4921870,706638,24611057,24612591,27664379,13602672,10550885
046847,Amanda-Clearcreek Local,Fairfield,2025,9704270,833426,5232632,5277585,727162,25098488,25102438,24708298,10550885,10945024
046854,Berne Union Local,Fairfield,2020,4065258,110578,1942768,2177901,303248,13598610,13598610,11596662,3604593,5606541
046854,Berne Union Local,Fairfield,2021,4154926,110576,2124148,2186385,324439,15544690,15544690,14133101,5606541,7018130
046854,Berne Union Local,Fairfield,2022,4323455,240207,2099855,2480342,322631,16246071,16246071,17012433,7018130,6251768
046854,Berne Union Local,Fairfield,2023,4381608,273511,2486104,2778126,360403,17604153,17604153,17650067,6251763,6205849
046854,Berne Union Local,Fairfield,2024,4459550,283168,2671188,2787457,398288,18593167,18593167,18563647,6205849,6235368
046854,Berne Union Local,Fairfield,2025,4491815,232492,2731051,2971972,406823,19014023,19014023,19407295,6235368,5842096
046862,Bloom-Carroll Local,Fairfield,2020,5083324,62491,6488854,5604292,930829,21343762,21420352,21129590,3634672,3925434
046862,Bloom-Carroll Local,Fairfield,2021,5328542,62491,7128373,5694453,1004998,22349572,22625483,21547685,3925434,5003232
046862,Bloom-Carroll Local,Fairfield,2022,5589741,348555,7215306,6626624,1021561,22954095,22988287,23033951,5003232,4957568
046862,Bloom-Carroll Local,Fairfield,2023,6025321,364704,8457776,7606414,1173907,25893794,25907562,24037939,4957564,6827187
046862,Bloom-Carroll Local,Fairfield,2024,7244066,558805,9651310,7500310,1331334,28755748,28868331,25648227,6827187,10047292
046862,Bloom-Carroll Local,Fairfield,2025,7769676,525345,9803328,8304752,1378680,31538144,31549934,27754457,10047292,13842769
046870,Fairfield Union Local,Fairfield,2020,9197421,448378,4332527,5244398,662932,23825761,23932467,23145391,10659584,11446660
046870,Fairfield Union Local,Fairfield,2021,9457976,361765,5591847,5258852,702088,24637328,24823525,23281838,11446660,12988347
046870,Fairfield Union Local,Fairfield,2022,10387359,1069840,4749613,6233877,709084,25653204,25685532,23559693,12988347,15114186
046870,Fairfield Union Local,Fairfield,2023,10313395,924815,5476493,7048663,787554,27422728,27430686,25095735,15061119,17396070
046870,Fairfield Union Local,Fairfield,2024,11102088,959024,6008122,7146846,868679,29301103,29303086,29148556,17396070,17550600
046870,Fairfield Union Local,Fairfield,2025,11075843,2266846,6113016,7481920,888964,31558772,31561549,41511702,17550600,7600448
046888,Liberty Union-Thurston Local,Fairfield,2020,6150749,155468,3422226,3930928,494089,15933769,16067114,15791714,10584807,10860207
046888,Liberty Union-Thurston Local,Fairfield,2021,6279044,154847,3765317,3961477,528305,16387423,16474403,16197432,10860207,11137178
046888,Liberty Union-Thurston Local,Fairfield,2022,6888672,447960,3759841,4216835,534051,17041698,17137028,16361996,11137178,11912210
046888,Liberty Union-Thurston Local,Fairfield,2023,6823484,437822,4404073,4711070,612683,18464578,18547993,17831961,11912109,12628141
046888,Liberty Union-Thurston Local,Fairfield,2024,6792272,535702,4982410,5012176,691218,19844366,19898784,18932863,12628141,13594063
046888,Liberty Union-Thurston Local,Fairfield,2025,6814452,500268,5029058,5112311,705693,20648646,20699275,29475540,13594063,4817798
046896,Pickerington Local,Fairfield,2020,55429680,1014908,36881280,19485812,4698276,122663882,122679807,126458711,35310202,31531298
046896,Pickerington Local,Fairfield,2021,56615326,1062505,38384111,19914996,4795831,125655036,125867889,125705665,31531298,31693522
046896,Pickerington Local,Fairfield,2022,53497296,3977237,38859239,22336319,4911462,128969026,129270769,130999191,31693522,29965100
046896,Pickerington Local,Fairfield,2023,54040220,4176411,38812273,25173327,4992138,134697931,134901301,136315309,29964634,28550626
046896,Pickerington Local,Fairfield,2024,62107836,5117144,40351263,24757065,5088238,144801265,144803057,146656300,28550626,26697383
046896,Pickerington Local,Fairfield,2025,64108004,12975590,41601875,26806533,5268419,158493185,158493466,162262166,26697383,22928682
046904,Walnut Township Local,Fairfield,2020,1253032,62070,3731958,1762691,436756,8835938,8928332,9504980,4308687,3732039
046904,Walnut Township Local,Fairfield,2021,1333086,62066,4132523,1784789,461647,9444524,9463106,8282678,3732039,4912467
046904,Walnut Township Local,Fairfield,2022,1290920,141878,4006341,1995319,460975,9297876,9329053,8225697,4912467,6015823
046904,Walnut Township Local,Fairfield,2023,1237009,149847,4624747,2169938,523282,10483397,10485354,8862211,6015824,7638967
046904,Walnut Township Local,Fairfield,2024,1352363,182975,5136017,2137492,589682,11551389,11551933,10383118,7638967,8807782
046904,Walnut Township Local,Fairfield,2025,1202215,415984,5280786,2300896,601502,11948089,11983004,14773623,8807782,6017163
046920,Miami Trace Local,Fayette,2020,10702866,213077,14908898,0,1313766,31078881,31410156,29163408,15395356,17642104
046920,Miami Trace Local,Fayette,2021,10945895,213077,14843949,0,1303467,31153075,31709925,30344948,17642104,19007081
046920,Miami Trace Local,Fayette,2022,12016567,639496,13011836,0,1301005,28672053,28744805,28960782,19007081,18791104
046920,Miami Trace Local,Fayette,2023,12014474,660071,13400388,0,1311245,29576380,29854070,30264743,18791104,18380431
046920,Miami Trace Local,Fayette,2024,11860417,843776,14912726,0,1326477,31783533,31921339,30300278,18380431,20001492
046920,Miami Trace Local,Fayette,2025,12365838,831451,17696642,0,1593548,34965743,35208909,33110772,20001492,22099629
046946,Canal Winchester Local,Franklin,2020,19167600,610681,15168469,5174492,1904849,47504073,47858648,44281256,29526523,33103915
046946,Canal Winchester Local,Franklin,2021,19558194,625628,15653426,5490768,1981997,49379313,49659983,45014423,33103915,37749475
046946,Canal Winchester Local,Franklin,2022,18479476,1643126,16513288,6266482,2047214,49252101,49530962,44896870,37749475,42383567
046946,Canal Winchester Local,Franklin,2023,18775638,1814653,16851085,7157077,2130827,53580472,54718067,64554113,42383464,32547418
046946,Canal Winchester Local,Franklin,2024,20114704,2182002,18942026,6686665,2426664,56274014,56274014,49288659,32547418,39532774
046946,Canal Winchester Local,Franklin,2025,19927046,4582594,20849564,7324066,2689250,63975037,64070037,62957017,39532774,40645794
046953,Hamilton Local,Franklin,2020,21972945,229915,5996201,0,779388,29806298,29806298,26754321,19344296,22396273
046953,Hamilton Local,Franklin,2021,22301616,0,6536936,0,578260,30334327,30334822,26787015,22396273,25944080
046953,Hamilton Local,Franklin,2022,21721525,1103369,7650441,0,674677,32657720,32657720,26593034,25944080,32008766
046953,Hamilton Local,Franklin,2023,21081965,1772958,6240524,0,536249,33222417,33222417,28075435,32027850,37174832
046953,Hamilton Local,Franklin,2024,25962350,1971730,7785575,0,736161,40711701,40843671,38845317,37174832,39173186
046953,Hamilton Local,Franklin,2025,25935339,3676518,9375627,0,903651,45054358,45269063,64008321,39173186,20433927
046961,Gahanna-Jefferson City,Franklin,2020,14208152,237457,60326812,0,6574773,96703032,97711947,95382117,9733799,12063629
046961,Gahanna-Jefferson City,Franklin,2021,15344839,237457,63863918,0,6542281,107019040,111007538,99892619,12063629,23178548
