edition,fund,ali,name,fiscal_year,kind,amount
2011,3Y60,200635,Improving Teacher Quality,2010,actual,101476006
2011,3Y60,200635,Improving Teacher Quality,2011,actual,104426170
2011,3Y60,200635,Improving Teacher Quality,2012,appropriation,101900000
2011,3Y60,200635,Improving Teacher Quality,2013,appropriation,101900000
2011,3Y70,200689,English Language Acquisition,2008,actual,6744789
2011,3Y70,200689,English Language Acquisition,2009,actual,7347373
2011,3Y70,200689,English Language Acquisition,2010,actual,7581026
2011,3Y70,200689,English Language Acquisition,2011,actual,8091540
2011,3Y70,200689,English Language Acquisition,2012,appropriation,8373995
2011,3Y70,200689,English Language Acquisition,2013,appropriation,8373995
2011,3Y80,200639,Rural and Low Income Technical Assistance,2008,actual,1498581
2011,3Y80,200639,Rural and Low Income Technical Assistance,2009,actual,1776783
2011,3Y80,200639,Rural and Low Income Technical Assistance,2010,actual,1811020
2011,3Y80,200639,Rural and Low Income Technical Assistance,2011,actual,2253385
2011,3Y80,200639,Rural and Low Income Technical Assistance,2012,appropriation,1500000
2011,3Y80,200639,Rural and Low Income Technical Assistance,2013,appropriation,1500000
2011,3Z20,200690,State Assessments,2008,actual,11208740
2011,3Z20,200690,State Assessments,2009,actual,13905904
2011,3Z20,200690,State Assessments,2010,actual,8617597
2011,3Z20,200690,State Assessments,2011,actual,11341981
2011,3Z20,200690,State Assessments,2012,appropriation,11882258
2011,3Z20,200690,State Assessments,2013,appropriation,11882258
2011,3Z30,200645,Consolidated Federal Grant Administration,2008,actual,8842418
2011,3Z30,200645,Consolidated Federal Grant Administration,2009,actual,7791964
2011,3Z30,200645,Consolidated Federal Grant Administration,2010,actual,7710624
2011,3Z30,200645,Consolidated Federal Grant Administration,2011,actual,7181347
2011,3Z30,200645,Consolidated Federal Grant Administration,2012,appropriation,8949280
2011,3Z30,200645,Consolidated Federal Grant Administration,2013,appropriation,8949280
2011,3Z70,200697,General Supervisory Enhancement Grant,2008,actual,0
2011,3Z70,200697,General Supervisory Enhancement Grant,2009,actual,1360905
2011,3Z70,200697,General Supervisory Enhancement Grant,2010,actual,1442294
2011,3Z70,200697,General Supervisory Enhancement Grant,2011,actual,0
2011,3Z70,200697,General Supervisory Enhancement Grant,2012,appropriation,0
2011,3Z70,200697,General Supervisory Enhancement Grant,2013,appropriation,0
2011,4540,200610,Guidance and Testing,2008,actual,388015
2011,4540,200610,Guidance and Testing,2009,actual,384797
2011,4540,200610,Guidance and Testing,2010,actual,609859
2011,4540,200610,Guidance and Testing,2011,actual,741674
2011,4540,200610,Guidance and Testing,2012,appropriation,1050000
2011,4540,200610,Guidance and Testing,2013,appropriation,1050000
2011,4550,200608,Commodity Foods,2008,actual,17953139
2011,4550,200608,Commodity Foods,2009,actual,18520174
2011,4550,200608,Commodity Foods,2010,actual,21281058
2011,4550,200608,Commodity Foods,2011,actual,20175838
2011,4550,200608,Commodity Foods,2012,appropriation,24000000
2011,4550,200608,Commodity Foods,2013,appropriation,24000000
2011,4R70,200695,Indirect Operational Support,2008,actual,5252847
2011,4R70,200695,Indirect Operational Support,2009,actual,5438725
2011,4R70,200695,Indirect Operational Support,2010,actual,4763866
2011,4R70,200695,Indirect Operational Support,2011,actual,4959316
2011,4R70,200695,Indirect Operational Support,2012,appropriation,6500000
2011,4R70,200695,Indirect Operational Support,2013,appropriation,6600000
2011,4V70,200633,Interagency Operational Support,2008,actual,1725065
2011,4V70,200633,Interagency Operational Support,2009,actual,1101332
2011,4V70,200633,Interagency Operational Support,2010,actual,506680
2011,4V70,200633,Interagency Operational Support,2011,actual,803236
2011,4V70,200633,Interagency Operational Support,2012,appropriation,1117725
2011,4V70,200633,Interagency Operational Support,2013,appropriation,1117725
2011,5980,200659,Auxiliary Services Reimbursement,2008,actual,1375001
2011,5980,200659,Auxiliary Services Reimbursement,2009,actual,714607
2011,5980,200659,Auxiliary Services Reimbursement,2010,actual,556106
2011,5980,200659,Auxiliary Services Reimbursement,2011,actual,754123
2011,5980,200659,Auxiliary Services Reimbursement,2012,appropriation,1328910
2011,5980,200659,Auxiliary Services Reimbursement,2013,appropriation,1328910
2011,5BB0,200696,State Action for Education Leadership,2008,actual,960564
2011,5BB0,200696,State Action for Education Leadership,2009,actual,1797212
2011,5BB0,200696,State Action for Education Leadership,2010,actual,1179687
2011,5BB0,200696,State Action for Education Leadership,2011,actual,407468
2011,5BB0,200696,State Action for Education Leadership,2012,appropriation,231300
2011,5BB0,200696,State Action for Education Leadership,2013,appropriation,0
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2008,actual,15221933
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2009,actual,16267684
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2010,actual,16713131
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2011,actual,17306440
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2012,appropriation,17300000
2011,5BJ0,200626,Half-Mill Maintenance Equalization,2013,appropriation,18000000
2011,5U20,200685,National Education Statistics,2008,actual,137073
2011,5U20,200685,National Education Statistics,2009,actual,82497
2011,5U20,200685,National Education Statistics,2010,actual,227140
2011,5U20,200685,National Education Statistics,2011,actual,188128
2011,5U20,200685,National Education Statistics,2012,appropriation,300000
2011,5U20,200685,National Education Statistics,2013,appropriation,300000
2011,5W20,200663,Early Learning Initiative,2008,actual,1223295
2011,5W20,200663,Early Learning Initiative,2009,actual,1867769
2011,5W20,200663,Early Learning Initiative,2010,actual,687966
2011,5W20,200663,Early Learning Initiative,2011,actual,89537
2011,5W20,200663,Early Learning Initiative,2012,appropriation,0
2011,5W20,200663,Early Learning Initiative,2013,appropriation,0
2011,5X90,200911,NGA STEM,2008,actual,94950
2011,5X90,200911,NGA STEM,2009,actual,212671
2011,5X90,200911,NGA STEM,2010,actual,145034
2011,5X90,200911,NGA STEM,2011,actual,0
2011,5X90,200911,NGA STEM,2012,appropriation,0
2011,5X90,200911,NGA STEM,2013,appropriation,0
2011,6200,200615,Educational Improvement Grants,2008,actual,1737240
2011,6200,200615,Educational Improvement Grants,2009,actual,654234
2011,6200,200615,Educational Improvement Grants,2010,actual,328599
2011,6200,200615,Educational Improvement Grants,2011,actual,164268
2011,6200,200615,Educational Improvement Grants,2012,appropriation,3000000
2011,6200,200615,Educational Improvement Grants,2013,appropriation,3000000
2011,6210,200910,Preschool Foreign Language,2008,actual,218106
2011,6210,200910,Preschool Foreign Language,2009,actual,0
2011,6210,200910,Preschool Foreign Language,2010,actual,0
2011,6210,200910,Preschool Foreign Language,2011,actual,0
2011,6210,200910,Preschool Foreign Language,2012,appropriation,0
2011,6210,200910,Preschool Foreign Language,2013,appropriation,0
2011,7017,200612,Foundation Funding,2008,actual,666198000
2011,7017,200612,Foundation Funding,2009,actual,707900000
2011,7017,200612,Foundation Funding,2010,actual,745000000
2011,7017,200612,Foundation Funding,2011,actual,711000000
2011,7017,200612,Foundation Funding,2012,appropriation,717500000
2011,7017,200612,Foundation Funding,2013,appropriation,680500000
2011,7017,200682,Lease Rental Payment Reimbursement,2008,actual,22702000
2011,7017,200682,Lease Rental Payment Reimbursement,2009,actual,0
2011,7017,200682,Lease Rental Payment Reimbursement,2010,actual,0
2011,7017,200682,Lease Rental Payment Reimbursement,2011,actual,0
2011,7017,200682,Lease Rental Payment Reimbursement,2012,appropriation,0
2011,7017,200682,Lease Rental Payment Reimbursement,2013,appropriation,0
2011,7047,200909,School District Property Tax Replacement-Business,2008,actual,620818733
2011,7047,200909,School District Property Tax Replacement-Business,2009,actual,799471496
2011,7047,200909,School District Property Tax Replacement-Business,2010,actual,1041352123
2011,7047,200909,School District Property Tax Replacement-Business,2011,actual,1052309510
2011,7047,200909,School District Property Tax Replacement-Business,2012,appropriation,722000000
2011,7047,200909,School District Property Tax Replacement-Business,2013,appropriation,475000000
2011,7053,200900,School District Property Tax Replacement-Utility,2008,actual,85486475
2011,7053,200900,School District Property Tax Replacement-Utility,2009,actual,82309041
2011,7053,200900,School District Property Tax Replacement-Utility,2010,actual,79853124
2011,7053,200900,School District Property Tax Replacement-Utility,2011,actual,76759797
2011,7053,200900,School District Property Tax Replacement-Utility,2012,appropriation,34000000
2011,7053,200900,School District Property Tax Replacement-Utility,2013,appropriation,30000000
2013,GRF,200100,Personal Services,2010,actual,9874737
2013,GRF,200100,Personal Services,2011,actual,8954370
2013,GRF,200100,Personal Services,2012,actual,8421779
2013,GRF,200100,Personal Services,2013,actual,6098
2013,GRF,200100,Personal Services,2014,appropriation,0
2013,GRF,200100,Personal Services,2015,appropriation,0
2013,GRF,200320,Maintenance and Equipment,2010,actual,3643154
2013,GRF,200320,Maintenance and Equipment,2011,actual,1983222
2013,GRF,200320,Maintenance and Equipment,2012,actual,2833948
2013,GRF,200320,Maintenance and Equipment,2013,actual,12485
2013,GRF,200320,Maintenance and Equipment,2014,appropriation,0
2013,GRF,200320,Maintenance and Equipment,2015,appropriation,0
2013,GRF,200321,Operating Expenses,2010,actual,0
2013,GRF,200321,Operating Expenses,2011,actual,0
2013,GRF,200321,Operating Expenses,2012,actual,0
2013,GRF,200321,Operating Expenses,2013,actual,13088196
2013,GRF,200321,Operating Expenses,2014,appropriation,13142780
2013,GRF,200321,Operating Expenses,2015,appropriation,13142780
2013,GRF,200408,Early Childhood Education,2010,actual,24117882
2013,GRF,200408,Early Childhood Education,2011,actual,22745172
2013,GRF,200408,Early Childhood Education,2012,actual,23185585
2013,GRF,200408,Early Childhood Education,2013,actual,22703835
2013,GRF,200408,Early Childhood Education,2014,appropriation,33318341
2013,GRF,200408,Early Childhood Education,2015,appropriation,45318341
2013,GRF,200410,Educator Training,2010,actual,636301
2013,GRF,200410,Educator Training,2011,actual,0
2013,GRF,200410,Educator Training,2012,actual,0
2013,GRF,200410,Educator Training,2013,actual,0
2013,GRF,200410,Educator Training,2014,appropriation,0
2013,GRF,200410,Educator Training,2015,appropriation,0
2013,GRF,200416,Career-Technical Education Match,2010,actual,2232562
2013,GRF,200416,Career-Technical Education Match,2011,actual,2180282
2013,GRF,200416,Career-Technical Education Match,2012,actual,2227490
2013,GRF,200416,Career-Technical Education Match,2013,actual,6300
2013,GRF,200416,Career-Technical Education Match,2014,appropriation,0
2013,GRF,200416,Career-Technical Education Match,2015,appropriation,0
2013,GRF,200420,Information Technology Development and Support,2010,actual,3853487
2013,GRF,200420,Information Technology Development and Support,2011,actual,4841395
2013,GRF,200420,Information Technology Development and Support,2012,actual,4090042
2013,GRF,200420,Information Technology Development and Support,2013,actual,4137681
2013,GRF,200420,Information Technology Development and Support,2014,appropriation,4241296
2013,GRF,200420,Information Technology Development and Support,2015,appropriation,4241296
2013,GRF,200421,Alternative Education Programs,2010,actual,7944857
2013,GRF,200421,Alternative Education Programs,2011,actual,7574704
2013,GRF,200421,Alternative Education Programs,2012,actual,6950100
2013,GRF,200421,Alternative Education Programs,2013,actual,7415016
2013,GRF,200421,Alternative Education Programs,2014,appropriation,7403998
2013,GRF,200421,Alternative Education Programs,2015,appropriation,7403998
2013,GRF,200422,School Management Assistance,2010,actual,1881167
2013,GRF,200422,School Management Assistance,2011,actual,2577888
2013,GRF,200422,School Management Assistance,2012,actual,2425977
2013,GRF,200422,School Management Assistance,2013,actual,2558586
2013,GRF,200422,School Management Assistance,2014,appropriation,3000000
2013,GRF,200422,School Management Assistance,2015,appropriation,3000000
2013,GRF,200424,Policy Analysis,2010,actual,266219
2013,GRF,200424,Policy Analysis,2011,actual,275920
2013,GRF,200424,Policy Analysis,2012,actual,314572
2013,GRF,200424,Policy Analysis,2013,actual,333633
2013,GRF,200424,Policy Analysis,2014,appropriation,328558
2013,GRF,200424,Policy Analysis,2015,appropriation,328558
2013,GRF,200425,Tech Prep Consortia Support,2010,actual,1143881
2013,GRF,200425,Tech Prep Consortia Support,2011,actual,1314595
2013,GRF,200425,Tech Prep Consortia Support,2012,actual,434375
2013,GRF,200425,Tech Prep Consortia Support,2013,actual,258246
2013,GRF,200425,Tech Prep Consortia Support,2014,appropriation,260542
2013,GRF,200425,Tech Prep Consortia Support,2015,appropriation,260542
2013,GRF,200426,Ohio Educational Computer Network,2010,actual,20892138
2013,GRF,200426,Ohio Educational Computer Network,2011,actual,20521746
2013,GRF,200426,Ohio Educational Computer Network,2012,actual,16097181
2013,GRF,200426,Ohio Educational Computer Network,2013,actual,17282315
2013,GRF,200426,Ohio Educational Computer Network,2014,appropriation,29625569
2013,GRF,200426,Ohio Educational Computer Network,2015,appropriation,19625569
2013,GRF,200427,Academic Standards,2010,actual,5013427
2013,GRF,200427,Academic Standards,2011,actual,4722325
2013,GRF,200427,Academic Standards,2012,actual,3826352
2013,GRF,200427,Academic Standards,2013,actual,3428547
2013,GRF,200427,Academic Standards,2014,appropriation,3800000
2013,GRF,200427,Academic Standards,2015,appropriation,3800000
2013,GRF,200431,School Improvement Initiatives,2010,actual,8279134
2013,GRF,200431,School Improvement Initiatives,2011,actual,7120532
2013,GRF,200431,School Improvement Initiatives,2012,actual,809151
2013,GRF,200431,School Improvement Initiatives,2013,actual,0
2013,GRF,200431,School Improvement Initiatives,2014,appropriation,0
2013,GRF,200431,School Improvement Initiatives,2015,appropriation,0
2013,GRF,200433,Literacy Improvement - Professional Development,2010,actual,360926
2013,GRF,200433,Literacy Improvement - Professional Development,2011,actual,0
2013,GRF,200433,Literacy Improvement - Professional Development,2012,actual,0
2013,GRF,200433,Literacy Improvement - Professional Development,2013,actual,0
2013,GRF,200433,Literacy Improvement - Professional Development,2014,appropriation,0
2013,GRF,200433,Literacy Improvement - Professional Development,2015,appropriation,0
2013,GRF,200437,Student Assessment,2010,actual,66975999
2013,GRF,200437,Student Assessment,2011,actual,56407989
2013,GRF,200437,Student Assessment,2012,actual,54521009
2013,GRF,200437,Student Assessment,2013,actual,59859053
2013,GRF,200437,Student Assessment,2014,appropriation,55895000
2013,GRF,200437,Student Assessment,2015,appropriation,75895000
2013,GRF,200439,Accountability/Report Cards,2010,actual,3311469
2013,GRF,200439,Accountability/Report Cards,2011,actual,3466710
2013,GRF,200439,Accountability/Report Cards,2012,actual,3393204
2013,GRF,200439,Accountability/Report Cards,2013,actual,3343572
2013,GRF,200439,Accountability/Report Cards,2014,appropriation,3500000
2013,GRF,200439,Accountability/Report Cards,2015,appropriation,3750000
2013,GRF,200442,Child Care Licensing,2010,actual,778554
2013,GRF,200442,Child Care Licensing,2011,actual,782674
2013,GRF,200442,Child Care Licensing,2012,actual,681021
2013,GRF,200442,Child Care Licensing,2013,actual,699585
2013,GRF,200442,Child Care Licensing,2014,appropriation,827140
2013,GRF,200442,Child Care Licensing,2015,appropriation,827140
2013,GRF,200446,Education Management Information System,2010,actual,12803089
2013,GRF,200446,Education Management Information System,2011,actual,10713048
2013,GRF,200446,Education Management Information System,2012,actual,5494454
2013,GRF,200446,Education Management Information System,2013,actual,6226803
2013,GRF,200446,Education Management Information System,2014,appropriation,6833070
2013,GRF,200446,Education Management Information System,2015,appropriation,6833070
2013,GRF,200447,GED Testing,2010,actual,865842
2013,GRF,200447,GED Testing,2011,actual,1038301
2013,GRF,200447,GED Testing,2012,actual,816367
2013,GRF,200447,GED Testing,2013,actual,751668
2013,GRF,200447,GED Testing,2014,appropriation,879551
2013,GRF,200447,GED Testing,2015,appropriation,879551
2013,GRF,200448,Educator Preparation,2010,actual,937392
2013,GRF,200448,Educator Preparation,2011,actual,461295
2013,GRF,200448,Educator Preparation,2012,actual,589776
2013,GRF,200448,Educator Preparation,2013,actual,514162
2013,GRF,200448,Educator Preparation,2014,appropriation,1136737
2013,GRF,200448,Educator Preparation,2015,appropriation,1564237
2013,GRF,200455,Community Schools and Choice Programs,2010,actual,1205031
2013,GRF,200455,Community Schools and Choice Programs,2011,actual,893467
2013,GRF,200455,Community Schools and Choice Programs,2012,actual,1683248
2013,GRF,200455,Community Schools and Choice Programs,2013,actual,2328567
2013,GRF,200455,Community Schools and Choice Programs,2014,appropriation,2438685
2013,GRF,200455,Community Schools and Choice Programs,2015,appropriation,2491395
2013,GRF,200457,STEM Initiatives,2010,actual,8078291
2013,GRF,200457,STEM Initiatives,2011,actual,4526607
2013,GRF,200457,STEM Initiatives,2012,actual,304997
2013,GRF,200457,STEM Initiatives,2013,actual,0
2013,GRF,200457,STEM Initiatives,2014,appropriation,0
2013,GRF,200457,STEM Initiatives,2015,appropriation,0
2013,GRF,200458,School Employees Health Care Board,2010,actual,250094
2013,GRF,200458,School Employees Health Care Board,2011,actual,433655
2013,GRF,200458,School Employees Health Care Board,2012,actual,2060
2013,GRF,200458,School Employees Health Care Board,2013,actual,0
2013,GRF,200458,School Employees Health Care Board,2014,appropriation,0
2013,GRF,200458,School Employees Health Care Board,2015,appropriation,0
2013,GRF,200464,General Technology Operations,2010,actual,0
2013,GRF,200464,General Technology Operations,2011,actual,0
2013,GRF,200464,General Technology Operations,2012,actual,0
2013,GRF,200464,General Technology Operations,2013,actual,0
2013,GRF,200464,General Technology Operations,2014,appropriation,192097
2013,GRF,200464,General Technology Operations,2015,appropriation,192097
2013,GRF,200465,Technology Integration and Professional Development,2010,actual,0
2013,GRF,200465,Technology Integration and Professional Development,2011,actual,0
2013,GRF,200465,Technology Integration and Professional Development,2012,actual,0
2013,GRF,200465,Technology Integration and Professional Development,2013,actual,0
2013,GRF,200465,Technology Integration and Professional Development,2014,appropriation,1778879
2013,GRF,200465,Technology Integration and Professional Development,2015,appropriation,1778879
2013,GRF,200502,Pupil Transportation,2010,actual,418670503
2013,GRF,200502,Pupil Transportation,2011,actual,423124283
2013,GRF,200502,Pupil Transportation,2012,actual,438248935
2013,GRF,200502,Pupil Transportation,2013,actual,442113527
2013,GRF,200502,Pupil Transportation,2014,appropriation,505013527
2013,GRF,200502,Pupil Transportation,2015,appropriation,521013527
2013,GRF,200503,Bus Purchase Allowance,2010,actual,105000
2013,GRF,200503,Bus Purchase Allowance,2011,actual,0
2013,GRF,200503,Bus Purchase Allowance,2012,actual,52500
2013,GRF,200503,Bus Purchase Allowance,2013,actual,0
2013,GRF,200503,Bus Purchase Allowance,2014,appropriation,0
2013,GRF,200503,Bus Purchase Allowance,2015,appropriation,0
2013,GRF,200505,School Lunch Match,2010,actual,9100273
2013,GRF,200505,School Lunch Match,2011,actual,9100000
2013,GRF,200505,School Lunch Match,2012,actual,9099987
2013,GRF,200505,School Lunch Match,2013,actual,9099938
2013,GRF,200505,School Lunch Match,2014,appropriation,9100000
2013,GRF,200505,School Lunch Match,2015,appropriation,9100000
2013,GRF,200509,Adult Literacy Education,2010,actual,118649
2013,GRF,200509,Adult Literacy Education,2011,actual,0
2013,GRF,200509,Adult Literacy Education,2012,actual,0
2013,GRF,200509,Adult Literacy Education,2013,actual,0
2013,GRF,200509,Adult Literacy Education,2014,appropriation,0
2013,GRF,200509,Adult Literacy Education,2015,appropriation,0
2013,GRF,200511,Auxiliary Services,2010,actual,111939528
2013,GRF,200511,Auxiliary Services,2011,actual,121825658
2013,GRF,200511,Auxiliary Services,2012,actual,124136876
2013,GRF,200511,Auxiliary Services,2013,actual,126176279
2013,GRF,200511,Auxiliary Services,2014,appropriation,130499457
2013,GRF,200511,Auxiliary Services,2015,appropriation,138214374
2013,GRF,200521,Gifted Pupil Program,2010,actual,111083
2013,GRF,200521,Gifted Pupil Program,2011,actual,0
2013,GRF,200521,Gifted Pupil Program,2012,actual,0
2013,GRF,200521,Gifted Pupil Program,2013,actual,0
2013,GRF,200521,Gifted Pupil Program,2014,appropriation,0
2013,GRF,200521,Gifted Pupil Program,2015,appropriation,0
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2010,actual,50785823
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2011,actual,55381410
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2012,actual,56105714
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2013,actual,57062034
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2014,appropriation,58951750
2013,GRF,200532,Nonpublic Administrative Cost Reimbursement,2015,appropriation,62436882
2013,GRF,200536,Ohio Core Support,2010,actual,781241
2013,GRF,200536,Ohio Core Support,2011,actual,0
2013,GRF,200536,Ohio Core Support,2012,actual,0
2013,GRF,200536,Ohio Core Support,2013,actual,0
2013,GRF,200536,Ohio Core Support,2014,appropriation,0
2013,GRF,200536,Ohio Core Support,2015,appropriation,0
2013,GRF,200540,Special Education Enhancements,2010,actual,131294253
2013,GRF,200540,Special Education Enhancements,2011,actual,133355657
2013,GRF,200540,Special Education Enhancements,2012,actual,129042668
2013,GRF,200540,Special Education Enhancements,2013,actual,129959138
2013,GRF,200540,Special Education Enhancements,2014,appropriation,156871292
2013,GRF,200540,Special Education Enhancements,2015,appropriation,157871292
2013,GRF,200545,Career-Technical Education Enhancements,2010,actual,6621011
2013,GRF,200545,Career-Technical Education Enhancements,2011,actual,7717422
2013,GRF,200545,Career-Technical Education Enhancements,2012,actual,7441255
2013,GRF,200545,Career-Technical Education Enhancements,2013,actual,9048240
2013,GRF,200545,Career-Technical Education Enhancements,2014,appropriation,9372999
2013,GRF,200545,Career-Technical Education Enhancements,2015,appropriation,9372999
2013,GRF,200550,Foundation Funding,2010,actual,5360044669
2013,GRF,200550,Foundation Funding,2011,actual,5257922850
2013,GRF,200550,Foundation Funding,2012,actual,5505853275
2013,GRF,200550,Foundation Funding,2013,actual,5604808936
2013,GRF,200550,Foundation Funding,2014,appropriation,5808098389
2013,GRF,200550,Foundation Funding,2015,appropriation,6151463768
2013,GRF,200551,Foundation Funding - Federal Stimulus,2010,actual,417567145
2013,GRF,200551,Foundation Funding - Federal Stimulus,2011,actual,515463552
2013,GRF,200551,Foundation Funding - Federal Stimulus,2012,actual,0
2013,GRF,200551,Foundation Funding - Federal Stimulus,2013,actual,0
2013,GRF,200551,Foundation Funding - Federal Stimulus,2014,appropriation,0
2013,GRF,200551,Foundation Funding - Federal Stimulus,2015,appropriation,0
2013,GRF,200566,Literacy Improvement,2010,actual,1127386
2013,GRF,200566,Literacy Improvement,2011,actual,0
2013,GRF,200566,Literacy Improvement,2012,actual,0
2013,GRF,200566,Literacy Improvement,2013,actual,0
2013,GRF,200566,Literacy Improvement,2014,appropriation,150000
2013,GRF,200566,Literacy Improvement,2015,appropriation,150000
2013,GRF,200578,Violence Prevention and School Safety,2010,actual,73317
2013,GRF,200578,Violence Prevention and School Safety,2011,actual,377601
2013,GRF,200578,Violence Prevention and School Safety,2012,actual,12128
2013,GRF,200578,Violence Prevention and School Safety,2013,actual,0
2013,GRF,200578,Violence Prevention and School Safety,2014,appropriation,0
2013,GRF,200578,Violence Prevention and School Safety,2015,appropriation,0
2013,GRF,200901,Property Tax Allocation - Education,2010,actual,1057127330
2013,GRF,200901,Property Tax Allocation - Education,2011,actual,1048097426
2013,GRF,200901,Property Tax Allocation - Education,2012,actual,1074778419
2013,GRF,200901,Property Tax Allocation - Education,2013,actual,1110399461
2013,GRF,200901,Property Tax Allocation - Education,2014,appropriation,1138800000
2013,GRF,200901,Property Tax Allocation - Education,2015,appropriation,1156402000
2013,1380,200606,Information Technology Development and Support,2010,actual,4665134
2013,1380,200606,Information Technology Development and Support,2011,actual,4794730
2013,1380,200606,Information Technology Development and Support,2012,actual,5071682
2013,1380,200606,Information Technology Development and Support,2013,actual,4936402
2013,1380,200606,Information Technology Development and Support,2014,appropriation,6850090
2013,1380,200606,Information Technology Development and Support,2015,appropriation,6850090
2013,4520,200638,Fees and Refunds,2010,actual,255253
2013,4520,200638,Fees and Refunds,2011,actual,600058
2013,4520,200638,Fees and Refunds,2012,actual,295578
2013,4520,200638,Fees and Refunds,2013,actual,80292
2013,4520,200638,Fees and Refunds,2014,appropriation,500000
2013,4520,200638,Fees and Refunds,2015,appropriation,500000
2013,4L20,200681,Teacher Certification and Licensure,2010,actual,6243340
2013,4L20,200681,Teacher Certification and Licensure,2011,actual,6025071
2013,4L20,200681,Teacher Certification and Licensure,2012,actual,5642495
2013,4L20,200681,Teacher Certification and Licensure,2013,actual,6859329
2013,4L20,200681,Teacher Certification and Licensure,2014,appropriation,8313762
2013,4L20,200681,Teacher Certification and Licensure,2015,appropriation,13658274
2013,5960,200656,Ohio Career Information System,2010,actual,490556
2013,5960,200656,Ohio Career Information System,2011,actual,389444
2013,5960,200656,Ohio Career Information System,2012,actual,312898
2013,5960,200656,Ohio Career Information System,2013,actual,416777
2013,5960,200656,Ohio Career Information System,2014,appropriation,529761
2013,5960,200656,Ohio Career Information System,2015,appropriation,529761
2013,5H30,200687,School District Solvency Assistance,2010,actual,6557000
2013,5H30,200687,School District Solvency Assistance,2011,actual,8514000
2013,5H30,200687,School District Solvency Assistance,2012,actual,14719218
2013,5H30,200687,School District Solvency Assistance,2013,actual,4030366
2013,5H30,200687,School District Solvency Assistance,2014,appropriation,25000000
2013,5H30,200687,School District Solvency Assistance,2015,appropriation,25000000
2013,5JA0,200611,ARRA Compliance,2010,actual,0
2013,5JA0,200611,ARRA Compliance,2011,actual,18405988
2013,5JA0,200611,ARRA Compliance,2012,actual,12797418
2013,5JA0,200611,ARRA Compliance,2013,actual,0
2013,5JA0,200611,ARRA Compliance,2014,appropriation,0
2013,5JA0,200611,ARRA Compliance,2015,appropriation,0
2013,5KX0,200691,Ohio School Sponsorship Program,2010,actual,0
2013,5KX0,200691,Ohio School Sponsorship Program,2011,actual,0
2013,5KX0,200691,Ohio School Sponsorship Program,2012,actual,0
2013,5KX0,200691,Ohio School Sponsorship Program,2013,actual,224653
2013,5KX0,200691,Ohio School Sponsorship Program,2014,appropriation,487419
2013,5KX0,200691,Ohio School Sponsorship Program,2015,appropriation,487419
2013,5KY0,200693,Community Schools Temporary Sponsorship,2010,actual,0
2013,5KY0,200693,Community Schools Temporary Sponsorship,2011,actual,0
2013,5KY0,200693,Community Schools Temporary Sponsorship,2012,actual,83012
2013,5KY0,200693,Community Schools Temporary Sponsorship,2013,actual,135599
2013,5KY0,200693,Community Schools Temporary Sponsorship,2014,appropriation,83000
2013,5KY0,200693,Community Schools Temporary Sponsorship,2015,appropriation,83000
2013,3090,200601,Neglected and Delinquent Education,2010,actual,6276424
2013,3090,200601,Neglected and Delinquent Education,2011,actual,5342517
2013,3090,200601,Neglected and Delinquent Education,2012,actual,1648383
2013,3090,200601,Neglected and Delinquent Education,2013,actual,1810171
2013,3090,200601,Neglected and Delinquent Education,2014,appropriation,2168642
2013,3090,200601,Neglected and Delinquent Education,2015,appropriation,2168642
2013,3670,200607,School Food Services,2010,actual,4071831
2013,3670,200607,School Food Services,2011,actual,4263599
2013,3670,200607,School Food Services,2012,actual,5030639
2013,3670,200607,School Food Services,2013,actual,6654399
2013,3670,200607,School Food Services,2014,appropriation,8200664
2013,3670,200607,School Food Services,2015,appropriation,8700149
2013,3680,200614,Veterans' Training,2010,actual,37135
2013,3680,200614,Veterans' Training,2011,actual,0
2013,3680,200614,Veterans' Training,2012,actual,0
2013,3680,200614,Veterans' Training,2013,actual,0
2013,3680,200614,Veterans' Training,2014,appropriation,0
2013,3680,200614,Veterans' Training,2015,appropriation,0
2013,3690,200616,Career-Technical Education Federal Enhancement,2010,actual,4219438
2013,3690,200616,Career-Technical Education Federal Enhancement,2011,actual,4649661
2013,3690,200616,Career-Technical Education Federal Enhancement,2012,actual,1238547
2013,3690,200616,Career-Technical Education Federal Enhancement,2013,actual,67943
2013,3690,200616,Career-Technical Education Federal Enhancement,2014,appropriation,0
2013,3690,200616,Career-Technical Education Federal Enhancement,2015,appropriation,0
2013,3700,200624,Education of Exceptional Children,2010,actual,1421764
2013,3700,200624,Education of Exceptional Children,2011,actual,1900725
2013,3700,200624,Education of Exceptional Children,2012,actual,1895469
2013,3700,200624,Education of Exceptional Children,2013,actual,1047764
2013,3700,200624,Education of Exceptional Children,2014,appropriation,1530000
