edition,fund,ali,name,fiscal_year,kind,amount
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2012,actual,0
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2013,actual,3413115
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2014,actual,3775953
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2015,actual,3706172
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2016,actual,4091490
2016,3GG0,200676,Fresh Fruit and Vegetable Program,2017,adjusted,5177340
2016,3GP0,200600,School Climate Transformation,2012,actual,0
2016,3GP0,200600,School Climate Transformation,2013,actual,0
2016,3GP0,200600,School Climate Transformation,2014,actual,0
2016,3GP0,200600,School Climate Transformation,2015,actual,128901
2016,3GP0,200600,School Climate Transformation,2016,actual,220941
2016,3GP0,200600,School Climate Transformation,2017,adjusted,252420
2016,3GQ0,200679,Project Aware,2012,actual,0
2016,3GQ0,200679,Project Aware,2013,actual,0
2016,3GQ0,200679,Project Aware,2014,actual,0
2016,3GQ0,200679,Project Aware,2015,actual,526221
2016,3GQ0,200679,Project Aware,2016,actual,1170676
2016,3GQ0,200679,Project Aware,2017,adjusted,1907423
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2012,actual,0
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2013,actual,0
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2014,actual,0
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2015,actual,0
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2016,actual,24467
2016,3GZ0,200609,JAVITS Gifted and Talented Students Education,2017,adjusted,380685
2016,3H90,200605,Head Start Collaboration Project,2012,actual,185998
2016,3H90,200605,Head Start Collaboration Project,2013,actual,158724
2016,3H90,200605,Head Start Collaboration Project,2014,actual,236649
2016,3H90,200605,Head Start Collaboration Project,2015,actual,233091
2016,3H90,200605,Head Start Collaboration Project,2016,actual,181365
2016,3H90,200605,Head Start Collaboration Project,2017,adjusted,225000
2016,3L60,200617,Federal School Lunch,2012,actual,340090544
2016,3L60,200617,Federal School Lunch,2013,actual,359921399
2016,3L60,200617,Federal School Lunch,2014,actual,333159200
2016,3L60,200617,Federal School Lunch,2015,actual,356866658
2016,3L60,200617,Federal School Lunch,2016,actual,367815633
2016,3L60,200617,Federal School Lunch,2017,adjusted,383118860
2016,3L70,200618,Federal School Breakfast,2012,actual,100296361
2016,3L70,200618,Federal School Breakfast,2013,actual,108160935
2016,3L70,200618,Federal School Breakfast,2014,actual,102694920
2016,3L70,200618,Federal School Breakfast,2015,actual,112814978
2016,3L70,200618,Federal School Breakfast,2016,actual,122326885
2016,3L70,200618,Federal School Breakfast,2017,adjusted,122025909
2016,3L80,200619,Child/Adult Food Programs,2012,actual,94548435
2016,3L80,200619,Child/Adult Food Programs,2013,actual,99017088
2016,3L80,200619,Child/Adult Food Programs,2014,actual,90103317
2016,3L80,200619,Child/Adult Food Programs,2015,actual,91028756
2016,3L80,200619,Child/Adult Food Programs,2016,actual,90222587
2016,3L80,200619,Child/Adult Food Programs,2017,adjusted,116913755
2016,3L90,200621,Career-Technical Education Basic Grant,2012,actual,42133727
2016,3L90,200621,Career-Technical Education Basic Grant,2013,actual,44524682
2016,3L90,200621,Career-Technical Education Basic Grant,2014,actual,42839370
2016,3L90,200621,Career-Technical Education Basic Grant,2015,actual,41847593
2016,3L90,200621,Career-Technical Education Basic Grant,2016,actual,43296767
2016,3L90,200621,Career-Technical Education Basic Grant,2017,adjusted,44663900
2016,3M00,200623,ESEA Title 1A,2012,actual,528844064
2016,3M00,200623,ESEA Title 1A,2013,actual,547971348
2016,3M00,200623,ESEA Title 1A,2014,actual,567416547
2016,3M00,200623,ESEA Title 1A,2015,actual,549474896
2016,3M00,200623,ESEA Title 1A,2016,actual,563201086
2016,3M00,200623,ESEA Title 1A,2017,adjusted,600000000
2016,3M20,200680,Individuals with Disabilities Education Act,2012,actual,429430482
2016,3M20,200680,Individuals with Disabilities Education Act,2013,actual,427840829
2016,3M20,200680,Individuals with Disabilities Education Act,2014,actual,405622192
2016,3M20,200680,Individuals with Disabilities Education Act,2015,actual,421901282
2016,3M20,200680,Individuals with Disabilities Education Act,2016,actual,417334349
2016,3M20,200680,Individuals with Disabilities Education Act,2017,adjusted,445000000
2016,3S20,200641,Education Technology,2012,actual,4193937
2016,3S20,200641,Education Technology,2013,actual,2429165
2016,3S20,200641,Education Technology,2014,actual,0
2016,3S20,200641,Education Technology,2015,actual,0
2016,3S20,200641,Education Technology,2016,actual,0
2016,3S20,200641,Education Technology,2017,adjusted,0
2016,3T40,200613,Public Charter Schools,2012,actual,5835894
2016,3T40,200613,Public Charter Schools,2013,actual,2772231
2016,3T40,200613,Public Charter Schools,2014,actual,413566
2016,3T40,200613,Public Charter Schools,2015,actual,0
2016,3T40,200613,Public Charter Schools,2016,actual,0
2016,3T40,200613,Public Charter Schools,2017,adjusted,0
2016,3Y20,200688,21st Century Community Learning Centers,2012,actual,40952869
2016,3Y20,200688,21st Century Community Learning Centers,2013,actual,45645478
2016,3Y20,200688,21st Century Community Learning Centers,2014,actual,42474190
2016,3Y20,200688,21st Century Community Learning Centers,2015,actual,42461812
2016,3Y20,200688,21st Century Community Learning Centers,2016,actual,46377981
2016,3Y20,200688,21st Century Community Learning Centers,2017,adjusted,50000000
2016,3Y40,200632,Reading First,2012,actual,679292
2016,3Y40,200632,Reading First,2013,actual,0
2016,3Y40,200632,Reading First,2014,actual,0
2016,3Y40,200632,Reading First,2015,actual,0
2016,3Y40,200632,Reading First,2016,actual,0
2016,3Y40,200632,Reading First,2017,adjusted,0
2016,3Y60,200635,Improving Teacher Quality,2012,actual,88561965
2016,3Y60,200635,Improving Teacher Quality,2013,actual,87428092
2016,3Y60,200635,Improving Teacher Quality,2014,actual,81327248
2016,3Y60,200635,Improving Teacher Quality,2015,actual,81279191
2016,3Y60,200635,Improving Teacher Quality,2016,actual,79548046
2016,3Y60,200635,Improving Teacher Quality,2017,adjusted,90000000
2016,3Y70,200689,English Language Acquisition,2012,actual,8370320
2016,3Y70,200689,English Language Acquisition,2013,actual,9072959
2016,3Y70,200689,English Language Acquisition,2014,actual,9218354
2016,3Y70,200689,English Language Acquisition,2015,actual,8907637
2016,3Y70,200689,English Language Acquisition,2016,actual,9367795
2016,3Y70,200689,English Language Acquisition,2017,adjusted,10101411
2016,3Y80,200639,Rural and Low Income Technical Assistance,2012,actual,2466374
2016,3Y80,200639,Rural and Low Income Technical Assistance,2013,actual,3014637
2016,3Y80,200639,Rural and Low Income Technical Assistance,2014,actual,3057857
2016,3Y80,200639,Rural and Low Income Technical Assistance,2015,actual,2975324
2016,3Y80,200639,Rural and Low Income Technical Assistance,2016,actual,2857753
2016,3Y80,200639,Rural and Low Income Technical Assistance,2017,adjusted,3300000
2016,3Z20,200690,State Assessments,2012,actual,12872972
2016,3Z20,200690,State Assessments,2013,actual,10124356
2016,3Z20,200690,State Assessments,2014,actual,10666361
2016,3Z20,200690,State Assessments,2015,actual,10440810
2016,3Z20,200690,State Assessments,2016,actual,7269964
2016,3Z20,200690,State Assessments,2017,adjusted,10263000
2016,3Z30,200645,Consolidated Federal Grant Administration,2012,actual,6754158
2016,3Z30,200645,Consolidated Federal Grant Administration,2013,actual,5873592
2016,3Z30,200645,Consolidated Federal Grant Administration,2014,actual,5893401
2016,3Z30,200645,Consolidated Federal Grant Administration,2015,actual,7581392
2016,3Z30,200645,Consolidated Federal Grant Administration,2016,actual,9830378
2016,3Z30,200645,Consolidated Federal Grant Administration,2017,adjusted,10168964
2017,GRF,200321,Operating Expenses,2014,actual,13289084
2017,GRF,200321,Operating Expenses,2015,actual,12117736
2017,GRF,200321,Operating Expenses,2016,actual,14492309
2017,GRF,200321,Operating Expenses,2017,actual,15049149
2017,GRF,200321,Operating Expenses,2018,appropriation,14693536
2017,GRF,200321,Operating Expenses,2019,appropriation,14736578
2017,GRF,200408,Early Childhood Education,2014,actual,27786614
2017,GRF,200408,Early Childhood Education,2015,actual,40541558
2017,GRF,200408,Early Childhood Education,2016,actual,50454523
2017,GRF,200408,Early Childhood Education,2017,actual,54906258
2017,GRF,200408,Early Childhood Education,2018,appropriation,68116789
2017,GRF,200408,Early Childhood Education,2019,appropriation,68116789
2017,GRF,200420,Information Technology Development and Support,2014,actual,3842442
2017,GRF,200420,Information Technology Development and Support,2015,actual,4020045
2017,GRF,200420,Information Technology Development and Support,2016,actual,4281329
2017,GRF,200420,Information Technology Development and Support,2017,actual,4028893
2017,GRF,200420,Information Technology Development and Support,2018,appropriation,3770170
2017,GRF,200420,Information Technology Development and Support,2019,appropriation,3770170
2017,GRF,200421,Alternative Education Programs,2014,actual,6933012
2017,GRF,200421,Alternative Education Programs,2015,actual,7479716
2017,GRF,200421,Alternative Education Programs,2016,actual,8935131
2017,GRF,200421,Alternative Education Programs,2017,actual,10050276
2017,GRF,200421,Alternative Education Programs,2018,appropriation,0
2017,GRF,200421,Alternative Education Programs,2019,appropriation,0
2017,GRF,200422,School Management Assistance,2014,actual,2846556
2017,GRF,200422,School Management Assistance,2015,actual,2868788
2017,GRF,200422,School Management Assistance,2016,actual,2835102
2017,GRF,200422,School Management Assistance,2017,actual,2060555
2017,GRF,200422,School Management Assistance,2018,appropriation,2077615
2017,GRF,200422,School Management Assistance,2019,appropriation,2113413
2017,GRF,200424,Policy Analysis,2014,actual,307927
2017,GRF,200424,Policy Analysis,2015,actual,261664
2017,GRF,200424,Policy Analysis,2016,actual,401092
2017,GRF,200424,Policy Analysis,2017,actual,410304
2017,GRF,200424,Policy Analysis,2018,appropriation,428962
2017,GRF,200424,Policy Analysis,2019,appropriation,428962
2017,GRF,200425,Tech Prep Consortia Support,2014,actual,147626
2017,GRF,200425,Tech Prep Consortia Support,2015,actual,351841
2017,GRF,200425,Tech Prep Consortia Support,2016,actual,230317
2017,GRF,200425,Tech Prep Consortia Support,2017,actual,137979
2017,GRF,200425,Tech Prep Consortia Support,2018,appropriation,0
2017,GRF,200425,Tech Prep Consortia Support,2019,appropriation,0
2017,GRF,200426,Ohio Educational Computer Network,2014,actual,19731471
2017,GRF,200426,Ohio Educational Computer Network,2015,actual,26754080
2017,GRF,200426,Ohio Educational Computer Network,2016,actual,18928171
2017,GRF,200426,Ohio Educational Computer Network,2017,actual,16268399
2017,GRF,200426,Ohio Educational Computer Network,2018,appropriation,15457000
2017,GRF,200426,Ohio Educational Computer Network,2019,appropriation,15457000
2017,GRF,200427,Academic Standards,2014,actual,3365362
2017,GRF,200427,Academic Standards,2015,actual,3435972
2017,GRF,200427,Academic Standards,2016,actual,3892989
2017,GRF,200427,Academic Standards,2017,actual,4234314
2017,GRF,200427,Academic Standards,2018,appropriation,3819487
2017,GRF,200427,Academic Standards,2019,appropriation,3819487
2017,GRF,200437,Student Assessment,2014,actual,48185438
2017,GRF,200437,Student Assessment,2015,actual,79848368
2017,GRF,200437,Student Assessment,2016,actual,43710611
2017,GRF,200437,Student Assessment,2017,actual,59465729
2017,GRF,200437,Student Assessment,2018,appropriation,55959287
2017,GRF,200437,Student Assessment,2019,appropriation,56025042
2017,GRF,200439,Accountability/Report Cards,2014,actual,3086176
2017,GRF,200439,Accountability/Report Cards,2015,actual,2105713
2017,GRF,200439,Accountability/Report Cards,2016,actual,4299829
2017,GRF,200439,Accountability/Report Cards,2017,actual,7076727
2017,GRF,200439,Accountability/Report Cards,2018,appropriation,413167
2017,GRF,200439,Accountability/Report Cards,2019,appropriation,913167
2017,GRF,200442,Child Care Licensing,2014,actual,733078
2017,GRF,200442,Child Care Licensing,2015,actual,663943
2017,GRF,200442,Child Care Licensing,2016,actual,1782745
2017,GRF,200442,Child Care Licensing,2017,actual,1539253
2017,GRF,200442,Child Care Licensing,2018,appropriation,1852200
2017,GRF,200442,Child Care Licensing,2019,appropriation,1887863
2017,GRF,200446,Education Management Information System,2014,actual,6702464
2017,GRF,200446,Education Management Information System,2015,actual,6438048
2017,GRF,200446,Education Management Information System,2016,actual,7120030
2017,GRF,200446,Education Management Information System,2017,actual,6752670
2017,GRF,200446,Education Management Information System,2018,appropriation,7574367
2017,GRF,200446,Education Management Information System,2019,appropriation,7620414
2017,GRF,200447,High School Equivalency Testing,2014,actual,918920
2017,GRF,200447,High School Equivalency Testing,2015,actual,453729
2017,GRF,200447,High School Equivalency Testing,2016,actual,268192
2017,GRF,200447,High School Equivalency Testing,2017,actual,300328
2017,GRF,200447,High School Equivalency Testing,2018,appropriation,0
2017,GRF,200447,High School Equivalency Testing,2019,appropriation,0
2017,GRF,200448,Educator Preparation,2014,actual,983783
2017,GRF,200448,Educator Preparation,2015,actual,1050650
2017,GRF,200448,Educator Preparation,2016,actual,1865185
2017,GRF,200448,Educator Preparation,2017,actual,1629644
2017,GRF,200448,Educator Preparation,2018,appropriation,1710384
2017,GRF,200448,Educator Preparation,2019,appropriation,1710384
2017,GRF,200455,Community Schools and Choice Programs,2014,actual,2492996
2017,GRF,200455,Community Schools and Choice Programs,2015,actual,2298988
2017,GRF,200455,Community Schools and Choice Programs,2016,actual,2840461
2017,GRF,200455,Community Schools and Choice Programs,2017,actual,3901529
2017,GRF,200455,Community Schools and Choice Programs,2018,appropriation,4435845
2017,GRF,200455,Community Schools and Choice Programs,2019,appropriation,4585028
2017,GRF,200457,STEM Initiatives,2014,actual,0
2017,GRF,200457,STEM Initiatives,2015,actual,200000
2017,GRF,200457,STEM Initiatives,2016,actual,750000
2017,GRF,200457,STEM Initiatives,2017,actual,0
2017,GRF,200457,STEM Initiatives,2018,appropriation,0
2017,GRF,200457,STEM Initiatives,2019,appropriation,0
2017,GRF,200464,General Technology Operations,2014,actual,192048
2017,GRF,200464,General Technology Operations,2015,actual,168978
2017,GRF,200464,General Technology Operations,2016,actual,5333
2017,GRF,200464,General Technology Operations,2017,actual,0
2017,GRF,200464,General Technology Operations,2018,appropriation,0
2017,GRF,200464,General Technology Operations,2019,appropriation,0
2017,GRF,200465,Education Technology Resources,2014,actual,1778879
2017,GRF,200465,Education Technology Resources,2015,actual,1778879
2017,GRF,200465,Education Technology Resources,2016,actual,3169638
2017,GRF,200465,Education Technology Resources,2017,actual,3165219
2017,GRF,200465,Education Technology Resources,2018,appropriation,5179107
2017,GRF,200465,Education Technology Resources,2019,appropriation,5179107
2017,GRF,200502,Pupil Transportation,2014,actual,485297611
2017,GRF,200502,Pupil Transportation,2015,actual,499297447
2017,GRF,200502,Pupil Transportation,2016,actual,570751647
2017,GRF,200502,Pupil Transportation,2017,actual,592304753
2017,GRF,200502,Pupil Transportation,2018,appropriation,546738753
2017,GRF,200502,Pupil Transportation,2019,appropriation,527129809
2017,GRF,200505,School Lunch Match,2014,actual,9099993
2017,GRF,200505,School Lunch Match,2015,actual,9098699
2017,GRF,200505,School Lunch Match,2016,actual,9100000
2017,GRF,200505,School Lunch Match,2017,actual,9100000
2017,GRF,200505,School Lunch Match,2018,appropriation,8963500
2017,GRF,200505,School Lunch Match,2019,appropriation,8963500
2017,GRF,200511,Auxiliary Services,2014,actual,129204629
2017,GRF,200511,Auxiliary Services,2015,actual,137640371
2017,GRF,200511,Auxiliary Services,2016,actual,143093651
2017,GRF,200511,Auxiliary Services,2017,actual,149111078
2017,GRF,200511,Auxiliary Services,2018,appropriation,150594178
2017,GRF,200511,Auxiliary Services,2019,appropriation,150594178
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2014,actual,58925664
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2015,actual,62106705
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2016,actual,65165374
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2017,actual,67723900
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2018,appropriation,68034790
2017,GRF,200532,Nonpublic Administrative Cost Reimbursement,2019,appropriation,68034790
2017,GRF,200540,Special Education Enhancements,2014,actual,141906869
2017,GRF,200540,Special Education Enhancements,2015,actual,151423607
2017,GRF,200540,Special Education Enhancements,2016,actual,157230021
2017,GRF,200540,Special Education Enhancements,2017,actual,159751744
2017,GRF,200540,Special Education Enhancements,2018,appropriation,152350000
2017,GRF,200540,Special Education Enhancements,2019,appropriation,152350000
2017,GRF,200545,Career-Technical Education Enhancements,2014,actual,9178998
2017,GRF,200545,Career-Technical Education Enhancements,2015,actual,8487793
2017,GRF,200545,Career-Technical Education Enhancements,2016,actual,10470110
2017,GRF,200545,Career-Technical Education Enhancements,2017,actual,11052040
2017,GRF,200545,Career-Technical Education Enhancements,2018,appropriation,10665866
2017,GRF,200545,Career-Technical Education Enhancements,2019,appropriation,9600892
2017,GRF,200550,Foundation Funding,2014,actual,5785592097
2017,GRF,200550,Foundation Funding,2015,actual,6185473385
2017,GRF,200550,Foundation Funding,2016,actual,6384256884
2017,GRF,200550,Foundation Funding,2017,actual,6637364628
2017,GRF,200550,Foundation Funding,2018,appropriation,6799882816
2017,GRF,200550,Foundation Funding,2019,appropriation,6937228845
2017,GRF,200566,Literacy Improvement,2014,actual,150000
2017,GRF,200566,Literacy Improvement,2015,actual,150000
2017,GRF,200566,Literacy Improvement,2016,actual,443410
2017,GRF,200566,Literacy Improvement,2017,actual,834047
2017,GRF,200566,Literacy Improvement,2018,appropriation,750000
2017,GRF,200566,Literacy Improvement,2019,appropriation,1250000
2017,GRF,200572,Adult Education Programs,2014,actual,0
2017,GRF,200572,Adult Education Programs,2015,actual,0
2017,GRF,200572,Adult Education Programs,2016,actual,1393924
2017,GRF,200572,Adult Education Programs,2017,actual,2493560
2017,GRF,200572,Adult Education Programs,2018,appropriation,7533216
2017,GRF,200572,Adult Education Programs,2019,appropriation,8702475
2017,GRF,200573,EdChoice Expansion,2014,actual,0
2017,GRF,200573,EdChoice Expansion,2015,actual,0
2017,GRF,200573,EdChoice Expansion,2016,actual,22451777
2017,GRF,200573,EdChoice Expansion,2017,actual,31021124
2017,GRF,200573,EdChoice Expansion,2018,appropriation,38400000
2017,GRF,200573,EdChoice Expansion,2019,appropriation,47700000
2017,GRF,200574,Half-Mill Maintenance Equalization,2014,actual,0
2017,GRF,200574,Half-Mill Maintenance Equalization,2015,actual,0
2017,GRF,200574,Half-Mill Maintenance Equalization,2016,actual,18027918
2017,GRF,200574,Half-Mill Maintenance Equalization,2017,actual,18108761
2017,GRF,200574,Half-Mill Maintenance Equalization,2018,appropriation,18715000
2017,GRF,200574,Half-Mill Maintenance Equalization,2019,appropriation,18912000
2017,GRF,200576,Adaptive Sports Program,2014,actual,0
2017,GRF,200576,Adaptive Sports Program,2015,actual,0
2017,GRF,200576,Adaptive Sports Program,2016,actual,50000
2017,GRF,200576,Adaptive Sports Program,2017,actual,50000
2017,GRF,200576,Adaptive Sports Program,2018,appropriation,50000
2017,GRF,200576,Adaptive Sports Program,2019,appropriation,50000
2017,GRF,200578,Violence Prevention and School Safety,2014,actual,0
2017,GRF,200578,Violence Prevention and School Safety,2015,actual,0
2017,GRF,200578,Violence Prevention and School Safety,2016,actual,0
2017,GRF,200578,Violence Prevention and School Safety,2017,actual,0
2017,GRF,200578,Violence Prevention and School Safety,2018,appropriation,250000
2017,GRF,200578,Violence Prevention and School Safety,2019,appropriation,250000
2017,GRF,200588,Competency Based Education Pilot,2014,actual,0
2017,GRF,200588,Competency Based Education Pilot,2015,actual,0
2017,GRF,200588,Competency Based Education Pilot,2016,actual,501110
2017,GRF,200588,Competency Based Education Pilot,2017,actual,1238876
2017,GRF,200588,Competency Based Education Pilot,2018,appropriation,0
2017,GRF,200588,Competency Based Education Pilot,2019,appropriation,0
2017,GRF,200597,Education Program Support,2014,actual,0
2017,GRF,200597,Education Program Support,2015,actual,0
2017,GRF,200597,Education Program Support,2016,actual,2750000
2017,GRF,200597,Education Program Support,2017,actual,2500000
2017,GRF,200597,Education Program Support,2018,appropriation,0
2017,GRF,200597,Education Program Support,2019,appropriation,0
2017,GRF,200901,Property Tax Allocation - Education,2014,actual,1142318445
2017,GRF,200901,Property Tax Allocation - Education,2015,actual,1156206504
2017,GRF,200901,Property Tax Allocation - Education,2016,actual,0
2017,GRF,200901,Property Tax Allocation - Education,2017,actual,0
2017,GRF,200901,Property Tax Allocation - Education,2018,appropriation,0
2017,GRF,200901,Property Tax Allocation - Education,2019,appropriation,0
2017,GRF,657401,Medicaid in Schools,2014,actual,0
2017,GRF,657401,Medicaid in Schools,2015,actual,0
2017,GRF,657401,Medicaid in Schools,2016,actual,0
2017,GRF,657401,Medicaid in Schools,2017,actual,0
2017,GRF,657401,Medicaid in Schools,2018,appropriation,295500
2017,GRF,657401,Medicaid in Schools,2019,appropriation,295500
2017,4520,200638,Charges and Reimbursements,2014,actual,193488
2017,4520,200638,Charges and Reimbursements,2015,actual,1133332
2017,4520,200638,Charges and Reimbursements,2016,actual,477647
2017,4520,200638,Charges and Reimbursements,2017,actual,792805
2017,4520,200638,Charges and Reimbursements,2018,appropriation,1000000
2017,4520,200638,Charges and Reimbursements,2019,appropriation,1000000
2017,4540,200610,High School Equivalency,2014,actual,1048112
2017,4540,200610,High School Equivalency,2015,actual,0
2017,4540,200610,High School Equivalency,2016,actual,0
2017,4540,200610,High School Equivalency,2017,actual,0
2017,4540,200610,High School Equivalency,2018,appropriation,1187065
2017,4540,200610,High School Equivalency,2019,appropriation,0
2017,4550,200608,Commodity Foods,2014,actual,13189058
2017,4550,200608,Commodity Foods,2015,actual,10165417
2017,4550,200608,Commodity Foods,2016,actual,8287518
2017,4550,200608,Commodity Foods,2017,actual,6723355
2017,4550,200608,Commodity Foods,2018,appropriation,16000000
2017,4550,200608,Commodity Foods,2019,appropriation,16000000
2017,4L20,200681,Teacher Certification and Licensure,2014,actual,7873847
2017,4L20,200681,Teacher Certification and Licensure,2015,actual,13085957
2017,4L20,200681,Teacher Certification and Licensure,2016,actual,13541931
2017,4L20,200681,Teacher Certification and Licensure,2017,actual,15321714
2017,4L20,200681,Teacher Certification and Licensure,2018,appropriation,16002297
2017,4L20,200681,Teacher Certification and Licensure,2019,appropriation,16002297
2017,5960,200656,Ohio Career Information System,2014,actual,322035
2017,5960,200656,Ohio Career Information System,2015,actual,567408
2017,5960,200656,Ohio Career Information System,2016,actual,22917
2017,5960,200656,Ohio Career Information System,2017,actual,0
2017,5960,200656,Ohio Career Information System,2018,appropriation,0
2017,5960,200656,Ohio Career Information System,2019,appropriation,0
2017,5980,200659,Auxiliary Services Reimbursement,2014,actual,619753
2017,5980,200659,Auxiliary Services Reimbursement,2015,actual,665080
2017,5980,200659,Auxiliary Services Reimbursement,2016,actual,973530
2017,5980,200659,Auxiliary Services Reimbursement,2017,actual,1276336
2017,5980,200659,Auxiliary Services Reimbursement,2018,appropriation,2930000
2017,5980,200659,Auxiliary Services Reimbursement,2019,appropriation,2930000
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2014,actual,17839478
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2015,actual,17879322
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2016,actual,0
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2017,actual,0
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2018,appropriation,0
2017,5BJ0,200626,Half-Mill Maintenance Equalization,2019,appropriation,0
2017,5H30,200687,School District Solvency Assistance,2014,actual,4974000
2017,5H30,200687,School District Solvency Assistance,2015,actual,978000
2017,5H30,200687,School District Solvency Assistance,2016,actual,4838000
2017,5H30,200687,School District Solvency Assistance,2017,actual,0
2017,5H30,200687,School District Solvency Assistance,2018,appropriation,8000000
2017,5H30,200687,School District Solvency Assistance,2019,appropriation,8000000
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2014,actual,0
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2015,actual,749958
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2016,actual,1421206
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2017,actual,66754
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2018,appropriation,0
2017,5JC0,200654,Adult Career Opportunity Pilot Program,2019,appropriation,0
2017,5KX0,200691,Ohio School Sponsorship Program,2014,actual,278035
2017,5KX0,200691,Ohio School Sponsorship Program,2015,actual,447944
2017,5KX0,200691,Ohio School Sponsorship Program,2016,actual,612990
2017,5KX0,200691,Ohio School Sponsorship Program,2017,actual,582994
2017,5KX0,200691,Ohio School Sponsorship Program,2018,appropriation,828600
2017,5KX0,200691,Ohio School Sponsorship Program,2019,appropriation,828600
2017,5KY0,200693,Community Schools Temporary Sponsorship,2014,actual,19797
2017,5KY0,200693,Community Schools Temporary Sponsorship,2015,actual,0
2017,5KY0,200693,Community Schools Temporary Sponsorship,2016,actual,0
2017,5KY0,200693,Community Schools Temporary Sponsorship,2017,actual,0
2017,5KY0,200693,Community Schools Temporary Sponsorship,2018,appropriation,0
2017,5KY0,200693,Community Schools Temporary Sponsorship,2019,appropriation,0
2017,5MM0,200677,Child Nutrition Refunds,2014,actual,4693
2017,5MM0,200677,Child Nutrition Refunds,2015,actual,12
2017,5MM0,200677,Child Nutrition Refunds,2016,actual,0
2017,5MM0,200677,Child Nutrition Refunds,2017,actual,0
2017,5MM0,200677,Child Nutrition Refunds,2018,appropriation,550000
2017,5MM0,200677,Child Nutrition Refunds,2019,appropriation,550000
2017,5RB0,200644,Straight A Fund,2014,actual,0
2017,5RB0,200644,Straight A Fund,2015,actual,0
2017,5RB0,200644,Straight A Fund,2016,actual,4238803
2017,5RB0,200644,Straight A Fund,2017,actual,24594679
2017,5RB0,200644,Straight A Fund,2018,appropriation,0
2017,5RB0,200644,Straight A Fund,2019,appropriation,0
2017,5RE0,200697,School District TPP Supplement,2014,actual,0
2017,5RE0,200697,School District TPP Supplement,2015,actual,0
2017,5RE0,200697,School District TPP Supplement,2016,actual,39290230
2017,5RE0,200697,School District TPP Supplement,2017,actual,44208587
2017,5RE0,200697,School District TPP Supplement,2018,appropriation,0
2017,5RE0,200697,School District TPP Supplement,2019,appropriation,0
2017,5T30,200668,Gates Foundation Grants,2014,actual,46000
2017,5T30,200668,Gates Foundation Grants,2015,actual,0
2017,5T30,200668,Gates Foundation Grants,2016,actual,0
2017,5T30,200668,Gates Foundation Grants,2017,actual,0
2017,5T30,200668,Gates Foundation Grants,2018,appropriation,0
2017,5T30,200668,Gates Foundation Grants,2019,appropriation,0
2017,5U20,200685,National Education Statistics,2014,actual,138555
2017,5U20,200685,National Education Statistics,2015,actual,144671
2017,5U20,200685,National Education Statistics,2016,actual,152747
2017,5U20,200685,National Education Statistics,2017,actual,153808
2017,5U20,200685,National Education Statistics,2018,appropriation,150000
2017,5U20,200685,National Education Statistics,2019,appropriation,150000
2017,5UC0,200662,Accountability/Report Cards,2014,actual,0
2017,5UC0,200662,Accountability/Report Cards,2015,actual,0
2017,5UC0,200662,Accountability/Report Cards,2016,actual,0
2017,5UC0,200662,Accountability/Report Cards,2017,actual,0
2017,5UC0,200662,Accountability/Report Cards,2018,appropriation,5000000
2017,5UC0,200662,Accountability/Report Cards,2019,appropriation,5000000
2017,6200,200615,Educational Improvement Grants,2014,actual,46797
2017,6200,200615,Educational Improvement Grants,2015,actual,10932
2017,6200,200615,Educational Improvement Grants,2016,actual,51799
2017,6200,200615,Educational Improvement Grants,2017,actual,243771
2017,6200,200615,Educational Improvement Grants,2018,appropriation,800000
2017,6200,200615,Educational Improvement Grants,2019,appropriation,600000
2017,1380,200606,Information Technology Development and Support,2014,actual,5157656
2017,1380,200606,Information Technology Development and Support,2015,actual,5781129
2017,1380,200606,Information Technology Development and Support,2016,actual,6387751
2017,1380,200606,Information Technology Development and Support,2017,actual,5102342
2017,1380,200606,Information Technology Development and Support,2018,appropriation,7047645
2017,1380,200606,Information Technology Development and Support,2019,appropriation,7047645
2017,4R70,200695,Indirect Operational Support,2014,actual,6205549
