ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2024,2307,048843,Franklin Local,062224,Roseville Elementary  School,Public School,72.727
2024,2234,048850,Maysville Local,062232,Maysville Middle School,Public School,74.695
2024,2471,048520,Meigs Local,062307,Meigs Middle School,Public School,66.938
2024,1683,044008,Franklin City,062331,Franklin Junior High School,Public School,84.228
2024,1018,044370,Mayfield City,062349,Mayfield Middle School,Public School,91.799
2024,840,044875,Sylvania Schools,062356,Sylvania Mccord Junior High School,Public School,94.156
2024,1086,044610,Orrville City,062364,Orrville Middle School,Public School,91.102
2024,1193,049437,Lexington Local,062372,Lexington Junior High School,Public School,89.839
2024,1221,047852,Fredericktown Local,062380,Fredericktown Middle School,Public School,89.614
2024,315,048124,Avon Lake City,062398,Learwood Middle School,Public School,102.047
2024,1682,043588,Bellefontaine City,062406,Bellefontaine Middle School,Public School,84.239
2024,2277,043968,Fairborn City,062422,Fairborn Middle School,Public School,73.518
2024,921,045021,Wellston City,062786,Bundy Elementary School,Public School,93.194
2024,1348,043885,Delphos City,064048,Jefferson Middle School,Public School,88.203
2024,1664,045575,Paulding Exempted Village,064071,Paulding Elementary School,Public School,84.485
2024,247,045138,Worthington City,064089,Worthington Hills Elementary School,Public School,103.14
2024,1334,045195,Amherst Exempted Village,064113,Amherst Junior High School,Public School,88.363
2024,1300,046722,Northeastern Local,064139,Tinora Middle School,Public School,88.817
2024,2582,044081,Winton Woods City,064147,Winton Woods High School,Public School,61.614
2024,7,046607,Solon City,064162,Orchard Middle School,Public School,113.3
2024,1761,049098,Teays Valley Local,064188,Teays Valley East Middle School,Public School,83.241
2024,1960,049106,Westfall Local,064196,Westfall Middle School,Public School,80.244
2024,375,044131,Huron City Schools,064287,Woodlands Elementary School,Public School,100.976
2024,549,045799,Shawnee Local,064303,Maplewood Elementary School,Public School,98.148
2024,607,048348,Poland Local,064311,Mckinley Elementary School,Public School,97.218
2024,2562,044404,Middletown City,064360,Middletown Middle School,Public School,62.858
2024,1386,047381,Southwest Local,064378,Harrison Middle School,Public School,87.786
2024,1946,045203,Barnesville Exempted Village,064600,Barnesville Middle School,Public School,80.501
2024,1845,048751,Huber Heights City,064618,Charles Huber Elementary School,Public School,81.962
2024,380,049437,Lexington Local,064626,Eastern Elementary School,Public School,100.854
2024,1704,045880,Pymatuning Valley Local,064667,Pymatuning Valley Middle School,Public School,84.051
2024,450,043661,Brunswick City,064675,Hickory Ridge Elementary School,Public School,99.922
2024,2509,047365,Northwest Local,064683,Northwest High School,Public School,65.414
2024,1143,049080,Logan Elm Local,064717,Logan Elm Elementary School,Public School,90.442
2024,2370,045567,Newton Falls Exempted Village,064725,Newton Falls Junior High School,Public School,70.802
2024,2536,043943,Elyria City Schools,064733,Westwood Middle School,Public School,64.254
2024,311,044842,Strongsville City,064741,Chapman Elementary School,Public School,102.1
2024,543,047027,Dublin City,064758,Dublin Coffman High School,Public School,98.256
2024,152,046995,New Albany-Plain Local,064766,New Albany Middle School,Public School,105.491
2024,1642,047696,West Holmes Local,064790,West Holmes Middle School,Public School,84.756
2024,998,046102,Fairfield City,064816,Fairfield South Elementary School,Public School,92.134
2024,747,045492,Mentor Exempted Village,064824,Bellflower Elementary School,Public School,95.367
2024,2282,044578,Norwood City,064857,Norwood Middle School,Public School,73.43
2024,2217,044479,New Lexington School District,064865,New Lexington High School,Public School,75.013
2024,1473,050419,Carlisle Local,064907,Carlisle Junior High School,Public School,86.612
2024,1735,044925,Troy City,065292,Troy Junior High School,Public School,83.649
2024,2551,045922,Trimble Local,065318,Trimble Junior High,Public School,63.397
2024,1247,048470,Buckeye Local,065383,Buckeye Junior High School,Public School,89.274
2024,175,047340,Forest Hills Local,065391,Ayer Elementary School,Public School,104.975
2024,609,050427,Springboro Community City,065417,Springboro Junior High School,Public School,97.197
2024,1058,046896,Pickerington Local,065433,Violet Elementary School,Public School,91.439
2024,833,046110,Lakota Local,065466,Hopewell Junior School,Public School,94.252
2024,2641,043711,Canton City,065508,Crenshaw Middle School,Public School,58.303
2024,1484,049536,Union-Scioto Local,065532,Unioto Middle School,Public School,86.495
2024,1949,045047,Westerville City,065557,Pointview Elementary School,Public School,80.425
2024,83,044248,Logan-Hocking Local,065581,Union Furnace Elementary School,Public School,107.222
2024,574,047688,East Holmes Local,065672,Flat Ridge Elementary School,Public School,97.826
2024,1456,045336,Covington Exempted Village,066282,Covington Middle School,Public School,86.738
2024,881,046748,Big Walnut Local,066456,Hylen Souders Elementary School,Public School,93.677
2024,729,045617,Tipp City Exempted Village,066464,Tippecanoe Middle School,Public School,95.644
2024,1265,047993,Lakewood Local,066472,Jackson Intermediate,Public School,89.104
2024,1019,045625,Upper Sandusky Exempted Village,066480,Upper Sandusky Middle School,Public School,91.79
2024,1463,044925,Troy City,066498,Van Cleve Elementary School,Public School,86.672
2024,2323,044685,Ravenna City,066514,Willyard Elementary School,Public School,72.197
2024,2574,047001,Reynoldsburg City,066738,Baldwin Road Junior High School,Public School,62.002
2024,772,048322,Jackson-Milton Local,066746,Jackson-Milton Elementary School,Public School,95.036
2024,215,044867,Sycamore Community City,066761,Sycamore Junior High School,Public School,103.854
2024,2462,044081,Winton Woods City,066787,Winton Woods Elementary School,Public School,67.147
2024,2738,043844,Dayton City,066795,David H. Ponitz Career Technology  Center,Public School,52.79
2024,185,049171,Aurora City,066803,Harmon Middle School,Public School,104.617
2024,423,045047,Westerville City,066811,Mark Twain Elementary School,Public School,100.188
2024,540,045047,Westerville City,066829,Robert Frost Elementary School,Public School,98.273
2024,2526,048751,Huber Heights City,066837,Weisenborn Junior High,Public School,64.768
2024,501,050542,Dalton Local,066845,Dalton Middle School,Public School,98.987
2024,1671,048876,Tri-Valley Local,067322,Tri-Valley Middle School,Public School,84.342
2024,2769,043802,Columbus City Schools District,067728,Briggs High School,Public School,50.812
2024,2804,043802,Columbus City Schools District,067736,Independence High School,Public School,47.976
2024,2697,043802,Columbus City Schools District,067744,Innis Elementary School,Public School,55.354
2024,2666,043802,Columbus City Schools District,067751,Liberty Elementary School,Public School,56.689
2024,1908,048439,Ridgedale Local,067819,Ridgedale Elementary School,Public School,81.051
2024,24,045633,Versailles Exempted Village,067827,Versailles Middle School,Public School,111.194
2024,883,048835,East Muskingum Local,067835,East Muskingum Middle School,Public School,93.65
2024,703,048926,Benton Carroll Salem Local,067843,Oak Harbor Intermediate School,Public School,95.978
2024,1441,048884,West Muskingum Local,067850,West Muskingum Middle School,Public School,87.052
2024,2190,048009,Licking Heights Local,067868,Licking Heights Middle School,Public School,75.676
2024,1410,048041,Southwest Licking Local,067876,Watkins Middle School,Public School,87.518
2024,591,044388,Medina City SD,067892,Heritage Elementary School,Public School,97.653
2024,2579,046979,Groveport Madison Local,067900,Groveport Madison Middle School South,Public School,61.681
2024,1283,046862,Bloom-Carroll Local,067926,Bloom-Carroll Middle School,Public School,88.954
2024,2279,046979,Groveport Madison Local,067934,Groveport Madison Middle School North,Public School,73.474
2024,893,049924,Perry Local,067942,Pfeiffer Intermediate School,Public School,93.546
2024,1422,045047,Westerville City,067959,Westerville-North High School,Public School,87.297
2024,689,049858,Jackson Local,067975,Jackson Memorial Middle School,Public School,96.132
2024,1414,046870,Fairfield Union Local,067991,Fairfield Union Rushville Middle School,Public School,87.435
2024,1482,048611,Bethel Local,068080,Bethel Middle School,Public School,86.527
2024,2650,043802,Columbus City Schools District,068239,Fort Hayes Arts and Academic HS,Public School,57.646
2024,646,043737,Centerville City,068379,W O Cline Elementary School,Public School,96.786
2024,1296,046888,Liberty Union-Thurston Local,068452,Liberty Union Middle School,Public School,88.845
2024,2795,044909,Toledo City,068478,East Broadway Elementary School,Public School,48.549
2024,2216,044909,Toledo City,068486,Old West End Academy Elementary School,Public School,75.014
2024,446,047340,Forest Hills Local,068502,Turpin High School,Public School,99.951
2024,1545,044537,North Ridgeville City,068510,Liberty Elementary School,Public School,85.764
2024,2698,043802,Columbus City Schools District,068528,Beechcroft High School,Public School,55.304
2024,2505,043802,Columbus City Schools District,068536,Centennial High School,Public School,65.65
2024,2310,043802,Columbus City Schools District,068544,Gables Elementary School,Public School,72.628
2024,1038,044875,Sylvania Schools,068551,Sylvania Southview High School,Public School,91.6
2024,1887,046250,Northeastern Local,068577,Kenton Ridge Middle/High School,Public School,81.359
2024,1644,043752,Cincinnati Public Schools,068619,School For Creative and Performing Arts,Public School,84.737
2024,1179,043737,Centerville City,070060,Magsig Middle School,Public School,90
2024,2871,043802,Columbus City Schools District,070078,Mifflin Alternative Middle School,Public School,40.831
2024,2264,043802,Columbus City Schools District,070086,Avalon Elementary School,Public School,73.806
2024,420,043620,Bexley City,070201,Bexley Middle School,Public School,100.282
2024,675,046342,Goshen Local,070235,Spaulding Elementary School,Public School,96.458
2024,2518,043752,Cincinnati Public Schools,070326,Woodford Academy,Public School,65.057
2024,201,048314,Canfield Local,070417,Canfield Village Middle School,Public School,104.091
2024,2039,046102,Fairfield City,070847,Creekside Middle School,Public School,78.73
2024,1178,046110,Lakota Local,070920,Adena Elementary School,Public School,90.013
2024,653,050187,Lakeview Local,071027,Lakeview Middle School,Public School,96.671
2024,1209,043893,Dover City,071068,Dover Middle School,Public School,89.716
2024,667,043661,Brunswick City,071357,Brunswick Memorial Elementary School,Public School,96.521
2024,2580,045666,Windham Exempted Village,071381,Windham Junior High School,Public School,61.631
2024,2005,049221,Southeast Local,071399,Southeast Junior High School,Public School,79.481
2024,314,049866,Lake Local,081786,Lake Elementary School,Public School,102.081
2024,481,045583,Perrysburg Exempted Village,081802,Woodland Elementary School,Public School,99.431
2024,1901,043828,Coshocton City,081810,Coshocton Elementary,Public School,81.109
2024,1812,046045,Fayetteville-Perry Local,082578,Fayetteville-Perry Middle School,Public School,82.5
2024,1971,050708,North Baltimore Local,082586,North Baltimore Middle School,Public School,80.038
2024,1928,049445,Lucas Local,083873,Lucas Heritage Middle School,Public School,80.733
2024,185,045500,Milford Exempted Village,084970,Boyd E Smith Elementary School,Public School,104.617
2024,1220,046482,River View Local,084988,River View Intermediate School,Public School,89.615
2024,13,047027,Dublin City,085076,Deer Run Elementary School,Public School,112.531
2024,2175,047308,Rolling Hills Local,085084,Meadowbrook Middle School,Public School,75.957
2024,723,045138,Worthington City,086454,Liberty Elementary School,Public School,95.735
2024,834,046896,Pickerington Local,086579,Fairfield Elementary School,Public School,94.231
2024,1241,046391,Clinton-Massie Local,088963,Clinton-Massie Elementary School,Public School,89.38
2024,1345,046359,West Clermont Local,089565,Holly Hill Elementary School,Public School,88.233
2024,1728,044255,London City,089599,London Elementary School,Public School,83.676
2024,1506,044917,Toronto City,089631,Toronto Elementary School,Public School,86.233
2024,1152,048801,Highland Local,089649,Highland  Elementary School,Public School,90.326
2024,1611,048900,Noble Local,091363,Shenandoah Elementary School,Public School,85.16
2024,506,050328,Fairbanks Local,091371,Fairbanks Middle School,Public School,98.872
2024,2475,045914,Federal Hocking Local,091389,Federal Hocking Middle School,Public School,66.829
2024,1384,047027,Dublin City,092726,Riverside Elementary School,Public School,87.802
2024,85,044586,Oakwood City,093195,Oakwood Junior High School,Public School,107.137
2024,2707,043752,Cincinnati Public Schools,094623,Academy Of World Languages School,Public School,54.621
