fiscal_year,leaid,irn,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending,student_transportation,charter_payments,general_formula_assistance,state_nonspecified,capital_outlay
2009,3901326,009149,0,119,1454000,338000,826000,290000,,1108000,0,0,819000,7000,226000
2009,3901327,009178,0,461,4383000,1155000,3226000,2000,,4405000,0,0,3206000,15000,0
2009,3901330,009997,0,72,1326000,55000,397000,874000,,1231000,0,0,392000,5000,3000
2009,3901331,010005,0,140,1150000,173000,960000,17000,,925000,5000,0,959000,1000,110000
2009,3901332,010006,0,79,799000,176000,551000,72000,,783000,0,0,548000,3000,35000
2009,3901333,010007,0,126,1058000,167000,879000,12000,,1101000,0,0,874000,5000,90000
2009,3901335,010036,0,43,291000,4000,287000,0,,255000,0,0,284000,3000,1000
2009,3901336,010180,0,387,3291000,255000,3012000,24000,,3693000,72000,0,2880000,17000,5000
2009,3901337,010182,0,87,749000,0,749000,0,,748000,0,0,749000,0,0
2009,3901340,009909,0,36,552000,135000,265000,152000,,444000,0,0,262000,3000,59000
2009,3901344,009953,0,349,2727000,359000,2368000,0,,2612000,0,0,2363000,5000,115000
2009,3901345,009954,0,305,2441000,326000,2115000,0,,2335000,0,0,2110000,5000,105000
2009,3901346,009955,0,291,2636000,353000,2283000,0,,2635000,0,0,2278000,5000,0
2009,3901347,009957,0,156,1407000,200000,1207000,0,,1286000,0,0,1202000,5000,120000
2009,3901348,009964,0,114,1063000,160000,903000,0,,745000,2000,0,898000,5000,127000
2009,3901349,009970,0,85,425000,163000,251000,11000,,362000,0,0,248000,3000,55000
2009,3901352,009983,0,53,332000,150000,181000,1000,,233000,0,0,178000,3000,89000
2009,3901353,009990,0,194,1919000,540000,1361000,18000,,1810000,51000,0,1356000,5000,185000
2009,3904348,043489,1,24323,386846000,39787000,217856000,129203000,108140000,304904000,8369000,22723000,150566000,65721000,73124000
2009,3904349,043497,1,3148,34047000,3920000,19803000,10324000,7707000,29859000,628000,0,16878000,714000,896000
2009,3904350,043505,1,3720,35362000,2673000,15341000,17348000,14844000,31874000,985000,717000,14871000,390000,4906000
2009,3904351,043513,1,4293,67963000,5001000,47538000,15424000,14098000,39388000,1745000,532000,23984000,23284000,12743000
2009,3904352,043521,1,2938,36272000,2205000,11524000,22543000,15126000,30217000,1685000,230000,9768000,123000,974000
2009,3904353,043539,1,4197,58070000,7042000,32715000,18313000,12645000,39052000,800000,1264000,22086000,7961000,14804000
2009,3904354,043547,1,2588,32081000,885000,8400000,22796000,20581000,26598000,850000,267000,7729000,645000,771000
2009,3904355,043554,1,1571,37644000,559000,6993000,30092000,28259000,29198000,1898000,0,6258000,724000,1385000
2009,3904357,043570,1,1411,16969000,2172000,10223000,4574000,2479000,16101000,1026000,0,9011000,355000,289000
2009,3904358,043588,1,2729,27185000,2327000,13977000,10881000,8166000,22873000,578000,252000,13772000,114000,535000
2009,3904359,043596,1,2253,22506000,1197000,11641000,9668000,6922000,19565000,910000,0,11221000,378000,603000
2009,3904360,043612,1,7476,93011000,3770000,26255000,62986000,55420000,83722000,4076000,603000,24696000,1175000,2284000
2009,3904361,043604,1,1128,11360000,1420000,5240000,4700000,3848000,10290000,358000,59000,5114000,25000,264000
2009,3904362,043620,1,2085,34364000,851000,8219000,25294000,17129000,28926000,378000,414000,7329000,877000,2158000
2009,3904363,043638,1,3136,36712000,1496000,11510000,23706000,17491000,31679000,1189000,295000,10914000,542000,19958000
2009,3904364,043646,1,4654,55400000,1260000,13640000,40500000,36821000,49982000,3250000,265000,13162000,425000,2210000
2009,3904365,043653,1,1506,15938000,715000,4297000,10926000,10037000,13906000,331000,369000,4013000,273000,247000
2009,3904366,043661,1,7625,76321000,2803000,30184000,43334000,37215000,61606000,3324000,475000,29411000,610000,3821000
2009,3904367,043679,1,2185,23596000,1031000,8422000,14143000,8304000,19499000,554000,150000,8227000,149000,808000
2009,3904368,043687,1,1715,24838000,2203000,15401000,7234000,5445000,15505000,260000,363000,9510000,5772000,25415000
2009,3904369,043695,1,2511,25192000,3167000,14296000,7729000,5940000,21321000,975000,331000,13040000,495000,298000
2009,3904370,043703,1,1362,14964000,1428000,10844000,2692000,2268000,13181000,372000,541000,9198000,629000,63000
2009,3904371,043711,1,10497,136443000,16202000,82019000,38222000,28267000,110607000,2929000,0,67112000,4289000,7359000
2009,3904373,043737,1,8367,90096000,2673000,23534000,63889000,56117000,85124000,5697000,473000,22121000,1296000,8134000
2009,3904374,043745,1,3161,34277000,2933000,15990000,15354000,12670000,27693000,825000,0,12997000,594000,862000
2009,3904375,043752,1,35346,619978000,67134000,252351000,300493000,255962000,429505000,27732000,53040000,157115000,92808000,127921000
2009,3904376,043760,1,2373,26584000,2473000,12164000,11947000,8554000,23294000,680000,372000,10411000,297000,947000
2009,3904377,043778,1,2228,20864000,1758000,13830000,5276000,3496000,19348000,698000,190000,12625000,450000,419000
2009,3904378,043786,1,49952,912022000,128877000,554610000,228535000,192875000,676382000,26862000,96000000,412695000,73143000,100697000
2009,3904379,043794,1,6097,115131000,4595000,34963000,75573000,69662000,95568000,2930000,0,27193000,3458000,3065000
2009,3904380,043802,1,53536,894781000,110268000,339441000,445072000,410891000,685973000,36132000,72104000,243973000,24959000,115337000
2009,3904381,043810,1,2318,21244000,2556000,13226000,5462000,4499000,18636000,892000,467000,12230000,299000,524000
2009,3904382,043828,1,1821,17921000,1331000,10256000,6334000,4585000,15772000,283000,0,9416000,112000,253000
2009,3904383,043836,1,5195,52735000,2799000,19028000,30908000,26018000,43444000,1147000,1765000,17514000,1421000,1026000
2009,3904384,043844,1,15566,325041000,32941000,200554000,91546000,76016000,194709000,16553000,0,129344000,46159000,63770000
2009,3904385,043851,1,1310,15237000,736000,4645000,9856000,9045000,13659000,251000,149000,4346000,259000,295000
2009,3904386,043869,1,2609,27749000,1683000,14911000,11155000,6698000,21466000,757000,180000,13610000,1153000,9479000
2009,3904387,043877,1,4878,52657000,2697000,18538000,31422000,28483000,45324000,2501000,773000,17760000,608000,2227000
2009,3904388,043885,1,1119,10973000,662000,4625000,5686000,4260000,8828000,408000,88000,3996000,596000,417000
2009,3904389,043893,1,2655,23967000,1289000,9825000,12853000,11158000,21021000,558000,0,9555000,212000,621000
2009,3904390,043901,1,3497,64602000,10437000,38873000,15292000,9773000,48422000,1182000,0,33710000,1108000,3172000
2009,3904391,043919,1,2269,45013000,3867000,34850000,6296000,4606000,22256000,972000,1242000,16798000,16630000,13812000
2009,3904392,043927,1,1308,12631000,971000,7597000,4063000,3218000,10374000,486000,0,7527000,58000,546000
2009,3904393,043935,1,2290,23538000,896000,9974000,12668000,6829000,18479000,1049000,310000,9816000,107000,803000
2009,3904394,043943,1,7520,110184000,7379000,63096000,39709000,31217000,71894000,3090000,0,38119000,19228000,9730000
2009,3904395,043950,1,6124,85369000,6820000,33721000,44828000,36605000,75770000,3631000,0,29221000,1654000,1391000
2009,3904396,043968,1,4626,50866000,4612000,22301000,23953000,18136000,41696000,2329000,0,21319000,933000,838000
2009,3904397,043976,1,1723,25857000,888000,5723000,19246000,17667000,19194000,568000,218000,5149000,554000,2198000
2009,3904399,043992,1,2026,25575000,2731000,13081000,9763000,7995000,21606000,735000,451000,11676000,1362000,772000
2009,3904400,044008,1,3030,31984000,1782000,14904000,15298000,13440000,26302000,1067000,657000,14115000,701000,2257000
2009,3904401,044016,1,4288,44563000,3782000,18650000,22131000,12271000,34829000,1193000,402000,16643000,1254000,1572000
2009,3904402,044024,1,2081,20882000,1753000,11908000,7221000,5527000,17179000,718000,657000,11261000,590000,2783000
2009,3904403,044032,1,2371,39157000,2137000,27601000,9419000,6088000,20797000,1407000,144000,11933000,14103000,17113000
2009,3904404,044040,1,4105,45018000,2866000,22435000,19717000,16822000,35751000,844000,1253000,21123000,970000,626000
2009,3904405,044057,1,2716,39485000,1836000,26850000,10799000,8104000,22714000,1257000,303000,13971000,12798000,3466000
2009,3904406,044065,1,1710,27565000,1477000,19606000,6482000,4793000,16682000,481000,0,8704000,10402000,2500000
2009,3904407,044073,1,1163,15278000,469000,4336000,10473000,9469000,15367000,0,55000,4314000,22000,402000
2009,3904408,044081,1,3719,43508000,2748000,18138000,22622000,20035000,41785000,1921000,1626000,16770000,514000,283000
2009,3904409,044099,1,2998,27984000,1828000,13927000,12229000,8488000,25223000,952000,658000,12226000,499000,1853000
2009,3904410,044107,1,9516,164808000,11347000,118408000,35053000,27497000,84306000,2540000,0,48817000,63028000,54037000
2009,3904411,044115,1,1793,17179000,783000,5989000,10407000,9112000,14325000,513000,335000,5904000,58000,420000
2009,3904412,044123,1,2694,36401000,2253000,23009000,11139000,6183000,22742000,1463000,374000,13195000,9444000,18353000
2009,3904413,044131,1,1532,19614000,626000,5668000,13320000,10401000,14982000,796000,79000,5303000,346000,1973000
2009,3904414,044149,1,1460,28858000,1604000,21622000,5632000,3401000,14326000,492000,0,8022000,12464000,29042000
2009,3904415,044156,1,2546,27067000,1910000,15816000,9341000,6479000,23688000,1182000,735000,14580000,126000,870000
2009,3904416,044164,1,3835,49261000,2626000,18762000,27873000,22835000,41988000,1391000,0,18197000,303000,1191000
2009,3904418,044180,1,7620,95626000,4032000,28715000,62879000,56386000,81590000,2965000,0,26696000,1811000,1287000
2009,3904419,044198,1,5867,84579000,5573000,28519000,50487000,42294000,70015000,114000,1739000,26188000,1903000,27907000
2009,3904420,044206,1,6007,65034000,4724000,26803000,33507000,19996000,49303000,1566000,1423000,22458000,1745000,2427000
2009,3904421,044214,1,5570,51388000,1915000,22437000,27036000,24158000,40893000,4887000,923000,21867000,488000,1236000
2009,3904422,044222,1,4488,58694000,8538000,37242000,12914000,9575000,46005000,693000,0,31210000,5164000,649000
2009,3904423,044230,1,685,8616000,969000,3356000,4291000,2979000,7491000,15000,152000,2878000,73000,555000
2009,3904424,044248,1,4117,60835000,3406000,41361000,16068000,12269000,36337000,2365000,470000,21274000,18451000,29893000
2009,3904425,044255,1,2108,28216000,1472000,11037000,15707000,9427000,20844000,774000,1045000,9273000,1585000,533000
2009,3904426,044263,1,8624,119840000,17795000,76379000,25666000,20840000,83267000,222000,0,59871000,7675000,3923000
2009,3904427,044271,1,4765,47700000,1471000,15726000,30503000,27581000,41187000,3054000,238000,14991000,657000,2116000
2009,3904428,044289,1,1537,18736000,312000,4621000,13803000,12787000,15765000,709000,68000,4218000,387000,493000
2009,3904429,044297,1,4094,70100000,7460000,36942000,25698000,20764000,53664000,1838000,0,30543000,1441000,1433000
2009,3904430,044305,1,3748,53231000,3967000,30637000,18627000,15201000,40382000,1114000,0,19672000,9123000,3944000
2009,3904431,044313,1,1696,21420000,508000,5568000,15344000,14367000,20316000,675000,75000,5489000,68000,378000
2009,3904433,044339,1,4980,55615000,6745000,34863000,14007000,9845000,43886000,874000,907000,30526000,774000,429000
2009,3904434,044347,1,1636,16680000,1756000,10430000,4494000,2959000,13916000,592000,22000,8394000,1168000,3068000
2009,3904435,044354,1,4259,50057000,4792000,25839000,19426000,15194000,42837000,1504000,978000,22239000,1700000,692000
2009,3904436,044362,1,2844,33259000,1339000,10522000,21398000,19323000,29023000,851000,434000,9918000,556000,553000
2009,3904437,044370,1,4553,67942000,2261000,13303000,52378000,46621000,54263000,3895000,238000,11849000,1346000,12028000
2009,3904438,044388,1,7714,88011000,2475000,28875000,56661000,49011000,77005000,3147000,830000,28116000,638000,19390000
2009,3904439,044396,1,5715,60215000,2822000,19568000,37825000,29990000,50208000,2302000,1101000,17993000,1347000,7745000
2009,3904440,044404,1,6785,91485000,9520000,41769000,40196000,34700000,70629000,3006000,0,35355000,1016000,2568000
2009,3904441,044412,1,3563,66002000,3928000,44748000,17326000,14132000,36097000,2483000,0,19399000,389000,9217000
2009,3904443,044438,1,2142,24911000,1136000,12508000,11267000,8862000,18654000,943000,109000,11972000,502000,473000
2009,3904444,044446,1,1428,20273000,1720000,14768000,3785000,2393000,12593000,750000,87000,8091000,5766000,8871000
2009,3904445,044453,1,6505,82017000,6366000,42638000,33013000,20403000,56320000,1720000,3395000,26257000,14309000,12952000
2009,3904446,044461,1,448,7341000,977000,3852000,2512000,1198000,3975000,69000,174000,1639000,1902000,312000
2009,3904447,044479,1,1972,20122000,2130000,14073000,3919000,2690000,18343000,1004000,337000,10893000,686000,166000
2009,3904448,044487,1,3048,27143000,1932000,10634000,14577000,12170000,23057000,655000,0,10291000,272000,483000
2009,3904449,044495,1,2767,29694000,2305000,17104000,10285000,8447000,23194000,912000,832000,13081000,1268000,329000
2009,3904450,044503,1,4937,46118000,1563000,19129000,25426000,22042000,43240000,2633000,0,18470000,609000,580000
2009,3904451,044511,1,1577,28985000,1520000,21515000,5950000,4814000,14477000,263000,395000,6961000,13555000,5084000
2009,3904452,044529,1,4366,55981000,2286000,14565000,39130000,35858000,50834000,1827000,0,13848000,560000,1104000
2009,3904453,044537,1,3988,33769000,1425000,12685000,19659000,17563000,31641000,2063000,593000,11950000,578000,1557000
2009,3904454,044545,1,4651,49479000,1491000,11807000,36181000,32769000,43989000,2475000,468000,10948000,794000,1052000
2009,3904455,044552,1,2594,22593000,913000,9420000,12260000,8464000,21547000,1337000,255000,9157000,225000,362000
2009,3904456,044560,1,3062,27370000,1976000,14382000,11012000,7571000,24609000,714000,0,13649000,606000,1072000
2009,3904457,044578,1,2295,26526000,2402000,11120000,13004000,11716000,25503000,559000,589000,9626000,76000,542000
2009,3904458,044586,1,2186,25802000,513000,8160000,17129000,15776000,22038000,174000,61000,8071000,83000,1116000
2009,3904459,044594,1,1198,15273000,936000,5061000,9276000,4812000,13648000,463000,166000,4267000,258000,679000
2009,3904460,044602,1,3870,48118000,1788000,18555000,27775000,24195000,41642000,1934000,869000,17907000,536000,2676000
2009,3904461,044610,1,1684,18478000,1090000,7750000,9638000,7892000,15333000,425000,227000,7495000,95000,6842000
2009,3904463,044636,1,12762,149114000,8187000,44470000,96457000,86446000,141237000,6403000,0,39152000,4666000,3385000
2009,3904464,044644,1,3756,36022000,3501000,15866000,16655000,11400000,30553000,1276000,0,15501000,225000,842000
2009,3904465,044651,1,1818,23248000,1094000,6814000,15340000,13666000,19997000,932000,139000,6492000,190000,1110000
2009,3904467,044677,1,5399,82643000,5263000,23624000,53756000,49399000,75022000,4316000,664000,21919000,1561000,2472000
2009,3904468,044685,1,3108,35029000,2265000,17969000,14795000,11724000,28855000,1286000,436000,15538000,2195000,11469000
2009,3904469,044693,1,1560,15839000,913000,6257000,8669000,6984000,14234000,223000,179000,5336000,818000,204000
2009,3904470,044701,1,2721,37114000,1001000,7399000,28714000,27063000,30157000,1239000,106000,5830000,1543000,955000
2009,3904471,044719,1,970,13399000,1023000,6289000,6087000,5349000,11560000,213000,406000,4885000,796000,175000
2009,3904472,044727,1,2358,42769000,1166000,31053000,10550000,8098000,20384000,664000,438000,12418000,18587000,6206000
2009,3904474,044743,1,3667,50155000,6572000,22622000,20961000,18194000,43996000,1431000,328000,20242000,547000,1307000
2009,3904475,044750,1,5542,97502000,2940000,27307000,67255000,62258000,86021000,4229000,0,25103000,2084000,2010000
2009,3904476,044768,1,1974,21457000,1009000,7715000,12733000,10945000,18420000,852000,436000,7544000,119000,225000
2009,3904479,044792,1,4408,65436000,1928000,16074000,47434000,42001000,52413000,2685000,417000,14748000,1156000,2140000
2009,3904480,044800,1,21398,241189000,18915000,116404000,105870000,93826000,200345000,10359000,10450000,106680000,9153000,4371000
2009,3904481,044818,1,7732,101840000,13682000,58863000,29295000,25260000,76867000,1978000,0,48947000,2132000,12040000
2009,3904482,044826,1,2413,27621000,2560000,16522000,8539000,4311000,19865000,489000,222000,11055000,1095000,7831000
2009,3904483,044834,1,5778,56018000,1884000,21185000,32949000,29229000,50780000,3094000,523000,20367000,731000,946000
2009,3904484,044842,1,7014,85160000,2537000,22564000,60059000,55190000,79487000,3373000,473000,21760000,644000,5022000
2009,3904485,044859,1,2130,20122000,1611000,11758000,6753000,4945000,15927000,341000,385000,10477000,439000,1286000
2009,3904486,044867,1,5560,83440000,2381000,17300000,63759000,58935000,72705000,3987000,143000,15383000,1824000,2188000
2009,3904487,044875,1,7640,89489000,3054000,26647000,59788000,55504000,82113000,4584000,1351000,25188000,1374000,1803000
2009,3904488,044883,1,2660,27966000,906000,11297000,15763000,13765000,25284000,1051000,536000,11051000,171000,4299000
2009,3904489,044891,1,2886,28818000,1851000,13896000,13071000,10341000,21416000,753000,912000,13127000,495000,523000
2009,3904490,044909,1,26516,486167000,53555000,295555000,137057000,106304000,337555000,14348000,0,183318000,78803000,98870000
2009,3904491,044917,1,841,7658000,739000,4739000,2180000,1688000,7268000,130000,0,3880000,393000,214000
2009,3904492,044925,1,4703,50624000,2560000,17511000,30553000,15988000,42102000,1678000,325000,16735000,674000,2104000
2009,3904493,044933,1,5163,82187000,1444000,16154000,64589000,58945000,75572000,1604000,332000,15028000,1105000,5074000
2009,3904494,044941,1,2353,23868000,1633000,12091000,10144000,8101000,22226000,680000,642000,11592000,459000,419000
2009,3904495,044958,1,3422,38843000,2061000,10977000,25805000,22549000,34632000,1330000,509000,10544000,357000,1362000
2009,3904498,044982,1,3088,45230000,1574000,30574000,13082000,6854000,24203000,1190000,646000,14609000,15919000,11883000
2009,3904499,044990,1,5603,93407000,8803000,63276000,21328000,15545000,61945000,2621000,6245000,41699000,16113000,20847000
2009,3904500,045005,1,2328,39208000,2186000,16334000,20688000,20139000,32930000,1090000,1037000,13954000,690000,459000
2009,3904502,045021,1,1652,17976000,1899000,11377000,4700000,2323000,15426000,808000,277000,10047000,335000,651000
2009,3904503,045039,1,931,9464000,885000,6317000,2262000,1120000,8026000,126000,174000,5693000,187000,207000
2009,3904504,045047,1,14323,158696000,6343000,50485000,101868000,94205000,133499000,7470000,3716000,48907000,1174000,7507000
2009,3904505,045054,1,3861,41591000,2706000,19223000,19662000,17402000,34808000,2049000,904000,18745000,348000,1450000
2009,3904506,045062,1,4041,59044000,1855000,11112000,46077000,42979000,46956000,3616000,138000,10456000,601000,1624000
2009,3904507,045070,1,2943,39455000,4055000,21598000,13802000,11303000,30324000,1179000,1922000,16416000,2710000,1712000
2009,3904508,045088,1,1477,20042000,856000,6214000,12972000,12111000,16197000,865000,152000,5693000,507000,2561000
2009,3904509,045096,1,2049,19652000,1745000,11168000,6739000,5428000,18621000,817000,0,10732000,355000,419000
2009,3904510,045104,1,8855,94109000,5100000,28457000,60552000,53813000,82347000,4765000,616000,27043000,1249000,559000
2009,3904511,045112,1,3330,29765000,2029000,11047000,16689000,10235000,25466000,1118000,374000,10845000,130000,1894000
2009,3904513,045138,1,9590,130496000,3455000,36881000,90160000,81479000,116929000,3645000,1543000,35059000,1237000,8285000
2009,3904514,045146,1,2030,26223000,519000,6722000,18982000,10195000,20992000,77000,77000,6465000,248000,410000
2009,3904515,045153,1,4973,52619000,3637000,24312000,24670000,19108000,49364000,2736000,873000,21585000,1075000,529000
2009,3904516,045161,1,7228,139958000,18656000,94715000,26587000,21030000,91202000,5332000,24238000,71772000,9160000,21220000
2009,3904517,045179,1,3759,70091000,6110000,50044000,13937000,11031000,34208000,1035000,0,21921000,1551000,10729000
2009,3904518,045187,1,901,8836000,394000,4447000,3995000,2209000,7175000,248000,104000,3868000,56000,3661000
2009,3904519,045195,1,4337,39737000,1369000,20084000,18284000,15640000,34248000,1073000,0,19790000,261000,367000
