fiscal_year,irn,district,county,enrolled_adm,base_cost_enrolled_adm,enrolment_is_provisional,base_cost_per_pupil,aggregate_base_cost,property_valuation_annual,property_valuation_three_year_average,property_valuation_used,state_share_percentage,state_share_of_base_cost,core_foundation_funding,guarantee,formula_transition_supplement,base_funding_supplement,total_state_support
2026,051631,Trumbull Career & Tech Ctr,Trumbull,1045.791837,1030.287478,no,9654.14,9946538.25,4903962610,4502507490,4502507490,0.773665,7811092.67,12047758.02,0,0,28236.38,12075994.4
2026,051656,Buckeye,Tuscarawas,1061.907111,1006.351044,no,9425.65,9485510.24,4962834640,4844730000,4844730000,0.7446245,7453069.31,11333203.95,0,0,28671.49,11361875.44
2026,051672,Vantage Career Center,Van Wert,564.346188,558.650409,no,10611.57,5928158.22,2498165060,2294200260,2294200260,0.8064999,4829804.56,6651957.03,0,0,15237.35,6667194.38
2026,051698,Washington County Career Center District,Washington,487.791228,505.04,no,10591.61,5349186.24,1991088750,1984847773.33,1984847773.33,0.814472,4207965.07,5939611.66,0,0,13170.36,5952782.02
2026,051714,Wayne County JVSD,Wayne,768.819198,757.259105,no,9811.66,7429967.97,4246434560,3941096926.67,3941096926.67,0.7347839,5542763.41,8141338.77,0,0,20758.12,8162096.89
2026,062026,Stark County Area,Stark,747.126834,774.04983,no,9621.05,7447175.88,2687542940,2315928123.33,2315928123.33,0.8445097,6070457.86,8792889.37,0,0,20172.42,8813061.79
2026,062042,Heartland Technical Education Center,Ashland,483.009781,511.184157,no,10610.56,5423947.97,2492858010,2341581356.67,2341581356.67,0.7841443,4018742.88,5508101.56,0,0,13041.26,5521142.82
2026,062067,Gallia-Jackson-Vinton,Gallia,782.011274,760.415443,no,9951.12,7566982.76,2625151900,2460570370,2460570370,0.8374143,6516664.32,10443835.27,0,0,21114.3,10464949.57
2026,062109,Medina County Joint Vocational School District,Medina,1300.892769,1212.221581,no,9419.97,11419096.69,7044752540,6928781046.67,6928781046.67,0.6966137,8536562.62,11760094.45,0,0,35124.1,11795218.55
2026,062125,Upper Valley Career Center,Miami,1550.506391,1513.364913,no,9419.84,14255659.77,3618114820,3430162616.67,3430162616.67,0.8796912,12848349.28,18640712.06,0,0,41863.67,18682575.73
2026,062802,U S Grant,Clermont,587.900179,520.633651,no,10716.58,5579413.56,1107793250,1043781140,1043781140,0.9064618,5710962.52,7851684.51,0,0,15873.3,7867557.81
2026,063495,Portage Lakes,Summit,330.339715,326.688391,no,12117.26,3958567.29,2642826530,2452498060,2452498060,0.6902295,2762859.07,4018621.91,0,0,8919.17,4027541.08
2026,063511,Tolles Career & Technical Center,Madison,881.889989,952.837214,no,9588.32,9136107.17,12690201000,11628858476.67,11628858476.67,0.3635767,3074347.65,4558990.36,0,0,23811.03,4582801.39
2026,065227,Coshocton County,Coshocton,281.786672,277.13355,no,12827.87,3555032.05,1016768588,888627389.33,888627389.33,0.8750182,3162948.23,4371433.23,0,0,7608.24,4379041.47
2026,065268,Tri-Rivers,Marion,674.811313,659.830875,no,10076.55,6648819.27,2897201040,2759061310,2759061310,0.7925153,5388921.71,7851523.15,0,0,18219.91,7869743.06
2027,050773,Apollo,Allen,1089.766767,1089.766767,yes,9595.71,10457087.24,3651511076,3446551522,3446551522,0.8352045,8733805.17,13334657.12,0,0,43590.67,13378247.79
2027,050799,Southern Hills,Brown,629.224732,629.224732,yes,10252.71,6451259.61,1641048082,1450839694,1450839694,0.8875536,5725837.89,8782340.25,0,0,25168.99,8807509.24
2027,050815,Ashtabula County Technical and Career Center,Ashtabula,715.41174,715.41174,yes,9943.74,7113871.21,2697873380,2668322326.67,2668322326.67,0.8124559,5779704.3,9446494.15,0,0,28616.47,9475110.62
2027,050856,Belmont-Harrison,Belmont,568.833148,568.833148,yes,10655.54,6061225.69,3405768810,3334167210,3334167210,0.724959,4394139.15,7092501.91,0,0,22753.33,7115255.24
2027,050880,Butler Technology & Career Development Schools,Butler,3947.107892,3947.107892,yes,9404.44,37120357.84,15876089936,15698109492,15698109492,0.7885509,29271277,47214147.01,0,0,157884.32,47372031.33
2027,050906,Columbiana County,Columbiana,327.547023,327.547023,yes,12279.79,4022209.82,2073628642,1922852374,1922852374,0.7609707,3060782.94,4603420.72,0,0,13101.88,4616522.6
2027,050922,Cuyahoga Valley Career Center,Cuyahoga,446.734345,446.734345,yes,11306.53,5051013.7,9268177589,8998607013,8998607013,0.109228,551712.3,946319.75,717828.78,62950.68,17869.37,1744968.58
2027,050948,Polaris,Cuyahoga,755.317507,755.317507,yes,10084.64,7617103.34,7492585086,7035853895.33,7035853895.33,0.5381541,4099176.36,7064573.08,0,0,30212.7,7094785.78
2027,050963,Four County Career Center,Henry,990.465564,994.74,yes,9603.21,9552692.23,5167335167,5067339975.67,5067339975.67,0.7347689,6988863.73,11105705.64,0,0,39618.62,11145324.26
2027,050989,Delaware Area Career Center,Delaware,930.009202,930.009202,yes,9674.54,8997411.55,11893193698,11519771096,11519771096,0.359829,3237529.48,5567131.89,0,0,37200.37,5604332.26
2027,051003,Eastland-Fairfield Career & Technical Schools,Franklin,1712.335046,1712.335046,yes,9269.75,15872909.82,15913542768,14881399999.33,14881399999.33,0.5312333,8432222.5,13067517.88,0,0,68493.4,13136011.28
2027,051029,EHOVE Career Center,Erie,855.87881,855.87881,yes,9813.17,8398884.91,5490490123,5099479107.67,5099479107.67,0.6964192,5849144.26,9685907.05,0,0,34235.15,9720142.2
2027,051045,Greene County Vocational School District,Greene,1358.224319,1358.224319,yes,9463.97,12854189.11,6493130340,6410202566.67,6410202566.67,0.7506575,9649097.29,15424372.69,0,0,54328.97,15478701.66
2027,051060,Great Oaks Career Campuses,Hamilton,4768.644532,4768.644532,yes,9627.05,45907980.7,31334335401,30522855503.67,30522855503.67,0.6675648,30646551.05,49409009.02,0,0,190745.78,49599754.8
2027,051128,Jefferson County,Jefferson,377.610714,377.610714,yes,11436.4,4318506.81,2155712874,2113661658,2113661658,0.7552788,3261676.91,5126615.76,0,0,15104.43,5141720.19
2027,051144,Knox County JVSD,Knox,683.94947,683.94947,yes,10058.34,6879393.74,2624412113,2577729824.67,2577729824.67,0.812649,5590534.53,8407876.24,0,0,27357.98,8435234.22
2027,051169,Auburn,Lake,443.62855,443.62855,yes,11297.45,5011869.54,6995756036,6651463045.33,6651463045.33,0.336429,1686138.87,2774136.36,0,0,17745.14,2791881.5
2027,051185,Lawrence County,Lawrence,790.24445,790.24445,yes,10108.46,7988153.15,2083595637,1918108822.33,1918108822.33,0.8799402,7029098.19,12124177.45,0,0,31609.78,12155787.23
2027,051201,Career and Technology Educational Centers,Licking,1143.820998,1143.820998,yes,9513.69,10881963.19,8515283412,8320778314.67,8320778314.67,0.6176804,6721572.41,10367666.78,0,0,45752.84,10413419.62
2027,051227,Lorain County JVS,Lorain,1257.227496,1291.94,yes,9578.86,12375313.19,10753234432,9854704187.33,9854704187.33,0.6018399,7247841.26,11125546.79,0,0,50289.1,11175835.89
2027,051243,Mahoning Co Career & Tech Ctr,Mahoning,718.083164,744.97,yes,10095.08,7520531.37,5808506774,5724815094.67,5724815094.67,0.6193879,4490009.15,7918355.58,0,0,28723.33,7947078.91
2027,051284,Miami Valley Career Tech,Montgomery,2626.960265,2626.960265,yes,9410.79,24721778.68,11106200253,10699740191,10699740191,0.7835973,19371913.31,30415582.91,0,0,105078.41,30520661.32
2027,051300,Mid-East Career and Technology Centers,Muskingum,1219.948997,1219.948997,yes,9496.63,11585400.11,6359095999,6007074977.67,6007074977.67,0.740748,8581865.02,14036823.79,0,0,48797.96,14085621.75
2027,051334,Ohio Hi-Point Career Center,Logan,1221.792259,1221.792259,yes,9441.67,11535765.17,6105855365,5240939805,5240939805,0.7728389,8915283.54,14128144.82,0,0,48871.69,14177016.51
2027,051359,Penta Career Center - District,Wood,2320.365871,2320.365871,yes,9568.92,22203400.48,9735016744,9339749971.33,9339749971.33,0.7896774,17533519.54,29781791.83,0,0,92814.63,29874606.46
2027,051375,Pike County Area,Pike,429.812884,437.63,yes,11005.24,4816223.67,777431248,758977569.33,758977569.33,0.9212057,4357481.62,7031321.12,0,0,17192.52,7048513.64
2027,051391,Maplewood Career Center District,Portage,679.439481,679.439481,yes,9868.78,6705241.71,4114785423,3772103354.33,3772103354.33,0.71872,4819189.2,7309949.07,0,0,27177.58,7337126.65
2027,051417,Pioneer Career & Technology,Richland,1375.624184,1394.36,yes,9468.65,13202712.94,4303426254,4121963498,4121963498,0.8438975,10992021.42,17624359.38,0,0,55024.97,17679384.35
2027,051433,Pickaway-Ross County JVSD,Ross,1203.709843,1203.709843,yes,9681.89,11654187.27,3864507144,3477011738,3477011738,0.8508256,9915680.04,16968409.43,0,0,48148.39,17016557.82
2027,051458,Vanguard-Sentinel Career & Technology Centers,Sandusky,1057.791569,1057.791569,yes,9587.85,10141948.41,5237541500,4942025923.33,4942025923.33,0.7563573,7670935.57,12379542.36,0,0,42311.66,12421854.02
2027,051474,Warren County Vocational School,Warren,1311.631746,1311.631746,yes,9510.51,12474280.65,8736354454,7970406518,7970406518,0.6805261,8489077.77,13775256.83,0,0,52465.27,13827722.1
2027,051490,Scioto County Joint Vocational School,Scioto,719.571829,719.571829,yes,10033.03,7219483.64,1721202341,1510792577,1510792577,0.8953666,6464086.41,11117595.55,0,0,28782.87,11146378.42
2027,051532,Springfield-Clark County,Clark,905.292485,905.292485,yes,9668.15,8752504.08,4168883525,3539189341.67,3539189341.67,0.7978186,6982910.12,10949901.96,0,0,36211.7,10986113.66
2027,051607,Tri-County Career Center,Athens,592.948611,595.69,yes,10430.9,6213582.52,3449546944,3214523811.33,3214523811.33,0.741331,4585123.09,8027435.89,0,0,23717.94,8051153.83
2027,051631,Trumbull Career & Tech Ctr,Trumbull,1045.791837,1045.791837,yes,9612.64,10052822.16,4952082269,4898654776.33,4898654776.33,0.7563541,7603491.96,12481862.86,0,0,41831.67,12523694.53
2027,051656,Buckeye,Tuscarawas,1061.907111,1061.907111,yes,9338.06,9916155.58,6072221359,5295354913,5295354913,0.7329938,7268478.17,11801660.4,0,0,42476.28,11844136.68
2027,051672,Vantage Career Center,Van Wert,564.346188,564.346188,yes,10559.43,5959173.71,2715942567,2551836515.67,2551836515.67,0.78589,4683255.31,7006787.35,0,0,22573.85,7029361.2
2027,051698,Washington County Career Center District,Washington,487.791228,493.45,yes,10644.33,5252446.76,2315168635,2094250435,2094250435,0.8006403,4157093.21,6316677.72,0,0,19511.65,6336189.37
2027,051714,Wayne County JVSD,Wayne,768.819198,768.819198,yes,9800.03,7534452.83,4300577869,4249385879.67,4249385879.67,0.7180029,5409757.82,8362375.9,0,0,30752.77,8393128.67
2027,062026,Stark County Area,Stark,747.126834,768.32,yes,9625.87,7395752.09,2817414036,2553613972,2553613972,0.827359,5950155.59,9360794.82,0,0,29885.07,9390679.89
2027,062042,Heartland Technical Education Center,Ashland,482.847226,504.48,yes,10618.59,5356864.49,2632137996,2522101042,2522101042,0.7645921,3920183.53,5883521.64,0,0,19313.89,5902835.53
2027,062067,Gallia-Jackson-Vinton,Gallia,782.011274,782.011274,yes,9926.97,7763005.23,2650705766,2592978668.67,2592978668.67,0.8329913,6466513.51,10943522.94,0,0,31280.45,10974803.39
2027,062109,Medina County Joint Vocational School District,Medina,1300.892769,1300.892769,yes,9336.86,12146251.89,8488517413,7494503141,7494503141,0.6914894,8399005.66,12487634.67,0,0,52035.71,12539670.38
2027,062125,Upper Valley Career Center,Miami,1550.506391,1550.506391,yes,9412.56,14594236.4,4184645387,3792276129,3792276129,0.8700757,12698088.74,19991618.18,0,0,62020.26,20053638.44
2027,062802,U S Grant,Clermont,587.900179,587.900179,yes,10419.63,6125704.64,1123050076,1107600192,1107600192,0.9095937,5571900.26,8707701.92,0,0,23516.01,8731217.93
2027,063495,Portage Lakes,Summit,330.339715,330.339715,yes,12082.46,3991315.27,2648072829,2643604216.33,2643604216.33,0.6688307,2669514.94,4147007.19,0,0,13213.59,4160220.78
2027,063511,Tolles Career & Technical Center,Madison,881.314803,916.41,yes,9632.29,8827127.55,13543255514,12880276421.33,12880276421.33,0.2704154,2295577.9,3809957.08,0,0,35252.59,3845209.67
2027,065227,Coshocton County,Coshocton,281.786672,281.786672,yes,12731.95,3587693.91,1022959194,956404023.67,956404023.67,0.8667101,3109490.47,4772216.24,0,0,11271.47,4783487.71
2027,065268,Tri-Rivers,Marion,674.811313,674.811313,yes,10064.14,6791396.32,3336758141,3029733667,3029733667,0.7769437,5276531.97,8098321.68,0,0,26992.45,8125314.13
