leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
3415090,,NJ,1,2198,63407000,3534000,21831000,38042000,25123000,54896000
3415120,,NJ,1,1171,26082000,2755000,12206000,11121000,10815000,22109000
3415210,,NJ,1,8071,197314000,10702000,60604000,126008000,122992000,179928000
3415330,,NJ,1,6819,187474000,6136000,46077000,135261000,132848000,155563000
3415360,,NJ,1,3464,86937000,4568000,25842000,56527000,53951000,80084000
3415390,,NJ,1,2399,55115000,5552000,30337000,19226000,18167000,47821000
3415510,,NJ,1,3236,93329000,3087000,23521000,66721000,65744000,82747000
3415540,,NJ,1,1607,40406000,2546000,13058000,24802000,18257000,34996000
3415630,,NJ,1,2203,58798000,2892000,11861000,44045000,42169000,48750000
3415900,,NJ,1,3895,104306000,6261000,23443000,74602000,,94573000
3416080,,NJ,1,3752,146683000,13998000,35464000,97221000,95739000,115483000
3416110,,NJ,1,3588,99341000,2375000,23143000,73823000,70542000,88148000
3416230,,NJ,1,14651,327859000,25075000,118667000,184117000,175724000,287829000
3416290,,NJ,1,15017,457043000,54864000,375161000,27018000,,330631000
3416380,,NJ,1,12771,360854000,47302000,295707000,17845000,,307327000
3416470,,NJ,1,3583,86125000,9387000,40221000,36517000,35900000,78612000
3416500,,NJ,1,7503,189530000,15834000,73759000,99937000,98691000,158442000
3416560,,NJ,1,2124,54362000,1663000,16122000,36577000,28061000,45558000
3416710,,NJ,1,2928,88191000,4685000,38525000,44981000,44024000,76857000
3416740,,NJ,1,2170,56506000,1762000,13916000,40828000,39470000,46783000
3416800,,NJ,1,10346,263030000,38560000,194874000,29596000,26719000,232206000
3416860,,NJ,1,1612,45314000,1450000,10753000,33111000,32595000,35652000
3416890,,NJ,1,3299,101948000,4066000,23865000,74017000,71462000,92517000
3416920,,NJ,1,1243,30440000,1968000,10874000,17598000,17220000,23449000
3417070,,NJ,1,7151,185236000,9038000,80314000,95884000,91508000,175209000
3417100,,NJ,1,3131,70272000,3008000,21070000,46194000,44282000,59703000
3417280,,NJ,1,7589,230478000,12434000,52181000,165863000,162321000,209976000
3417310,,NJ,1,1294,38982000,2702000,10020000,26260000,25098000,32385000
3417430,,NJ,1,2947,71868000,4648000,28967000,38253000,35868000,64654000
3417520,,NJ,1,3028,92352000,4246000,27339000,60767000,58961000,85176000
3417580,,NJ,1,7984,202157000,20194000,161199000,20764000,,169196000
3417610,,NJ,1,6677,234454000,16499000,66260000,151695000,148962000,201524000
3417700,,NJ,1,9109,246220000,9124000,58122000,178974000,173608000,211368000
3417760,,NJ,1,5942,151300000,3628000,36155000,111517000,108184000,134204000
3417820,,NJ,1,2790,79077000,3072000,18258000,57747000,56774000,67777000
3417940,,NJ,1,869,32940000,8125000,10300000,14515000,12464000,29877000
3418000,,NJ,1,3584,101782000,6584000,59576000,35622000,33953000,79641000
3418060,,NJ,1,4826,138690000,10499000,71289000,56902000,51578000,112125000
3418120,,NJ,1,13773,353004000,18304000,130432000,204268000,195974000,311289000
3418150,,NJ,1,1709,46160000,6306000,25068000,14786000,14168000,37012000
3418300,,NJ,1,1308,30752000,1816000,6416000,22520000,20000000,24136000
3418330,,NJ,1,1489,34709000,2184000,14532000,17993000,13596000,30689000
3500001,,NM,1,57,3753000,188000,2984000,581000,535000,2257000
3500010,,NM,1,17292,229795000,24565000,171278000,33952000,28775000,196726000
3500030,,NM,1,5571,75860000,14438000,52019000,9403000,8783000,62628000
3500060,,NM,1,81762,1290622000,187049000,877551000,226022000,191003000,1059990000
3500090,,NM,1,165,3559000,364000,2985000,210000,96000,3294000
3500120,,NM,1,3701,60007000,7278000,34922000,17807000,15326000,42858000
3500150,,NM,1,2563,41822000,4613000,27384000,9825000,9196000,32084000
3500180,,NM,1,3581,54742000,8646000,38802000,7294000,6546000,46778000
3500210,,NM,1,2852,55388000,13705000,32738000,8945000,8519000,43303000
3500240,,NM,1,2568,43044000,6223000,25848000,10973000,10244000,33243000
3500270,,NM,1,469,8415000,804000,6183000,1428000,1228000,7211000
3500300,,NM,1,8835,197872000,14347000,82857000,100668000,98355000,92848000
3500330,,NM,1,146,3957000,382000,2893000,682000,626000,3264000
3500390,,NM,1,4996,115742000,46076000,60445000,9221000,7739000,89448000
3500420,,NM,1,375,7909000,763000,6123000,1023000,876000,6626000
3500480,,NM,1,404,10004000,1076000,6243000,2685000,2231000,7912000
3500510,,NM,1,385,8114000,809000,6049000,1256000,1027000,6749000
3500540,,NM,1,384,8799000,1416000,5567000,1816000,1785000,6859000
3500570,,NM,1,7849,102247000,18722000,74933000,8592000,6636000,89681000
3500600,,NM,1,1079,21428000,4667000,14720000,2041000,1974000,19172000
3500630,,NM,1,73,3672000,109000,3094000,469000,235000,2742000
3500660,,NM,1,667,22087000,7420000,11541000,3126000,2721000,16826000
3500690,,NM,1,5352,82305000,13617000,62069000,6619000,5412000,72165000
3500720,,NM,1,97,2798000,329000,2233000,236000,186000,2501000
3500750,,NM,1,794,14747000,1724000,10011000,3012000,992000,13077000
3500790,,NM,1,219,5905000,245000,3461000,2199000,1986000,3710000
3500810,,NM,1,544,22565000,5580000,8291000,8694000,8395000,12653000
3500840,,NM,1,170,3656000,249000,3201000,206000,73000,3202000
3500900,,NM,1,2988,51470000,11175000,35677000,4618000,4308000,44479000
3500930,,NM,1,547,12740000,1871000,9214000,1655000,1119000,9963000
3500960,,NM,1,744,37611000,1092000,10403000,26116000,25493000,10044000
3500990,,NM,1,11126,142913000,25142000,99398000,18373000,15174000,126764000
3501020,,NM,1,224,3959000,344000,3393000,222000,36000,3388000
3501050,,NM,1,260,5614000,567000,4124000,923000,715000,5073000
3501080,,NM,1,12620,214375000,46590000,146179000,21606000,18549000,179071000
3501110,,NM,1,12043,269755000,122303000,136962000,10490000,8123000,193336000
3501140,,NM,1,176,3515000,199000,3105000,211000,99000,3078000
3501170,,NM,1,3178,56535000,12885000,38610000,5040000,4368000,47526000
3501200,,NM,1,374,8387000,914000,6002000,1471000,476000,6878000
3501230,,NM,1,1212,22244000,4994000,15526000,1724000,1173000,17760000
3501260,,NM,1,9772,166079000,15421000,97170000,53488000,26670000,112700000
3501290,,NM,1,135,4043000,545000,2989000,509000,382000,3989000
3501320,,NM,1,75,2897000,116000,2540000,241000,193000,2246000
3501350,,NM,1,508,63747000,430000,6909000,56408000,55676000,7429000
3501380,,NM,1,181,5335000,728000,4180000,427000,209000,4788000
3501410,,NM,1,361,10386000,2714000,6099000,1573000,1228000,6899000
3501470,,NM,1,125,4383000,416000,2784000,1183000,753000,3274000
3501500,,NM,1,23771,328142000,55748000,227886000,44508000,38161000,290881000
3501530,,NM,1,1209,23390000,3382000,15923000,4085000,3658000,19936000
3501560,,NM,1,1530,29511000,8901000,17558000,3052000,2662000,24965000
3501590,,NM,1,284,5239000,265000,4081000,893000,743000,4672000
3501620,,NM,1,453,8695000,871000,5903000,1921000,1409000,8094000
3501650,,NM,1,3709,56573000,10378000,34557000,11638000,10476000,46904000
3501680,,NM,1,8203,111890000,15450000,81356000,15084000,13295000,90051000
3501710,,NM,1,623,18729000,942000,7059000,10728000,10151000,8078000
3501740,,NM,1,3460,55767000,8217000,38577000,8973000,8307000,44976000
3501770,,NM,1,280,7868000,2308000,4865000,695000,349000,7883000
3501800,,NM,1,119,3078000,415000,2429000,234000,109000,2837000
3501830,,NM,1,267,4863000,684000,3711000,468000,266000,4082000
3501860,,NM,1,410,9442000,2638000,6363000,441000,309000,9402000
3501890,,NM,1,2287,35664000,4811000,23783000,7070000,6375000,28990000
3501920,,NM,1,95,3463000,145000,2350000,968000,878000,2194000
3501950,,NM,1,222,5341000,883000,3834000,624000,437000,5081000
3501980,,NM,1,243,5631000,748000,3990000,893000,728000,4668000
3502010,,NM,1,505,8955000,1391000,6698000,866000,747000,8452000
3502040,,NM,1,330,6639000,862000,5144000,633000,334000,6236000
3502070,,NM,1,1749,25089000,4142000,18445000,2502000,2193000,20281000
3502100,,NM,1,2659,40243000,8947000,27350000,3946000,3118000,35340000
3502130,,NM,1,162,5332000,1430000,3296000,606000,479000,4277000
3502160,,NM,1,297,6707000,1020000,4659000,1028000,884000,5354000
3502190,,NM,1,843,13087000,2436000,9423000,1228000,938000,11656000
3502220,,NM,1,109,3871000,956000,2534000,381000,253000,3065000
3502250,,NM,1,9854,141852000,25628000,106243000,9981000,9161000,127716000
3502280,,NM,1,71,2397000,88000,2111000,198000,71000,2180000
3502310,,NM,1,1830,30090000,3870000,19333000,6887000,6661000,22419000
3502340,,NM,1,110,2869000,218000,2414000,237000,123000,2690000
3502370,,NM,1,11989,227031000,28456000,129627000,68948000,65411000,154800000
3502400,,NM,1,608,13383000,3221000,9069000,1093000,801000,11588000
3502430,,NM,1,2306,35839000,6700000,24703000,4436000,3215000,32078000
3502460,,NM,1,1474,28718000,6793000,19059000,2866000,1956000,23734000
3502490,,NM,1,117,3800000,630000,2751000,419000,318000,3242000
3502520,,NM,1,2406,43923000,6939000,29055000,7929000,5992000,36280000
3502550,,NM,1,310,8002000,371000,4824000,2807000,2372000,5087000
3502580,,NM,1,555,8723000,913000,6406000,1404000,856000,7413000
3502610,,NM,1,1254,20249000,2933000,13904000,3412000,2689000,18365000
3502640,,NM,1,891,14158000,2790000,9961000,1407000,1049000,12668000
3502670,,NM,1,809,15450000,3266000,10737000,1447000,1205000,13885000
3502730,,NM,1,80,3100000,538000,2268000,294000,216000,2674000
3502800,,NM,1,1152,31722000,15237000,15824000,661000,7000,24135000
3600001,,NY,1,828,22094000,2931000,14186000,4977000,4491000,17772000
3600002,,NY,1,995,27146000,2728000,15928000,8490000,7145000,20796000
3600003,,NY,1,512,18092000,2482000,13414000,2196000,1710000,14464000
3600004,,NY,1,2748,65321000,8521000,28331000,28469000,26516000,53451000
3600005,,NY,1,1740,42196000,4975000,21214000,16007000,14464000,34010000
3600006,,NY,1,470,16797000,2644000,8669000,5484000,4880000,12869000
3600007,,NY,1,390,23743000,9993000,10030000,3720000,2438000,12173000
3600008,,NY,1,4080,154170000,20699000,64562000,68909000,59556000,124456000
3600009,,NY,1,1529,39136000,4565000,21828000,12743000,12279000,34445000
3600010,,NY,1,1534,49522000,6265000,24427000,18830000,15032000,39031000
3600011,,NY,1,1315,39096000,6047000,24958000,8091000,6818000,30053000
3600012,,NY,1,727,21069000,2093000,16414000,2562000,2181000,18352000
3600013,,NY,1,1855,55876000,8943000,29908000,17025000,16017000,46035000
3600014,,NY,1,1568,53466000,8818000,30548000,14100000,10875000,38253000
3600015,,NY,1,1123,30966000,5866000,17961000,7139000,6186000,21951000
3600016,,NY,1,2670,69382000,7330000,28785000,33267000,30038000,59118000
3600017,,NY,1,528,21877000,3187000,14312000,4378000,2574000,15296000
3600018,,NY,1,726,24354000,1474000,9030000,13850000,12074000,18759000
3600019,,NY,1,790,25410000,4050000,16737000,4623000,3989000,20137000
3600020,,NY,1,804,26882000,3760000,17974000,5148000,4245000,20020000
3600021,,NY,1,1104,44612000,1637000,3985000,38990000,37501000,38018000
3600023,,NY,1,1053,40937000,3917000,17785000,19235000,17631000,34024000
3600024,,NY,1,856,28188000,2355000,21042000,4791000,4305000,22787000
3600124,,NY,1,989,28273000,3350000,19422000,5501000,4658000,23731000
3600125,,NY,1,2917,105978000,6297000,43711000,55970000,53579000,89091000
3601087,,NY,1,2165,59732000,9353000,42323000,8056000,6772000,43942000
3601107,,NY,1,762,27023000,5778000,16444000,4801000,4167000,17559000
3601189,,NY,1,440,16706000,1232000,8059000,7415000,7225000,14707000
3602340,,NY,1,1872,43382000,7324000,27914000,8144000,7305000,32716000
3602370,,NY,1,1067,39473000,5566000,26015000,7892000,6319000,29013000
3602400,,NY,1,466,19767000,3046000,12029000,4692000,4110000,15492000
3602430,,NY,1,1326,35670000,3432000,21214000,11024000,9006000,28788000
3602460,,NY,1,8243,337793000,65295000,138243000,134255000,114425000,211522000
3602520,,NY,1,1790,45187000,7199000,30602000,7386000,7082000,32689000
3602550,,NY,1,1503,39738000,4572000,18189000,16977000,14189000,30978000
3602580,,NY,1,784,21470000,2541000,12938000,5991000,5099000,17212000
3602670,,NY,1,476,15147000,1747000,5588000,7812000,7523000,12857000
3602700,,NY,1,588,18535000,3670000,10004000,4861000,4475000,13408000
3602730,,NY,1,1683,52689000,8344000,26320000,18025000,14203000,40873000
3602820,,NY,1,1088,37921000,4565000,26957000,6399000,5411000,30740000
3602920,,NY,1,3001,87095000,20980000,23427000,42688000,35518000,61344000
3602940,,NY,1,3042,111531000,12558000,40216000,58757000,56023000,98722000
3602970,,NY,1,3735,109094000,27548000,58714000,22832000,18655000,73058000
3603000,,NY,1,56,4823000,575000,1092000,3156000,2988000,3753000
3603030,,NY,1,280,12182000,2684000,6994000,2504000,2142000,8333000
3603060,,NY,1,291,11192000,1268000,6241000,3683000,3344000,8392000
3603180,,NY,1,2319,77742000,3780000,11277000,62685000,56965000,66233000
3603210,,NY,1,495,14981000,1979000,8326000,4676000,4376000,12866000
3603240,,NY,1,484,12629000,811000,8075000,3743000,3218000,11631000
3603270,,NY,1,7869,247021000,20755000,81482000,144784000,137169000,212058000
3603420,,NY,1,1144,33632000,4590000,18869000,10173000,9250000,29148000
3603480,,NY,1,3943,98640000,12644000,52847000,33149000,29725000,85129000
3603630,,NY,1,399,16237000,2361000,11414000,2462000,2032000,11035000
3603660,,NY,1,937,25405000,3542000,11493000,10370000,9063000,19229000
3603720,,NY,1,1553,59399000,3558000,12756000,43085000,41928000,52531000
3603810,,NY,1,792,24482000,3289000,13835000,7358000,5876000,18431000
3603840,,NY,1,4468,155219000,14768000,44355000,96096000,90727000,126492000
3603870,,NY,1,5414,127124000,13910000,54626000,58588000,53528000,103107000
3603930,,NY,1,4022,106050000,11028000,36176000,58846000,51038000,93474000
3603960,,NY,1,704,20388000,1977000,10280000,8131000,4081000,17704000
3603990,,NY,1,2210,62064000,9555000,31562000,20947000,17334000,50710000
3604050,,NY,1,1400,43827000,6173000,27408000,10246000,7576000,33604000
3604080,,NY,1,5843,193178000,17836000,61570000,113772000,109057000,169884000
3604110,,NY,1,1919,79196000,3182000,21012000,55002000,51921000,71715000
3604140,,NY,1,2647,81936000,6747000,32852000,42337000,40057000,71201000
3604200,,NY,1,851,21185000,2964000,12674000,5547000,5093000,16886000
3604290,,NY,1,2013,58208000,11297000,25313000,21598000,20582000,45501000
3604350,,NY,1,341,12882000,2730000,8483000,1669000,1508000,9428000
3604370,,NY,1,509,13144000,2298000,6004000,4842000,4666000,9812000
3604530,,NY,1,630,17564000,2243000,6667000,8654000,8407000,13949000
3604620,,NY,1,648,24451000,2106000,12512000,9833000,8926000,21145000
3604650,,NY,1,727,25283000,1576000,12808000,10899000,9712000,22257000
3604710,,NY,1,4181,110168000,7156000,32147000,70865000,65565000,87838000
3604740,,NY,1,2941,97351000,5586000,20270000,71495000,63497000,88653000
3604757,,NY,1,362,12370000,2152000,7822000,2396000,2250000,9014000
3604870,,NY,1,4969,184519000,51927000,87411000,45181000,39372000,128030000
3604920,,NY,1,817,25652000,3284000,12219000,10149000,9227000,19845000
3605010,,NY,1,166,9485000,314000,997000,8174000,7905000,8190000
3605040,,NY,1,1187,34635000,4416000,19990000,10229000,9366000,28063000
3605220,,NY,1,260,11201000,1683000,6769000,2749000,2220000,7422000
3605280,,NY,1,18001,541399000,87636000,336549000,117214000,103724000,435875000
3605310,,NY,1,3002,113401000,9167000,28110000,76124000,74267000,95906000
3605340,,NY,1,1346,54799000,455000,5658000,48686000,42044000,47426000
3605370,,NY,1,201,19418000,284000,767000,18367000,17473000,16155000
3605460,,NY,1,3416,94393000,3807000,27983000,62603000,53204000,80894000
3605520,,NY,1,1145,29135000,1971000,13599000,13565000,12699000,23783000
3605580,,NY,1,3144,96665000,11193000,49911000,35561000,29773000,78670000
3605610,,NY,1,557,19677000,2407000,13058000,4212000,3990000,15966000
3605640,,NY,1,1555,52389000,922000,3551000,47916000,43832000,47826000
3605670,,NY,1,229,7600000,1085000,4853000,1662000,1419000,6639000
3605820,,NY,1,772,24919000,5067000,16623000,3229000,2571000,19088000
3605850,,NY,1,30823,1361374000,361000000,853647000,146727000,,759862000
3605940,,NY,1,3072,78376000,7106000,30013000,41257000,39505000,65087000
3606060,,NY,1,2331,97015000,1604000,7224000,88187000,82567000,90257000
3606090,,NY,1,863,28897000,4002000,16345000,8550000,7556000,20366000
3606160,,NY,1,1078,38730000,5480000,17077000,16173000,14310000,30614000
3606180,,NY,1,802,21608000,2482000,11940000,7186000,6438000,17250000
3606210,,NY,1,826,25243000,1287000,14965000,8991000,8465000,20346000
3606240,,NY,1,2055,60372000,8335000,39939000,12098000,10105000,48435000
3606300,,NY,1,905,29653000,5190000,17101000,7362000,6559000,21660000
3606330,,NY,1,3352,86936000,6598000,32710000,47628000,45345000,71989000
3606360,,NY,1,222,8362000,1276000,4912000,2174000,1784000,6681000
3606390,,NY,1,1288,37374000,5934000,18503000,12937000,10997000,31446000
3606420,,NY,1,735,22554000,3245000,13451000,5858000,5150000,18475000
3606470,,NY,1,1151,35655000,4444000,20674000,10537000,9167000,29391000
3606500,,NY,1,1514,50915000,2205000,12885000,35825000,29812000,45925000
3606540,,NY,1,1265,55309000,1366000,7437000,46506000,42359000,49157000
3606570,,NY,1,3829,143908000,11610000,38204000,94094000,90792000,122367000
3606630,,NY,1,2934,71690000,16461000,47642000,7587000,5898000,62224000
3606660,,NY,1,841,27787000,4558000,18275000,4954000,4571000,20766000
3606690,,NY,1,880,25831000,3138000,16475000,6218000,5328000,19608000
3606720,,NY,1,1346,48666000,2681000,20852000,25133000,18798000,39450000
3606780,,NY,1,1346,36083000,3685000,12843000,19555000,18826000,28942000
3606840,,NY,1,1506,47992000,4026000,17849000,26117000,22637000,44069000
3606870,,NY,1,7636,260404000,23160000,139706000,97538000,86878000,216393000
3606900,,NY,1,3649,95353000,12945000,54006000,28402000,26207000,83856000
3606990,,NY,1,3563,130704000,2356000,13314000,115034000,111321000,120784000
3607020,,NY,1,2912,72273000,8285000,25764000,38224000,33109000,58062000
3607050,,NY,1,389,12273000,1943000,6731000,3599000,3013000,10213000
3607080,,NY,1,544,17403000,3656000,9566000,4181000,2618000,14093000
3607110,,NY,1,901,33939000,1954000,9054000,22931000,21777000,28384000
3607170,,NY,1,455,12741000,1419000,6071000,5251000,4734000,10606000
3607230,,NY,1,2197,61239000,7274000,24997000,28968000,23768000,47408000
3607260,,NY,1,1361,39921000,4804000,23141000,11976000,10509000,31818000
3607290,,NY,1,1721,48391000,5215000,23267000,19909000,17433000,37801000
3607320,,NY,1,1737,42967000,3168000,18765000,21034000,19956000,36008000
3607380,,NY,1,1036,31291000,2076000,10005000,19210000,17712000,27854000
3607470,,NY,1,1946,47494000,5518000,24332000,17644000,16352000,41868000
3607530,,NY,1,3823,97772000,8312000,48796000,40664000,33908000,77393000
3607560,,NY,1,529,19702000,2602000,13369000,3731000,3417000,15476000
3607590,,NY,1,4118,100273000,11992000,29981000,58300000,49713000,79432000
3607650,,NY,1,903,26557000,3136000,11570000,11851000,11160000,19215000
3607680,,NY,1,1354,37165000,5641000,17933000,13591000,11195000,30576000
3607710,,NY,1,253,12048000,1515000,5971000,4562000,4126000,9268000
3607770,,NY,1,1297,32932000,3032000,14408000,15492000,14097000,26629000
3607860,,NY,1,800,30140000,6209000,18712000,5219000,4286000,20499000
3607890,,NY,1,379,12888000,1971000,6403000,4514000,4423000,10174000
3607980,,NY,1,1854,53694000,8169000,28172000,17353000,15548000,41946000
3608010,,NY,1,1633,73345000,969000,4956000,67420000,65867000,63597000
3608100,,NY,1,399,13197000,1733000,3777000,7687000,7435000,10877000
3608130,,NY,1,5756,210248000,16104000,52490000,141654000,137468000,184285000
3608160,,NY,1,5335,202688000,6367000,65451000,130870000,123084000,189657000
3608250,,NY,1,810,22475000,2690000,6993000,12792000,12151000,18030000
3608280,,NY,1,481,13486000,2179000,9243000,2064000,1597000,11032000
3608310,,NY,1,4927,167102000,23865000,79960000,63277000,60436000,136169000
3608340,,NY,1,859,28643000,4678000,16272000,7693000,7245000,21554000
3608370,,NY,1,1084,25932000,2365000,14355000,9212000,8876000,21647000
3608400,,NY,1,4335,130121000,14089000,59550000,56482000,48832000,107349000
3608430,,NY,1,3035,80578000,5097000,25924000,49557000,48161000,67875000
3608460,,NY,1,2018,61559000,11297000,33021000,17241000,15989000,46632000
3608470,,NY,1,203,19396000,1378000,395000,17623000,,18014000
3608490,,NY,1,1167,35723000,2776000,13345000,19602000,17521000,30613000
3608580,,NY,1,1544,51182000,2082000,8883000,40217000,38877000,43868000
3608610,,NY,1,329,8088000,1060000,5407000,1621000,1552000,7120000
3608790,,NY,1,1379,40962000,7059000,24693000,9210000,7442000,32921000
3608850,,NY,1,342,13795000,1997000,7206000,4592000,4086000,10616000
3608880,,NY,1,3980,133876000,13621000,41028000,79227000,68981000,115663000
3608910,,NY,1,725,22593000,2458000,10215000,9920000,9079000,17921000
3608970,,NY,1,2278,66624000,10158000,43379000,13087000,11513000,49587000
3609030,,NY,1,1809,52784000,7930000,25243000,19611000,16302000,39388000
3609060,,NY,1,512,19789000,2605000,8204000,8980000,7980000,15905000
3609090,,NY,1,2555,68556000,8896000,18283000,41377000,39509000,57773000
3609120,,NY,1,1520,51955000,1928000,7835000,42192000,39074000,48752000
3609210,,NY,1,1356,42540000,6805000,15553000,20182000,16949000,35480000
3609240,,NY,1,242,11477000,819000,2014000,8644000,8196000,10099000
3609330,,NY,1,1343,48386000,5114000,23801000,19471000,17344000,38390000
3609360,,NY,1,669,20382000,2700000,9349000,8333000,7600000,14962000
3609390,,NY,1,652,25378000,6592000,12791000,5995000,5249000,15893000
3609420,,NY,1,2060,57770000,10329000,38503000,8938000,8303000,48497000
3609540,,NY,1,1701,44264000,3698000,14118000,26448000,23049000,37367000
3609630,,NY,1,4087,107011000,10622000,32961000,63428000,54453000,91059000
3609660,,NY,1,1856,78091000,3248000,3878000,70965000,54510000,64635000
3609690,,NY,1,2876,95185000,6521000,43748000,44916000,37735000,76343000
3609720,,NY,1,3386,125712000,6210000,46134000,73368000,67289000,107192000
3609840,,NY,1,7545,225278000,21495000,67444000,136339000,131638000,207179000
3609930,,NY,1,1024,32096000,2257000,14049000,15790000,13199000,25887000
3609960,,NY,1,1146,44889000,3121000,11307000,30461000,28768000,37863000
3609990,,NY,1,3475,98845000,9196000,39372000,50277000,45412000,83320000
3610050,,NY,1,1644,64964000,1732000,5723000,57509000,56336000,59486000
3610080,,NY,1,3126,96096000,1756000,16484000,77856000,71797000,85691000
3610170,,NY,1,1322,35999000,3800000,15374000,16825000,13476000,28034000
3610200,,NY,1,1976,64480000,639000,6706000,57135000,54575000,57859000
3610260,,NY,1,369,11718000,1179000,7652000,2887000,2342000,9596000
3610380,,NY,1,417,11014000,950000,7071000,2993000,2715000,9929000
3610410,,NY,1,478,22158000,2447000,7199000,12512000,11467000,18043000
3610500,,NY,1,1529,57201000,5585000,25840000,25776000,24084000,49654000
3610530,,NY,1,606,14150000,963000,4837000,8350000,8006000,12488000
3610560,,NY,1,5673,175978000,35663000,105436000,34879000,29188000,122220000
3610590,,NY,1,1028,25785000,2714000,15118000,7953000,6978000,21758000
3610650,,NY,1,997,41917000,2577000,6497000,32843000,31196000,32664000
3610680,,NY,1,1986,68925000,3742000,17218000,47965000,46419000,59788000
3610710,,NY,1,3589,102697000,11749000,49564000,41384000,37764000,83670000
3610860,,NY,1,652,22420000,3216000,10964000,8240000,7824000,18339000
3610890,,NY,1,5522,146140000,8553000,52674000,84913000,73972000,128357000
3610920,,NY,1,1142,26863000,3906000,16548000,6409000,5948000,21872000
3610950,,NY,1,1490,53116000,4157000,28799000,20160000,18937000,46401000
3610980,,NY,1,5339,183799000,7921000,49303000,126575000,119319000,174205000
3611070,,NY,1,681,19851000,2458000,14183000,3210000,2196000,14361000
3611100,,NY,1,57,3767000,0,316000,3451000,3330000,3894000
3611190,,NY,1,1288,34452000,4398000,18964000,11090000,9643000,26814000
3611250,,NY,1,447,14331000,1895000,8753000,3683000,3384000,10171000
3611280,,NY,1,454,13641000,1141000,6958000,5542000,4955000,11586000
3611310,,NY,1,400,13136000,1343000,8103000,3690000,3035000,9600000
3611370,,NY,1,746,27467000,6034000,16026000,5407000,4921000,19749000
3611400,,NY,1,859,23572000,3078000,12772000,7722000,6771000,19966000
3611430,,NY,1,234,9189000,1327000,4934000,2928000,2714000,7463000
3611490,,NY,1,625,24793000,4411000,15720000,4662000,3652000,18110000
3611520,,NY,1,1488,34667000,4763000,14988000,14916000,14264000,32064000
3611550,,NY,1,6457,211286000,20842000,104746000,85698000,81884000,177976000
3611610,,NY,1,790,21033000,1695000,14485000,4853000,4700000,17263000
3611640,,NY,1,310,11813000,1512000,8705000,1596000,1461000,9738000
3611670,,NY,1,4642,103336000,10654000,43765000,48917000,39163000,87489000
3611700,,NY,1,3172,94268000,16854000,57759000,19655000,18005000,77594000
3611730,,NY,1,843,25989000,3398000,11755000,10836000,10060000,19377000
3611740,,NY,1,925,25878000,2771000,12512000,10595000,9519000,21581000
3611760,,NY,1,3956,122683000,2655000,10674000,109354000,102602000,109918000
3611880,,NY,1,3671,129079000,14622000,53848000,60609000,48938000,99872000
3611910,,NY,1,1384,30731000,6246000,16196000,8289000,7910000,23932000
3611940,,NY,1,857,24300000,3175000,9228000,11897000,10823000,19915000
3611970,,NY,1,2179,76066000,15836000,39564000,20666000,18483000,53937000
3612030,,NY,1,505,16921000,1496000,5743000,9682000,9222000,15227000
3612120,,NY,1,308,12040000,1213000,3792000,7035000,6562000,9176000
3612180,,NY,1,3179,105147000,5331000,21808000,78008000,70074000,91760000
3612240,,NY,1,2034,53301000,5989000,24252000,23060000,20181000,41327000
3612270,,NY,1,2644,78249000,8739000,52666000,16844000,12875000,60406000
3612300,,NY,1,1155,44251000,6936000,19679000,17636000,14333000,32646000
3612330,,NY,1,2917,87084000,8688000,23779000,54617000,51696000,73803000
3612360,,NY,1,1475,42878000,5321000,30727000,6830000,5775000,34230000
3612390,,NY,1,1048,40751000,7116000,27447000,6188000,4295000,30866000
3612450,,NY,1,1054,31454000,4653000,19966000,6835000,5602000,24750000
3612510,,NY,1,6776,253945000,9830000,16592000,227523000,212555000,230380000
3612630,,NY,1,10254,300880000,36623000,129036000,135221000,100645000,233019000
3612660,,NY,1,285,8175000,750000,3507000,3918000,3592000,7419000
3612720,,NY,1,1645,78622000,3570000,13960000,61092000,56182000,69802000
3612750,,NY,1,935,33802000,5664000,20306000,7832000,6295000,25299000
3612840,,NY,1,701,22745000,2289000,2382000,18074000,15680000,18624000
3612870,,NY,1,1088,37812000,4899000,15536000,17377000,15950000,30273000
3612900,,NY,1,917,26285000,2634000,11878000,11773000,10870000,20965000
3612990,,NY,1,1596,46729000,4174000,23252000,19303000,16059000,37644000
3613020,,NY,1,818,25806000,3140000,15947000,6719000,5577000,19290000
3613080,,NY,1,4886,114853000,8945000,32181000,73727000,71827000,102007000
3613110,,NY,1,662,23337000,3005000,9242000,11090000,10638000,20685000
3613230,,NY,1,785,26166000,897000,4252000,21017000,20056000,23692000
3613290,,NY,1,7408,273141000,8718000,43806000,220617000,209448000,249870000
3613350,,NY,1,3395,83474000,9110000,32495000,41869000,35414000,72639000
3613380,,NY,1,572,15007000,1044000,6219000,7744000,7260000,12985000
3613440,,NY,1,248,9759000,1480000,4478000,3801000,3628000,8224000
3613470,,NY,1,409,16039000,1633000,5289000,9117000,8679000,12538000
3613530,,NY,1,2037,62732000,4501000,10485000,47746000,45540000,51960000
3613560,,NY,1,317,12781000,921000,7166000,4694000,3815000,10498000
3613590,,NY,1,1236,38864000,4613000,28184000,6067000,5356000,28983000
3613620,,NY,1,2811,91615000,4989000,20003000,66623000,65292000,81385000
