irn,school,county,designation,enrolled_adm,base_cost,special_education,dpia,english_learners,career_technical,core_foundation_funding,transportation,equity_supplement,formula_transition_supplement,base_funding_supplement,facilities,total_state_support
000510,Springfield Preparatory and Fitness Academy,Clark,site-based,153.716794,1261273.89,172203.18,224056.64,11672,0,1510196.85,0,99915.92,0,,152474,1762586.76
000511,Northland Preparatory and Fitness Academy,Franklin,site-based,171.050539,1402049.72,246791.49,242464.72,30650.54,0,1854951.35,0,111182.85,0,,169667.6,2135801.8
000525,Canton Harbor High School,Stark,site-based,118.698939,926429.35,86918.42,119048.04,0,24111.83,1156507.64,0,77154.31,0,,117739.26,1351401.22
000527,Cleveland Academy for Scholarship Technology and Leadership,Cuyahoga,site-based,297.78373,2803851.63,444868.41,434047.71,0,747869.98,3971131.37,0,193559.42,0,,295376.16,4460066.95
000534,Constellation Schools: Puritas Community Middle,Cuyahoga,site-based,103.9375,825753.51,13463.27,150408.09,15691.23,0,1005316.1,0,67559.38,0,,103097.17,1175972.65
000543,Pinnacle Academy,Cuyahoga,site-based,719.061654,5885478.27,781400.74,871538.8,1299.7,0,6786618.63,0,467390.08,0,,713248.08,7967256.78
000546,Winterfield Venture Academy,Lucas,site-based,428.377831,3509613.1,436466.63,624400.86,0,0,4538668.45,186835.2,278445.59,0,,424914.42,5428863.66
000553,Columbus Humanities Arts and Technology Academy,Franklin,site-based,616.400921,5087609.98,257820.19,897516.33,268015.69,0,5865204.85,0,400660.6,0,,611417.35,6877282.8
000556,A+ Arts Academy,Franklin,site-based,367.925342,3016638,277567.52,536285.69,0,0,3830491.21,0,239151.47,0,,364950.68,4434593.37
000557,Columbus Arts & Technology Academy,Franklin,site-based,465.158664,3784490.8,312102.15,674836.48,47612.21,7641.48,4620167.65,0,302353.13,0,,461397.88,5383918.67
000558,Columbus Preparatory Academy,Franklin,site-based,802.150638,6499659.36,140555.12,137322.92,205197.67,0,6518501.68,0,521397.91,0,,795665.29,7835564.88
000559,Orion Academy,Hamilton,site-based,452.152735,3682823.42,498011.92,659055.02,41146.59,0,4420448.98,230040.84,293899.28,0,,448497.1,5392886.2
000560,Apex Academy,Cuyahoga,site-based,460.5192,3772853.24,715104.51,671249.92,11067.5,0,4658390.68,0,299337.48,0,,456795.93,5414524.09
000575,Northwest School of the Arts,Cuyahoga,site-based,252.048198,2066245.6,318835.81,366567.89,8666.05,0,2406465.45,0,163831.33,0,,250010.4,2820307.18
000576,Elevated Excellence Academy,Hamilton,site-based,62.421323,506466.26,91381.76,83482.9,0,0,633554.25,71230.92,40573.86,0,,61916.65,807275.68
000577,Emerson Academy,Montgomery,site-based,663.173785,5410772.92,525633.41,966637.99,22170.51,0,6400757.23,0,431062.96,0,,657812.06,7489632.25
000598,Coshocton Opportunity School,Coshocton,site-based,55.891087,449624.17,58410.68,79807.39,0,26858.66,531260.74,0,36329.21,18546.28,,55439.21,641575.44
000608,Summit Academy Transition High School-Cincinnati,Hamilton,site-based,46.99787,359318.32,792663.05,68503.8,0,0,1100807.85,0,30548.62,0,,46617.89,1177974.36
000610,Summit Academy Middle School - Columbus,Franklin,site-based,34.474667,274021.14,298285.5,50250.06,587.27,0,623143.97,0,22408.53,0,,34195.94,679748.45
000613,Heir Force Community School,Allen,site-based,222.861455,1819805.12,182056.77,268066.74,0,0,2134688.26,0,144859.95,0,,221059.63,2500607.83
000614,Summit Academy Transition High School-Columbus,Franklin,site-based,34.197728,263271.51,349228.88,49846.4,0,0,662346.79,0,22228.52,0,,33921.24,718496.55
000616,Summit Academy Alternative LearnersWarren Middle & Secondary,Trumbull,site-based,73.267123,565483.63,661023.64,106793.7,0,0,1333300.97,0,47623.63,0,,72674.76,1453599.36
000621,Summit Academy Transition High School Dayton,Montgomery,site-based,52.845619,404511.3,468934.65,75134.37,0,0,948580.32,0,34349.65,0,,52418.36,1035348.34
000623,Summit Academy-Youngstown,Mahoning,site-based,120.632546,983069.2,752648.69,171405.77,0,0,1907123.67,0,78411.15,0,,119657.24,2105192.06
000634,Summit Academy Secondary School - Middletown,Butler,site-based,69.741418,541850.63,581947.26,100224.64,0,0,1224022.53,0,45331.92,0,,69177.56,1338532.01
000640,Rittman Academy,Wayne,site-based,34.559166,312265.05,19285.34,17236.12,0,58326.4,353393.52,0,22463.46,0,,34279.76,410136.74
000664,Capital City Career Prep High School,Franklin,site-based,133.186159,1198269.21,222623.92,190654.06,16986.05,442565.49,1793648.01,0,86571,0,,132109.36,2012328.37
000679,Oakstone Community School,Franklin,site-based,188.409382,1485457.11,5155643.07,0,1597.53,0,6642697.71,0,122466.1,0,,186886.1,6952049.91
000725,Zenith Academy,Franklin,site-based,443.274616,3590093.05,182782.31,646114.33,107308.69,210522.97,4700441.63,344477.4,288128.5,0,,439690.76,5772738.29
000736,Phoenix Village Academy Primary 2 dba Wings Academy 1,Cuyahoga,site-based,97.649547,796783.23,33230.11,142333.37,0,0,972346.71,0,63472.21,0,,96860.06,1132678.98
000770,Maritime Academy of Toledo The,Lucas,site-based,225.623066,1780890,429082.91,213991.59,0,117080.02,2541044.51,0,146654.99,0,,223798.92,2911498.42
000779,Educational Academy for Boys & Girls,Franklin,site-based,161.180721,1337457.88,76329.91,234909.68,180513.86,0,1609651.05,0,104767.47,0,,159877.58,1874296.1
000780,Midnimo Cross Cultural Middle School,Franklin,site-based,139.434016,1108120.88,37654.27,203238.16,97131.38,0,1240702.03,0,90632.11,0,,138306.7,1469640.84
000804,Horizon Science Academy-Cincinnati,Hamilton,site-based,212.836076,1768457.94,232323.58,310228.54,7287.31,137233.01,2161935.96,0,138343.45,0,,211115.31,2511394.72
000808,Horizon Science Academy-Dayton,Montgomery,site-based,188.621465,1565255.04,43913.27,274933.48,0,0,1661115.38,123778.32,122603.95,0,,187096.47,2094594.13
000813,Gem City Career Prep High School,Montgomery,site-based,133.940041,1196866.02,117728.79,192541.77,5868.12,401723.19,1636318.65,0,87061.03,0,,132857.14,1856236.82
000825,Horizon Science Academy-Springfield,Lucas,site-based,338.84691,2790227.81,120739.48,493901.15,9431.61,73556.04,3273233.27,332800.2,220250.49,0,,336107.35,4162391.31
000838,Horizon Science Academy-Denison Middle School,Cuyahoga,site-based,250.148808,2059870.88,151452.44,364615.35,113430.73,35503.38,2605022.16,0,162596.73,0,,248126.37,3015745.26
000843,Bennett Venture Academy,Lucas,site-based,588.426687,4830488.82,577090.08,857687.08,0,0,5796777.15,0,382477.35,0,,583669.29,6762923.78
000855,Stambaugh Charter Academy,Mahoning,site-based,475.269355,3925608.17,681780,692749.66,59186.7,0,4925791.86,0,308925.08,0,,471426.83,5706143.76
000858,Horizon Science Academy-Cleveland Middle School,Cuyahoga,site-based,214.829223,1769247.28,200000.47,313133.74,0,78226.14,2360607.63,0,139638.99,0,,213092.34,2713338.97
000875,Westside Academy,Franklin,site-based,314.564628,2594664.52,143868.56,456816.03,324485.27,0,3055408.31,0,204467.01,0,,312021.39,3571896.71
000912,Early College Academy,Franklin,site-based,132.89242,1017332.29,247663.44,169686.41,0,0,1279584.16,0,86380.07,0,,131817.99,1497782.23
000936,Promise Academy,Cuyahoga,site-based,81.029199,620051.46,119668.02,108545.55,0,0,848265.03,0,52668.98,0,,80374.08,981308.09
000938,East Bridge Academy of Excellence,Franklin,site-based,145.838963,1229917.69,96039.26,205507.97,109740.78,64176.57,1705382.28,0,94795.33,0,,144659.86,1944837.47
000941,Par Excellence Academy dba Par Excellence STEM Academy,Licking,site-based,180.696525,1494407.17,356998.71,263382.13,0,0,2050154.92,0,117452.74,0,,179235.6,2346843.27
000951,Toledo Preparatory and Fitness Academy,Lucas,site-based,233.021867,1916839.11,417451.88,338785.35,3899.11,0,2389078.15,0,151464.21,0,,231137.9,2771680.26
000952,Columbus Preparatory and Fitness Academy,Franklin,site-based,385.88602,3147717.87,438212.11,255793.65,219016.82,0,3859461.7,0,250825.91,0,,382766.15,4493053.76
000953,Mt. Healthy Preparatory and Fitness Academy,Hamilton,site-based,190.622629,1566071.29,173202.2,276618.15,1734.03,0,1923209.05,0,123904.71,0,,189081.46,2236195.22
007984,Youngstown Academy of Excellence,Mahoning,site-based,246.123861,2030628.97,282782.61,358540.42,30267.23,0,2334750.57,0,159980.51,0,,244133.96,2738865.05
007995,Cleveland Arts and Social Sciences Academy,Cuyahoga,site-based,369.906698,3045904.6,261604.65,538728.69,0,0,3357802.35,0,240439.35,0,,366916.02,3965157.73
007999,Charles School at Ohio Dominican University,Franklin,site-based,299.850481,2328946.42,426082.5,187229.65,51556.63,118566.04,2946455.34,0,194902.81,0,,297426.21,3438784.36
008000,Lorain Preparatory Academy,Lorain,site-based,448.191623,3670512.51,318152.46,650483.61,41326,0,4574764.57,0,291324.55,0,,444568.02,5310657.15
008063,Cascade Career Prep High School,Summit,site-based,82.563142,714683.53,140890.15,120343.52,0,291659.09,1118993.87,0,53666.04,0,,81895.62,1254555.54
008064,Monroe Preparatory Academy,Erie,site-based,187.716068,1548449.61,261862.58,271534.08,0,0,2067437,0,122015.44,0,,186198.39,2375650.84
008278,Noble Academy-Cleveland,Cuyahoga,site-based,340.960706,2802238.82,309022.75,496982.21,0,94879.79,3472163.71,0,221624.46,0,,338204.06,4031992.23
008280,Noble Academy-Columbus,Franklin,site-based,276.397729,2271867.99,392171.18,402875.61,158907.14,29884.87,3085586.14,0,179658.52,0,,274163.07,3539407.74
008281,South Scioto Academy,Franklin,site-based,225.8546,1844600.77,424398.99,329123.79,8058.78,0,2411979.66,0,146805.49,0,,224028.58,2782813.73
008282,North Woods Career Prep High School,Franklin,site-based,101.044595,875044.73,111837.27,147281.97,45646.16,337785.71,1301170.38,0,65678.99,0,,100227.65,1467077.03
008283,Dayton Business Technology High School,Montgomery,site-based,84.813335,760585.84,54603.91,123623.39,0,242725.27,1181538.41,0,55128.67,0,,84127.62,1320794.7
008286,Harvard Avenue Performance Academy,Cuyahoga,site-based,313.237252,2555792.71,387159.52,449643.96,778.22,0,3052612.28,0,203604.21,0,,310704.75,3566921.24
008287,Groveport Community School,Franklin,site-based,637.475037,5207505.67,380000.18,904300.41,132505.97,0,6373781.76,0,414358.77,0,,632321.08,7420461.62
008289,Eagle Learning Center,Lucas,site-based,52.021066,398793.92,99559.07,17763.17,0,0,474246.41,0,33813.69,0,,51600.48,559660.58
009148,Zanesville Community High School,Muskingum,site-based,171.267232,1311108.18,432111.1,249638.05,0,0,1639862.31,0,111323.7,0,,169882.55,1921068.56
009149,Constellation Schools: Westside Community School of the Arts,Cuyahoga,site-based,178.947913,1460021.67,108780.06,260833.37,29461.28,0,1859096.38,0,116316.14,0,,177501.13,2152913.65
009179,Horizon Science Academy Columbus Middle School,Franklin,site-based,445.270893,3569259.44,376875.17,649024.09,152784.23,131900.38,4535906.72,0,289426.08,0,,441670.9,5267003.7
009192,Foundation Academy,Richland,site-based,419.285219,3447629.71,484784.63,610333.09,2296.91,0,4246350.04,0,272535.39,0,,415895.32,4934780.76
009283,Dayton Early College Academy Inc,Montgomery,site-based,335.242755,2565730.31,278536.93,253443.92,1299.7,0,2928555.6,0,217907.79,0,,332532.33,3478995.73
009953,Sullivant Avenue Community School,Franklin,site-based,246.570885,2038029.3,51479.27,359400.19,226660.65,0,2675569.41,0,160271.08,0,,244577.37,3080417.85
009955,Madison Avenue School of Arts,Lucas,site-based,396.289025,3268182.84,247329.8,577628.42,0,0,4093141.06,247556.64,257587.87,0,,393085.05,4991370.61
009957,Klepinger Community School,Montgomery,site-based,541.91107,4436405.48,430366.76,785827.26,867.84,0,5242123.08,567511.92,352242.2,0,,537529.75,6699406.94
009971,Ashland County Community Academy,Ashland,site-based,85.231402,666221.55,151235.59,75853.97,0,6811.07,832760.58,0,55400.41,0,,84542.31,972703.31
009990,Horizon Science Academy Elementary School,Franklin,site-based,372.249826,3000668.27,280293.52,542589.03,224899.47,0,4045136.62,0,241962.39,0,,369240.21,4656339.21
009996,Mahoning County High School,Mahoning,site-based,115.935364,890365.8,304663.82,168986.67,5310.43,0,1165757.58,0,75357.99,0,,114998.03,1356113.6
009997,KIPP Columbus,Franklin,site-based,2022.680115,16739276.8,2198470.64,2948245.96,105207.63,0,19266885.09,1460817.72,1314742.07,0,,2006326.85,24048771.74
010036,Cesar Chavez College Preparatory School,Franklin,site-based,337.414361,2792303.28,15277.47,491813.08,370749.11,0,3292175.76,0,219319.33,0,,334686.38,3846181.48
010182,Performance Academy Eastland,Franklin,site-based,284.566716,2339601.57,302996.9,409999.17,113263.39,0,2905147.38,0,184968.37,0,,282266.01,3372381.75
010205,L. Hollingworth School for Talented and Gifted,Lucas,site-based,284.584096,2338676.56,286403.47,387456.44,25399.39,0,2930042.07,0,184979.66,0,,282283.25,3397304.98
011291,Village Preparatory School Cliffs,Cuyahoga,site-based,625.831179,5114343.01,816858.49,869031.77,23407,0,6466429.6,0,406790.27,0,,620771.37,7493991.24
011324,Hardin Community School,Hardin,site-based,35.322131,271948.7,87742.06,17928.82,0,0,330571.35,0,22959.39,0,,35036.55,388567.29
011381,Greater Summit County Early Learning Center,Summit,site-based,113.126201,952959.78,66026.32,7196.35,7251,0,1033433.45,0,73532.03,0,,112211.58,1219177.06
011390,Bella Academy of Excellence,Cuyahoga,site-based,174.890641,1440504.65,105793.12,250914.25,867.84,0,1798079.87,0,113678.92,0,,173476.66,2085235.45
011439,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,Franklin,site-based,77.119191,646262.31,93567.49,112329.91,0,20945.07,872770.57,0,50127.47,0,,76495.69,999393.73
011468,Columbus Bilingual Academy-North,Franklin,site-based,512.358438,4206437.12,331574.54,352377.91,378760.28,0,4437319.29,0,333032.98,0,,508216.05,5278568.32
011506,Dayton Regional STEM School,Montgomery,stem,757.451275,6455840.44,430791.67,4715.91,867.84,1310560.42,7312805.73,0,0,0,,751327.32,8064133.05
011511,Lakeland Academy Community School,Harrison,site-based,78.534255,633411.5,97958.68,78760.79,0,0,695772.49,0,51047.27,0,,77899.31,824719.07
011533,Horizon Science Academy Lorain,Lorain,site-based,799.884853,6507788.38,662653.67,1165907.19,117411.75,231025.63,7834241.06,0,519925.15,0,,793417.83,9147584.04
011534,Horizon Science Academy Dayton High School,Montgomery,site-based,261.76136,2046043.45,228112.82,381541.73,7366.35,0,2597010.59,68895.48,170144.88,0,,259645.03,3095695.99
011923,Northeast Ohio College Preparatory School,Cuyahoga,site-based,412.047076,3269936.21,629942.6,599470.39,23394.63,0,4304702.22,0,267830.6,0,,408715.7,4981248.51
011947,Imagine Akron Academy,Summit,site-based,26.259614,234649.8,0,38254.83,0,0,248227.86,0,17068.75,0,,26047.31,291343.91
011967,The Richland School of Academic Arts,Richland,site-based,346.244158,2833737.83,101075.42,501099.92,0,0,3117747.67,0,225058.7,0,,343444.79,3686251.16
011972,Graham Elementary and Middle School,Franklin,site-based,296.360604,2395900.86,852716.22,267506.29,12275.19,0,3481511.76,0,192634.39,0,,293964.54,3968110.69
011976,Horizon Science Academy Dayton Downtown,Montgomery,site-based,195.182861,1591209.69,210496.79,284497.33,11186.75,0,1948823.41,134287.8,126868.86,0,,193604.82,2403584.88
011986,Horizon Science Academy Youngstown,Mahoning,site-based,382.624269,3144637.53,294477.84,557710.76,23540.88,47233.83,3715658.55,0,248705.77,0,,379530.77,4343895.09
012009,Zenith Academy East,Franklin,site-based,154.676591,1274328.54,26477.67,225455.64,51562.49,29579.93,1607404.27,109765.68,100539.78,0,,153426.04,1971135.78
012010,Cleveland College Preparatory School,Cuyahoga,site-based,213.536992,1743276.85,213580.19,310782.89,7454.29,0,2269735.55,0,138799.04,0,,211810.56,2620345.15
012011,Columbus Performance Academy,Franklin,site-based,171.236767,1399724.72,326410.92,242946.82,0,0,1701718.37,0,111303.9,0,,169852.33,1982874.59
012025,Constellation Schools: Stockyard Community Middle,Cuyahoga,site-based,33.71875,267550.78,34545.75,49148.24,5743.06,0,356987.83,0,21917.19,0,,33446.14,412351.15
012030,Near West Intergenerational School,Cuyahoga,site-based,212.861792,1736094.06,309357.27,59358.59,5633.14,0,2110443.05,0,138360.16,0,,211140.82,2459944.03
012033,Foxfire Intermediate School,Muskingum,site-based,136.886905,1106455.66,674361.09,199473.45,0,0,1872017.08,0,88976.49,0,,135780.18,2096773.75
012036,Regent High School,Cuyahoga,site-based,248.896013,1905215.36,293031.34,362789.28,1299.7,1121044.12,3167563.19,0,161782.41,0,,246883.7,3576229.3
012037,Mason Run High School,Franklin,site-based,142.463054,1246121,152105.36,207653.26,6505.57,489413.41,2051003.33,0,92600.99,0,,141311.25,2284915.56
012038,Old Brook High School,Cuyahoga,site-based,424.511459,3248835.35,542187.91,618765.26,35057.06,2058792.4,5041379,0,275932.45,318001.04,,421079.31,6056391.8
012040,Road to Success Academy,Franklin,site-based,65.211787,580731.98,106055.92,90970.87,10478.41,212466.35,901249.14,0,42387.66,0,,64684.55,1008321.35
012041,Central High School,Franklin,site-based,102.135503,882639.38,72084.61,142583.64,0,340949.73,1438257.37,0,66388.08,0,,101309.74,1605955.19
012042,Southern Cleveland Drop Back Indba Innovative Career Academy,Cuyahoga,site-based,58.839431,463961.23,161799.51,84646.8,0,18128.63,673669.61,0,38245.63,0,,58363.72,770278.95
012043,West Cleveland Drop Back In dba Frederick Douglass High Scho,Cuyahoga,site-based,532.814376,4215107.45,812840.6,776626.92,111837.76,2520860.97,6067081.32,0,346329.34,390781.75,,528506.6,7332699.01
012044,Capital High School,Franklin,site-based,81.100565,727474.96,199473.64,115937.15,0,226833.11,1144842.46,0,52715.37,0,,80444.87,1278002.7
012045,Patriot Preparatory Academy,Franklin,site-based,717.494459,5927032.89,778386.88,1045815.46,120235.73,0,6872449.76,65392.32,466371.4,0,,711693.55,8115907.03
012054,North Central Academy,Seneca,site-based,70.023777,556597.13,206799.06,45227.51,0,0,808623.7,0,45515.46,0,,69457.64,923596.79
012060,Akros Middle School,Summit,site-based,122.040936,969112.58,261045.14,177579.42,661.25,0,1312652.03,0,79326.61,0,,121054.24,1513032.88
012105,Southside Academy,Mahoning,site-based,170.191196,1423749.08,145730.67,247185.71,1658.2,49901.59,1687358.79,0,110624.28,0,,168815.21,1966798.27
012391,Metro Early College High School,Franklin,stem,866.067217,6910843.38,166112.3,146725.69,95830.02,671715.98,7619403.76,0,0,0,,859065.11,8478468.87
012501,Beacon Hill Academy,Wayne,site-based,61.025252,487030.7,29397.56,10089.43,19096.49,12365.99,510535.05,0,39666.41,0,,60531.87,610733.33
012528,The Academy for Urban Scholars,Franklin,site-based,375.202299,3408829.71,362220.09,546892.54,0,717519.41,4248127.71,0,243881.49,0,,372168.81,4864178.01
012529,Focus North High School,Franklin,site-based,211.55049,1860510.51,258640.48,306542.94,81870.54,583268.7,2590407.96,96920.76,137507.82,0,,209840.12,3034676.65
012541,University of Cleveland Preparatory School,Cuyahoga,site-based,164.18434,1339671.88,127576.02,239314.07,5108.95,0,1711670.93,0,106719.82,0,,162856.92,1981247.67
012558,Global Village Academy,Cuyahoga,site-based,238.166663,1943939.4,0,315938.19,217779.9,0,2136211.21,0,154808.33,0,,236241.1,2527260.64
012627,Eagle Elementary of Akron,Summit,site-based,123.945439,1028604.77,181581.67,163669.97,3899.11,0,1210492.09,0,80564.54,0,,122943.35,1413999.97
012644,STEAM Academy of Warren,Trumbull,site-based,366.688629,3028220.78,317391.61,534299.8,0,0,3206977.32,0,238347.61,0,,363723.97,3809048.9
012671,Constellation Schools: Eastside Arts Academy,Cuyahoga,site-based,138.442343,1142159.52,130815.87,201437.62,0,0,1368007.66,0,89987.52,0,,137323.04,1595318.23
012684,Broadway Academy,Cuyahoga,site-based,502.90768,4150135.1,435336.36,731046.91,0,8600.4,4041255.49,0,326889.99,0,,498841.7,4866987.18
012867,Townsend Community School,Erie,site-based,400.495392,3785733.72,607873.88,237986.6,12037.28,971655.32,5615286.8,0,260322,0,,397257.41,6272866.21
012924,DECA PREP,Montgomery,site-based,928.390097,7586113.59,527871.92,710815,6067.47,0,8232825.9,376005.84,603453.56,0,,920884.11,10133169.42
013034,Village Preparatory School Woodland Hills,Cuyahoga,site-based,613.208963,5011996.76,668097.37,794608.17,1214.8,0,6193963.71,0,398585.83,0,,608251.2,7200800.74
013132,Lake Erie College Preparatory School,Cuyahoga,site-based,266.437922,2169607.24,161276.15,386806.15,0,0,2528807.67,0,173184.65,0,,264283.79,2966276.1
013147,STEAM Academy of Warrensville Heights,Cuyahoga,site-based,306.00424,2545284.11,180332.92,443068.27,0,0,2663939.13,0,198902.76,0,,303530.21,3166372.1
013148,Stepstone Academy,Cuyahoga,site-based,186.356173,1531102.13,71064.01,232162.95,0,0,1571605.55,0,121131.51,0,,184849.49,1877586.56
013170,The Brilliance School,Cuyahoga,site-based,214.266089,1742773.82,185914.36,306116.71,0,0,1751694.51,95753.04,139272.96,0,,212533.76,2199254.26
013173,Imagine Environmental Science Academy,Lucas,site-based,72.75797,604091.72,94976.83,106051.56,0,0,805120.12,40870.2,47292.68,0,,72169.73,965452.72
013175,SunBridge Schools,Lucas,site-based,255.484476,2110228.59,246703.01,352339.29,0,0,2610105.35,223034.52,166064.91,0,,253418.9,3252623.68
013195,Ann Jerkins-Harris Academy of Excellence,Lucas,site-based,134.861037,1104573.16,131777.13,196572.61,0,0,1247874.43,141294.12,87659.67,0,,133770.69,1610598.92
013199,Cleveland Preparatory Academy,Cuyahoga,site-based,113.322539,928051.91,210964.45,161458.41,1735.68,0,1137984.97,0,73659.65,0,,112406.33,1324050.95
013232,A+ Children's Academy,Franklin,site-based,81.379917,672362.18,203982.55,103488.15,867.84,0,979493.38,0,52896.95,0,,80721.96,1113112.29
013249,Academy for Urban Scholars Youngstown,Mahoning,site-based,335.702078,3163879.3,418276.89,489317.26,0,703049.05,3772402.61,0,218206.35,0,,332987.94,4323596.9
013253,Ohio College Preparatory School,Cuyahoga,site-based,253.263119,2073273.12,192406.96,369046.79,0,0,2573491.47,0,164621.03,0,,251215.5,2989327.99
013254,Akron Preparatory School,Summit,site-based,385.317849,3149744.34,508314.9,560284.51,0,0,3656106.24,0,250456.6,0,,382202.57,4288765.42
013255,Canton College Preparatory School,Stark,site-based,393.717508,3227102.15,374581.49,573006.08,17601.56,0,3741083.12,0,255916.38,0,,390534.32,4387533.82
013864,Cincinnati Technology Academy,Hamilton,site-based,188.634019,1585947.29,218091.11,270602.13,61853.28,98304.2,2095883.37,0,122612.11,0,,187108.92,2405604.41
013930,Global Impact STEM Academy,Clark,stem,661.408218,5627082,365827.02,47235.73,867.84,1799561.68,7028576.84,0,0,0,,656060.77,7684637.61
013962,Liberty Preparatory School,Wayne,site-based,45.978755,409083.4,94403.61,12085.08,292.05,64786.21,549089.11,0,29886.19,0,,45607.02,624582.32
013994,Albert Einstein Academy for Letters Arts and Sciences-Ohio,Cuyahoga,site-based,344.608222,2763038.14,1556038.34,3410.4,9.43,0,4073528.33,0,223995.34,0,,341822.08,4639345.76
013999,Rise & Shine Academy,Lucas,site-based,101.497216,837230.24,7099.32,8095.12,0,0,836441.59,0,65973.19,0,,100676.62,1003091.4
014065,Lincoln Park Academy,Cuyahoga,site-based,253.49352,2066179.68,312520.48,366978.63,30323.46,0,2776002.24,0,164770.79,0,,251444.04,3192217.07
