irn,school,county,designation,enrolled_adm,base_cost,special_education,dpia,english_learners,career_technical,core_foundation_funding,transportation,equity_supplement,formula_transition_supplement,base_funding_supplement,facilities,total_state_support
014066,Main Preparatory Academy,Summit,site-based,81.285031,668110.37,37598.21,109948.41,2599.4,0,818256.4,0,52835.27,0,,80627.85,951719.51
014067,Ohio Construction Academy,Franklin,site-based,113.502138,964054.89,171746.18,165440.01,0,292530.41,1344275.14,0,73776.39,0,,112584.48,1530636.01
014090,Eastland Preparatory Academy,Franklin,site-based,291.539993,2363988.56,213277.48,419892.45,8063.13,0,2804325.39,0,189501,0,,289182.91,3283009.29
014091,Hope Learning Academy of Toledo,Lucas,site-based,63.708862,517670.86,518403.49,26270.94,0,0,1029622.64,0,41410.76,0,,63193.78,1134227.18
014121,Imagine Leadership Academy,Summit,site-based,132.83654,1082045.14,101314.8,193621.72,0,0,1255708.36,0,86343.75,0,,131762.56,1473814.67
014139,Imagine Columbus Primary Academy,Franklin,site-based,244.402967,2001253.19,156590.63,327281.23,77100.65,0,2309747.43,186835.2,158861.93,0,,242426.98,2897871.54
014147,East Preparatory Academy,Cuyahoga,site-based,223.970789,1836311.66,99697.39,326458.43,0,0,2065137.61,0,145581.01,0,,222160,2432878.62
014149,Dayton SMART Elementary School,Montgomery,site-based,82.866473,684234.72,89473.45,120785.66,37236.11,0,931729.94,70063.2,53863.21,0,,82196.5,1137852.85
014187,East Academy,Cuyahoga,site-based,240.003657,1980588.23,101255.4,349827.84,0,0,2374643.48,0,156002.38,0,,238063.24,2768709.1
014188,Discovery Academy,Lucas,site-based,327.590202,2698364.51,1118379.69,473399.05,0,0,4008452.45,210189.6,212933.63,0,,324941.65,4756517.33
014189,West Park Academy,Cuyahoga,site-based,214.06465,1754881.16,313530.55,312019.3,70247.53,0,2381852.16,0,139142.02,0,,212333.95,2733328.13
014231,Bio-Med Science Academy STEM School,Portage,stem,929.557879,7770967.3,776309.78,23804.16,867.84,1516145.29,8658620.49,0,0,0,,922042.45,9580662.94
014467,United Preparatory Academy,Franklin,site-based,826.272919,6727135.86,1011464.4,1204318.83,109305.09,0,8434271.84,0,537077.4,0,,819592.55,9790941.78
014830,Utica Shale Academy of Ohio,Columbiana,site-based,126.404383,1168624.91,187601.82,158791.71,0,746133.93,1694966.33,0,82162.85,0,,125382.41,1902511.59
014904,T2 Honors Academy,Cuyahoga,site-based,89.299468,688124.96,92793.82,130162.35,0,0,911081.13,0,58044.65,0,,88577.49,1057703.27
014913,Lakeshore Intergenerational School,Cuyahoga,site-based,121.39962,983676.97,181208.25,176951.33,0,0,1341836.55,0,78909.75,0,,120418.11,1541164.41
014927,Steel Academy,Summit,site-based,126.584504,1098429,387797.12,184508.79,0,223906.96,1751889.44,130784.64,82279.93,0,,125561.07,2090515.08
014943,Valley STEM+ME2 Academy,Mahoning,stem,210.413795,1639377.58,485135.48,31573.03,1299.7,103756.37,2049136.49,0,0,0,,208712.61,2257849.11
015234,Zenith Academy West,Franklin,site-based,158.395817,1310411.11,57497.59,230876.76,96337.42,29704.08,1669614.61,144797.28,102957.28,0,,157115.2,2074484.37
015237,Flex High School,Franklin,site-based,392.017836,3000146.4,613334.75,570542.23,52196.84,0,3626147.68,0,254811.59,0,,388848.39,4269807.66
015261,Citizens Academy Southeast,Cuyahoga,site-based,664.165428,5413117.72,507663.75,803294.64,0,0,5708387.85,0,431707.53,0,,658795.69,6798891.07
015329,iSTEM,Lake,stem,186.57184,1450208.8,78658.58,2334.39,0,0,1454524.37,0,0,0,,185063.42,1639587.78
015344,Tri-State STEM+M School,Lawrence,stem,79.705555,630359.15,113576.39,10439.12,0,70689.4,725265.66,0,0,0,,79061.14,804326.8
015709,Beacon Academy,Stark,site-based,267.139752,2235879.76,255318.42,389381.24,0,77649.49,2605808.75,0,173640.84,0,,264979.94,3044429.53
015710,Bridge Gate Community School,Franklin,site-based,221.881366,1868632.74,82776.13,320401.1,183988.39,108705.1,2413573.55,0,144222.89,0,,220087.47,2777883.91
015712,Euclid Preparatory School,Cuyahoga,site-based,400.981156,3290813.89,295591.28,583970.28,0,0,3630417.85,0,260637.75,0,,397739.24,4288794.84
015713,East Branch Preparatory AcademydbaWright Preparatory Academy,Stark,site-based,151.640442,1258238.61,193757.05,220538.92,0,0,1555165.38,0,98566.29,0,,150414.44,1804146.11
015714,Dayton Athletic Vocational Academy,Montgomery,site-based,89.836909,687962.04,58214.79,69420.24,0,0,783291.15,0,58393.99,154211.85,,89110.58,1085007.57
015722,Village Preparatory School Willard,Cuyahoga,site-based,493.854871,4045018.37,586858.54,696747.13,58473.26,0,4739518.75,0,321005.67,0,,489862.08,5550386.49
015737,Global Ambassadors Language Academy,Cuyahoga,site-based,305.099974,2522582.44,82322.37,117880.52,75608.28,0,2480971.44,0,198314.98,0,,302633.26,2981919.68
015741,Westwood Preparatory Academy,Franklin,site-based,354.446888,2934034.85,2442848.11,516639.58,1897.51,338744.21,5212132.45,0,230390.48,1654895.4,,351581.2,7448999.53
016812,SMART Academy,Cuyahoga,site-based,73.660863,616955.4,151740.05,107367.62,0,0,825861.22,0,47879.56,0,,73065.32,946806.1
016829,South Columbus Preparatory Academy at German Village,Franklin,site-based,273.667959,2252872.97,147064.6,397880.66,867.84,0,2401433.45,0,177884.17,0,,271455.37,2850772.99
016836,Kids Care Elementary,Franklin,site-based,135.66092,1125941.16,46949.08,197738.51,92848.27,0,1382836.77,0,88179.6,0,,134564.11,1605580.48
016837,Orchard Park Academy,Cuyahoga,site-based,267.630017,2211958.37,211994,390095.85,66906.72,0,2335561.12,0,173959.51,0,,265466.24,2774986.88
016843,Citizens Leadership Academy East,Cuyahoga,site-based,503.029605,4107277.38,310629.84,709799.03,0,0,5127706.25,0,326969.24,0,,498962.64,5953638.13
016849,Liberty High School,Montgomery,site-based,342.583172,2621833.01,185853.45,499347.1,9018.43,1789524.42,4073736.55,0,222679.06,0,,339813.41,4636229.02
016850,Cincinnati Achievement Academy,Hamilton,site-based,173.511835,1458493.91,101543.52,252909.77,10.46,63346.52,1489000.57,0,112782.69,0,,172109,1773892.26
017123,Horizon Science Academy Primary,Franklin,site-based,366.288279,3122261.03,114097.15,533899.52,271611.38,0,3397047.43,0,238087.38,0,,363326.86,3998461.66
017212,Dampe Community School,Hamilton,site-based,125.953349,1021576.95,31300.97,109711.32,0,0,1001649.42,115604.28,81869.68,0,,124935.02,1324058.4
017233,Great River Connections Academy,Franklin,e-school,1515.882403,11990524.85,2259716.67,0,8752.91,38978.84,11493950.62,0,0,0,,37590.66,11531541.29
017259,Montgomery Preparatory Academy,Montgomery,site-based,261.799857,2171741.12,266089.84,379428.51,16326.66,0,2516294.79,0,170169.91,0,,259683.22,2946147.91
017270,Lorain Bilingual Preparatory Academy,Lorain,site-based,260.85715,2153827.12,175208.69,379365.47,106881.78,0,2368474.92,0,169557.15,0,,258748.13,2796780.2
017274,Mount Auburn Preparatory Academy,Hamilton,site-based,406.355251,3308850.38,261412.99,591344.05,0,55555.67,3557775.77,0,264130.91,0,,403069.89,4224976.57
017275,AchievePoint Career Academy - Cincinnati,Hamilton,site-based,278.440933,2131224.49,414353.25,321652.43,0,0,2218788.91,0,180986.61,0,,276189.75,2675965.27
017490,ReGeneration Bond Hill,Hamilton,site-based,207.642132,1733325.97,119404.97,302657.88,0,0,1783561.59,0,134967.39,0,,205963.36,2124492.34
017497,Cypress High School,Richland,site-based,196.972193,1546081.39,414436.95,287105.44,0,925478.78,2214219.96,0,128031.93,601500.11,,195379.68,3139131.68
017498,Northwest Ohio Classical Academy,Lucas,site-based,562.235372,4569518.09,177301.24,20976.57,6711.35,0,3620886.68,0,365452.99,0,,557689.73,4544029.4
017535,Huber Heights Preparatory Academy dba Parma Academy,Cuyahoga,site-based,166.239767,1421304.06,174348.69,239127.6,20733.31,0,1345659.56,0,108055.85,0,,164895.73,1618611.13
017536,Kenmore Preparatory Academy dba Toledo Preparatory Academy,Lucas,site-based,376.655277,3108871.02,287556.76,544596.03,0,0,3278295.59,207854.16,244825.93,0,,373610.04,4104585.72
017537,Capital Collegiate Preparatory Academy,Franklin,site-based,156.097706,1286964.78,217673.61,225147.94,0,0,1497089.74,0,101463.51,0,,154835.66,1753388.91
017538,North Columbus Preparatory Academy,Franklin,site-based,127.525904,1041604.83,99314.17,185880.97,5198.81,0,1154148.29,0,82891.84,0,,126494.86,1363534.99
017585,Marion Preparatory Academy,Marion,site-based,183.554287,1514815.1,291513.64,266374.9,0,0,1655785.65,0,119310.29,0,,182070.26,1957166.19
017599,Priority High School,Hamilton,site-based,126.235893,978274.95,63320.4,184000.65,0,0,858496.41,0,82053.33,41801.23,,125215.28,1107566.25
017643,Ohio Digital Learning School,Lucas,e-school,943.438942,7223373.89,1506760.32,0,12046.86,0,6388777.72,0,0,450962.06,,23395.28,6863135.07
019152,Buckeye Community School,Richland,site-based,510.799933,4453815.16,1010791.89,641990.95,1426.33,716235.51,6138458.48,0,332019.96,0,,506670.14,6977148.57
019156,Quaker Preparatory Academy,Tuscarawas,e-school,150.952143,1233311.74,199209.07,0,1119.48,0,1306439.62,0,0,0,,3743.29,1310182.91
019197,Flex High School Cleveland,Cuyahoga,site-based,149.953534,1147359.73,304412.76,218571.34,0,0,1530570.21,0,97469.8,0,,148741.17,1776781.17
019199,Central Point Preparatory Academy,Franklin,site-based,180.206059,1483911.03,27962.4,262667.23,0,0,1618711.26,0,117133.94,0,,178749.1,1914594.3
019200,South Columbus Preparatory Academy at Southfield,Franklin,site-based,249.5737,2065807.43,198001.21,363419.18,1328.64,0,2397253.63,0,162222.9,0,,247555.91,2807032.44
019201,Franklinton Prep High School,Franklin,site-based,242.454686,1943580.75,345088.28,353400.44,82481.59,933112.39,3358042.98,0,157595.55,0,,240494.45,3756132.98
019212,Valor Academy Inc.,Franklin,site-based,100.072805,795082.76,54829.14,3106.42,0,0,794108.44,0,65047.32,123115.28,,99263.72,1081534.77
019220,North Shore High School,Cuyahoga,site-based,241.088509,2097313.2,309377.5,331610.25,2599.4,334391.96,2786995.38,0,156707.53,0,,239139.32,3182842.23
019221,Case Preparatory Academy,Summit,site-based,320.002335,2648314.7,267358.59,466199.2,1299.7,0,3108155.68,0,208001.52,0,,317415.13,3633572.33
019226,Franklinton High School,Franklin,site-based,119.913628,917722.66,248584.68,147899.89,867.84,0,1219543.5,0,77943.86,0,,118944.13,1416431.49
019227,Dublin Preparatory Academy dba Northside Preparatory Academy,Hamilton,site-based,281.061029,2307185.69,174947.23,408225.56,2599.4,0,2613738.46,0,182689.67,0,,278788.67,3075216.8
019235,Focus Learning Academy of Central Columbus,Franklin,site-based,127.397139,1137539.91,16070.84,185693.28,85184.3,0,1284000.23,117939.72,82808.14,0,,126367.14,1611115.23
019426,Dayton Career Tech High School,Montgomery,site-based,112.545815,1062129.22,46560.92,160420.56,0,355243.38,1454222.79,0,73154.78,0,,111635.89,1639013.46
019427,Akron Career Tech High School,Summit,site-based,74.700263,707961.01,82768.5,108882.64,0,247745,1027946.22,0,48555.17,0,,74096.32,1150597.7
019441,Buckeye Community School - London,Madison,site-based,308.066731,2667178.11,540332.37,364415.64,722.06,406625.37,3558570.8,0,200243.38,0,,305576.03,4064390.2
019442,Buckeye Community School - Marion,Marion,site-based,634.511755,5233738.68,900784.7,414588.8,4541.74,489257.17,6502219.25,0,412432.64,0,,629381.76,7544033.66
019450,Youngstown Preparatory Academy,Mahoning,site-based,98.76047,832961.89,12952.12,142301.26,3109.97,0,914874.17,0,64194.31,0,,97962,1077030.48
019474,Explorers Academy of Science and Technology,Lucas,site-based,248.341084,2029220.33,211400.15,273930.23,0,0,2329671.69,263904.72,161421.7,0,,246333.26,3001331.37
019478,Niles Preparatory Academy,Trumbull,site-based,148.573963,1247946.93,131109.4,216560.49,0,0,1452618.74,0,96573.08,0,,147372.75,1696564.57
019511,Western Toledo Preparatory Academy,Lucas,site-based,309.867925,2526784.51,280155.31,423595.84,0,0,2971248.65,129616.92,201414.15,0,,307362.66,3609642.38
019530,Cincinnati Classical Academy,Hamilton,site-based,599.050675,4935962.03,212475.45,3577.81,5198.81,0,4734778.65,0,389382.94,0,,594207.38,5718368.97
019533,The Shepard School by ECS,Franklin,site-based,76.80217,642248.31,14465.91,111946.37,0,0,702348.11,0,49921.41,0,,76181.23,828450.75
019602,Community STE(A)M Academy - Xenia,Greene,stem,138.379261,1095730.86,140684.25,29544.13,0,26776.02,1197844.58,0,0,0,,137260.47,1335105.05
020007,IDEA Greater Cincinnati Inc,Hamilton,site-based,949.35317,7840354.08,735007.07,1381547.72,221991.73,0,9208309.51,495113.28,617079.56,0,,941677.7,11262180.05
020046,Unity Academy,Franklin,site-based,52.620482,402772.35,18805.4,66350.21,22280.02,0,473015.71,0,34203.31,0,,52195.05,559414.08
020076,Solon Academy,Cuyahoga,site-based,65.760478,575690.12,14790.26,0,0,0,537401.48,0,42744.31,0,,65228.81,645374.6
020077,Westlake Academy,Cuyahoga,site-based,30.238093,268652.45,0,0,0,0,242698.29,0,19654.76,0,,29993.62,292346.67
020078,Gateway Online Academy of Ohio,Cuyahoga,e-school,669.748518,5367598.76,925111.11,0,10657.88,319104.88,6063568.07,0,0,0,,16608.34,6080176.41
020091,Legacy Academy of Excellence,Franklin,site-based,170.255051,1390529.86,198677.35,241189.94,2599.4,0,1677933.4,0,110665.78,0,,168878.55,1957477.73
020092,Sheffield Academy,Lorain,site-based,145.946105,1229293.94,56654.17,210642.26,3899.11,0,1369493.99,0,94864.97,0,,144766.14,1609125.1
020186,Lorain Preparatory High School,Lorain,site-based,106.604793,816022.01,219357.88,154915.64,4140.37,0,1116662.44,0,69293.12,0,,105742.9,1291698.46
020188,Hinckley Preparatory Academy,Medina,site-based,29.834319,256480.57,54312.57,1554.72,867.84,0,285923.61,0,19392.31,0,,29593.11,334909.03
020189,Strongsville Academy,Cuyahoga,site-based,36.124261,314957.71,0,0,0,0,285441.19,0,23480.77,0,,35832.2,344754.16
020265,Victory Academy of Toledo,Lucas,site-based,105.133782,857301.96,178462.74,97978.5,0,0,1052758.66,0,68336.96,0,,104283.78,1225379.4
020293,The Dayton School,Montgomery,site-based,54.163938,513169.78,25462.45,22718.44,0,145695.49,638748.72,0,35206.56,0,,53726.03,727681.3
020726,ChallengeU Ohio Community School,Hamilton,e-school,94.139644,721086.28,88415.72,0,1292.93,0,749835.87,0,0,0,,2334.46,752170.33
020728,Mosaic Classical Academy,Lucas,site-based,25.270465,220513.3,8465.52,36834.07,0,0,241989.61,0,16425.8,0,,25066.15,283481.57
020729,AkroTech High School,Summit,site-based,46.139535,411504.58,157952.99,58578.8,1734.03,92819.81,656884.25,0,29990.7,0,,45766.5,732641.45
020754,Buckeye Community School - Fremont,Sandusky,site-based,44.377603,340993.8,87609.1,0,0,0,399713.76,0,28845.44,0,,44018.81,472578.02
020755,Pathfinder Career Academy of Ohio,Cuyahoga,e-school,176.804,1399725.97,210975.57,0,0,16423.2,1493654.09,0,0,0,,4384.36,1498038.45
020759,Fairfield Preparatory Academy,Butler,site-based,108.065213,926140.76,49363.26,26899.18,12147.5,0,929859.05,0,70242.39,0,,107191.51,1107292.95
020760,Franklin Learning Academy,Franklin,site-based,26.786892,235436.1,36197.32,21260.21,0,0,267719.47,0,17411.48,0,,26570.32,311701.27
020811,Southern Ohio Career Academy,Ross,site-based,43.599594,333162.97,27382.16,32034.12,0,0,366253.75,0,28339.74,0,,43247.09,437840.58
020817,ReGeneration Middle School,Hamilton,site-based,107.71371,856127.29,70032.65,92057.61,0,0,932029.76,0,70013.91,0,,106842.85,1108886.52
020825,Springfield Sports Academy,Clark,site-based,79.485573,677804.47,23822.7,48012.27,0,0,697124.74,0,51665.62,0,,78842.94,827633.3
132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,Butler,site-based,100.808556,829018.93,738589.72,146937.92,0,0,1550486.9,0,65525.56,15369.28,,99993.52,1731375.27
132761,Summit Academy Community School Alternative Learners -Xenia,Greene,site-based,135.679201,1073995.24,978736.06,197581.52,0,0,2250312.81,0,88191.48,0,,134582.24,2473086.54
132779,Summit Academy Akron Middle School,Summit,site-based,73.808218,585983.09,533752.47,107582.4,0,0,1153027.75,0,47975.34,27320.98,,73211.48,1301535.55
132795,Cliff Park High School,Clark,site-based,352.234717,2790909.57,325052.04,513415.13,7629.95,1544237.61,4196170.69,0,228952.57,93436.44,,349386.92,4867946.61
132803,Marshall High School,Butler,site-based,601.249873,4734875.04,745595.73,876378.08,44509.5,2761519.01,7139788.76,0,390812.42,0,,596388.8,8126989.98
132944,Miami Valley Academies,Montgomery,site-based,113.263697,950471.23,90812.23,165092.46,1583.27,34711.76,1217547.74,0,73621.4,0,,112347.97,1403517.11
132951,Constellation Schools: Lorain Community Elementary,Lorain,site-based,111.260867,927032.58,52824.79,161711.86,10397.62,0,1151966.85,0,72319.56,0,,110361.33,1334647.74
132969,Constellation Schools: Elyria Community,Lorain,site-based,394.800786,3245487.92,317708.8,265915.81,0,0,3657899.94,0,256620.51,0,,391608.84,4306129.29
132985,YB Columbus Community School,Franklin,site-based,222.722329,1735754.36,383894.38,324638.68,4954.85,1201485.61,3177763.77,85243.56,144769.51,0,,220921.63,3628698.47
132993,Constellation Schools: Westpark Community Elementary,Cuyahoga,site-based,233.146709,1943808.25,170808.35,333666.99,1299.7,0,2367676.91,0,151545.36,0,,231261.73,2750484
133215,Intergenerational School The,Cuyahoga,site-based,206.650171,1680829.8,262709.84,93895.35,0,0,2009855.72,0,134322.61,0,,204979.42,2349157.75
133256,Constellation Schools: Parma Community,Cuyahoga,site-based,1236.592423,9938245.88,1404908.86,553301.14,126554.63,0,11455062.28,0,803785.07,0,,1226594.64,13485441.99
133264,Dohn Community,Hamilton,site-based,1674.484415,12815964.16,1559188.3,2381612.66,0,0,13649086.36,0,1088414.87,0,,1660946.3,16398447.53
133280,Washington Park Community School,Cuyahoga,site-based,145.538468,1189575.6,33144.99,183694.49,0,0,1406415.08,0,94600,0,,144361.8,1645376.88
133306,Summit Academy Community School for Alternative Learn-Canton,Stark,site-based,125.358211,1021546.23,598800.31,182164.31,0,0,1648628.61,0,81482.84,0,,124344.7,1854456.14
133322,Summit Academy Community School Alternative Learners-Lorain,Lorain,site-based,78.517849,640139.74,545655.76,112089.78,0,0,1245408.15,0,51036.6,0,,77883.04,1374327.79
133330,T.C.P. World Academy,Hamilton,site-based,350.687425,2865367.05,179724.9,328871.37,5198.81,0,3379162.13,0,227946.83,0,,347852.14,3954961.09
133348,Richard Allen Preparatory,Montgomery,site-based,432.737878,3583246.6,160650.51,630756.04,2027.51,0,3826897.9,0,281279.62,0,,429239.21,4537416.73
133421,Graham School The,Franklin,site-based,140.891962,1090397.22,539348.9,66756.01,7798.21,41084.43,1745384.77,0,91579.78,0,,139752.86,1976717.4
133439,Cornerstone Academy Community School,Franklin,site-based,1034.638972,8368490.88,705404.72,1498777.45,168960.57,0,9224021.35,0,672515.33,0,,1026273.97,10922810.65
133454,Alliance Community Schools Inc. dba Dayton Leadership Acade,Montgomery,site-based,483.16716,3959981.42,474919.53,701509.17,0,0,4661364.51,0,314058.65,0,,479260.78,5454683.94
133488,River Gate High School,Trumbull,site-based,187.859843,1604982.48,56306.82,273823.34,0,225123.48,2002413.1,0,122108.9,0,,186341.01,2310863
133504,ReGeneration Schools Avondale Elementary,Hamilton,site-based,122.334665,1029098.74,65445.41,178314.25,0,0,1272858.39,0,79517.53,0,,121345.6,1473721.52
133512,Cincinnati College Preparatory Academy,Hamilton,site-based,960.802561,7914975.97,448503.04,1383291.4,29012.99,0,8655789.68,0,624521.66,0,,953034.52,10233345.87
133538,Edge Learning,Summit,site-based,240.588234,1993366.91,228071.11,350679.91,3558.99,0,2349706.02,0,156382.35,0,,238643.09,2744731.47
133561,Ohio Achievement Charter Schools Inc. dba Millennium Commun,Franklin,site-based,477.475784,3900563.18,220788.27,685931.23,52719.67,0,4580156.92,0,310359.26,0,,473615.42,5364131.6
133587,Summit Academy Akron Elementary School,Summit,site-based,113.251746,938631.04,732699.52,163550.81,0,0,1783249.36,0,73613.63,45356.22,,112336.11,2014555.33
133629,Horizon Science Acad Cleveland,Cuyahoga,site-based,294.604968,2377225.21,348362.03,429414.37,1411.75,463925.01,3450269.29,0,191493.23,0,,292223.1,3933985.63
133660,Horizon Science Academy Columbus,Franklin,site-based,606.092067,5288494.96,390909.75,883436.03,185861.95,1985579.81,7244311.01,0,393959.84,0,,601191.84,8239462.69
133678,Riverside Community School Inc. dba Riverside Academy,Hamilton,site-based,188.690119,1550735.37,214407.81,274853.53,2599.4,0,1885500.49,0,122648.58,0,,187164.57,2195313.64
133736,Richard Allen Academy,Butler,site-based,111.042571,922366.58,98602.24,161854.96,49317.51,0,1181806.14,0,72177.67,0,,110144.8,1364128.61
133785,Queen City Career Prep High School,Hamilton,site-based,56.529908,514227.05,29668.82,79142.7,1033.68,109232.61,717497.67,0,36744.44,0,,56072.87,810314.98
133835,Invictus High School,Cuyahoga,site-based,329.129665,3098833.6,435260.61,479737.35,0,789030.3,4540936.45,0,213934.28,0,,326468.67,5081339.4
133868,Towpath Trail High School,Summit,site-based,642.224508,5071028.22,1029095.38,936102.45,17205.77,3109642.49,8451922.76,0,417445.93,0,,637032.16,9506400.85
133942,Toledo School For The Arts,Lucas,site-based,736.73427,5847440.35,618094.01,102122.44,2167.54,373890.52,6337331.58,0,478877.28,0,,730777.81,7546986.67
134072,Youngstown Community School,Mahoning,site-based,359.680471,2963399.83,232931.23,524268.02,0,0,3310769.62,0,233792.31,0,,356772.47,3901334.4
134098,Constellation Schools: Old Brooklyn Community Elementary,Cuyahoga,site-based,334.284528,2799499.08,129172.15,485967.67,4157.71,0,3167107.45,0,217284.94,0,,331581.86,3715974.25
134122,Autism Model School,Lucas,site-based,96.014896,794247.06,2789784.07,35096.97,1299.7,164766.91,3660448.01,94585.32,62409.68,0,,95238.62,3912681.63
134197,Green Inspiration Academy,Cuyahoga,site-based,140.302262,1144468.4,128535.07,200162.02,0,0,1473165.49,0,91196.47,0,,139167.93,1703529.88
134213,Middlebury Academy,Summit,site-based,204.94921,1736088.08,195781.55,298732.69,1299.7,87605.69,2093875.31,0,133216.99,0,,203292.21,2430384.5
134247,City Day Community School,Montgomery,site-based,183.856335,1500095.4,158381.41,259432.49,0,0,1751569.2,151803.6,119506.62,0,,182369.87,2205249.29
142901,Stark High School,Stark,site-based,115.171098,1086673.6,170602.59,159922.95,0,324717.49,1536079.32,0,74861.21,0,,114239.95,1725180.48
142919,Black River Career Prep High School,Lorain,site-based,187.034566,1694646.58,244705.95,272620.42,10043.85,570613.28,2408502.75,0,121572.47,0,,185522.4,2715597.62
142927,Focus Learning Academy of Southwest Columbus,Franklin,site-based,435.058942,4016822.41,613487.28,634139.21,3033.74,1174882.58,5050778.95,121442.88,282788.31,0,,431541.51,5886551.66
142935,Focus Learning Academy of Southeastern Columbus,Franklin,site-based,268.022087,2343075,409363.46,390667.33,6296.76,681171.06,3135211.91,79404.96,174214.36,0,,265855.14,3654686.37
142943,Focus Learning Academy of Northern Columbus,Franklin,site-based,670.325359,5449525.05,236488.31,958311.32,407921.16,0,6106773.5,684283.92,435711.48,0,,664905.81,7891674.72
142950,Ohio Virtual Academy,Lucas,e-school,13598.158577,108192199.09,23130498.23,0,194787.58,2470555.84,118205143.54,0,0,0,,337205.45,118542349
142968,Hope Academy Northcoast,Cuyahoga,site-based,268.644675,2211430.39,359602.17,391574.81,7268.7,16284.47,2734456.1,0,174619.04,0,,266472.7,3175547.84
143172,International Acad Of Columbus,Franklin,site-based,307.195399,2502081.58,108244.26,447766.1,204936.02,0,2986217.65,0,199677.01,0,,304711.74,3490606.4
143198,Great Western Academy,Franklin,site-based,678.326915,5552096.9,284200.45,990626.75,301326.2,0,6694649.92,0,440912.49,0,,672842.68,7808405.09
143206,Trotwood Preparatory & Fitness Academy,Montgomery,site-based,351.695895,2882518.41,373837.64,508269.39,1768.21,0,3400441.37,0,228602.33,0,,348852.45,3977896.15
143214,Middletown Preparatory & Fitness Academy,Butler,site-based,309.430314,2535149.2,405967.54,446665.04,180461.27,0,3141067.99,0,201129.7,0,,306928.59,3649126.28
143297,The Autism Academy Of Learning,Lucas,site-based,52.071555,405846.75,1579541.06,31658.37,0,0,1859998.73,51379.68,33846.51,0,,51650.56,1996875.48
143305,TRECA Digital Academy,Marion,e-school,2071.317529,16082846.57,3372578.32,0,46170.01,18143.96,17065500.15,0,0,0,,51364.28,17116864.43
143313,Innovation Academy West,Cuyahoga,site-based,128.359626,1065053.08,148273.75,186070.73,10332.83,18246.59,1256707.5,0,83433.76,0,,127321.85,1467463.1
143396,Alternative Education Academy dba OHDELA,Summit,e-school,6678.284363,53827699.73,11665136.34,0,125296.01,1432554.39,49575087.84,0,0,0,,165607.27,49740695.11
143479,Constellation Schools: Puritas Community Elementary,Cuyahoga,site-based,145.631928,1210539.4,80835.2,212272.19,38873.33,0,1542520.12,0,94660.75,0,,144454.5,1781635.38
143487,Constellation Schools: Stockyard Community Elementary,Cuyahoga,site-based,115.65,950613.4,100706.52,167072.04,41009.72,0,1259401.68,0,75172.5,0,,114714.98,1449289.15
143529,North Dayton School of Discovery,Montgomery,site-based,558.197633,4570716.76,557541.81,804911.14,14692.93,0,5522597.55,0,362828.46,0,,553684.63,6439110.65
143602,Hamilton Cnty Math & Science,Hamilton,site-based,604.380635,4984333.9,82215.79,195957.26,0,0,4979930.73,0,392847.41,0,,599494.25,5972272.39
143610,Arts & College Preparatory Academy,Franklin,site-based,459.569575,3546869.44,541386.78,84885.12,3874.26,0,3950340.11,0,298720.22,0,,455853.98,4704914.31
143644,Sciotoville Community School,Scioto,site-based,393.728676,3243365.53,374679.82,550425.45,0,0,3823557.51,46708.8,255923.64,0,,390545.4,4516735.35
147231,Schnee Learning Center,Summit,site-based,79.285037,607314.35,109797.77,45773.97,0,0,737480.14,0,51535.27,0,,78644.02,867659.43
148981,Tomorrow Center,Morrow,site-based,91.901115,715796.82,239918.81,91714.27,0,100465.71,1123728.1,0,59735.72,0,,91158.1,1274621.92
148999,The Unlimited Classroom dba Valley Virtual Remote Learning A,Mahoning,e-school,101.194879,775248.51,80323.47,0,546.32,0,719864.82,0,0,120788.18,,2509.42,843162.42
149047,GOAL Digital Academy,Richland,e-school,822.729295,6596343.04,1798501.24,0,10462.35,737910.91,7788966.05,0,0,0,,20401.94,7809367.99
149088,Fairborn Digital Academy,Greene,e-school,218.194554,1670258.4,242440.68,0,0,0,1644876.02,0,0,65093.81,,5410.76,1715380.59
149302,Skyway Career Prep High School,Lucas,site-based,353.071326,3103469.25,476368.55,514634.57,0,624014.28,3524998.88,0,229496.36,62329.98,,350216.76,4167041.99
149328,Foxfire High School,Muskingum,site-based,267.566812,2053650.51,1102809.96,388392.18,0,0,3158589.03,0,173918.43,0,,265403.55,3597911.01
151175,West Central Learning Academy II,Allen,site-based,56.663334,535244.85,48837.55,26536.33,0,145115.15,648926.29,0,36831.17,0,,56205.21,741962.67
151183,Lake Erie International High School,Cuyahoga,site-based,126.131279,1195241.81,159990.45,183848.17,5069.6,343373.98,1887524,0,81985.33,0,,125111.51,2094620.85
151209,Randall Park High School,Cuyahoga,site-based,166.314279,1317320.18,166893.81,242418.66,0,780388.23,1823251.48,0,108104.28,91558.64,,164969.64,2187884.03
