building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
002493,Berne Union Elementary School,046854,Berne Union Local,Fairfield,444,14.3,4,96.3,89.7,88.3
002501,Berne Union High School,046854,Berne Union Local,Fairfield,358,20.5,3,82.3,82.0,85.5
002519,Berry Intermediate School,044214,Lebanon City,Warren,771,15.5,4,93.1,92.9,93.2
002527,Berwick Alternative K-8 School,043802,Columbus City Schools District,Franklin,684,43.9,2,70.4,67.2,67.5
002543,Bethel Elementary School,048611,Bethel Local,Miami,942,13.5,4,90.1,93.5,92.9
002568,Bethel Tate High School,046318,Bethel-Tate Local,Clermont,347,30.7,4,93.0,94.7,87.2
002576,Bethel High School,048611,Bethel Local,Miami,507,13.2,3,85.5,89.1,89.0
002584,Bethel-Tate Middle School,046318,Bethel-Tate Local,Clermont,284,21.7,4,90.8,90.6,93.0
002634,Betty Jane Community Learning Center,043489,Akron City,Summit,352,24.9,2,73.8,76.3,79.3
002642,Beverly Elementary School,044909,Toledo City,Lucas,559,13.0,3,86.4,85.9,87.0
002659,Beverly-Center Elementary School,050484,Fort Frye Local,Washington,226,6.4,4,99.7,101.7,94.5
002667,Beverly Gardens Elementary School,048702,Mad River Local,Montgomery,384,12.2,3,86.9,91.8,88.9
002675,Bexley High School,043620,Bexley City,Franklin,760,16.6,5,106.6,100.6,102.9
002683,River Valley Middle School,065680,Gallia County Local,Gallia,334,28.9,3,83.3,78.2,80.5
002709,Big Walnut High School,046748,Big Walnut Local,Delaware,1143,20.7,4,92.8,90.5,92.6
002733,Binns Elementary School,043802,Columbus City Schools District,Franklin,309,47.7,2,70.0,71.2,70.9
002758,Birmingham Elementary School,044909,Toledo City,Lucas,305,53.7,1,52.8,52.6,48.0
002766,Samuel Bissell Elementary School,050070,Twinsburg City,Summit,581,8.7,5,100.7,99.9,102.2
002782,Black River High School,048462,Black River Local,Ashland,316,16.6,4,92.1,90.1,90.5
002824,Blairwood Elementary School,048686,Jefferson Township Local,Montgomery,147,37.1,1,53.4,46.3,46.7
002832,Blanchester Middle School,046383,Blanchester Local,Clinton,351,22.1,3,87.2,78.5,82.0
002840,Blanchester High School,046383,Blanchester Local,Clinton,266,28.0,4,89.8,86.5,81.6
002857,Bloom Carroll Intermediate School,046862,Bloom-Carroll Local,Fairfield,547,10.0,4,95.2,97.0,95.7
002873,South Webster Jr/Sr High School,049593,Bloom-Vernon Local,Scioto,278,23.6,4,94.8,89.9,90.5
002907,Bloom Carroll Primary School,046862,Bloom-Carroll Local,Fairfield,479,9.1,,NC,NC,NC
002923,Edgewood Intermediate School,046094,Edgewood City School District,Butler,735,20.9,3,86.8,85.4,85.8
002956,Bloomfield High School,050096,Bloomfield-Mespo Local,Trumbull,80,37.7,3,81.9,79.0,83.4
002964,Miami Trace Middle School,046920,Miami Trace Local,Fayette,577,20.5,3,85.4,86.2,89.0
002980,E J Blott Elementary School,050195,Liberty Local,Trumbull,351,36.5,2,76.9,82.8,77.3
002998,Blue Ash Elementary,044867,Sycamore Community City,Hamilton,640,6.7,5,104.1,108.6,106.3
003020,Bluffton Elementary School,045211,Bluffton Exempted Village,Allen,533,5.9,5,104.8,105.2,101.1
003038,Bluffton High School,045211,Bluffton Exempted Village,Allen,296,6.8,4,98.1,97.2,95.2
003046,Wapakoneta Middle School,044982,Wapakoneta City,Auglaize,612,14.3,4,90.0,91.6,91.4
003053,Boardman Glenwood Junior High,048306,Boardman Local,Mahoning,549,22.8,4,91.5,90.1,93.2
003061,Boardman High School,048306,Boardman Local,Mahoning,995,23.1,4,96.2,93.6,88.0
003103,Bolich Middle School,043836,Cuyahoga Falls City School District,Summit,506,22.9,3,78.6,78.1,78.9
003129,Tuscarawas Valley Elementary School,050302,Tuscarawas Valley Local,Tuscarawas,683,8.3,4,92.8,94.0,93.1
003137,Bolton,043786,Cleveland Municipal,Cuyahoga,207,67.5,1,35.8,37.1,36.2
003152,Bond Hill Academy,043752,Cincinnati Public Schools,Hamilton,312,64.8,2,57.0,50.1,44.7
003202,Woodridge Middle School,049973,Woodridge Local,Summit,404,28.7,3,86.7,85.5,86.7
003210,Botkins Elementary School,049767,Botkins Local,Shelby,322,3.8,5,104.9,102.8,103.5
003228,Botkins High School,049767,Botkins Local,Shelby,257,7.4,5,100.2,98.5,99.3
003244,Boulevard Elementary School,044750,Shaker Heights City,Cuyahoga,376,19.4,4,90.6,95.8,88.5
003251,Boulevard Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,272,34.1,3,79.4,73.6,75.9
003277,Conotton Valley Elementary,047548,Conotton Valley Union Local,Carroll,295,8.5,4,95.3,94.4,89.9
003285,Bowling Green High School,043638,Bowling Green City School District,Wood,697,22.8,4,91.4,85.4,84.6
003293,Bowling Green Middle School,043638,Bowling Green City School District,Wood,593,19.3,4,89.1,87.0,86.0
003301,Bowsher High School,044909,Toledo City,Lucas,744,42.2,2,56.2,50.2,65.0
003335,LaBrae Intermediate School,050245,LaBrae Local,Trumbull,247,18.9,3,86.5,89.3,92.1
003368,Bradford Elementary School,045229,Bradford Exempted Village,Darke,273,10.4,3,86.8,85.5,88.6
003376,Bradford High School,045229,Bradford Exempted Village,Darke,222,22.3,2,75.2,74.5,76.9
003400,Ballard Brady Middle School,046581,Orange City,Cuyahoga,463,5.3,5,107.0,105.5,105.2
003434,Summerside Elementary,046359,West Clermont Local,Clermont,615,24.7,3,84.8,83.3,79.8
003442,Brantwood Elementary School,048702,Mad River Local,Montgomery,371,23.1,3,85.1,80.7,84.1
003467,Brecksville-Broadview Heights High School,043646,Brecksville-Broadview Heights City,Cuyahoga,1106,11.1,5,107.8,108.1,107.4
003475,Brecksville-Broadview Heights Middle School,043646,Brecksville-Broadview Heights City,Cuyahoga,792,11.9,5,106.0,107.0,107.4
003509,Ridge Elementary School,045492,Mentor Exempted Village,Lake,651,9.6,4,99.5,95.1,93.9
003558,The Bridgeport School District - High School,045237,Bridgeport Exempted Village,Belmont,193,34.5,2,68.5,74.7,76.0
003566,Bridgetown Middle School,047373,Oak Hills Local,Hamilton,611,19.9,5,102.7,98.3,95.2
003590,Buckeye North Elementary School,047787,Buckeye Local,Jefferson,238,41.5,4,90.3,85.4,91.3
003616,Brimfield Elementary School,049197,Field Local,Portage,534,14.5,4,89.9,87.8,92.5
003624,Malabar Intermediate School,044297,Mansfield City,Richland,678,28.1,2,65.9,62.3,64.3
003632,Bristol Elementary School,050112,Bristol Local,Trumbull,232,17.0,4,100.1,97.8,94.7
003640,Bristol High School,050112,Bristol Local,Trumbull,180,42.9,3,85.3,80.7,79.9
003657,Britton Elementary School,047019,Hilliard City,Franklin,441,6.3,,NC,NC,NC
003665,Broadleigh Elementary School,043802,Columbus City Schools District,Franklin,307,47.7,1,54.4,64.4,56.7
003707,Broadway Elementary School,045617,Tipp City Exempted Village,Miami,454,10.8,,NC,101.0,101.4
003749,Brookfield High School,050120,Brookfield Local,Trumbull,276,36.0,3,79.9,75.6,82.4
003756,Brookfield Middle School,050120,Brookfield Local,Trumbull,297,33.7,3,80.0,76.4,78.0
003780,Brooklyn High School,043653,Brooklyn City,Cuyahoga,360,35.9,3,80.1,76.0,79.3
003806,Brook Park Elementary School,043612,Berea City,Cuyahoga,925,20.3,3,83.9,83.2,83.6
003822,Brookside Elementary School,045138,Worthington City,Franklin,313,11.0,4,96.8,95.4,91.6
003830,Brookside High School,044768,Sheffield-Sheffield Lake City,Lorain,407,32.0,3,86.3,81.3,83.1
003863,Brookville High School,048678,Brookville Local,Montgomery,392,11.0,4,93.3,94.4,99.1
003897,Brown Elementary School,047019,Hilliard City,Franklin,450,8.0,4,97.0,94.5,91.8
003905,Brown Middle School,044685,Ravenna City,Portage,507,37.1,2,64.1,67.2,70.3
003954,William Bruce Elementary School,043935,Eaton Community City,Preble,431,12.0,4,91.9,92.4,95.8
003970,Brunswick High School,043661,Brunswick City,Medina,1726,18.0,4,92.6,90.7,90.2
003988,Midview North Elementary School,048173,Midview Local,Lorain,517,16.4,,NC,NC,NC
003996,Brush High School,044792,South Euclid-Lyndhurst City,Cuyahoga,912,51.9,2,72.8,71.2,69.6
004002,Bryan Elementary,043679,Bryan City,Williams,868,9.8,4,96.1,95.9,94.5
004028,Bryan Middle School/High School,043679,Bryan City,Williams,867,15.9,3,87.5,85.6,88.1
004044,Bryden Elementary School,043554,Beachwood City,Cuyahoga,265,13.8,,NC,NC,NC
004077,Buchtel Community Learning Center,043489,Akron City,Summit,964,65.8,1,54.0,48.5,46.2
004085,Buckeye Central High School,046508,Buckeye Central Local,Crawford,172,12.2,4,90.2,93.5,96.2
004101,Buckeye Elementary School,047894,Riverside Local,Lake,369,13.7,4,92.7,91.7,93.6
004119,Buckeye Elementary School,044735,Salem City,Columbiana,413,24.9,,NC,NC,NC
004127,Buckeye High School,048470,Buckeye Local,Medina,530,20.5,4,98.4,96.0,96.4
004135,Buckeye Middle School,043802,Columbus City Schools District,Franklin,332,71.8,1,48.4,47.5,43.5
004143,Buckeye Valley Local High School,046755,Buckeye Valley Local,Delaware,568,18.0,5,103.1,96.8,96.0
004176,Buckskin Elementary School,045401,Greenfield Exempted Village,Ross,202,10.0,3,81.9,84.3,86.5
004184,Bucyrus Secondary School,043687,Bucyrus City,Crawford,204,32.5,2,76.2,76.2,74.8
004192,Budd Elementary School,045468,Loudonville-Perrysville Exempted Village,Ashland,206,6.8,4,95.7,95.2,90.2
004200,Pugliese Elementary West,044826,Steubenville City,Jefferson,450,5.7,5,111.3,108.7,110.8
004218,Brook Intermediate School,047308,Rolling Hills Local,Guernsey,348,17.2,2,76.6,77.2,80.4
004234,Buhrer,043786,Cleveland Municipal,Cuyahoga,420,25.7,3,83.2,77.5,74.1
004242,Ontario Primary School,043513,Ashtabula Area City,Ashtabula,265,36.9,,NC,NC,NC
004267,Paul C Bunn Elementary School,045161,Youngstown City,Mahoning,313,51.0,2,70.0,76.9,60.4
004317,Burlington Elementary School,047951,South Point Local,Lawrence,365,18.9,4,90.7,91.0,81.4
004333,Wauseon Middle School,045641,Wauseon Exempted Village,Fulton,388,16.6,3,85.6,88.5,87.4
004341,Burroughs Elementary School,043802,Columbus City Schools District,Franklin,382,51.4,1,44.3,44.7,43.2
004358,Burroughs Elementary School,044909,Toledo City,Lucas,311,41.9,2,63.4,61.3,63.2
004366,Berkshire Middle School,047167,Berkshire Local,Geauga,387,19.2,3,85.7,85.6,85.8
004390,Butler Elementary School,049411,Clear Fork Valley Local,Richland,256,10.1,4,95.9,92.6,90.1
004408,Butler Middle School,046631,Arcanum-Butler Local,Darke,316,9.4,4,97.3,94.6,96.6
004416,Butler High School,044958,Vandalia-Butler City,Montgomery,833,24.4,4,89.2,89.3,91.2
004432,Byesville Elementary School,047308,Rolling Hills Local,Guernsey,209,15.2,,NC,NC,NC
004457,Shaker Hts Middle School,044750,Shaker Heights City,Cuyahoga,936,21.1,3,83.1,82.6,82.9
004473,C O Harrison Elementary School,047373,Oak Hills Local,Hamilton,843,19.5,5,101.8,98.5,100.5
004507,Harrison Central Jr./Sr. High School,045245,Harrison Hills City,Harrison,547,34.3,2,75.2,74.2,74.3
004515,Southwestern Elementary School,065680,Gallia County Local,Gallia,161,17.4,3,88.3,90.3,90.5
004549,Beaver Local Elementary School,046425,Beaver Local,Columbiana,613,24.5,4,91.2,96.1,88.9
004556,Caldwell High School,045252,Caldwell Exempted Village,Noble,227,33.6,3,79.7,71.3,73.1
004564,Caldwell Elementary School,045252,Caldwell Exempted Village,Noble,518,21.3,3,78.9,75.2,78.5
004580,Liberty Elementary School,048447,River Valley Local,Marion,407,13.7,3,81.2,90.2,87.0
004598,Caledonia Elementary School,043901,East Cleveland City School District,Cuyahoga,245,54.4,,NC,NC,NC
004614,Cambridge Middle School,043695,Cambridge City,Guernsey,397,32.2,2,68.0,68.7,70.9
004622,Cambridge High School,043695,Cambridge City,Guernsey,464,41.4,2,67.2,65.3,65.4
004630,Preble Shawnee Elementary School,049288,Preble Shawnee Local,Preble,460,8.5,3,82.1,80.1,83.0
004697,C H Campbell Elementary School,048314,Canfield Local,Mahoning,470,10.3,5,106.8,108.7,101.6
004713,Ironton Middle School,044149,Ironton City School District,Lawrence,292,17.8,3,86.1,83.0,83.0
004739,Streetsboro Elementary School,049239,Streetsboro City,Portage,610,14.4,3,83.7,75.5,76.6
004747,Jonathan Alder Junior High,048264,Jonathan Alder Local,Madison,351,17.4,4,98.4,96.1,94.7
004754,W. S. Stinson Elementary School,049908,Northwest Local,Stark,383,2.4,5,101.0,101.2,104.5
004770,Canal Winchester High School,046946,Canal Winchester Local,Franklin,1109,26.6,4,90.9,86.6,87.5
004796,Canfield High School,048314,Canfield Local,Mahoning,677,22.3,5,106.2,104.1,105.4
004804,Canterbury Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,311,15.3,4,90.2,85.4,80.2
004812,Canton South High School,049833,Canton Local,Stark,611,30.0,3,79.9,78.4,78.0
004838,East Palestine Elementary School,043927,East Palestine City,Columbiana,412,29.5,3,86.9,94.4,91.6
004853,Cardinal Jr/Sr High School,047175,Cardinal Local,Geauga,285,19.0,3,81.5,84.0,79.3
004861,Cardington-Lincoln High School,048793,Cardington-Lincoln Local,Morrow,242,16.8,3,83.5,81.5,78.8
004879,Cardington-Lincoln Elementary School,048793,Cardington-Lincoln Local,Morrow,395,11.3,2,76.2,80.7,86.7
004887,Carey High School,045260,Carey Exempted Village Schools,Wyandot,468,14.2,3,83.8,84.7,86.5
004911,Carlisle High School,050419,Carlisle Local,Warren,409,24.9,3,85.9,84.9,82.2
004929,Carlisle Primary Elementary School,050419,Carlisle Local,Warren,478,10.2,4,98.9,94.2,97.7
004937,Carlisle Intermediate Elementary School,050419,Carlisle Local,Warren,361,14.7,3,82.7,84.3,85.0
004952,Louise Troy Elementary School,043844,Dayton City,Montgomery,324,42.4,2,57.8,51.2,52.3
004994,Bloom-Carroll High School,046862,Bloom-Carroll Local,Fairfield,677,13.4,4,91.7,93.0,93.4
005017,Carrollton High School,045278,Carrollton Exempted Village,Carroll,499,27.0,4,91.5,83.8,83.7
005025,Dater Montessori School,043752,Cincinnati Public Schools,Hamilton,720,17.6,2,75.7,75.2,79.8
005041,Carylwood Intermediate School,043562,Bedford City,Cuyahoga,253,23.0,2,68.9,69.1,65.5
005074,Case Community Learning Center,043489,Akron City,Summit,370,36.1,3,78.2,78.4,74.9
005082,Cassingham Elementary School,043620,Bexley City,Franklin,480,5.6,5,103.7,100.6,101.0
005124,Cedar Elementary School,043711,Canton City,Stark,364,13.5,2,74.9,61.3,60.7
005132,Gorsuch West Elementary School,044206,Lancaster City,Fairfield,525,26.4,2,74.7,76.4,76.3
005157,Chestnut Elementary School,044628,Painesville City Local,Lake,422,20.7,2,75.3,76.7,77.8
005165,Cedarville Elementary School,047258,Cedar Cliff Local,Greene,252,12.4,5,103.7,103.2,104.7
005173,Cedarville High School,047258,Cedar Cliff Local,Greene,296,7.7,4,97.3,92.1,95.0
005181,Cedarwood Alternative Elementary School,043802,Columbus City Schools District,Franklin,340,42.7,2,70.2,67.2,69.1
005199,Celina Middle School,043729,Celina City,Mercer,342,12.2,4,89.3,85.6,86.5
005207,Celina High School,043729,Celina City,Mercer,726,17.3,3,85.4,82.7,76.8
005256,Newton Falls Middle School,045567,Newton Falls Exempted Village,Trumbull,118,31.5,3,84.2,82.3,83.6
005264,Perry Elementary School,047902,Perry Local,Lake,543,12.4,4,90.4,89.2,93.5
005280,Centerburg Elementary School,047829,Centerburg Local,Knox,443,9.2,4,96.7,100.6,100.9
005298,Centerburg High School,047829,Centerburg Local,Knox,295,20.1,4,93.6,91.9,89.3
005322,Centerville High School,043737,Centerville City,Montgomery,2607,19.4,4,98.4,96.0,94.9
005330,Central Trail Elementary School,044875,Sylvania Schools,Lucas,665,10.6,4,97.9,99.5,100.8
005348,London MIddle School,044255,London City,Madison,467,28.4,2,74.0,72.7,74.2
005363,Mason Middle School,050450,Mason City,Warren,1635,12.7,5,103.5,102.7,101.8
005371,Central Elementary School,044487,New Philadelphia City,Tuscarawas,197,9.4,4,96.1,97.5,91.8
005397,Napoleon Elementary School,044438,Napoleon Area City,Henry,917,7.5,4,98.8,97.7,97.5
005405,Central Academy Nongraded Elementary School,044404,Middletown City,Butler,352,30.6,2,64.4,65.8,69.1
005439,Willard Elementary School,045096,Willard City,Huron,558,23.3,3,80.2,86.0,80.3
005447,Wellston Middle School,045021,Wellston City,Jackson,283,30.7,2,72.5,78.6,80.5
005462,Fairfield Central Elementary School,046102,Fairfield City,Butler,726,15.4,3,83.5,83.9,84.0
005496,Central Elementary School,049437,Lexington Local,Richland,329,9.2,4,97.7,99.9,106.3
005504,Davey Elementary School,044164,Kent City,Portage,442,16.1,4,89.5,89.1,90.6
005561,Central Primary School,043562,Bedford City,Cuyahoga,404,31.4,,NC,NC,NC
005637,Alfred Benesch,043786,Cleveland Municipal,Cuyahoga,239,75.9,1,36.8,37.6,36.8
005660,Lima North Middle School,044222,Lima City,Allen,320,45.5,1,53.6,54.2,53.0
005686,Glenwood Middle School,043984,Findlay City,Hancock,564,18.8,3,80.5,81.4,83.0
005710,Wadsworth Middle School,044974,Wadsworth City,Medina,598,20.0,4,97.6,96.5,96.5
005728,Reading Elementary School,044693,Reading Community City,Hamilton,767,25.2,2,75.3,76.8,76.5
005736,Zane Trace Elementary School,049544,Zane Trace Local,Ross,473,15.2,4,92.0,88.0,90.3
005751,Chagrin Falls High School,045286,Chagrin Falls Exempted Village,Cuyahoga,515,13.3,5,110.1,110.8,104.6
005769,Chagrin Falls Middle School,045286,Chagrin Falls Exempted Village,Cuyahoga,224,6.2,5,112.8,112.2,112.1
005777,Chalker High School,050237,Southington Local,Trumbull,124,32.0,4,90.6,89.9,95.4
005785,R B Chamberlin Middle School,050070,Twinsburg City,Summit,565,17.8,4,94.4,94.5,98.3
005801,Champion Central Elementary School,050138,Champion Local,Trumbull,453,18.7,4,95.9,96.7,94.5
005819,Champion High School,050138,Champion Local,Trumbull,321,24.2,4,97.2,90.2,90.4
005827,Champion Middle School,043802,Columbus City Schools District,Franklin,342,78.4,1,43.6,43.8,45.1
005835,Champion Middle School,050138,Champion Local,Trumbull,364,19.0,4,98.9,97.1,97.7
005850,Chaney High,045161,Youngstown City,Mahoning,506,71.9,2,60.4,52.6,52.0
005868,Chapelfield Elementary School,046961,Gahanna-Jefferson City,Franklin,413,9.7,4,91.7,89.9,90.3
005876,Chardon High School,047183,Chardon Local,Geauga,989,26.0,5,101.8,100.6,97.1
005884,Chardon Middle School,047183,Chardon Local,Geauga,708,13.8,5,101.4,103.6,104.1
005892,Charles A Mooney School,043786,Cleveland Municipal,Cuyahoga,317,40.9,2,58.0,59.9,57.6
005900,Charles Dickens School,043786,Cleveland Municipal,Cuyahoga,257,56.9,1,43.5,44.8,42.8
005926,Charles L Warstler Elementary School,049932,Plain Local,Stark,285,13.4,3,84.5,82.4,85.4
005942,Whitney M Young,043786,Cleveland Municipal,Cuyahoga,263,50.2,1,44.0,40.8,37.0
005967,Charles W Springmyer Elementary School,047373,Oak Hills Local,Hamilton,412,11.8,4,99.8,102.0,104.7
006007,Chase STEM Academy,044909,Toledo City,Lucas,249,48.7,1,55.4,53.2,61.9
006015,Chase School,043752,Cincinnati Public Schools,Hamilton,271,46.9,2,65.7,56.4,59.3
006049,Cherrington Elementary School,045047,Westerville City,Franklin,334,16.3,3,86.9,88.5,89.9
006056,Rosa Parks Elementary School,044909,Toledo City,Lucas,290,52.1,1,45.6,46.5,43.7
006072,Swanton Middle School,047092,Swanton Local,Fulton,374,19.7,4,90.3,92.5,97.3
006080,Cherry Valley Elementary School,044453,Newark City,Licking,340,20.9,3,85.9,87.3,90.5
006098,Chesapeake High School,045294,Chesapeake Union Exempted Village,Lawrence,265,30.7,3,79.7,78.6,77.7
006189,Chestnut Elementary School,044529,North Olmsted City,Cuyahoga,411,12.0,4,93.7,96.6,94.1
006213,Chestnut Ridge Elementary School,047688,East Holmes Local,Holmes,217,3.2,5,104.7,105.7,104.8
006239,Cheviot School,043752,Cincinnati Public Schools,Hamilton,573,48.6,2,77.7,76.8,71.0
006296,Chillicothe High School,043745,Chillicothe City,Ross,681,48.2,2,74.1,70.4,66.8
