irn,district,distribution,counties,amount
044982,WAPAKONETA CITY SCHOOL,2018-01,4,78697.99
044990,WARREN CITY SCHOOL DISTRICT,2018-01,1,119832.87
045005,WARRENSVILLE HEIGHTS CITY,2018-01,1,38795.49
045013,WASHINGTON COURTHOUSE CITY,2018-01,1,55611.34
045021,WELLSTON CITY SCHOOLS,2018-01,2,34666.01
045039,WELLSVILLE LOCAL SCHOOL,2018-01,2,18325.41
045047,WESTERVILLE CITY SCHOOL,2018-01,2,377094.63
045054,WEST CARROLLTON CITY SCHOOL,2018-01,1,90980.65
045062,WESTLAKE CITY SCHOOL DISTRICT,2018-01,1,86624.17
045070,WHITEHALL CITY SCHOOL DISTRICT,2018-01,1,87197.77
045088,WICKLIFFE CITY SCHOOL DISTRICT,2018-01,2,33626.44
045096,WILLARD CITY SCHOOL DISTRICT,2018-01,4,39678.66
045104,WILLOUGHBY-EASTLAKE CITY,2018-01,2,194311.21
045112,WILMINGTON CITY SCHOOLS,2018-01,2,71431.58
045120,WOOSTER CITY SCHOOL DISTRICT,2018-01,1,89618.01
045138,WORTHINGTON BOARD OF EDUCATION,2018-01,2,248539.17
045146,WYOMING CITY SCHOOLS,2018-01,1,48799.34
045153,XENIA COMMUNITY SCHOOLS,2018-01,3,106316.15
045161,YOUNGSTOWN CITY SCHOOLS,2018-01,2,120880.6
045179,ZANESVILLE CITY SCHOOLS,2018-01,1,79903.84
045187,ADA EXEMPTED VILLAGE SCHOOLS,2018-01,3,22115.66
045195,AMHERST EXEMPTED VILLAGE,2018-01,1,91644.36
045203,BARNESVILLE EXEMPTED VILLAGE,2018-01,5,33723.76
045211,BLUFFTON EXEMPTED VILLAGE,2018-01,4,29498.79
045229,BRADFORD EXEMPTED VILLAGE,2018-01,3,12686.35
045237,BRIDGEPORT EXEMPTED VILLAGE,2018-01,1,18958.27
045245,HARRISON HILLS CITY SCHOOL,2018-01,5,40390.53
045252,CALDWELL EXEMPTED VILLAGE,2018-01,2,21947.75
045260,CAREY EXEMPT VILLAGE SCHOOL,2018-01,3,20528.87
045278,CARROLLTON EXEMPTED VILLAGE,2018-01,5,51755.4
045286,CHAGRIN FALLS EXEMPTED VILLAGE,2018-01,2,47622.33
045294,CHESAPEAKE UNION EXEMPTED,2018-01,1,35134.09
045302,CLYDE GREEN SPRINGS EXEMPTED,2018-01,2,54943.14
045310,COLDWATER EXEMPTED VILLAGE,2018-01,1,33983.7
045328,COLUMBIANA EXEMPTED VILLAGE,2018-01,2,25586.32
045336,COVINGTON EXEMPTED VILLAGE,2018-01,2,20925.67
045344,CRESTLINE EXEMPTED VILLAGE,2018-01,2,15088.32
045351,CROOKSVILLE EXEMPTED VILLAGE,2018-01,2,25472.11
045369,FAIRPORT HARBOR EXEMPTED,2018-01,1,17523.15
045377,GEORGETOWN EXEMPTED VILLAGE,2018-01,1,25834.16
045385,GIBSONBURG EXEMPTED VILLAGE,2018-01,2,21983.6
045393,GRANVILLE EXEMPTED VILLAGE,2018-01,1,62313.7
045401,GREENFIELD EXEMPTED VILLAGE,2018-01,3,45915.79
045419,HICKSVILLE EXEMPTED VILLAGE,2018-01,2,24729.08
045427,HUBBARD SCHOOL DISTRICT,2018-01,2,49151.54
045435,INDIAN HILL EXEMPTED VILLAGE,2018-01,1,50516.4
045443,LEETONIA EXEMPTED VILLAGE,2018-01,2,17479.72
045450,LISBON EXEMPTED VILLAGE,2018-01,1,22264.79
045468,LOUDONVILLE PERRYSVILLE,2018-01,4,28179.24
045476,MARYSVILLE EXEMPTED VILLAGE,2018-01,4,130339.68
045484,MECHANICSBURG EXEMPTED VILLAGE,2018-01,3,22062.01
045492,MENTOR EXEMPTED VILLAGE,2018-01,2,189255.17
045500,MILFORD EXEMPTED VILLAGE,2018-01,2,166120.74
045518,MILTON-UNION EXEMPTED VILLAGE,2018-01,3,37693.3
045526,MONTPELIER EXEMPTED VILLAGE,2018-01,1,23556.19
045534,MOUNT GILEAD EXEMPTED,2018-01,2,30479.9
045542,NEWCOMERSTOWN EXEMPTED VILLAGE,2018-01,3,25522.75
045559,NEW RICHMOND EXEMPTED,2018-01,1,58850.68
045567,NEWTON FALLS EXEMPTED VILLAGE,2018-01,3,26428.78
045575,PAULDING EXEMPTED VILLAGE SCH,2018-01,3,34485.84
045583,PERRYSBURG EXEMPTED VILLAGE,2018-01,2,126976.16
045591,RITTMAN EXEMPTED VILLAGE,2018-01,2,25826.5
045609,ROSSFORD EXEMPTED VILLAGE,2018-01,2,41103.97
045617,TIPP CITY EXEMPTED VILLAGE,2018-01,2,63176.14
045625,UPPER SANDUSKY E V SCHOOLS,2018-01,4,40529.26
045633,VERSAILLES EXEMPTED VILLAGE,2018-01,2,33084.83
045641,WAUSEON EXEMPTED VILLAGE,2018-01,2,46055.69
045658,WELLINGTON EXEMPTED VILLAGE,2018-01,2,27452.53
045666,WINDHAM EXEMPTED VILLAGE,2018-01,2,12312.96
045674,YELLOW SPRINGS EXEMPTED,2018-01,2,18464.9
045757,ALLEN EAST LOCAL SCHOOL,2018-01,2,27992.51
045765,BATH LOCAL SCHOOL DISTRICT,2018-01,1,46453.99
045773,ELIDA BOARD OF EDUCATION,2018-01,2,62795.4
045781,PERRY LOCAL SCHOOL DISTRICT,2018-01,2,21206.87
045799,SHAWNEE LOCAL SCHOOL DISTRICT,2018-01,2,64194.43
045807,SPENCERVILLE LOCAL SCHOOL,2018-01,4,24951.18
045823,HILLSDALE SCHOOLS,2018-01,3,22072
045831,MAPLETON LOCAL SCHOOL DISTRICT,2018-01,3,23405.81
045856,BUCKEYE LOCAL SCHOOL DISTRICT,2018-01,1,45062.92
045864,GRAND VALLEY LOCAL SCHOOL,2018-01,3,29768.32
045872,JEFFERSON AREA LOCAL SCHOOL,2018-01,1,43892.13
045880,PYMATUNING VALLEY LOCAL,2018-01,2,30714.51
045906,ALEXANDER LOCAL SCHOOL,2018-01,3,39655.79
045914,FEDERAL HOCKING LOCAL SCHOOL,2018-01,4,27177.6
045922,TRIMBLE LOCAL SCHOOL DISTRICT,2018-01,3,20569.5
045948,MINSTER LOCAL SCHOOL DISTRICT,2018-01,4,21529.71
045955,NEW BREMEN LOCAL SCHOOL,2018-01,3,19386.2
045963,NEW KNOXVILLE LOCAL SCHOOL,2018-01,2,10128.68
045971,WAYNESFIELD-GOSHEN LOCAL,2018-01,4,12005.02
045997,ST CLAIRSVILLE RICHLAND CITY,2018-01,3,43700.39
046003,SHADYSIDE LOCAL BOARD OF EDU,2018-01,1,20252.01
046011,UNION LOCAL SCHOOL DISTRICT,2018-01,2,36625.96
046037,EASTERN LOCAL SCHOOL DISTRICT,2018-01,3,34102.65
046045,FAYETTEVILLE-PERRY LOCAL,2018-01,4,21897.21
046060,WESTERN BROWN LOCAL SCHOOL,2018-01,3,78790.25
046078,RIPLEY UNION LEWIS HUNTINGTON,2018-01,3,21273.97
046094,EDGEWOOD CITY SCHOOL DISTRICT,2018-01,2,93662.86
046102,FAIRFIELD CITY SCHOOL DISTRICT,2018-01,2,248466.13
046110,LAKOTA LOCAL SCHOOL DISTRICT,2018-01,3,404395.58
046128,MADISON LOCAL SCHOOL DISTRICT,2018-01,1,38116.71
046136,NEW MIAMI LOCAL SCHOOL,2018-01,1,16133
046144,ROSS LOCAL SCHOOL DISTRICT,2018-01,2,72299.62
046151,TALAWANDA CITY SCHOOL DISTRICT,2018-01,2,77183.76
046177,BROWN LOCAL SCHOOL DISTRICT,2018-01,2,17213.33
046193,GRAHAM LOCAL SCHOOL DISTRICT,2018-01,5,46055.94
046201,TRIAD LOCAL SCHOOLS,2018-01,3,21785.85
046219,WEST LIBERTY SALEM LOCAL,2018-01,2,29828.32
046235,GREENON LOCAL SCHOOLS,2018-01,2,39370.05
046243,TECUMSEH LOCAL SCHOOL DISTRICT,2018-01,4,75679.18
046250,NORTHEASTERN LOCAL SCHOOL,2018-01,3,80162.53
046268,NORTHWESTERN LOCAL SCHOOL,2018-01,3,42934.6
046276,SOUTHEASTERN LOCAL SCHOOL,2018-01,3,18752.53
046284,CLARK-SHAWNEE LOCAL SCHOOL,2018-01,1,49156.36
046300,BATAVIA LOCAL SCHOOL DISTRICT,2018-01,1,57398.19
046318,BETHEL-TATE LOCAL SCHOOLS,2018-01,2,41196.16
046326,CLERMONT NORTHEASTERN SCHOOL,2018-01,2,36362.66
046334,FELICITY-FRANKLIN LOCAL,2018-01,2,22489.16
046342,GOSHEN LOCAL SCHOOLS,2018-01,2,70331.85
046359,WEST CLERMONT LOCAL SCH DIST.,2018-01,2,207344.06
046367,WILLIAMSBURG LOCAL SCHOOL,2018-01,2,25820.26
046383,BLANCHESTER LOCAL SCHOOL,2018-01,5,40698.88
046391,CLINTON-MASSIE LOCAL SCHOOL,2018-01,3,45503.47
046409,EAST CLINTON LOCAL SCHOOL,2018-01,4,32998.43
046425,BEAVER LOCAL SCHOOL DISTRICT,2018-01,1,46997.92
046433,CRESTVIEW LOCAL SCHOOL,2018-01,2,32762.42
046441,SOUTHERN LOCAL SCHOOL DISTRICT,2018-01,3,20817.45
046458,UNITED LOCAL SCHOOL DISTRICT,2018-01,2,29645.86
046474,RIDGEWOOD LOCAL BOARD OF,2018-01,4,31524.4
046482,RIVER VIEW LOCAL SCHOOL,2018-01,5,49863.09
046508,BUCKEYE CENTRAL LOCAL SCHOOL,2018-01,4,17271.46
046516,COLONEL CRAWFORD LOCAL SCHOOLS,2018-01,3,23593.81
046524,WYNFORD LOCAL SCHOOL DISTRICT,2018-01,4,28646.67
046557,CUYAHOGA HEIGHTS LOCAL SCHOOL,2018-01,2,17842.46
046565,INDEPENDENCE LOCAL SCHOOLS,2018-01,1,26477.48
046573,OLMSTED FALLS BOARD OF,2018-01,2,91078.4
046581,ORANGE CITY SCHOOL DISTRICT,2018-01,2,48127.65
046599,RICHMOND HEIGHTS LOCAL SCHOOL,2018-01,1,19161.34
046607,SOLON BOARD OF EDUCATION,2018-01,1,111782.76
046623,ANSONIA LOCAL SCHOOL DISTRICT,2018-01,1,17740.17
046631,ARCANUM BUTLER LOCAL SCHOOL,2018-01,1,27246.5
046649,FRANKLIN MONROE LOCAL SCHOOL,2018-01,2,16169.58
046672,MISSISSINAWA VALLEY LOCAL,2018-01,1,15444.67
046680,TRI-VILLAGE LOCAL SCHOOL DIST,2018-01,2,19965.4
046706,AYERSVILLE LOCAL SCH DIST.,2018-01,4,18991.84
046714,CENTRAL LOCAL SCHOOL DISTRICT,2018-01,3,26603.47
046722,NORTHEASTERN LOCAL SCHOOL,2018-01,3,29222.27
046748,BIG WALNUT LOCAL SCHOOLS,2018-01,4,88883.49
046755,BUCKEYE VALLEY LOCAL SCHOOL,2018-01,4,55184.99
046763,OLENTANGY LOCAL SCHOOLS,2018-01,2,517741.23
046789,EDISON LOCAL SCHOOLS,2018-01,2,37898.79
046797,KELLEYS ISLAND SCHOOL,2018-01,1,24.99
046805,MARGARETTA LOCAL SCHOOL DIST,2018-01,2,28940.59
046813,PERKINS LOCAL SCHOOL DISTRICT,2018-01,1,48888.26
046821,VERMILION LOCAL SCH DIST.,2018-01,2,46707.46
046847,AMANDA-CLEARCREEK LOCAL SCHOOL,2018-01,3,38040.43
046854,BERNE UNION LOCAL SCHOOLS,2018-01,2,21692.75
046862,BLOOM CARROLL LOCAL SCHOOL,2018-01,2,51971.81
046870,FAIRFIELD UNION LOCAL SCHOOL,2018-01,3,49413.38
046888,LIBERTY UNION THURSTON LOCAL,2018-01,1,31901.44
046896,PICKERINGTON LOCAL SCHOOL DIST,2018-01,3,262068.55
046904,WALNUT TOWNSHIP LOCAL SCHOOL,2018-01,3,14171.12
046920,MIAMI TRACE LOCAL SCH DIST.,2018-01,7,66019.93
046946,CANAL WINCHESTER LOCAL SCHOOL,2018-01,2,95481.8
046953,HAMILTON LOCAL SCHOOLS,2018-01,2,77901.86
046961,GAHANNA-JEFFERSON CITY SCHOOL,2018-01,1,189876.36
046979,GROVEPORT MADISON LOCAL,2018-01,3,148250.01
046995,NEW ALBANY PLAIN LOCAL SCHOOL,2018-01,3,121034.75
047001,REYNOLDSBURG CITY SCHOOLS,2018-01,3,186384.21
047019,HILLIARD CITY SCHOOL DISTRICT,2018-01,2,403347.41
047027,DUBLIN CITY SCHOOLS,2018-01,3,397884.26
047043,ARCHBOLD AREA LOCAL SCHOOLS,2018-01,4,31552.24
047050,EVERGREEN LOCAL SCHOOL,2018-01,2,30386.89
047068,FAYETTE LOCAL SCHOOL DISTRICT,2018-01,2,9576.27
047076,PETTISVILLE LOCAL SCHOOL,2018-01,2,12626.08
047084,PIKE DELTA YORK LOCAL SCHOOLS,2018-01,3,32303.28
047092,SWANTON LOCAL SCHOOL DISTRICT,2018-01,3,32302.35
047167,BERKSHIRE BOARD OF EDUCATION,2018-01,2,31193.38
047175,CARDINAL LOCAL SCHOOL DISTRICT,2018-01,4,24734.17
047183,CHARDON BOARD OF EDUCATION,2018-01,2,71386.61
047191,KENSTON LOCAL SCHOOL DISTRICT,2018-01,2,68021.36
047217,NEWBURY BOARD OF EDUCATION,2018-01,1,9550
047225,WEST GEAUGA LOCAL SCHOOL,2018-01,3,47146.97
047241,BEAVERCREEK CITY SCHOOLS,2018-01,2,196576.91
047258,CEDARCLIFF LOCAL BOARD OF,2018-01,2,15724.28
047266,GREENEVIEW LOCAL SCHOOL,2018-01,4,34719.32
047274,SUGARCREEK LOCAL SCHOOL,2018-01,3,66864.22
047308,ROLLING HILLS LOCAL SCHOOL,2018-01,3,42423.54
047332,FINNEYTOWN LOCAL SCHOOL,2018-01,1,36692.82
047340,FOREST HILLS LOCAL SCHOOL,2018-01,2,185492.73
047365,NORTHWEST LOCAL SCHOOL,2018-01,2,222172.7
047373,OAK HILLS LOCAL SCHOOL DISTICT,2018-01,1,195421.34
047381,SOUTHWEST LOCAL SCHOOL DIST,2018-01,2,99092.83
047399,THREE RIVERS LOCAL SCHOOL DIST,2018-01,1,52731.16
047415,ARCADIA LOCAL SCHOOL DISTRICT,2018-01,3,15011.27
047423,ARLINGTON LOCAL SCHOOL,2018-01,2,14413.29
047431,CORY-RAWSON LOCAL SCHOOLS,2018-01,3,14038.4
047449,LIBERTY-BENTON LOCAL SCHOOL,2018-01,1,36310.57
047456,MCCOMB LOCAL SCHOOL DISTRICT,2018-01,4,17282.36
047464,VAN BUREN LOCAL SCHOOL,2018-01,2,27199
047472,VANLUE LOCAL SCHOOL DISTRICT,2018-01,3,5307
047498,HARDIN NORTHERN LOCAL SCHOOL,2018-01,2,10459.17
047506,RIDGEMONT LOCAL SCHOOL,2018-01,4,12655.89
047514,RIVERDALE LOCAL SCHOOL,2018-01,3,25279.87
047522,UPPER SCIOTO VALLEY LOCAL,2018-01,4,12056.38
047548,CONOTTON VALLEY LOCAL SCHOOL,2018-01,3,11306.24
047571,HOLGATE LOCAL SCHOOL DISTRICT,2018-01,3,11494.08
047589,LIBERTY CENTER LOCAL SCHOOL,2018-01,3,27387
047597,PATRICK HENRY LOCAL SCHOOL,2018-01,3,22586.59
047613,BRIGHT LOCAL SCHOOL DISTRICT,2018-01,3,16917.59
047621,FAIRFIELD LOCAL SCHOOL,2018-01,3,23334.97
047639,LYNCHBURG-CLAY LOCAL SCHOOL,2018-01,3,29587.78
047688,EAST HOLMES LOCAL SCHOOL,2018-01,5,41380.96
047696,WEST HOLMES LOCAL SCHOOL,2018-01,5,56336.11
047712,MONROEVILLE LOCAL SCHOOL,2018-01,2,15210.63
047720,NEW LONDON LOCAL SCHOOL,2018-01,3,23583.5
047738,SOUTH CENTRAL LOCAL SCHOOL,2018-01,3,18813.65
047746,WESTERN RESERVE BD OF EDUC,2018-01,3,27118.26
047761,OAK HILL UNION LOCAL SCHOOL,2018-01,5,31311.91
047787,BUCKEYE LOCAL SCHOOL DISTRICT,2018-01,3,41534.26
047795,EDISON LOCAL SCHOOLS,2018-01,4,37030.72
047803,INDIAN CREEK SCHOOL DISTRICT,2018-01,2,51031.55
047829,CENTERBURG LOCAL SCHOOL,2018-01,4,28749.04
047837,DANVILLE LOCAL SCHOOL DISTRICT,2018-01,4,15798.48
047845,EAST KNOX LOCAL SCHOOL,2018-01,3,24359.18
047852,FREDERICKTOWN LOCAL SCHOOL,2018-01,3,31646.96
047878,KIRTLAND LOCAL BOARD OF,2018-01,2,29566.48
047886,MADISON LOCAL SCHOOL DISTRICT,2018-01,3,75550.79
047894,RIVERSIDE LOCAL SCH DIST.,2018-01,2,104242.26
047902,PERRY LOCAL SCHOOL DISTRICT,2018-01,1,41970.87
047928,DAWSON BRYANT LOCAL SCHOOL,2018-01,1,28361.25
047936,FAIRLAND LOCAL SCHOOL DISTRICT,2018-01,2,40439.65
047944,ROCK HILL LOCAL SCHOOL,2018-01,2,35459.1
047951,SOUTH POINT LOCAL SCHOOLS,2018-01,1,41159.92
047969,SYMMES VALLEY LOCAL SCHOOLS,2018-01,2,19846.7
047985,JOHNSTOWN MONROE LOCAL SCHOOL,2018-01,3,40836.21
047993,LAKEWOOD LOCAL SCHOOL DISTRICT,2018-01,3,46990.83
048009,LICKING HEIGHTS LOCAL SCHOOLS,2018-01,2,107311.41
048017,LICKING VALLEY LOCAL SCHOOL,2018-01,2,52700.16
048025,NORTH FORK LOCAL SCHOOL,2018-01,2,41821.08
048033,NORTHRIDGE LOCAL SCHOOL,2018-01,3,29751.6
048041,SOUTHWEST LICKING LOCAL SCHOOL,2018-01,2,101703.8
048074,BENJAMIN LOGAN LOCAL SCHOOL,2018-01,4,43717.3
048082,INDIAN LAKE LOCAL SCHOOL,2018-01,4,39673.04
048090,RIVERSIDE LOCAL SCHOOL,2018-01,3,17388.04
048116,AVON LOCAL SCHOOL DISTRICT,2018-01,2,109112.3
048124,AVON LAKE CITY SCHOOLS,2018-01,2,94829.4
048132,CLEARVIEW BOARD OF EDUCATION,2018-01,1,41828.45
048140,COLUMBIA LOCAL SCHOOL DISTRICT,2018-01,3,22545.51
048157,FIRELANDS LOCAL SCHOOL,2018-01,3,43127.79
048165,KEYSTONE LOCAL SCHOOLS,2018-01,2,39341.38
048173,MIDVIEW LOCAL SCHOOL DISTRICT,2018-01,2,75819.56
048207,ANTHONY WAYNE LOCAL SCHOOLS,2018-01,3,108779.78
048215,OTTAWA HILLS LOCAL SCHOOL,2018-01,1,23655.26
048223,SPRINGFIELD LOCAL SCH DIST.,2018-01,1,96266.2
048231,WASHINGTON LOCAL SCHOOL,2018-01,1,175956.26
048256,JEFFERSON LOCAL SCHOOL,2018-01,2,31249.33
048264,JONATHAN ALDER LOCAL SCHOOL,2018-01,3,55492.45
048272,MADISON PLAINS LOCAL SCHOOL,2018-01,6,31397.42
048298,AUSTINTOWN LOCAL SCHOOL,2018-01,2,120704.65
048306,BOARDMAN LOCAL SCHOOL DISTRICT,2018-01,1,105664.67
048314,CANFIELD LOCAL SCHOOL DISTRICT,2018-01,1,67455.64
048322,JACKSON-MILTON LOCAL SCHOOL,2018-01,3,19342.96
048330,LOWELLVILLE LOCAL SCHOOLS,2018-01,1,13531.07
048348,POLAND LOCAL SCHOOL DISTRICT,2018-01,1,47233.92
048355,SEBRING LOCAL SCHOOL DISTICT,2018-01,1,11558.83
048363,SOUTH RANGE LOCAL SCHOOL,2018-01,2,32952.05
048371,SPRINGFIELD LOCAL BOARD OF EDU,2018-01,2,26250.61
048389,WEST BRANCH LOCAL SCHOOL,2018-01,4,50999.09
048397,WESTERN RESERVE LOCAL SCHOOLS,2018-01,2,17176.13
048413,ELGIN LOCAL SCHOOL DISTRICT,2018-01,4,25597.43
048421,PLEASANT LOCAL SCHOOL DISTRICT,2018-01,1,30034.01
048439,RIDGEDALE LOCAL SCHOOLS,2018-01,3,17301.2
048447,RIVER VALLEY LOCAL SCHOOL DIST,2018-01,4,49850.23
048462,BLACK RIVER LOCAL SCHOOL,2018-01,4,28657.4
048470,BUCKEYE LOCAL SCHOOL DISTRICT,2018-01,3,59060.03
048488,CLOVERLEAF LOCAL SCHOOL,2018-01,2,60408.74
048496,HIGHLAND LOCAL SCHOOL DISTRICT,2018-01,3,79894.7
048512,EASTERN LOCAL SCHOOL DISTRICT,2018-01,1,19075.48
048520,MEIGS LOCAL SCHOOL DISTRICT,2018-01,3,43694.76
048538,SOUTHERN LOCAL SCHOOL DISTRICT,2018-01,1,18071.51
048553,MARION LOCAL BOARD OF,2018-01,3,21574.47
048579,PARKWAY SCHOOL BOARD OF EDUC,2018-01,3,25385.63
048587,ST HENRY CONSOLIDATED LOCAL,2018-01,2,23894.92
048595,FORT RECOVERY LOCAL SCHOOL,2018-01,2,23295.16
048611,BETHEL LOCAL SCHOOL DISTRICT,2018-01,3,34598.02
048629,MIAMI EAST LOCAL SCHOOLS,2018-01,4,35026.51
048637,NEWTON LOCAL SCHOOL DISTRICT,2018-01,2,15350.78
048652,SWITZERLAND OF OHIO LOCAL,2018-01,4,52859.56
048678,BROOKVILLE LOCAL SCHOOL,2018-01,2,38260.32
048686,JEFFERSON TOWNSHIP LOCAL,2018-01,1,8443.04
048694,TROTWOOD MADISON CITY SCHOOLS,2018-01,1,65103.59
048702,MAD RIVER LOCAL SCHOOL,2018-01,2,94069.42
048710,NEW LEBANON LOCAL SCHOOLS,2018-01,2,27574.36
048728,NORTHMONT CITY SCHOOLS,2018-01,3,125127.28
048736,NORTHRIDGE LOCAL SCHOOL,2018-01,1,39500.5
048744,VALLEY VIEW LOCAL SCHOOL,2018-01,3,45727.19
048751,HUBER HEIGHTS CITY SCHOOLS,2018-01,4,145101.25
048777,MORGAN LOCAL SCHOOL DISTRICT,2018-01,6,45413.04
048793,CARDINGTON LINCOLN LOCAL,2018-01,2,25715.63
048801,HIGHLAND LOCAL SCHOOL DISTRICT,2018-01,3,45170.83
048819,NORTHMOR LOCAL SCHOOLS,2018-01,4,27536.02
048835,EAST MUSKINGUM SCHOOL DISTRICT,2018-01,3,54678.95
048843,FRANKLIN LOCAL SCHOOL DISTRICT,2018-01,3,51072.99
048850,MAYSVILLE LOCAL SCHOOL DIST,2018-01,2,56376.21
048876,TRI-VALLEY LOCAL SCHOOLS,2018-01,3,79603.88
048884,WEST MUSKINGUM LOCAL SCHOOL,2018-01,3,37232.34
048900,NOBLE LOCAL SCHOOL DISTRICT,2018-01,4,22743.45
048926,BENTON CARROLL SALEM LOCAL,2018-01,3,39119.67
048934,DANBURY LOCAL SCHOOLS,2018-01,1,12269.57
048942,GENOA AREA LOCAL SCHOOL,2018-01,4,34801.97
048975,PUT-IN-BAY LOCAL SCHOOL,2018-01,1,1749.23
048991,ANTWERP LOCAL SCHOOL DISTRICT,2018-01,2,17692.06
049031,WAYNE TRACE LOCAL SCHOOL,2018-01,3,24378.05
049056,NORTHERN LOCAL SCHOOL DISTRICT,2018-01,4,56634.74
049064,SOUTHERN LOCAL SCHOOL DISTRICT,2018-01,4,16769.18
049080,LOGAN ELM LOCAL SCHOOL DIST,2018-01,5,45992.31
049098,TEAYS VALLEY BOARD OF EDU,2018-01,3,101355.47
049106,WESTFALL LOCAL SCHOOL DISTRICT,2018-01,3,34568.02
049122,EASTERN LOCAL SCHOOL DISTRICT,2018-01,3,22521.98
049130,SCIOTO VALLEY LOCAL SCHOOL,2018-01,3,33978.05
049148,WAVERLY CITY SCHOOLS,2018-01,3,47589.32
049155,WESTERN LOCAL SCHOOL DISTRICT,2018-01,4,19390.13
049171,AURORA BOARD OF EDUCATION,2018-01,4,72247.59
049189,CRESTWOOD LOCAL SCHOOLS,2018-01,2,42988.92
049197,FIELD LOCAL SCHOOL DISTRICT,2018-01,3,50119.74
049205,JAMES A GARFIELD LOCAL SCHOOLS,2018-01,3,36166.62
049213,ROOTSTOWN LOCAL SCHOOL,2018-01,1,29925.07
049221,SOUTHEAST LOCAL SCHOOLS,2018-01,3,39615.21
049239,STREETSBORO CITY SCHOOLS,2018-01,2,54778.6
049247,WATERLOO LOCAL BOARD OF EDU,2018-01,2,27675.3
049270,NATIONAL TRAIL LOCAL SD,2018-01,2,25611.42
049288,PREBLE SHAWNEE LOCAL SCHOOLS,2018-01,3,34566.33
049296,TWIN VALLEY COMMUNITY LOCAL,2018-01,2,21473.31
049312,COLUMBUS GROVE LOCAL SCHOOL,2018-01,2,21729.89
049320,CONTINENTAL LOCAL SCHOOL,2018-01,3,12054.31
049338,JENNINGS LOCAL SCHOOL DISTRICT,2018-01,3,9401.77
049346,KALIDA LOCAL SCHOOL DISTRICT,2018-01,1,15031.82
049353,LEIPSIC LOCAL SCHOOL DISTRICT,2018-01,2,15957.26
049361,MILLER CITY-NEW CLEVELAND,2018-01,1,12080.48
049379,OTTAWA GLANDORF LOCAL SCHOOL,2018-01,1,38092.28
049387,OTTOVILLE LOCAL SCHOOL,2018-01,3,11303.57
049395,PANDORA-GILBOA LOCAL BOARD OF,2018-01,3,13655.46
049411,CLEARFORK VALLEY LOCAL SCHOOL,2018-01,3,42449.48
049429,CRESTVIEW LOCAL SCHOOL,2018-01,3,28157.33
049437,LEXINGTON LOCAL SCH DIST.,2018-01,2,61237.44
049445,LUCAS LOCAL SCHOOL DISTRICT,2018-01,2,14383.26
049452,MADISON LOCAL SCHOOLS,2018-01,1,71901.81
049460,PLYMOUTH-SHILOH LOCAL SCHOOLS,2018-01,3,19411.79
049478,ONTARIO LOCAL SCHOOLS,2018-01,2,50719.27
049494,ADENA LOCAL SCHOOL DISTRICT,2018-01,3,31220.24
049502,HUNTINGTON LOCAL SCH DIST.,2018-01,2,29631.69
049510,PAINT VALLEY LOCAL SCHOOL,2018-01,3,21987.77
049528,SOUTHEASTERN LOCAL SCHOOL,2018-01,4,29061.15
049536,UNION-SCIOTO LOCAL SCHOOL,2018-01,2,54292.79
049544,ZANE TRACE LOCAL SCHOOL,2018-01,3,35507.81
049569,LAKOTA LOCAL SCHOOLS,2018-01,3,27889.57
049577,WOODMORE LOCAL SCHOOL DISTRICT,2018-01,3,24709.65
049593,BLOOM-VERNON LOCAL SCHOOL,2018-01,3,21698.58
049601,CLAY LOCAL SCHOOL DISTRICT,2018-01,1,16479.66
049619,GREEN LOCAL SCHOOL DISTRICT,2018-01,2,14704.29
049627,MINFORD LOCAL SCHOOL DISTRICT,2018-01,2,34557.54
049635,NORTHWEST LOCAL SCHOOL DIST,2018-01,3,37212.75
049643,VALLEY LOCAL SCHOOL DISTRICT,2018-01,2,25875.69
049650,WASHINGTON NILES LOCAL SCHOOL,2018-01,2,37813.23
049668,WHEELERSBURG LOCAL SCHOOL,2018-01,1,39476.27
049684,SENECA EAST LOCAL SCHOOL,2018-01,3,23082.32
049700,HOPEWELL-LOUDON LOCAL SCHOOL,2018-01,2,21305.98
049718,NEW RIEGEL LOCAL SCHOOL,2018-01,1,8952.39
049726,OLD FORT LOCAL SCHOOL DISTRICT,2018-01,2,16125.62
049759,ANNA LOCAL BOARD OF EDUCAION,2018-01,1,30249.6
049767,BOTKINS LOCAL SCHOOL DISTRICT,2018-01,2,16467.68
049775,FAIRLAWN LOCAL SCHOOL DISTRICT,2018-01,4,15675.88
049783,FORT LORAMIE LOCAL SCHOOL,2018-01,2,20357.56
049791,HARDIN-HOUSTON LOCAL SCHOOL,2018-01,2,22402.26
049809,JACKSON CENTER LOCAL SCHOOL,2018-01,3,13308.33
049817,RUSSIA LOCAL SCHOOL DISTRICT,2018-01,2,10366.11
049833,CANTON LOCAL SCHOOL DISTRICT,2018-01,1,46259.15
049841,FAIRLESS LOCAL BOARD OF,2018-01,3,39813.96
049858,JACKSON LOCAL SCHOOL DISTRICT,2018-01,2,149933.93
049866,LAKE LOCAL SCHOOL DISTRICT,2018-01,3,83929.01
049874,LOUISVILLE CITY SCHOOLS,2018-01,1,72249.54
049882,MARLINGTON LOCAL SCHOOL,2018-01,4,56631.62
049890,MINERVA LOCAL SCHOOLS,2018-01,3,48512.31
