county,district_irn,district_name,building_irn,building_name,grade_levels,open_closed,designated,option_a_academic_distress,option_b_pi_and_title1,academic_distress_school,bottom_20_pi_two_of_three,bottom_20_pi_2223,bottom_20_pi_2324,bottom_20_pi_2425,title1_at_least_20_three_years,title1_share_2324,title1_share_2425,title1_share_2526,title1_average
Auglaize,044727,St Marys City,024208,St Marys Memorial High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.117845117845118,0.101680310211116,0.101622544833476,0.10704932429657
Auglaize,044727,St Marys City,040337,St Marys West Intermediate School,3-5,Open,no,no,no,no,no,no,no,no,no,0.117845117845118,0.101680310211116,0.101622544833476,0.10704932429657
Auglaize,044982,Wapakoneta City,003046,Wapakoneta Middle School,5-7,Open,no,no,no,no,no,no,no,no,no,0.121240024554942,0.117850408548083,0.112426035502959,0.117172156201994
Auglaize,044982,Wapakoneta City,007757,Cridersville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.121240024554942,0.117850408548083,0.112426035502959,0.117172156201994
Auglaize,044982,Wapakoneta City,011748,Wapakoneta Elementary,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.121240024554942,0.117850408548083,0.112426035502959,0.117172156201994
Auglaize,044982,Wapakoneta City,011749,Wapakoneta Jr. High,8,Open,no,no,no,no,no,no,no,no,no,0.121240024554942,0.117850408548083,0.112426035502959,0.117172156201994
Auglaize,044982,Wapakoneta City,039164,Wapakoneta High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.121240024554942,0.117850408548083,0.112426035502959,0.117172156201994
Auglaize,045948,Minster Local,025114,Minster Jr/Sr High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.02995867768595,0.031712473572939,0.032528856243442,0.031400002500777
Auglaize,045948,Minster Local,146332,Minster Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.02995867768595,0.031712473572939,0.032528856243442,0.031400002500777
Auglaize,045955,New Bremen Local,026633,New Bremen Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.031818181818182,0.044237485448196,0.026582278481013,0.034212648582463
Auglaize,045955,New Bremen Local,026641,New Bremen High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.031818181818182,0.044237485448196,0.026582278481013,0.034212648582463
Auglaize,045963,New Knoxville Local,026757,New Knoxville Elementary School,K-8,Open,no,no,no,no,no,no,no,no,no,0.053571428571429,0.067885117493473,0.039045553145336,0.053500699736746
Auglaize,045963,New Knoxville Local,026765,New Knoxville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.053571428571429,0.067885117493473,0.039045553145336,0.053500699736746
Auglaize,045971,Waynesfield-Goshen Local,040097,Waynesfield-Goshen Local High School,6-12,Open,no,no,no,no,no,no,no,no,no,0.069351230425056,0.066666666666667,0.104545454545455,0.080187783879059
Auglaize,045971,Waynesfield-Goshen Local,040105,Waynesfield-Goshen Local Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.069351230425056,0.066666666666667,0.104545454545455,0.080187783879059
Belmont,043570,Bellaire Local,002139,Bellaire High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.270123839009288,0.2736,0.255608974358974,0.266444271122754
Belmont,043570,Bellaire Local,142505,Bellaire Elementary School,K-4,Open,no,no,no,no,no,no,no,no,yes,0.270123839009288,0.2736,0.255608974358974,0.266444271122754
Belmont,043570,Bellaire Local,142513,Bellaire Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.270123839009288,0.2736,0.255608974358974,0.266444271122754
Belmont,044347,Martins Ferry City,010004,Anna Marie Ayers Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.24375422012154,0.301255230125523,0.26764500349406,0.270884817913708
Belmont,044347,Martins Ferry City,010314,Martins Ferry Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.24375422012154,0.301255230125523,0.26764500349406,0.270884817913708
Belmont,044347,Martins Ferry City,023036,Martins Ferry High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.24375422012154,0.301255230125523,0.26764500349406,0.270884817913708
Belmont,045203,Barnesville Exempted Village,001594,Barnesville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.195652173913043,0.2485966319166,0.168810289389068,0.20435303173957
Belmont,045203,Barnesville Exempted Village,001602,Barnesville High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.195652173913043,0.2485966319166,0.168810289389068,0.20435303173957
Belmont,045203,Barnesville Exempted Village,064600,Barnesville Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.195652173913043,0.2485966319166,0.168810289389068,0.20435303173957
Belmont,045237,Bridgeport Exempted Village,003558,The Bridgeport School District - High School,9-12,Open,no,no,no,no,no,no,no,yes,yes,0.246674727932285,0.25125,0.264411027568922,0.254111918500403
Belmont,045237,Bridgeport Exempted Village,019190,The Bridgeport School DIstrict - Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.246674727932285,0.25125,0.264411027568922,0.254111918500403
Belmont,045237,Bridgeport Exempted Village,040618,The Bridgeport School District - Elementary,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.246674727932285,0.25125,0.264411027568922,0.254111918500403
Belmont,045997,St Clairsville-Richland City,035618,St Clairsville Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.120313374370453,0.138225255972696,0.129877693651718,0.129472107998289
Belmont,045997,St Clairsville-Richland City,035626,St Clairsville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.120313374370453,0.138225255972696,0.129877693651718,0.129472107998289
Belmont,045997,St Clairsville-Richland City,043216,St Clairsville Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.120313374370453,0.138225255972696,0.129877693651718,0.129472107998289
Belmont,046003,Shadyside Local,017913,Jefferson Ave Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,no,0.155492154065621,0.163716814159292,0.153618906942393,0.157609291722435
Belmont,046003,Shadyside Local,020172,Leona Ave Middle School,3-6,Open,no,no,no,no,no,no,no,no,no,0.155492154065621,0.163716814159292,0.153618906942393,0.157609291722435
Belmont,046003,Shadyside Local,034090,Shadyside High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.155492154065621,0.163716814159292,0.153618906942393,0.157609291722435
Belmont,046011,Union Local,037846,Union Local High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.175306957708049,0.166432584269663,0.151408450704225,0.164382664227312
Belmont,046011,Union Local,132258,Union Local Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.175306957708049,0.166432584269663,0.151408450704225,0.164382664227312
Belmont,046011,Union Local,132266,Union Local Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.175306957708049,0.166432584269663,0.151408450704225,0.164382664227312
Brown,045377,Georgetown Exempted Village,013326,Georgetown Jr/Sr High School,7-12,Open,no,no,no,no,no,no,no,no,yes,0.223853211009174,0.187789084181314,0.215867158671587,0.209169817954025
Brown,045377,Georgetown Exempted Village,031252,Georgetown Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.223853211009174,0.187789084181314,0.215867158671587,0.209169817954025
Brown,046037,Eastern Local School District,010769,Eastern High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.190781049935979,0.231762427372498,0.160334835801674,0.194292771036717
Brown,046037,Eastern Local School District,033605,Sardinia Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.190781049935979,0.231762427372498,0.160334835801674,0.194292771036717
Brown,046037,Eastern Local School District,124214,Russellville Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.190781049935979,0.231762427372498,0.160334835801674,0.194292771036717
Brown,046037,Eastern Local School District,124222,Eastern MS,6-8,Open,no,no,no,no,no,no,no,no,no,0.190781049935979,0.231762427372498,0.160334835801674,0.194292771036717
Brown,046045,Fayetteville-Perry Local,011452,Fayetteville-Perry Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.136363636363636,0.111386138613861,0.148148148148148,0.131965974375215
Brown,046045,Fayetteville-Perry Local,011460,Fayetteville-Perry High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.136363636363636,0.111386138613861,0.148148148148148,0.131965974375215
Brown,046045,Fayetteville-Perry Local,082578,Fayetteville-Perry Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.136363636363636,0.111386138613861,0.148148148148148,0.131965974375215
Brown,046060,Western Brown Local,014886,Hamersville Elementary School,K-8,Open,no,no,no,no,no,no,no,no,yes,0.197784294558488,0.196780551905388,0.217818539141828,0.204127795201901
Brown,046060,Western Brown Local,025866,Western Brown High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.197784294558488,0.196780551905388,0.217818539141828,0.204127795201901
Brown,046060,Western Brown Local,043224,Mt Orab Primary Elementary School,K-4,Open,no,no,no,no,no,no,no,no,yes,0.197784294558488,0.196780551905388,0.217818539141828,0.204127795201901
Brown,046060,Western Brown Local,120337,Mt Orab Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.197784294558488,0.196780551905388,0.217818539141828,0.204127795201901
Brown,046078,Ripley-Union-Lewis-Huntington Local,000501,Ripley Union Lewis Huntington Junior High School,7-8,Inactive,no,no,no,no,yes,no,yes,yes,yes,0.301486199575372,0.248394004282655,0.321237993596585,0.290372732484871
Brown,046078,Ripley-Union-Lewis-Huntington Local,031815,Ripley-Union-Lewis-Huntington Junior/Senior High School,7-12;PS;SN,Open,yes,no,yes,no,yes,yes,no,yes,yes,0.301486199575372,0.248394004282655,0.321237993596585,0.290372732484871
