county,district_irn,district_name,building_irn,building_name,grade_levels,open_closed,designated,option_a_academic_distress,option_b_pi_and_title1,academic_distress_school,bottom_20_pi_two_of_three,bottom_20_pi_2223,bottom_20_pi_2324,bottom_20_pi_2425,title1_at_least_20_three_years,title1_share_2324,title1_share_2425,title1_share_2526,title1_average
Adams,000442,Manchester Local,000450,Manchester High School,7-12;PS,Open,no,no,no,no,no,no,no,no,yes,0.279901356350185,0.345431789737172,0.271951219512195,0.299094788533184
Adams,000442,Manchester Local,000451,Manchester Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.279901356350185,0.345431789737172,0.271951219512195,0.299094788533184
Adams,061903,Adams County Ohio Valley Local,029520,Peebles Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Adams,061903,Adams County Ohio Valley Local,029538,Peebles High School,7-12,Open,no,no,no,no,no,no,no,no,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Adams,061903,Adams County Ohio Valley Local,033936,North Adams Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Adams,061903,Adams County Ohio Valley Local,033944,North Adams High School,7-12,Open,no,no,no,no,no,no,no,no,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Adams,061903,Adams County Ohio Valley Local,038885,West Union Elementary School,K-6;P,Open,no,no,no,no,no,no,no,no,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Adams,061903,Adams County Ohio Valley Local,038893,West Union High School,7-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.266195524146054,0.274467575975114,0.24726171055698,0.262641603559383
Allen,043885,Delphos City,012120,Franklin Elementary School,K-4,Open,no,no,no,no,no,no,no,no,no,0.098651960784314,0.12962962962963,0.106435643564356,0.1115724113261
Allen,043885,Delphos City,018184,Jefferson High School,5-12,Open,no,no,no,no,no,no,no,no,no,0.098651960784314,0.12962962962963,0.106435643564356,0.1115724113261
Allen,043885,Delphos City,064048,Jefferson Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.098651960784314,0.12962962962963,0.106435643564356,0.1115724113261
Allen,044222,Lima City,000470,Independence Elementary School,K-4;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,000472,Liberty Arts Magnet K-8,K-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,005660,Lima North Middle School,5-6,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,008298,Lima Senior High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,035097,Lima South Science-Technology Magnet K-8,K-8,Open,no,no,no,no,no,no,no,no,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,040576,Lima West Middle School,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,146035,Unity Elementary School,K-4;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,146043,Freedom Elementary School,K-4;P,Open,no,no,no,no,no,yes,no,no,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,044222,Lima City,146050,Heritage Elementary School,K-4;P,Open,no,no,no,no,no,no,no,yes,yes,0.339957140074031,0.307346619773349,0.322926829268293,0.323410196371891
Allen,045211,Bluffton Exempted Village,003020,Bluffton Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.062962962962963,0.046425255338904,0.057513914656772,0.055634044319546
Allen,045211,Bluffton Exempted Village,003038,Bluffton High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.062962962962963,0.046425255338904,0.057513914656772,0.055634044319546
Allen,045211,Bluffton Exempted Village,127639,Bluffton Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.062962962962963,0.046425255338904,0.057513914656772,0.055634044319546
Allen,045757,Allen East Local,000364,Allen East High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.088584474885845,0.072410632447296,0.079597438243367,0.080197515192169
Allen,045757,Allen East Local,000448,Allen East Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,no,0.088584474885845,0.072410632447296,0.079597438243367,0.080197515192169
Allen,045757,Allen East Local,015724,Allen East Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.088584474885845,0.072410632447296,0.079597438243367,0.080197515192169
Allen,045765,Bath Local,001743,Bath Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.135706340378198,0.105409927495817,0.130362116991643,0.123826128288553
Allen,045765,Bath Local,001750,Bath High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.135706340378198,0.105409927495817,0.130362116991643,0.123826128288553
Allen,045765,Bath Local,001768,Bath Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.135706340378198,0.105409927495817,0.130362116991643,0.123826128288553
Allen,045773,Elida Local,010082,Elida Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.17413737504031,0.173505654281098,0.176640926640927,0.174761318654112
Allen,045773,Elida Local,010199,Elida High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.17413737504031,0.173505654281098,0.176640926640927,0.174761318654112
Allen,045773,Elida Local,036350,Elida Elementary,K-5,Open,no,no,no,no,no,no,no,no,no,0.17413737504031,0.173505654281098,0.176640926640927,0.174761318654112
Allen,045781,Perry Local,029686,Perry Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.154228855721393,0.168053244592346,0.22093023255814,0.18107077762396
Allen,045781,Perry Local,029694,Perry High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.154228855721393,0.168053244592346,0.22093023255814,0.18107077762396
Allen,045799,Shawnee Local,034207,Elmwood Elementary School,K-2,Open,no,no,no,no,no,no,no,no,no,0.081639566395664,0.0703125,0.093962008141113,0.081971358178925
Allen,045799,Shawnee Local,034215,Shawnee Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.081639566395664,0.0703125,0.093962008141113,0.081971358178925
Allen,045799,Shawnee Local,034272,Shawnee High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.081639566395664,0.0703125,0.093962008141113,0.081971358178925
Allen,045799,Shawnee Local,064303,Maplewood Elementary School,3-4,Open,no,no,no,no,no,no,no,no,no,0.081639566395664,0.0703125,0.093962008141113,0.081971358178925
Allen,045807,Spencerville Local,035337,Spencerville Elementary School,K-4,Open,no,no,no,no,no,no,no,no,no,0.111587982832618,0.151024811218986,0.114224137931034,0.12561231066088
Allen,045807,Spencerville Local,035345,Spencerville High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.111587982832618,0.151024811218986,0.114224137931034,0.12561231066088
Allen,045807,Spencerville Local,061960,Spencerville Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.111587982832618,0.151024811218986,0.114224137931034,0.12561231066088
Ashland,043505,Ashland City,001081,Ashland High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.136566186107471,0.116845690332722,0.163313300235171,0.138908392225121
Ashland,043505,Ashland City,001099,Ashland Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.136566186107471,0.116845690332722,0.163313300235171,0.138908392225121
Ashland,043505,Ashland City,010025,Edison Elementary School,2-3,Open,no,no,no,no,no,no,no,no,no,0.136566186107471,0.116845690332722,0.163313300235171,0.138908392225121
Ashland,043505,Ashland City,025395,Taft Intermediate School,4-5,Open,no,no,no,no,no,no,no,no,no,0.136566186107471,0.116845690332722,0.163313300235171,0.138908392225121
Ashland,043505,Ashland City,028811,Reagan Elementary School,K-1;P,Open,no,no,no,no,no,no,no,no,no,0.136566186107471,0.116845690332722,0.163313300235171,0.138908392225121
Ashland,045468,Loudonville-Perrysville Exempted Village,004192,Budd Elementary School,4-6,Open,no,no,no,no,no,no,no,no,no,0.153783563873067,0.131255127153404,0.1648,0.149946230342157
Ashland,045468,Loudonville-Perrysville Exempted Village,021519,Loudonville High School,7-12,Open,no,no,no,no,no,no,no,no,no,0.153783563873067,0.131255127153404,0.1648,0.149946230342157
Ashland,045468,Loudonville-Perrysville Exempted Village,023903,McMullen Elementary School,K-3,Open,no,no,no,no,no,no,no,no,no,0.153783563873067,0.131255127153404,0.1648,0.149946230342157
Ashland,045823,Hillsdale Local,015719,Hillsdale PK-6,K-6;P,Open,no,no,no,no,no,no,no,no,no,0.116538131962297,0.098543273350471,0.111870196413322,0.10898386724203
Ashland,045823,Hillsdale Local,016352,Hillsdale 7-12,7-12,Open,no,no,no,no,no,no,no,no,no,0.116538131962297,0.098543273350471,0.111870196413322,0.10898386724203
Ashland,045831,Mapleton Local,000400,Mapleton Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.134195634599838,0.137429264349232,0.169354838709677,0.146993245886249
Ashland,045831,Mapleton Local,012410,Mapleton Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.134195634599838,0.137429264349232,0.169354838709677,0.146993245886249
Ashland,045831,Mapleton Local,022640,Mapleton High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.134195634599838,0.137429264349232,0.169354838709677,0.146993245886249
Ashtabula,043513,Ashtabula Area City,001123,Lakeside High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043513,Ashtabula Area City,004242,Ontario Primary School,P;2,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043513,Ashtabula Area City,007088,Lakeside Junior High School,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043513,Ashtabula Area City,011518,Superior Intermediate School,3-4,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043513,Ashtabula Area City,033670,Erie Intermediate School,5-6,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043513,Ashtabula Area City,035873,Michigan Primary School,K-1,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.285714285714286,0.307635829662261,0.364805825242718,0.319385313539755
Ashtabula,043810,Conneaut Area City,000388,Gateway Elementary School,3-5,Open,no,no,no,no,no,no,no,no,yes,0.24749498997996,0.287615148413511,0.344670050761421,0.293260063051631
Ashtabula,043810,Conneaut Area City,000389,Lakeshore Primary Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,yes,0.24749498997996,0.287615148413511,0.344670050761421,0.293260063051631
Ashtabula,043810,Conneaut Area City,007211,Conneaut High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.24749498997996,0.287615148413511,0.344670050761421,0.293260063051631
Ashtabula,043810,Conneaut Area City,032813,Conneaut Middle School,6-8,Open,no,no,no,no,no,no,no,no,yes,0.24749498997996,0.287615148413511,0.344670050761421,0.293260063051631
Ashtabula,044057,Geneva Area City,001321,Austinburg Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,yes,0.179284525790349,0.192275042444822,0.249579124579125,0.207046230938099
Ashtabula,044057,Geneva Area City,007344,Cork Elementary School,K-5,Open,no,no,no,no,no,no,no,no,yes,0.179284525790349,0.192275042444822,0.249579124579125,0.207046230938099
Ashtabula,044057,Geneva Area City,012015,Geneva Platt R. Spencer Elementary School,K-5,Open,no,no,no,no,no,no,no,no,yes,0.179284525790349,0.192275042444822,0.249579124579125,0.207046230938099
Ashtabula,044057,Geneva Area City,013219,Geneva High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.179284525790349,0.192275042444822,0.249579124579125,0.207046230938099
Ashtabula,044057,Geneva Area City,013227,Geneva Middle School,6-8,Open,no,no,no,no,no,no,no,yes,yes,0.179284525790349,0.192275042444822,0.249579124579125,0.207046230938099
Ashtabula,045856,Buckeye Local,009936,Edgewood High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.174480712166172,0.18093503339405,0.1985559566787,0.184657234079641
Ashtabula,045856,Buckeye Local,009944,Wallace H Braden Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.174480712166172,0.18093503339405,0.1985559566787,0.184657234079641
Ashtabula,045856,Buckeye Local,019125,Kingsville Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.174480712166172,0.18093503339405,0.1985559566787,0.184657234079641
Ashtabula,045856,Buckeye Local,031682,Ridgeview Elementary School,K-5,Open,no,no,no,no,no,no,no,no,no,0.174480712166172,0.18093503339405,0.1985559566787,0.184657234079641
Ashtabula,045864,Grand Valley Local,000870,Grand Valley Elementary School,K-4,Open,no,no,no,no,no,no,no,no,no,0.112866817155756,0.120626151012891,0.126426289365587,0.119973085844745
Ashtabula,045864,Grand Valley Local,014084,Grand Valley Middle School,5-8,Open,no,no,no,no,no,no,no,no,no,0.112866817155756,0.120626151012891,0.126426289365587,0.119973085844745
Ashtabula,045864,Grand Valley Local,014092,Grand Valley High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.112866817155756,0.120626151012891,0.126426289365587,0.119973085844745
Ashtabula,045872,Jefferson Area Local,017905,Jefferson Area Sr High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.157337367624811,0.171472708547889,0.204290091930541,0.177700056034414
Ashtabula,045872,Jefferson Area Local,017947,Jefferson Elementary,K-6,Open,no,no,no,no,no,no,no,no,no,0.157337367624811,0.171472708547889,0.204290091930541,0.177700056034414
Ashtabula,045872,Jefferson Area Local,032144,Rock Creek Elementary School,K-6,Open,no,no,no,no,no,no,no,no,no,0.157337367624811,0.171472708547889,0.204290091930541,0.177700056034414
Ashtabula,045872,Jefferson Area Local,061929,Jefferson Area Junior High School,7-8,Open,no,no,no,no,no,no,no,no,no,0.157337367624811,0.171472708547889,0.204290091930541,0.177700056034414
Ashtabula,045880,Pymatuning Valley Local School District,000711,Pymatuning Valley Primary Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,yes,0.206401045068583,0.207308970099668,0.268774703557312,0.227494906241854
Ashtabula,045880,Pymatuning Valley Local School District,030932,Pymatuning Valley High School,9-12,Open,no,no,no,no,no,no,no,no,yes,0.206401045068583,0.207308970099668,0.268774703557312,0.227494906241854
Ashtabula,045880,Pymatuning Valley Local School District,064667,Pymatuning Valley Middle School,5-8,Open,no,no,no,no,no,no,no,no,yes,0.206401045068583,0.207308970099668,0.268774703557312,0.227494906241854
Athens,043521,Athens City School District,001149,Athens High School,9-12,Open,no,no,no,no,no,no,no,no,no,0.210250654695099,0.183587786259542,0.171857410881801,0.188565283945481
Athens,043521,Athens City School District,009431,East Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,no,0.210250654695099,0.183587786259542,0.171857410881801,0.188565283945481
Athens,043521,Athens City School District,024471,Athens Middle School,7-8,Open,no,no,no,no,no,no,no,no,no,0.210250654695099,0.183587786259542,0.171857410881801,0.188565283945481
Athens,043521,Athens City School District,025585,Morrison Gordon Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,no,0.210250654695099,0.183587786259542,0.171857410881801,0.188565283945481
Athens,043521,Athens City School District,037028,The Plains Intermediate School,4-6,Open,no,no,no,no,no,no,no,no,no,0.210250654695099,0.183587786259542,0.171857410881801,0.188565283945481
Athens,044446,Nelsonville-York City,026567,Nelsonville-York High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.317027281279398,0.321497120921305,0.293560606060606,0.31069500275377
Athens,044446,Nelsonville-York City,026575,Nelsonville-York Junior High School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.317027281279398,0.321497120921305,0.293560606060606,0.31069500275377
Athens,044446,Nelsonville-York City,042440,Nelsonville-York Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,yes,0.317027281279398,0.321497120921305,0.293560606060606,0.31069500275377
Athens,045906,Alexander Local,000257,Alexander Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,no,0.178872326636423,0.192435301924353,0.17987012987013,0.183725919476968
Athens,045906,Alexander Local,000315,Alexander Jr. / Sr. High School,6-12,Open,no,no,no,no,no,no,no,no,no,0.178872326636423,0.192435301924353,0.17987012987013,0.183725919476968
Athens,045914,Federal Hocking Local,000620,Amesville Elementary School,K-5;P,Open,yes,no,yes,no,yes,yes,yes,no,yes,0.259192825112108,0.212065813528336,0.206834532374101,0.226031057004848
Athens,045914,Federal Hocking Local,007302,Coolville Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,yes,0.259192825112108,0.212065813528336,0.206834532374101,0.226031057004848
Athens,045914,Federal Hocking Local,011478,Federal Hocking High School,9-12,Open,no,no,no,no,no,no,yes,no,yes,0.259192825112108,0.212065813528336,0.206834532374101,0.226031057004848
Athens,045914,Federal Hocking Local,091389,Federal Hocking Middle School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.259192825112108,0.212065813528336,0.206834532374101,0.226031057004848
Athens,045922,Trimble Local,013755,Trimble High School,9-12,Open,yes,no,yes,no,yes,yes,yes,no,yes,0.299120234604106,0.289985052316891,0.273529411764706,0.287544899561901
Athens,045922,Trimble Local,037556,Trimble Elementary School,K-6;P,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.299120234604106,0.289985052316891,0.273529411764706,0.287544899561901
Athens,045922,Trimble Local,065318,Trimble Junior High,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,yes,0.299120234604106,0.289985052316891,0.273529411764706,0.287544899561901
Auglaize,044727,St Marys City,009308,St. Marys East Primary School,K-2,Open,no,no,no,no,no,no,no,no,no,0.117845117845118,0.101680310211116,0.101622544833476,0.10704932429657
Auglaize,044727,St Marys City,023390,St. Marys Middle School,6-8,Open,no,no,no,no,no,no,no,no,no,0.117845117845118,0.101680310211116,0.101622544833476,0.10704932429657
