irn,district,county,tax_year,agricultural_value,residential_value,class1_value,mineral_value,industrial_value,commercial_value,railroad_value,class2_value,real_property_value,public_utility_value,total_value,class1_taxes_charged,class2_taxes_charged,real_property_taxes_charged,real_property_taxes_charged_with_jvsd,public_utility_taxes_charged,class1_rate,class2_rate,real_property_millage,public_utility_millage,value_per_pupil,adm
043760,CIRCLEVILLE CSD,Pickaway,2024,26124030,299609380,325733410,96610,4704760,75746000,157320,80704690,406438100,42964650,449402750,6602974,2789210,9392184,10282797,2122024,20.2711,34.5607,23.1085,49.39,209785.1367,2142.2049
043778,Claymont City SD,Tuscarawas,2021,27831660,120584230,148415890,974070,7629460,17840650,244360,26688540,175104430,45268000,220372430,3416652,616150,4032802,4395274,1253923,23.0208,23.0867,23.0308,27.7,,
043778,CLAYMONT CSD,Tuscarawas,2022,32562910,142347150,174910060,964380,8216440,22388400,224380,31793600,206703660,50849280,257552940,3545759,660985,4206744,4626434,1408525,20.2719,20.7899,20.3516,27.7,133649.3758,1927.0793
043778,CLAYMONT CSD,Tuscarawas,2023,33079860,142615180,175695040,945520,8196290,20865520,223940,30231270,205926310,57675970,263602280,3562831,629233,4192064,4608950,1597624,20.28,20.81,20.36,27.7,139150.4696,1894.3686
043778,CLAYMONT CSD,Tuscarawas,2024,32993350,143303360,176296710,970780,8556260,20842810,245260,30615110,206911820,58985830,265897650,3576813,641717,4218530,4638124,1633907,20.2886,20.9608,20.3881,27.7,143138.6671,1857.6228
043786,Cleveland Municipal SD,Cuyahoga,2021,99610,2860116650,2860216260,2520,402531690,2126292760,6021900,2534848870,5395065130,523079850,5918144980,114684947,135665111,250350058,250350058,40904844,40.0966,53.52,46.4035,78.2,,
043786,CLEVELAND MUNICIPAL S.D.,Cuyahoga,2022,99390,2881186080,2881285470,2110,399869760,2139793460,6374330,2546039660,5427325130,555606100,5982931230,115523700,135115524,250639224,250639224,43448397,40.0945,53.0689,46.181,78.2,123042.1785,48625.0431
043786,CLEVELAND MUNICIPAL S.D.,Cuyahoga,2023,423150,2905184930,2905608080,2610,399692500,2168596430,7072090,2575363630,5480971710,573456660,6054428370,116561664,136233388,252795052,252795052,44844310,40.12,52.9,46.12,78.2,125331.2531,48307.4111
043786,CLEVELAND MUNICIPAL S.D.,Cuyahoga,2024,455370,4269205610,4269660980,1790,439380050,2451217540,7651700,2898251080,7167912060,625442530,7793354590,146843461,168396792,315240253,315240253,54288411,34.3923,58.1029,43.9794,86.8,165243.3871,47162.8833
043794,Cleveland Hts-Univ Hts City,Cuyahoga,2021,0,1040534940,1040534940,0,696050,168453230,0,169149280,1209684220,29796480,1239480700,72797385,15399621,88197006,88197006,4454573,69.9615,91.0416,72.9091,149.5,,
043794,CLEVELAND HTS-UNIVERSITY HTS CSD,Cuyahoga,2022,0,1046913030,1046913030,0,696050,178334590,0,179030640,1225943670,33500580,1259444250,73162993,16286023,89449016,89449016,5008336,69.8845,90.9678,72.9634,149.5,171505.0793,7343.4808
043794,CLEVELAND HTS-UNIVERSITY HTS CSD,Cuyahoga,2023,0,1046746720,1046746720,0,696050,173933240,0,174629290,1221376010,34829790,1256205800,73290274,15852357,89142631,89142631,5207053,70.02,90.78,72.99,149.5,175673.5858,7150.795
043794,CLEVELAND HTS-UNIVERSITY HTS CSD,Cuyahoga,2024,0,1475173060,1475173060,0,730950,190536090,0,191267040,1666440100,37396520,1703836620,75308912,16187178,91496090,91496090,5590779,51.0509,84.6313,54.9051,149.5,240406.1299,7087.326
043802,Columbus City SD,Franklin,2021,5320830,7337220940,7342541770,0,629673120,4130775860,8872140,4769321120,12111862890,514306740,12626169630,246425981,230138821,476564802,476564802,39437040,33.5614,48.254,39.3469,76.68,,
043802,COLUMBUS CSD,Franklin,2022,5649260,7478647630,7484296890,0,616696400,4218715920,9367400,4844779720,12329076610,541535040,12870611650,250708977,232830423,483539400,483539400,41524906,33.498,48.058,39.2194,76.68,180236.6553,71409.5123
043802,COLUMBUS CSD,Franklin,2023,7597840,11384031370,11391629210,0,712403310,4734811540,10811920,5458026770,16849655980,587928280,17437584260,294907636,242041655,536949291,536949291,46846125,25.89,44.35,31.87,79.68,242367.7051,71946.8143
043802,COLUMBUS CSD,Franklin,2024,7608750,11652804590,11660413340,0,764935640,4498355470,10694080,5273985190,16934398530,640868820,17575267350,302766130,236435920,539202050,539202050,51064427,25.9653,44.8306,31.8406,79.68,238322.7335,73745.6603
043810,Conneaut Area City SD,Ashtabula,2021,24836570,138015570,162852140,63160,7961350,50123760,747900,58896170,221748310,13069090,234817400,4074348,1658946,5733294,6202081,491267,25.0187,28.1673,25.855,37.59,,
043810,CONNEAUT AREA CSD,Ashtabula,2022,24931780,138186490,163118270,61980,7952980,47543560,960580,56519100,219637370,13787800,233425170,3956384,1545249,5501633,5965652,507942,24.2547,27.3403,25.0487,36.84,140884.2987,1656.8572
043810,CONNEAUT AREA CSD,Ashtabula,2023,34931070,181993850,216924920,60770,7998840,47754530,1141840,56955980,273880900,14192410,288073310,5260429,1536860,6797289,7369553,522848,24.25,26.98,24.82,36.84,173516.9772,1660.2024
043810,CONNEAUT AREA CSD,Ashtabula,2024,35364090,182776820,218140910,90070,11703800,46305150,1237990,59337010,277477920,16242260,293720180,5289917,1549129,6839046,7419216,598364,24.25,26.1073,24.6472,36.8399,174373.764,1684.4287
043828,Coshocton City SD,Coshocton,2021,1606170,115345830,116952000,38980,7519210,44592360,164710,52315260,169267260,13779270,183046530,3358393,1760481,5118874,5602016,753588,28.716,33.6514,30.2414,54.69,,
043828,COSHOCTON CSD,Coshocton,2022,1632820,115565010,117197830,42670,7944320,43814720,145600,51947310,169145140,17825130,186970270,3355666,1748816,5104482,5587067,972895,28.6325,33.6652,30.1781,54.58,101008.7955,1851.0296
043828,COSHOCTON CSD,Coshocton,2023,1703340,115728080,117431420,44060,6512220,42549550,142570,49248400,166679820,18773310,185453130,3313668,1699833,5013501,5489293,1016818,28.22,34.52,30.08,54.16,102669.7145,1806.308
043828,COSHOCTON CSD,Coshocton,2024,1621840,150736810,152358650,44290,6826550,44455410,147750,51474000,203832650,19262350,223095000,3709933,1697077,5407010,5885070,1034388,24.35,32.9696,26.5267,53.7,125883.7211,1772.2307
043836,Cuyahoga Falls City SD,Summit,2021,218800,688919930,689138730,2310,5957980,175873900,59660,181893850,871032580,6726570,877759150,29050229,9036923,38087152,38087152,519963,42.1544,49.6824,43.7264,77.2999,,
043836,CUYAHOGA FALLS CSD,Summit,2022,220410,692171910,692392320,6360,5930550,174773480,67010,180777400,873169720,7908970,881078690,29157471,9052446,38209917,38209917,611284,42.1112,50.0751,43.76,77.29,220723.726,3991.7715
043836,CUYAHOGA FALLS CSD,Summit,2023,165220,908716440,908881660,7500,7290170,189402560,76040,196776270,1105657930,8687730,1114345660,30345922,9010405,39356327,39356327,663829,33.39,45.79,35.6,76.41,280545.5982,3972.0661
043836,CUYAHOGA FALLS CSD,Summit,2024,165220,908125750,908290970,5530,7307540,192109070,85230,199507370,1107798340,9771480,1117569820,30313666,9167044,39480710,39480710,746247,33.3744,45.9484,35.6389,76.3699,283928.83,3936.0914
043844,Dayton City SD,Montgomery,2021,504330,1020048590,1020552920,0,78613390,371932640,1669880,452215910,1472768830,135570280,1608339110,37669730,27108580,64778310,64778310,9157772,36.9111,59.9461,43.984,67.55,,
043844,DAYTON CSD,Montgomery,2022,504330,1020948190,1021452520,0,84710010,385802650,1787510,472300170,1493752690,145150710,1638903400,37718666,27762181,65480847,65480847,9804930,36.9265,58.7808,43.8365,67.55,73781.3348,22212.9812
043844,DAYTON CSD,Montgomery,2023,528910,1335661820,1336190730,0,88019050,432125850,1966570,522111470,1858302200,165753950,2024056150,39145978,28642617,67788595,67788595,11196679,29.3,54.86,36.48,67.55,89449.9464,22627.8073
043844,DAYTON CSD,Montgomery,2024,528910,1342901350,1343430260,0,86052190,415947900,1965220,503965310,1847395570,187531810,2034927380,39199817,28903166,68102983,68102983,12667773,29.1789,57.3515,36.8643,67.55,88033.203,23115.4532
043851,Deer Park Community City SD,Hamilton,2021,0,223659870,223659870,0,8367880,38841670,31500,47241050,270900920,17567090,288468010,10049708,2314419,12364127,12919648,1584902,44.933,48.9917,45.6408,90.22,,
043851,DEER PARK CSD,Hamilton,2022,0,224543130,224543130,0,8846800,39773150,20650,48640600,273183730,18329140,291512870,10089396,2371924,12461320,13021171,1653655,44.933,48.7643,45.6152,90.22,238989.4778,1219.7728
043851,DEER PARK CSD,Hamilton,2023,0,308249450,308249450,0,11537350,41227240,12100,52776690,361026140,20941010,381967150,10497558,2395037,12892595,13619187,1889297,34.06,45.38,35.71,90.22,314109.4699,1216.0319
043851,DEER PARK CSD,Hamilton,2024,0,309321590,309321590,0,12348730,37168710,12540,49529980,358851570,22511130,381362700,10532338,2337091,12869429,13589069,2030954,34.0498,47.1854,35.8628,90.22,324690.8146,1174.5411
043869,Defiance City SD,Defiance,2021,9541140,216763660,226304800,0,7639530,37884210,129820,45653560,271958360,20078880,292037240,5749046,1263754,7012800,7850109,861383,25.404,27.6814,25.7863,42.9,,
043869,DEFIANCE CSD,Defiance,2022,9472890,217418430,226891320,0,7224870,38076810,144430,45446110,272337430,20839990,293177420,5763402,1260934,7024336,7862835,894034,25.4016,27.7457,25.7928,42.8999,114780.0814,2554.2535
043869,DEFIANCE CSD,Defiance,2023,13539790,283667760,297207550,0,7323560,40593230,187860,48104650,345312200,20830460,366142660,7237003,1222680,8459683,9333123,871753,24.35,25.42,24.5,41.85,143639.3098,2549.0422
043869,DEFIANCE CSD,Defiance,2024,13472020,284620770,298092790,0,7526930,39845680,215370,47587980,345680770,22806770,368487540,7243654,1214773,8458427,9276086,953322,24.3,25.5269,24.4689,41.8,145907.8432,2525.4814
043877,Delaware City SD,Delaware,2021,3900770,803294490,807195260,0,47511220,167197470,275270,214983960,1022179220,46773190,1068952410,33619682,9539633,43159315,45203674,3187592,41.65,44.3737,42.2228,68.15,,
043877,DELAWARE CSD,Delaware,2022,5038600,840277340,845315940,0,53283340,171311320,300360,224895020,1070210960,49107600,1119318560,34674859,9706514,44381373,46521795,3315745,41.02,43.1602,41.4697,67.52,199014.9054,5624.2951
043877,DELAWARE CSD,Delaware,2023,6874850,1170700840,1177575690,0,77020480,206783770,334690,284138940,1461714630,50662910,1512377540,42628239,10286000,52914239,55837668,3176564,36.2,36.2,36.2,62.7,270373.2018,5593.6666
043877,DELAWARE CSD,Delaware,2024,6144070,1207363060,1213507130,0,93660260,215611540,351260,309623060,1523130190,55062640,1578192830,43819742,11197239,55016981,58063241,3447471,36.11,36.1641,36.121,62.61,282578.278,5584.9757
043885,Delphos City SD,Allen,2021,28224600,151082780,179307380,0,14877570,20339370,68330,35285270,214592650,19118810,233711460,3586147,1240269,4826416,5337503,863213,20,35.1498,22.4911,45.1499,,
043885,DELPHOS CSD,Allen,2022,29064330,152146010,181210340,0,16021490,20629090,66620,36717200,217927540,19710430,237637970,3626181,1287786,4913967,5412614,889924,20.0109,35.0731,22.5486,45.1499,235775.9806,1007.8973
043885,DELPHOS CSD,Allen,2023,34734270,172816290,207550560,0,16653470,24353030,62420,41068920,248619480,20139590,268759070,4151011,1398173,5549184,6073551,909301,20,34.04,22.32,45.15,267137.2812,1006.071
043885,DELPHOS CSD,Allen,2024,44511580,202700760,247212340,0,18559380,25841370,54670,44455420,291667760,15363090,307030850,4944246,1422497,6366743,6977997,693643,20,31.9983,21.8288,45.15,296956.7902,1033.9243
043893,Dover City SD,Tuscarawas,2021,21531760,303153600,324685360,103480,23523260,71609360,148050,95384150,420069510,13519520,433589030,10364378,3687513,14051891,14935859,739112,31.9213,38.6596,33.4513,54.67,,
043893,DOVER CSD,Tuscarawas,2022,24788150,355479810,380267960,139090,24793090,84414580,157800,109504560,489772520,15305450,505077970,11560145,3776932,15337077,16338260,813790,30.4,34.4911,31.3147,53.1699,184644.4041,2735.409
043893,DOVER CSD,Tuscarawas,2023,25030340,356925900,381956240,138860,24793620,84293800,175670,109401950,491358190,15997000,507355190,11611469,3776610,15388079,16389011,850560,30.4,34.52,31.32,53.17,187820.6223,2701.2752
043893,DOVER CSD,Tuscarawas,2024,26001940,358359940,384361880,119000,29460390,84669080,219310,114467780,498829660,18766320,517595980,11610611,3887543,15498154,16517391,994051,30.2075,33.9619,31.069,52.9699,191694.2542,2700.1121
043901,East Cleveland City SD,Cuyahoga,2021,0,88007890,88007890,0,4524070,38881470,62780,43468320,131476210,18471100,149947310,4813688,2881414,7695102,7695102,1632475,54.6961,66.2877,58.5285,88.38,,
043901,EAST CLEVELAND CSD,Cuyahoga,2022,0,87673760,87673760,0,4502780,45436910,69210,50008900,137682660,19625770,157308430,4796456,3314089,8110545,8110545,1734525,54.708,66.27,58.9075,88.38,79732.1076,1972.9621
043901,EAST CLEVELAND CSD,Cuyahoga,2023,0,88539810,88539810,0,4463480,45634050,77620,50175150,138714960,22151260,160866220,4831174,3302242,8133416,8133416,1957728,54.56,65.81,58.63,88.38,83974.67,1915.6517
043901,EAST CLEVELAND CSD,Cuyahoga,2024,0,144350870,144350870,0,3492830,41659690,83470,45235990,189586860,25488270,215075130,5096134,2767474,7863608,7863608,2252653,35.3038,61.1786,41.4776,88.38,117052.0032,1837.4323
043919,East Liverpool City SD,Columbiana,2021,2714760,129886960,132601720,7240,6912500,20759460,72240,27751440,160353160,26062370,186415530,3442698,832701,4275399,4275399,874392,25.9627,30.0057,26.6624,33.55,,
043919,EAST LIVERPOOL CSD,Columbiana,2022,3172500,155657030,158829530,6790,7679480,22052580,75950,29814800,188644330,26722670,215367000,3991386,846549,4837935,4837935,874632,25.13,28.3936,25.6458,32.73,94866.0733,2270.2215
043919,EAST LIVERPOOL CSD,Columbiana,2023,3177690,155364070,158541760,6660,7676960,22652120,82530,30418270,188960030,27963140,216923170,3979905,862312,4842217,4842217,914115,25.1,28.35,25.63,32.69,95833.6296,2263.5391
043919,EAST LIVERPOOL CSD,Columbiana,2024,3218990,155542530,158761520,6870,7395340,22051470,78390,29532070,188293590,29495800,217789390,3983088,846610,4829698,4829698,963627,25.0885,28.6675,25.6498,32.67,95558.033,2279.1322
043927,East Palestine City SD,Columbiana,2021,15590400,102601550,118191950,286910,4746580,10167740,54340,15255570,133447520,13294170,146741690,2366250,307241,2673491,2940984,281836,20.0204,20.1396,20.034,21.2,,
043927,EAST PALESTINE CSD,Columbiana,2022,18307660,120689510,138997170,241430,5320240,11303400,55020,16920090,155917260,14347270,170264530,2779943,338401,3118344,3430178,304162,20,20,20,21.2,146667.658,1160.8867
043927,EAST PALESTINE CSD,Columbiana,2023,18238730,121215730,139454460,244960,5316430,11544380,57700,17163470,156617930,15636640,172254570,2792422,343269,3135691,3448927,331496,20.02,20,20.02,21.2,154954.4076,1111.6468
043927,EAST PALESTINE CSD,Columbiana,2024,18194710,122190350,140385060,210890,5323680,11409730,56610,17000910,157385970,17395390,174781360,2808669,343352,3152021,3467245,368782,20.0069,20.1961,20.0273,21.2,158729.744,1101.1254
043935,Eaton Community Schools City,Preble,2021,55805090,226867760,282672850,0,13196980,40677010,62540,53936530,336609380,11746300,348355680,5653796,1135288,6789084,7511702,380580,20.0012,21.0486,20.169,32.4,,
043935,EATON COMMUNITY SD,Preble,2022,56051460,227778620,283830080,0,12843190,41074160,65760,53983110,337813190,12521330,350334520,5677623,1133262,6810885,7512600,405691,20.0036,20.9929,20.1617,32.4,175459.0259,1996.6743
043935,EATON COMMUNITY SD,Preble,2023,89546740,298314790,387861530,0,15915710,50858180,71450,66845340,454706870,14493970,469200840,7757230,1336906,9094136,10017501,469604,20,20,20,32.4,233319.6447,2010.9787
043935,EATON COMMUNITY SD,Preble,2024,89778670,299366390,389145060,0,15324840,49308050,67880,64700770,453845830,16384980,470230810,7783796,1317889,9101685,10023288,530873,20.0023,20.369,20.0546,32.4,241275.1598,1948.94
043943,Elyria City SD,Lorain,2021,3086780,653311130,656397910,0,56898250,210637610,177610,267713470,924111380,49785010,973896390,20412202,11408609,31820811,33672541,3262909,31.0973,42.615,34.434,65.54,,
043943,ELYRIA CSD,Lorain,2022,3122170,656299130,659421300,0,56270620,219209730,192660,275673010,935094310,52563560,987657870,22097207,11775675,33872882,35745084,3434503,33.51,42.7161,36.224,65.34,140813.0839,7013.9638
043943,ELYRIA CSD,Lorain,2023,3126490,658338050,661464540,0,56901630,217636990,213840,274752460,936217000,56771700,992988700,22021742,11701102,33722844,35600196,3696973,33.29,42.59,36.02,65.12,141250.5899,7029.9791
043943,ELYRIA CSD,Lorain,2024,4757380,889267430,894024810,0,69396930,275379980,221180,344998090,1239022900,63302280,1302325180,26624058,11777303,38401361,40879407,3900053,29.78,34.1373,30.9933,61.61,184196.7764,7070.293
043950,Euclid City SD,Cuyahoga,2021,0,518200980,518200980,0,41552680,153864690,676870,196094240,714295220,32892320,747187540,29096052,13903905,42999957,42999957,3036618,56.1482,70.9042,60.1991,92.32,,
043950,EUCLID CSD,Cuyahoga,2022,0,519637900,519637900,0,42560400,151688060,716770,194965230,714603130,37047500,751650630,23505196,11653754,35158950,35158950,3016407,45.2338,59.7735,49.2007,81.42,103667.1071,7250.6184
043950,EUCLID CSD,Cuyahoga,2023,0,518685090,518685090,0,40130290,154558300,782820,195471410,714156500,39733530,753890030,23487513,11617921,35105434,35105434,3235104,45.28,59.44,49.16,81.42,104865.4779,7189.1155
043950,EUCLID CSD,Cuyahoga,2024,0,743604230,743604230,0,46413350,173955920,759390,221128660,964732890,42715510,1007448400,26332810,11947603,38280413,38280413,3477896,35.4124,54.0301,39.6798,81.42,143975.108,6997.379
043968,Fairborn City SD,Greene,2021,7475490,546516180,553991670,0,8446780,145741650,256520,154444950,708436620,29142760,737579380,14880214,4465975,19346189,20772222,1418085,26.86,28.9163,27.3083,48.6599,,
043968,FAIRBORN CSD,Greene,2022,7331410,555831620,563163030,0,8441360,146523960,269670,155234990,718398020,31135100,749533120,15104030,4463144,19567174,21011966,1513788,26.82,28.7509,27.2372,48.62,166160.6639,4510.8939
043968,FAIRBORN CSD,Greene,2023,10686810,759601940,770288750,0,8629290,166309060,293040,175231390,945520140,35022760,980542900,19542224,4445654,23987878,25878918,1652022,25.37,25.37,25.37,47.17,213379.8191,4595.2935
043968,FAIRBORN CSD,Greene,2024,10529930,764754270,775284200,0,8629290,174501000,278360,183408650,958692850,39429300,998122150,19606936,4638403,24245339,26164742,1856724,25.29,25.29,25.29,47.09,216969.3629,4600.2907
043976,Fairview Park City SD,Cuyahoga,2021,0,435045940,435045940,0,138680,48351100,0,48489780,483535720,6786630,490322350,19260962,2815651,22076613,23048878,662171,44.2734,58.0669,45.6566,97.5699,,
043976,FAIRVIEW PARK CSD,Cuyahoga,2022,0,435335840,435335840,0,138680,51637320,0,51776000,487111840,8258950,495370790,18777166,2946929,21724095,22704216,796327,43.1326,56.9169,44.5978,96.4199,319016.2139,1552.8076
043976,FAIRVIEW PARK CSD,Cuyahoga,2023,0,436206240,436206240,0,138680,50448700,0,50587380,486793620,8997010,495790630,18829932,2943067,21772999,22753133,867491,43.17,58.18,44.73,96.42,326671.5449,1517.7038
043976,FAIRVIEW PARK CSD,Cuyahoga,2024,0,550941480,550941480,0,136470,52952460,0,53088930,604030410,9374690,613405100,20073387,2972316,23045703,24254125,903907,36.4347,55.9875,38.1532,96.4199,419623.0787,1461.8002
043984,Findlay City SD,Hancock,2021,9175290,702574970,711750260,0,40695670,128920040,120750,169736460,881486720,73082430,954569150,19611851,7576526,27188377,27188377,4257051,27.5544,44.637,30.8438,58.25,,
043984,FINDLAY CSD,Hancock,2022,12757800,849039100,861796900,0,47645710,157815070,132070,205592850,1067389750,75645090,1143034840,20392096,7817215,28209311,28209311,4406326,23.6623,38.0228,26.4283,58.25,217488.6434,5255.607
043984,FINDLAY CSD,Hancock,2023,10280590,850695720,860976310,0,47658570,157188550,147380,204994500,1065970810,92508880,1158479690,20374573,7817649,28192222,28192222,5388642,23.66,38.14,26.45,58.25,219763.2963,5271.4885
