county,district_irn,district_name,building_irn,building_name,grade_levels,open_closed,designated,option_a_academic_distress,option_b_pi_and_title1,academic_distress_school,bottom_20_pi_two_of_two,bottom_20_pi_2122,bottom_20_pi_2223,title1_at_least_20_three_years,title1_share_2122,title1_share_2223,title1_share_2324,title1_average
Clermont,046318,Bethel-Tate Local,002568,Bethel Tate High School,9-12,Open,no,no,no,no,no,no,no,no,0.140660592255125,0.124928366762178,0.129775621588842,0.131788193535382
Clermont,046318,Bethel-Tate Local,002584,Bethel-Tate Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.140660592255125,0.124928366762178,0.129775621588842,0.131788193535382
Clermont,046318,Bethel-Tate Local,145292,Hill Intermediate Elementary School,3-5,Open,no,no,no,no,no,no,no,no,0.140660592255125,0.124928366762178,0.129775621588842,0.131788193535382
Clermont,046318,Bethel-Tate Local,145300,Bick Primary Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,0.140660592255125,0.124928366762178,0.129775621588842,0.131788193535382
Clermont,046326,Clermont Northeastern Local,006635,Clermont Northeastern High School,9-12,Open,no,no,no,no,no,no,no,no,0.135874877810362,0.119035907525824,0.112,0.122303595112062
Clermont,046326,Clermont Northeastern Local,027664,Clermont Northeastern Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.135874877810362,0.119035907525824,0.112,0.122303595112062
Clermont,046326,Clermont Northeastern Local,028985,Clermont Northeastern Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.135874877810362,0.119035907525824,0.112,0.122303595112062
Clermont,046334,Felicity-Franklin Local,011494,Felicity-Franklin Local Elementary School,H;K;1-6,Open,no,no,no,no,no,no,no,no,0.159090909090909,0.130600571973308,0.182440136830103,0.157377205964773
Clermont,046334,Felicity-Franklin Local,011502,Felicity-Franklin Local High School,9-12,Open,no,no,no,no,no,no,no,no,0.159090909090909,0.130600571973308,0.182440136830103,0.157377205964773
Clermont,046334,Felicity-Franklin Local,125351,Felicity-Franklin Local Middle School,7-8,Open,no,no,no,no,no,no,no,no,0.159090909090909,0.130600571973308,0.182440136830103,0.157377205964773
Clermont,046342,Goshen Local,013912,Marr/Cook Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,0.132374100719424,0.117221418234443,0.11899237653298,0.122862631828949
Clermont,046342,Goshen Local,013920,Goshen High School,9-12,Open,no,no,no,no,no,no,no,no,0.132374100719424,0.117221418234443,0.11899237653298,0.122862631828949
Clermont,046342,Goshen Local,013946,Goshen Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.132374100719424,0.117221418234443,0.11899237653298,0.122862631828949
Clermont,046342,Goshen Local,070235,Spaulding Elementary School,3-5,Open,no,no,no,no,no,no,no,no,0.132374100719424,0.117221418234443,0.11899237653298,0.122862631828949
Clermont,046359,West Clermont Local,000596,Amelia Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,000612,West Clermont Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,003434,Summerside Elementary,K-5,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,006742,Clough Pike Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,013532,West Clermont High School,9-12,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,024323,Merwin Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,041533,Willowville Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,041897,Withamsville-Tobasco Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046359,West Clermont Local,089565,Holly Hill Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.110915655957782,0.095136041744316,0.09771866629722,0.101256787999773
Clermont,046367,Williamsburg Local,041434,Williamsburg Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.128181818181818,0.127172918572736,0.118006103763988,0.124453613506181
Clermont,046367,Williamsburg Local,041442,Williamsburg High School,6-12,Open,no,no,no,no,no,no,no,no,0.128181818181818,0.127172918572736,0.118006103763988,0.124453613506181
Clinton,045112,Wilmington City,008409,Denver Place Elementary School,3-5,Open,no,no,no,no,no,no,no,no,0.210160266102208,0.155104513783702,0.166218236173393,0.177161005353101
Clinton,045112,Wilmington City,016618,Roy E Holmes Elementary School,K-2,Open,no,no,no,no,no,no,no,no,0.210160266102208,0.155104513783702,0.166218236173393,0.177161005353101
Clinton,045112,Wilmington City,021204,Rodger O. Borror Middle School,6-8,Open,no,no,no,no,no,yes,no,no,0.210160266102208,0.155104513783702,0.166218236173393,0.177161005353101
Clinton,045112,Wilmington City,041558,Wilmington High School,9-12,Open,no,no,no,no,no,no,no,no,0.210160266102208,0.155104513783702,0.166218236173393,0.177161005353101
Clinton,046383,Blanchester Local,002832,Blanchester Middle School,4-8,Open,no,no,no,no,no,no,no,no,0.206987475280158,0.155981493721084,0.134146341463415,0.165705103488219
Clinton,046383,Blanchester Local,002840,Blanchester High School,9-12,Open,no,no,no,no,no,no,no,no,0.206987475280158,0.155981493721084,0.134146341463415,0.165705103488219
Clinton,046383,Blanchester Local,030916,Putman Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.206987475280158,0.155981493721084,0.134146341463415,0.165705103488219
Clinton,046391,Clinton-Massie Local,006734,Clinton-Massie High School,9-12,Open,no,no,no,no,no,no,no,no,0.09027027027027,0.069616837560712,0.080918534718425,0.080268547516469
Clinton,046391,Clinton-Massie Local,088963,Clinton-Massie Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.09027027027027,0.069616837560712,0.080918534718425,0.080268547516469
Clinton,046391,Clinton-Massie Local,099853,Clinton-Massie Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.09027027027027,0.069616837560712,0.080918534718425,0.080268547516469
Clinton,046409,East Clinton Local,008995,East Clinton High School,9-12,Open,no,no,no,no,no,no,no,no,0.201612903225806,0.138133725202057,0.149318018664752,0.163021549030872
Clinton,046409,East Clinton Local,026989,New Vienna Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.201612903225806,0.138133725202057,0.149318018664752,0.163021549030872
Clinton,046409,East Clinton Local,033399,Sabina Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.201612903225806,0.138133725202057,0.149318018664752,0.163021549030872
Clinton,046409,East Clinton Local,124867,East Clinton Junior High School,6-8,Open,no,no,no,no,no,no,no,no,0.201612903225806,0.138133725202057,0.149318018664752,0.163021549030872
Columbiana,043919,East Liverpool City,009084,East Liverpool High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.232615894039735,0.267894516534115,0.326649958228906,0.275720122934252
Columbiana,043919,East Liverpool City,019380,Lacroft Elementary School,K-4,Open,yes,no,yes,no,yes,yes,yes,yes,0.232615894039735,0.267894516534115,0.326649958228906,0.275720122934252
Columbiana,043919,East Liverpool City,027433,North Elementary School,K-4,Open,no,no,no,no,no,yes,no,yes,0.232615894039735,0.267894516534115,0.326649958228906,0.275720122934252
Columbiana,043919,East Liverpool City,040717,Westgate Middle School,5-6,Open,yes,no,yes,no,yes,yes,yes,yes,0.232615894039735,0.267894516534115,0.326649958228906,0.275720122934252
Columbiana,043919,East Liverpool City,040733,East Liverpool Junior High,7-8,Open,yes,no,yes,no,yes,yes,yes,yes,0.232615894039735,0.267894516534115,0.326649958228906,0.275720122934252
Columbiana,043927,East Palestine City,004838,East Palestine Elementary School,H;P;K;1-4,Open,no,no,no,no,no,no,no,no,0.156846473029046,0.168624161073825,0.20734506503443,0.177605233045767
Columbiana,043927,East Palestine City,009134,East Palestine High School,9-12,Open,no,no,no,no,no,no,no,no,0.156846473029046,0.168624161073825,0.20734506503443,0.177605233045767
Columbiana,043927,East Palestine City,038844,East Palestine Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.156846473029046,0.168624161073825,0.20734506503443,0.177605233045767
Columbiana,044735,Salem City,004119,Buckeye Elementary School,K-2,Open,no,no,no,no,no,no,no,no,0.15665914221219,0.191693290734824,0.221260815822002,0.189871082923005
Columbiana,044735,Salem City,031328,Reilly Elementary School,3-4,Open,no,no,no,no,no,no,no,no,0.15665914221219,0.191693290734824,0.221260815822002,0.189871082923005
Columbiana,044735,Salem City,033431,Salem Junior High School,7-8,Open,no,no,no,no,no,no,no,no,0.15665914221219,0.191693290734824,0.221260815822002,0.189871082923005
Columbiana,044735,Salem City,033472,Salem High School,9-12,Open,no,no,no,no,no,no,no,no,0.15665914221219,0.191693290734824,0.221260815822002,0.189871082923005
Columbiana,044735,Salem City,043000,Southeast Elementary School,5-6,Open,no,no,no,no,no,no,no,no,0.15665914221219,0.191693290734824,0.221260815822002,0.189871082923005
Columbiana,045039,Wellsville Local,008185,Daw Elementary School,3-6,Open,yes,no,yes,no,yes,yes,yes,yes,0.244623655913978,0.283967391304348,0.330472103004292,0.286354383407539
Columbiana,045039,Wellsville Local,012971,Garfield Elementary School,K-2;P,Open,no,no,no,no,no,no,no,yes,0.244623655913978,0.283967391304348,0.330472103004292,0.286354383407539
Columbiana,045039,Wellsville Local,040279,Wellsville Jr. Sr. High,7-12,Open,no,no,no,no,no,no,yes,yes,0.244623655913978,0.283967391304348,0.330472103004292,0.286354383407539
Columbiana,045328,Columbiana Exempted Village,007062,Columbiana High School,9-12,Open,no,no,no,no,no,no,no,no,0.103626943005181,0.117277486910995,0.115526802218115,0.112143744044764
Columbiana,045328,Columbiana Exempted Village,008540,Joshua Dixon Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.103626943005181,0.117277486910995,0.115526802218115,0.112143744044764
Columbiana,045328,Columbiana Exempted Village,033340,South Side Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.103626943005181,0.117277486910995,0.115526802218115,0.112143744044764
Columbiana,045443,Leetonia Exempted Village School District,020107,Leetonia Jr./Sr. High School,7-12,Open,no,no,no,no,no,no,no,no,0.154450261780105,0.166887417218543,0.222371967654987,0.181236548884545
Columbiana,045443,Leetonia Exempted Village School District,028746,Leetonia Elementary K-6,K-6,Open,no,no,no,no,no,no,no,no,0.154450261780105,0.166887417218543,0.222371967654987,0.181236548884545
Columbiana,045450,Lisbon Exempted Village,008136,David Anderson Jr/Sr High School,6-12,Open,no,no,no,no,no,no,no,yes,0.178034682080925,0.211448598130841,0.255555555555556,0.215012945255774
Columbiana,045450,Lisbon Exempted Village,023820,McKinley Elementary School,K-5;P,Open,no,no,no,no,no,no,no,yes,0.178034682080925,0.211448598130841,0.255555555555556,0.215012945255774
Columbiana,046425,Beaver Local,001933,Beaver Local Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.128615702479339,0.147181628392484,0.186477644492912,0.154091658454912
Columbiana,046425,Beaver Local,001958,Beaver Local High School,9-12,Open,no,no,no,no,no,no,no,no,0.128615702479339,0.147181628392484,0.186477644492912,0.154091658454912
Columbiana,046425,Beaver Local,004549,Beaver Local Elementary School,K-4,Open,no,no,no,no,no,no,no,no,0.128615702479339,0.147181628392484,0.186477644492912,0.154091658454912
Columbiana,046433,Crestview Local,007658,Crestview High School,9-12,Open,no,no,no,no,no,no,no,no,0.120559741657697,0.138193688792165,0.139512195121951,0.132755208523938
Columbiana,046433,Crestview Local,010983,Crestview Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.120559741657697,0.138193688792165,0.139512195121951,0.132755208523938
Columbiana,046433,Crestview Local,027003,Crestview Elementary School,K-4,Open,no,no,no,no,no,no,no,no,0.120559741657697,0.138193688792165,0.139512195121951,0.132755208523938
Columbiana,046441,Southern Local,033498,Southern Local Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.159065628476085,0.167415730337079,0.254079254079254,0.193520204297472
Columbiana,046441,Southern Local,036095,Southern Local Jr/Sr High School,6-12,Open,no,no,no,no,yes,yes,yes,no,0.159065628476085,0.167415730337079,0.254079254079254,0.193520204297472
Columbiana,046458,United Local,037903,United Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.114671163575042,0.14419795221843,0.193636363636364,0.150835159809945
Columbiana,046458,United Local,037911,United High School,6-12,Open,no,no,no,no,no,no,no,no,0.114671163575042,0.14419795221843,0.193636363636364,0.150835159809945
Coshocton,043828,Coshocton City,007427,Coshocton High School,7-12,Open,no,no,no,no,no,no,no,yes,0.241662110442865,0.283205268935236,0.265392781316348,0.263420053564816
Coshocton,043828,Coshocton City,081810,Coshocton Elementary,K-6;P,Open,no,no,no,no,no,no,no,yes,0.241662110442865,0.283205268935236,0.265392781316348,0.263420053564816
Coshocton,046474,Ridgewood Local,009128,Ridgewood Elementary School,K-3;P,Open,no,no,no,no,no,no,no,no,0.17184265010352,0.179930795847751,0.152628245725142,0.168133897225471
Coshocton,046474,Ridgewood Local,031732,Ridgewood High School,8-12,Open,no,no,no,no,no,no,no,no,0.17184265010352,0.179930795847751,0.152628245725142,0.168133897225471
Coshocton,046474,Ridgewood Local,138552,Ridgewood Middle School,4-7,Open,no,no,no,no,no,no,no,no,0.17184265010352,0.179930795847751,0.152628245725142,0.168133897225471
Coshocton,046482,River View Local,007187,Conesville Elementary School,K-6;P,Closed,no,no,no,no,no,no,no,no,0.157976052529934,0.178294573643411,0.157126392623895,0.164465672932414
Coshocton,046482,River View Local,018622,Keene Elementary School,K-6,Closed,no,no,no,no,no,no,no,no,0.157976052529934,0.178294573643411,0.157126392623895,0.164465672932414
Coshocton,046482,River View Local,031880,River View High School,7-12,Open,no,no,no,no,no,no,no,no,0.157976052529934,0.178294573643411,0.157126392623895,0.164465672932414
Coshocton,046482,River View Local,039289,River View Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,0.157976052529934,0.178294573643411,0.157126392623895,0.164465672932414
Coshocton,046482,River View Local,084988,River View Intermediate School,3-6,Open,no,no,no,no,no,no,no,no,0.157976052529934,0.178294573643411,0.157126392623895,0.164465672932414
Crawford,043687,Bucyrus City,004184,Bucyrus Secondary School,9-12,Open,no,no,no,no,no,no,no,yes,0.228331177231565,0.198314970836034,0.216852540272615,0.214499562780071
Crawford,043687,Bucyrus City,011732,Bucyrus Elementary School,K-5;P,Open,no,no,no,no,no,no,no,yes,0.228331177231565,0.198314970836034,0.216852540272615,0.214499562780071
Crawford,043687,Bucyrus City,019255,Bucyrus Middle School,6-8,Open,no,no,no,no,no,yes,no,yes,0.228331177231565,0.198314970836034,0.216852540272615,0.214499562780071
Crawford,044024,Galion City,008201,Primary Elementary School,K-2;P,Open,no,no,no,no,no,no,no,no,0.207323107372588,0.182178217821782,0.201014292300599,0.19683853916499
Crawford,044024,Galion City,012773,Galion High School,9-12,Open,no,no,no,no,no,no,no,no,0.207323107372588,0.182178217821782,0.201014292300599,0.19683853916499
Crawford,044024,Galion City,012781,Galion Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.207323107372588,0.182178217821782,0.201014292300599,0.19683853916499
Crawford,044024,Galion City,031369,Intermediate Elementary School,3-5,Open,no,no,no,no,no,no,no,no,0.207323107372588,0.182178217821782,0.201014292300599,0.19683853916499
Crawford,045344,Crestline Exempted Village,007617,Crestline High School,6-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.2334455667789,0.214848143982002,0.236813778256189,0.228369163005697
Crawford,045344,Crestline Exempted Village,035154,Crestline Elementary School,K-5,Open,no,no,no,no,no,no,no,yes,0.2334455667789,0.214848143982002,0.236813778256189,0.228369163005697
Crawford,046508,Buckeye Central Local,004085,Buckeye Central High School,9-12,Open,no,no,no,no,no,no,no,no,0.094936708860759,0.078306878306878,0.1415313225058,0.104924969891146
Crawford,046508,Buckeye Central Local,011768,Buckeye Central Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.094936708860759,0.078306878306878,0.1415313225058,0.104924969891146
Crawford,046508,Buckeye Central Local,146936,Buckeye Central Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.094936708860759,0.078306878306878,0.1415313225058,0.104924969891146
Crawford,046516,Colonel Crawford Local,006965,Col Crawford High School,9-12,Open,no,no,no,no,no,no,no,no,0.102244389027431,0.09375,0.101162790697674,0.099052393241702
Crawford,046516,Colonel Crawford Local,026351,William Crawford Intermediate Schools,6-8,Open,no,no,no,no,no,no,no,no,0.102244389027431,0.09375,0.101162790697674,0.099052393241702
Crawford,046516,Colonel Crawford Local,036400,Hannah Crawford Elementary School grades 3 -5,3-5,Open,no,no,no,no,no,no,no,no,0.102244389027431,0.09375,0.101162790697674,0.099052393241702
Crawford,046516,Colonel Crawford Local,040956,Hannah Crawford Elementary School PreK-Grade 2,K-2;P,Open,no,no,no,no,no,no,no,no,0.102244389027431,0.09375,0.101162790697674,0.099052393241702
Crawford,046524,Wynford Local,011994,Wynford Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.139557266602502,0.120038722168441,0.123388581952118,0.127661523574354
Crawford,046524,Wynford Local,016642,Wynford Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.139557266602502,0.120038722168441,0.123388581952118,0.127661523574354
Crawford,046524,Wynford Local,042366,Wynford High School,9-12,Open,no,no,no,no,no,no,no,no,0.139557266602502,0.120038722168441,0.123388581952118,0.127661523574354
Cuyahoga,043547,Bay Village City,001792,Bay High School,9-12,Open,no,no,no,no,no,no,no,no,0.03859380970577,0.032033963720571,0.03156146179402,0.034063078406787
Cuyahoga,043547,Bay Village City,001800,Bay Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.03859380970577,0.032033963720571,0.03156146179402,0.034063078406787
Cuyahoga,043547,Bay Village City,027359,Normandy Elementary School,K-2,Open,no,no,no,no,no,no,no,no,0.03859380970577,0.032033963720571,0.03156146179402,0.034063078406787
Cuyahoga,043547,Bay Village City,040626,Westerly Elementary School,3-4,Open,no,no,no,no,no,no,no,no,0.03859380970577,0.032033963720571,0.03156146179402,0.034063078406787
Cuyahoga,043554,Beachwood City,001842,Beachwood High School,9-12,Open,no,no,no,no,no,no,no,no,0.062804878048781,0.059149722735675,0.065143824027073,0.062366141603843
Cuyahoga,043554,Beachwood City,004044,Bryden Elementary School,K-2,Open,no,no,no,no,no,no,no,no,0.062804878048781,0.059149722735675,0.065143824027073,0.062366141603843
Cuyahoga,043554,Beachwood City,016428,Hilltop Elementary School,3-5,Open,no,no,no,no,no,no,no,no,0.062804878048781,0.059149722735675,0.065143824027073,0.062366141603843
Cuyahoga,043554,Beachwood City,042614,Beachwood Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.062804878048781,0.059149722735675,0.065143824027073,0.062366141603843
Cuyahoga,043562,Bedford City,002022,Bedford High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,005041,Carylwood Intermediate School,3-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,005561,Central Primary School,K-2;P,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,007070,Columbus Intermediate School,3-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,013607,Glendale Primary School,K-2;P,Open,no,no,no,no,no,no,no,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,015974,Heskett Middle School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043562,Bedford City,019796,EXCEL,K-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.250599840042655,0.208456773498519,0.254085397996837,0.237714003846004
Cuyahoga,043612,Berea City,003806,Brook Park Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.144282310899345,0.124567474048443,0.147007299270073,0.13861902807262
Cuyahoga,043612,Berea City,011908,Berea-Midpark Middle School,5-8,Open,no,no,no,no,no,no,no,no,0.144282310899345,0.124567474048443,0.147007299270073,0.13861902807262
Cuyahoga,043612,Berea City,024521,Big Creek Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.144282310899345,0.124567474048443,0.147007299270073,0.13861902807262
Cuyahoga,043612,Berea City,024570,Berea-Midpark High School,9-12,Open,no,no,no,no,no,no,no,no,0.144282310899345,0.124567474048443,0.147007299270073,0.13861902807262
Cuyahoga,043612,Berea City,034710,Grindstone Elementary School,K-4;P,Open,no,no,no,no,no,no,no,no,0.144282310899345,0.124567474048443,0.147007299270073,0.13861902807262
Cuyahoga,043646,Brecksville-Broadview Heights City,003467,Brecksville-Broadview Heights High School,9-12,Open,no,no,no,no,no,no,no,no,0.052024428862248,0.043647166361974,0.05259768140833,0.049423092210851
Cuyahoga,043646,Brecksville-Broadview Heights City,003475,Brecksville-Broadview Heights Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.052024428862248,0.043647166361974,0.05259768140833,0.049423092210851
Cuyahoga,043646,Brecksville-Broadview Heights City,019910,Brecksville-Broadview Heights Elementary School,K-5;P,Open,no,no,no,no,no,,no,no,0.052024428862248,0.043647166361974,0.05259768140833,0.049423092210851
Cuyahoga,043653,Brooklyn City,003780,Brooklyn High School,8-12,Open,no,no,no,no,no,no,no,no,0.180408738548273,0.155982905982906,0.189345314505777,0.175245653012319
Cuyahoga,043653,Brooklyn City,122143,Brooklyn School,P;K;1-7,Open,no,no,no,no,no,no,no,no,0.180408738548273,0.155982905982906,0.189345314505777,0.175245653012319
Cuyahoga,043794,Cleveland Heights-University Heights City,002352,Gearity Professional Development School,K-5;P,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,003251,Boulevard Elementary School,K-5,Open,no,no,no,no,no,yes,no,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,004804,Canterbury Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,010967,Fairfax Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,015842,Cleveland Heights High School,9-12,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,019726,Tiger Virtual Academy,K-12,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,025411,Monticello Middle School,6-8,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,027250,Noble Elementary School,K-5;P,Open,no,no,no,no,no,no,no,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,028993,Oxford Elementary School,K-5;P,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,032839,Roxboro Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043794,Cleveland Heights-University Heights City,032847,Roxboro Middle School,6-8,Open,no,no,no,no,yes,yes,yes,no,0.198719590268886,0.177231565329884,0.202959338226727,0.192970164608499
Cuyahoga,043901,East Cleveland City School District,004598,Caledonia Elementary School,K-2,Open,yes,yes,yes,yes,yes,yes,yes,yes,0.445489376523859,0.371569317382125,0.488163265306122,0.435073986404036
Cuyahoga,043901,East Cleveland City School District,020109,Superior School for the Performing Arts,3-8,Open,yes,yes,no,yes,no,,yes,yes,0.445489376523859,0.371569317382125,0.488163265306122,0.435073986404036
Cuyahoga,043901,East Cleveland City School District,032912,Mayfair Elementary School,3-5,Open,yes,yes,yes,yes,yes,yes,yes,yes,0.445489376523859,0.371569317382125,0.488163265306122,0.435073986404036
Cuyahoga,043901,East Cleveland City School District,034199,Shaw High School,9-12,Open,yes,yes,yes,yes,yes,yes,yes,yes,0.445489376523859,0.371569317382125,0.488163265306122,0.435073986404036
Cuyahoga,043901,East Cleveland City School District,038679,W.H. Kirk Middle School,6-8,Open,yes,yes,yes,yes,yes,yes,yes,yes,0.445489376523859,0.371569317382125,0.488163265306122,0.435073986404036
Cuyahoga,043950,Euclid City,000475,Bluestone Elementary School,K-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,010793,Euclid Middle School,6-8,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,010819,Euclid High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,018051,Chardon Hills Elementary School,K-5,Open,no,no,no,no,no,no,no,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,019682,Euclid Virtual Learning Academy,1-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,020719,Arbor Elementary School,K-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,037978,Shoreview Elementary School,K-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043950,Euclid City,118844,Euclid Schools Early Learning Village,K-2;P,Open,yes,no,yes,no,yes,yes,yes,yes,0.290692792162351,0.241798642533937,0.293253671894449,0.275248368863579
Cuyahoga,043976,Fairview Park City,011304,Fairview High School,9-12,Open,no,no,no,no,no,no,no,no,0.093471113198685,0.077835785476982,0.092993079584775,0.088099992753481
Cuyahoga,043976,Fairview Park City,020263,Lewis F Mayer Middle School,6-8,Open,no,no,no,no,no,no,no,no,0.093471113198685,0.077835785476982,0.092993079584775,0.088099992753481
Cuyahoga,043976,Fairview Park City,029223,Gilles-Sweet Elementary School,K-5,Open,no,no,no,no,no,no,no,no,0.093471113198685,0.077835785476982,0.092993079584775,0.088099992753481
Cuyahoga,043976,Fairview Park City,099812,Parkview Early Education Center,D;P;K,Open,no,no,no,no,no,no,no,no,0.093471113198685,0.077835785476982,0.092993079584775,0.088099992753481
Cuyahoga,044040,Garfield Heights City Schools,010413,Elmwood Elementary School,K-5,Open,yes,no,yes,no,yes,yes,yes,yes,0.291085362969969,0.252986144290492,0.289858012170385,0.277976506476949
Cuyahoga,044040,Garfield Heights City Schools,013136,Garfield Heights High School,9-12,Open,yes,no,yes,no,yes,yes,yes,yes,0.291085362969969,0.252986144290492,0.289858012170385,0.277976506476949
