school_year,census_year,october_year,district_irn,district_name,census_poverty,neglected,delinquent,foster,tanf,total_formula_count,population_5_to_17,title1_share
2024-2025,2022,2023,044875,Sylvania City School District,799,12,,36,0,847,9895,0.085598787266296
2024-2025,2022,2023,044883,Tallmadge City School District,255,5,,14,0,274,2869,0.095503659811781
2024-2025,2022,2023,044891,Tiffin City School District,421,0,,8,0,429,3081,0.139240506329114
2024-2025,2022,2023,044909,Toledo City School District,11463,0,,277,0,11740,34591,0.339394640224336
2024-2025,2022,2023,044917,Toronto City School District,228,0,,0,0,228,800,0.285
2024-2025,2022,2023,044925,Troy City School District,648,0,,23,0,671,5155,0.130164888457808
2024-2025,2022,2023,044933,Upper Arlington City School District,270,0,,9,0,279,7579,0.036812244359414
2024-2025,2022,2023,044941,Urbana City School District,410,0,,2,0,412,2149,0.191717077710563
2024-2025,2022,2023,044958,Vandalia-Butler City School District,384,0,,26,0,410,3736,0.109743040685225
2024-2025,2022,2023,044966,Van Wert City School District,316,0,,3,0,319,2187,0.14586191129401
2024-2025,2022,2023,044974,Wadsworth City School District,497,0,,27,0,524,4828,0.108533554266777
2024-2025,2022,2023,044982,Wapakoneta City School District,372,0,,3,0,375,3182,0.117850408548083
2024-2025,2022,2023,044990,Warren City School District,2663,17,,21,0,2701,5876,0.459666439754935
2024-2025,2022,2023,045005,Warrensville Heights City School District,914,0,,33,0,947,2482,0.381547139403707
2024-2025,2022,2023,045013,Washington Court House City School District,556,0,,23,0,579,2382,0.243073047858942
2024-2025,2022,2023,045021,Wellston City School District,381,0,,12,0,393,1576,0.249365482233503
2024-2025,2022,2023,045039,Wellsville Local School District,225,0,,2,0,227,683,0.332357247437775
2024-2025,2022,2023,045047,Westerville City School District,2012,0,,88,0,2100,18353,0.114422710183621
2024-2025,2022,2023,045054,West Carrollton City School District,720,0,,10,0,730,3882,0.188047398248326
2024-2025,2022,2023,045062,Westlake City School District,314,0,,9,0,323,4742,0.068114719527625
2024-2025,2022,2023,045070,Whitehall City School District,1020,0,,29,0,1049,3872,0.270919421487603
2024-2025,2022,2023,045088,Wickliffe City School District,232,0,,7,0,239,1713,0.139521307647402
2024-2025,2022,2023,045096,Willard City School District,377,0,,5,0,382,1841,0.207495926127105
2024-2025,2022,2023,045104,Willoughby-Eastlake City School District,991,0,,14,0,1005,8375,0.12
2024-2025,2022,2023,045112,Wilmington City School District,554,0,,24,0,578,3238,0.178505250154416
2024-2025,2022,2023,045120,Wooster City School District,551,0,,32,0,583,3930,0.148346055979644
2024-2025,2022,2023,045138,Worthington City School District,1113,0,,17,0,1130,11993,0.094221629283749
2024-2025,2022,2023,045146,Wyoming City School District,65,0,,2,0,67,2199,0.030468394724875
2024-2025,2022,2023,045153,Xenia Community City School District,914,0,,11,0,925,5380,0.171933085501859
2024-2025,2022,2023,045161,Youngstown City School District,4585,123,,48,0,4756,9609,0.494952648558643
2024-2025,2022,2023,045179,Zanesville City School District,1158,0,,38,0,1196,4170,0.286810551558753
2024-2025,2022,2023,045187,Ada Exempted Village School District,120,0,,3,0,123,937,0.131270010672359
2024-2025,2022,2023,045195,Amherst Exempted Village School District,325,0,,16,0,341,4234,0.08053849787435
2024-2025,2022,2023,045203,Barnesville Exempted Village School District,309,0,,1,0,310,1247,0.2485966319166
2024-2025,2022,2023,045211,Bluffton Exempted Village School District,48,0,,2,0,50,1077,0.046425255338904
2024-2025,2022,2023,045229,Bradford Exempted Village School District,75,0,,2,0,77,587,0.131175468483816
2024-2025,2022,2023,045237,Bridgeport Exempted Village School District,200,0,,1,0,201,800,0.25125
2024-2025,2022,2023,045245,Harrison Hills City School District,370,0,,16,0,386,1927,0.200311364815776
2024-2025,2022,2023,045252,Caldwell Exempted Village School District,166,0,,2,0,168,885,0.189830508474576
2024-2025,2022,2023,045260,Carey Exempted Village School District,79,0,,0,0,79,885,0.089265536723164
2024-2025,2022,2023,045278,Carrollton Exempted Village School District,399,0,,3,0,402,2506,0.160415003990423
2024-2025,2022,2023,045286,Chagrin Falls Exempted Village School District,64,0,,5,0,69,1924,0.035862785862786
2024-2025,2022,2023,045294,Chesapeake Union Exempted Village School District,204,0,,4,0,208,1160,0.179310344827586
2024-2025,2022,2023,045302,Clyde-Green Springs Exempted Village School District,237,0,,9,0,246,2073,0.118668596237337
2024-2025,2022,2023,045310,Coldwater Exempted Village School District,58,0,,2,0,60,1411,0.042523033309709
2024-2025,2022,2023,045328,Columbiana Exempted Village School District,123,0,,0,0,123,1060,0.116037735849057
2024-2025,2022,2023,045336,Covington Exempted Village School District,106,0,,4,0,110,892,0.123318385650224
2024-2025,2022,2023,045344,Crestline Exempted Village School District,170,0,,11,0,181,902,0.200665188470067
2024-2025,2022,2023,045351,Crooksville Exempted Village School District,185,0,,7,0,192,957,0.200626959247649
2024-2025,2022,2023,045369,Fairport Harbor Exempted Village School District,68,0,,1,0,69,402,0.171641791044776
2024-2025,2022,2023,045377,Georgetown Exempted Village School District,202,0,,1,0,203,1081,0.187789084181314
2024-2025,2022,2023,045385,Gibsonburg Exempted Village School District,77,0,,3,0,80,855,0.093567251461988
2024-2025,2022,2023,045393,Granville Exempted Village School District,56,0,,2,0,58,2941,0.019721183270996
2024-2025,2022,2023,045401,Greenfield Exempted Village School District,513,0,,20,0,533,2252,0.236678507992895
2024-2025,2022,2023,045419,Hicksville Exempted Village School District,101,0,,0,0,101,981,0.102956167176351
2024-2025,2022,2023,045427,Hubbard Exempted Village School District,296,0,,2,0,298,1818,0.163916391639164
2024-2025,2022,2023,045435,Indian Hill Exempted Village School District,94,0,,2,0,96,2874,0.033402922755741
2024-2025,2022,2023,045443,Leetonia Exempted Village School District,151,0,,2,0,153,727,0.210453920220082
2024-2025,2022,2023,045450,Lisbon Exempted Village School District,200,0,,2,0,202,791,0.255372945638432
2024-2025,2022,2023,045468,Loudonville-Perrysville Exempted Village School District,146,0,,14,0,160,1219,0.131255127153404
2024-2025,2022,2023,045476,Marysville Exempted Village School District,340,0,,24,0,364,5860,0.062116040955631
2024-2025,2022,2023,045484,Mechanicsburg Exempted Village School District,78,0,,1,0,79,857,0.09218203033839
2024-2025,2022,2023,045492,Mentor Exempted Village School District,584,0,,19,0,603,8537,0.070633712076842
2024-2025,2022,2023,045500,Milford Exempted Village School District,461,0,,19,0,480,7913,0.060659673954252
2024-2025,2022,2023,045518,Milton-Union Exempted Village School District,192,0,,9,0,201,1520,0.132236842105263
2024-2025,2022,2023,045526,Montpelier Exempted Village School District,149,0,,2,0,151,903,0.167220376522702
2024-2025,2022,2023,045534,Mount Gilead Exempted Village School District,161,0,,3,0,164,1168,0.14041095890411
2024-2025,2022,2023,045542,Newcomerstown Exempted Village School District,174,0,,21,0,195,997,0.195586760280842
2024-2025,2022,2023,045559,New Richmond Exempted Village School District,323,0,,10,0,333,2339,0.142368533561351
2024-2025,2022,2023,045567,Newton Falls Exempted Village School District,248,0,,4,0,252,1239,0.203389830508475
2024-2025,2022,2023,045575,Paulding Exempted Village School District,241,0,,0,0,241,1677,0.14370900417412
2024-2025,2022,2023,045583,Perrysburg Exempted Village School District,184,0,,3,0,187,6061,0.030852994555354
2024-2025,2022,2023,045591,Rittman Exempted Village School District,137,0,,4,0,141,1089,0.129476584022039
2024-2025,2022,2023,045609,Rossford Exempted Village School District,208,0,,6,0,214,1833,0.116748499727223
2024-2025,2022,2023,045617,Tipp City Exempted Village School District,156,0,,3,0,159,2773,0.057338622430581
2024-2025,2022,2023,045625,Upper Sandusky Exempted Village School District,163,0,,13,0,176,1776,0.099099099099099
2024-2025,2022,2023,045633,Versailles Exempted Village School District,57,0,,1,0,58,1301,0.044581091468101
2024-2025,2022,2023,045641,Wauseon Exempted Village School District,201,0,,1,0,202,1812,0.111479028697572
2024-2025,2022,2023,045658,Wellington Exempted Village School District,137,0,,4,0,141,1285,0.109727626459144
2024-2025,2022,2023,045666,Windham Exempted Village School District,131,0,,9,0,140,512,0.2734375
2024-2025,2022,2023,045674,Yellow Springs Exempted Village School District,44,0,,1,0,45,572,0.078671328671329
2024-2025,2022,2023,045757,Allen East Local School District,78,0,,1,0,79,1091,0.072410632447296
2024-2025,2022,2023,045765,Bath Local School District,182,0,,7,0,189,1793,0.105409927495817
2024-2025,2022,2023,045773,Elida Local School District,529,0,,8,0,537,3095,0.173505654281098
2024-2025,2022,2023,045781,Perry Local School District,101,0,,0,0,101,601,0.168053244592346
2024-2025,2022,2023,045799,Shawnee Local School District,196,0,,11,0,207,2944,0.0703125
2024-2025,2022,2023,045807,Spencerville Local School District,138,0,,2,0,140,927,0.151024811218986
2024-2025,2022,2023,045823,Hillsdale Local School District,114,0,,1,0,115,1167,0.098543273350471
2024-2025,2022,2023,045831,Mapleton Local School District,161,0,,9,0,170,1237,0.137429264349232
2024-2025,2022,2023,045856,Buckeye Local School District,279,0,,19,0,298,1647,0.18093503339405
2024-2025,2022,2023,045864,Grand Valley Local School District,256,0,,6,0,262,2172,0.120626151012891
2024-2025,2022,2023,045872,Jefferson Area Local School District,318,0,,15,0,333,1942,0.171472708547889
2024-2025,2022,2023,045880,Pymatuning Valley Local School District,305,0,,7,0,312,1505,0.207308970099668
2024-2025,2022,2023,045906,Alexander Local School District,263,0,,27,0,290,1507,0.192435301924353
2024-2025,2022,2023,045914,Federal Hocking Local School District,219,0,,13,0,232,1094,0.212065813528336
2024-2025,2022,2023,045922,Trimble Local School District,183,0,,11,0,194,669,0.289985052316891
2024-2025,2022,2023,045948,Minster Local School District,27,0,,3,0,30,946,0.031712473572939
2024-2025,2022,2023,045955,New Bremen Local School District,38,0,,0,0,38,859,0.044237485448196
2024-2025,2022,2023,045963,New Knoxville Local School District,26,0,,0,0,26,383,0.067885117493473
2024-2025,2022,2023,045971,Waynesfield-Goshen Local School District,29,0,,0,0,29,435,0.066666666666667
2024-2025,2022,2023,045997,St. Clairsville-Richland City School District,233,0,,10,0,243,1758,0.138225255972696
2024-2025,2022,2023,046003,Shadyside Local School District,110,0,,1,0,111,678,0.163716814159292
2024-2025,2022,2023,046011,Union Local School District,228,0,,9,0,237,1424,0.166432584269663
2024-2025,2022,2023,046037,Eastern Local School District,355,0,,4,0,359,1549,0.231762427372498
2024-2025,2022,2023,046045,Fayetteville-Perry Local School District,87,0,,3,0,90,808,0.111386138613861
2024-2025,2022,2023,046060,Western Brown Local School District,584,0,,15,0,599,3044,0.196780551905388
2024-2025,2022,2023,046078,Ripley-Union-Lewis-Huntington Local School District,227,0,,5,0,232,934,0.248394004282655
2024-2025,2022,2023,046094,Edgewood City School District,467,0,,4,0,471,3898,0.120831195484864
2024-2025,2022,2023,046102,Fairfield City School District,1295,0,,26,0,1321,11484,0.115029606408917
2024-2025,2022,2023,046110,Lakota Local School District,1410,0,,24,0,1434,20864,0.068730828220859
2024-2025,2022,2023,046128,Madison Local School District,157,0,,5,0,162,1531,0.105813193990856
2024-2025,2022,2023,046136,New Miami Local School District,148,0,,0,0,148,613,0.241435562805873
2024-2025,2022,2023,046144,Ross Local School District,211,0,,5,0,216,3093,0.069835111542192
2024-2025,2022,2023,046151,Talawanda City School District,372,12,,9,0,393,3645,0.107818930041152
2024-2025,2022,2023,046177,Brown Local School District,126,0,,8,0,134,704,0.190340909090909
2024-2025,2022,2023,046193,Graham Local School District,152,0,,5,0,157,1929,0.081389320891654
2024-2025,2022,2023,046201,Triad Local School District,106,0,,0,0,106,998,0.106212424849699
2024-2025,2022,2023,046219,West Liberty-Salem Local School District,86,0,,4,0,90,1088,0.082720588235294
2024-2025,2022,2023,046235,Greenon Local School District,241,0,,7,0,248,1990,0.12462311557789
2024-2025,2022,2023,046243,Tecumseh Local School District,529,0,,20,0,549,3132,0.175287356321839
2024-2025,2022,2023,046250,Northeastern Local School District,444,0,,4,0,448,3501,0.127963439017424
2024-2025,2022,2023,046268,Northwestern Local School District,229,0,,2,0,231,1847,0.125067677314564
2024-2025,2022,2023,046276,Southeastern Local School District,98,0,,3,0,101,753,0.134130146082337
2024-2025,2022,2023,046284,Clark-Shawnee Local School District,252,0,,16,0,268,2013,0.133134624937904
2024-2025,2022,2023,046300,Batavia Local School District,431,0,,6,0,437,2539,0.172115005907838
2024-2025,2022,2023,046318,Bethel-Tate Local School District,207,0,,16,0,223,1614,0.13816604708798
2024-2025,2022,2023,046326,Clermont Northeastern Local School District,219,0,,1,0,220,1959,0.112302194997448
2024-2025,2022,2023,046334,Felicity-Franklin Local School District,134,0,,8,0,142,858,0.165501165501166
2024-2025,2022,2023,046342,Goshen Local School District,371,15,,9,0,395,2956,0.133626522327469
2024-2025,2022,2023,046359,West Clermont Local School District,1141,0,,43,0,1184,10599,0.1117086517596
2024-2025,2022,2023,046367,Williamsburg Local School District,112,0,,4,0,116,963,0.120456905503634
2024-2025,2022,2023,046383,Blanchester Local School District,269,0,,20,0,289,1512,0.191137566137566
2024-2025,2022,2023,046391,Clinton-Massie Local School District,115,0,,14,0,129,1784,0.072309417040359
2024-2025,2022,2023,046409,East Clinton Local School District,206,0,,6,0,212,1352,0.156804733727811
2024-2025,2022,2023,046425,Beaver Local School District,269,0,,12,0,281,1791,0.156895589056393
2024-2025,2022,2023,046433,Crestview Local School District,120,0,,4,0,124,1001,0.123876123876124
2024-2025,2022,2023,046441,Southern Local School District,208,0,,3,0,211,837,0.252090800477897
2024-2025,2022,2023,046458,United Local School District,153,0,,10,0,163,1088,0.149816176470588
2024-2025,2022,2023,046474,Ridgewood Local School District,240,0,,3,0,243,1561,0.155669442664958
2024-2025,2022,2023,046482,River View Local School District,343,0,,9,0,352,2576,0.136645962732919
2024-2025,2022,2023,046508,Buckeye Central Local School District,73,0,,5,0,78,835,0.093413173652695
2024-2025,2022,2023,046516,Colonel Crawford Local School District,82,0,,4,0,86,834,0.103117505995204
2024-2025,2022,2023,046524,Wynford Local School District,160,0,,5,0,165,1054,0.156546489563567
2024-2025,2022,2023,046557,Cuyahoga Heights Local School District,34,0,,16,0,50,614,0.0814332247557
2024-2025,2022,2023,046565,Independence Local School District,55,0,,0,0,55,1273,0.043205027494108
2024-2025,2022,2023,046573,Olmsted Falls City School District,240,0,,17,0,257,3778,0.068025410269984
2024-2025,2022,2023,046581,Orange City School District,122,0,,2,0,124,2709,0.045773348098929
2024-2025,2022,2023,046599,Richmond Heights Local School District,218,0,,15,0,233,1159,0.201035375323555
2024-2025,2022,2023,046607,Solon City School District,233,0,,16,0,249,4941,0.050394656952034
2024-2025,2022,2023,046623,Ansonia Local School District,91,0,,0,0,91,638,0.142633228840125
2024-2025,2022,2023,046631,Arcanum-Butler Local School District,145,0,,1,0,146,1124,0.129893238434164
2024-2025,2022,2023,046649,Franklin Monroe Local School District,47,0,,0,0,47,652,0.072085889570552
2024-2025,2022,2023,046672,Mississinawa Valley Local School District,176,0,,0,0,176,715,0.246153846153846
2024-2025,2022,2023,046680,Tri-Village Local School District,86,0,,1,0,87,777,0.111969111969112
2024-2025,2022,2023,046706,Ayersville Local School District,68,0,,0,0,68,657,0.103500761035008
2024-2025,2022,2023,046714,Central Local School District,113,0,,1,0,114,1110,0.102702702702703
2024-2025,2022,2023,046722,Northeastern Local School District,70,0,,3,0,73,948,0.077004219409283
2024-2025,2022,2023,046748,Big Walnut Local School District,244,0,,4,0,248,4669,0.05311629899336
2024-2025,2022,2023,046755,Buckeye Valley Local School District,171,0,,3,0,174,3036,0.057312252964427
