fiscal_year,sponsor_irn,sponsor_name,county,sponsor_type,stream,sites,enrollment,enrollment_basis,free_lunch,reduced_lunch,identified,claimable
1998,043489,Akron City SD,Summit,Unknown,single,60,33154,adm,15437,2226,0,17663
1998,043497,Alliance City SD,Stark,Unknown,single,9,3782,adm,1600,394,0,1994
1998,043505,Ashland City SD,Ashland,Unknown,single,7,3636,adm,754,218,0,972
1998,043513,Ashtabula Area City SD,Ashtabula,Unknown,single,13,4846,adm,1930,409,0,2339
1998,043521,Athens City SD,Athens,Unknown,single,7,2931,adm,788,131,0,919
1998,043539,Barberton City SD,Summit,Unknown,single,11,4501,adm,1714,286,0,2000
1998,043547,Bay Village City SD,Cuyahoga,Unknown,single,5,2483,adm,63,64,0,127
1998,043554,Beachwood City SD,Cuyahoga,Unknown,single,5,1595,adm,55,13,0,68
1998,043562,Bedford City SD,Cuyahoga,Unknown,single,7,3764,adm,728,201,0,929
1998,043570,Bellaire Local SD,Belmont,Unknown,single,7,1762,adm,724,76,0,800
1998,043588,Bellefontaine City SD,Logan,Unknown,single,6,2719,adm,589,163,0,752
1998,043596,Bellevue City SD,Huron,Unknown,single,7,2441,adm,320,177,0,497
1998,043604,Belpre City SD,Washington,Unknown,single,3,1022,adm,190,44,0,234
1998,043612,Berea City SD,Cuyahoga,Unknown,single,12,7892,adm,585,378,0,963
1998,043620,Bexley City SD,Franklin,Unknown,single,3,2362,adm,59,36,0,95
1998,043638,Bowling Green City SD,Wood,Unknown,single,9,3672,adm,349,123,0,472
1998,043646,Brecksville-Broadview Heights,Cuyahoga,Unknown,single,6,3822,adm,129,56,0,185
1998,043653,Brooklyn City SD,Cuyahoga,Unknown,single,3,1304,adm,192,104,0,296
1998,043661,Brunswick City SD,Medina,Unknown,single,10,6305,adm,540,394,0,934
1998,043679,Bryan City SD,Williams,Unknown,single,5,2194,adm,214,76,0,290
1998,043687,Bucyrus City SD,Crawford,Unknown,single,8,1945,adm,589,183,0,772
1998,043695,Cambridge City SD,Guernsey,Unknown,single,8,2905,adm,888,185,0,1073
1998,043703,Campbell City SD,Mahoning,Unknown,single,3,1481,adm,771,111,0,882
1998,043711,Canton City SD,Stark,Unknown,single,25,12776,adm,6811,1260,0,8071
1998,043729,Celina City SD,Mercer,Unknown,single,6,3301,adm,384,155,0,539
1998,043737,Centerville City SD,Montgomery,Unknown,single,11,6843,adm,194,80,0,274
1998,043745,Chillicothe City SD,Ross,Unknown,single,10,3646,adm,1143,182,0,1325
1998,043752,Cincinnati City SD,Hamilton,Unknown,single,76,46958,adm,27240,2993,0,30233
1998,043760,Circleville City SD,Pickaway,Unknown,single,6,2472,adm,487,127,0,614
1998,043778,Claymont City SD,Tuscarawas,Unknown,single,4,2131,adm,574,171,0,745
1998,043786,Cleveland City SD,Cuyahoga,Unknown,single,118,80191,adm,59727,4905,0,64632
1998,043794,Cleveland Hts-Univ Hts City SD,Cuyahoga,Unknown,single,13,7127,adm,1382,371,0,1753
1998,043802,Columbus City SD,Franklin,Unknown,single,142,65306,adm,32892,5168,0,38060
1998,043810,Conneaut Area City SD,Ashtabula,Unknown,single,6,2558,adm,658,249,0,907
1998,043828,Coshocton City SD,Coshocton,Unknown,single,5,2144,adm,614,118,0,732
1998,043836,Cuyahoga Falls City SD,Summit,Unknown,single,11,5309,adm,493,333,0,826
1998,043844,Dayton City SD,Montgomery,Unknown,single,56,30040,adm,16752,2534,0,19286
1998,043851,Deer Park Community City SD,Hamilton,Unknown,single,4,1273,adm,112,92,0,204
1998,043869,Defiance City SD,Defiance,Unknown,single,6,2675,adm,378,104,0,482
1998,043877,Delaware City SD,Delaware,Unknown,single,8,4586,adm,614,229,0,843
1998,043885,Delphos City SD,Allen,Unknown,single,4,1179,adm,172,113,0,285
1998,043893,Dover City SD,Tuscarawas,Unknown,single,5,2623,adm,243,100,0,343
1998,043901,East Cleveland City SD,Cuyahoga,Unknown,single,8,6516,adm,4213,365,0,4578
1998,043919,East Liverpool City SD,Columbiana,Unknown,single,5,3429,adm,1140,140,0,1280
1998,043927,East Palestine City SD,Columbiana,Unknown,single,3,1692,adm,406,166,0,572
1998,043935,Eaton Community Schools City S,Preble,Unknown,single,4,2115,adm,307,112,0,419
1998,043943,Elyria City SD,Lorain,Unknown,single,18,7957,adm,2471,670,0,3141
1998,043950,Euclid City SD,Cuyahoga,Unknown,single,8,5485,adm,1527,668,0,2195
1998,043968,Fairborn City SD,Greene,Unknown,single,7,4886,adm,823,307,0,1130
1998,043976,Fairview Park City SD,Cuyahoga,Unknown,single,1,1068,adm,74,21,0,95
1998,043984,Findlay City SD,Hancock,Unknown,single,15,6612,adm,971,361,0,1332
1998,043992,Fostoria City SD,Seneca,Unknown,single,6,2667,adm,863,222,0,1085
1998,044008,Franklin City SD,Warren,Unknown,single,8,2970,adm,490,147,0,637
1998,044016,Fremont City SD,Sandusky,Unknown,single,9,5016,adm,1465,413,0,1878
1998,044024,Galion City SD,Crawford,Unknown,single,6,2352,adm,400,126,0,526
1998,044032,Gallipolis City SD,Gallia,Unknown,single,4,2437,adm,659,71,0,730
1998,044040,Garfield Heights City SD,Cuyahoga,Unknown,single,5,3457,adm,572,318,0,890
1998,044057,Geneva Schools City SD,Ashtabula,Unknown,single,6,3268,adm,727,337,0,1064
1998,044065,Girard City SD,Trumbull,Unknown,single,2,1463,adm,301,78,0,379
1998,044073,Grandview Heights City SD,Franklin,Unknown,single,3,1280,adm,51,41,0,92
1998,044081,Winton Woods City SD,Hamilton,Unknown,single,7,4136,adm,602,185,0,787
1998,044099,Greenville City SD,Darke,Unknown,single,7,3229,adm,461,211,0,672
1998,044107,Hamilton City SD,Butler,Unknown,single,18,9729,adm,3638,658,0,4296
1998,044115,Heath City SD,Licking,Unknown,single,4,1494,adm,123,71,0,194
1998,044123,Hillsboro City SD,Highland,Unknown,single,5,2669,adm,457,109,0,566
1998,044131,Huron City SD,Erie,Unknown,single,5,1531,adm,134,46,0,180
1998,044149,Ironton City SD,Lawrence,Unknown,single,5,2125,adm,738,106,0,844
1998,044156,Jackson City SD,Jackson,Unknown,single,9,2741,adm,651,207,0,858
1998,044164,Kent City SD,Portage,Unknown,single,7,3286,adm,628,138,0,766
1998,044172,Kenton City SD,Hardin,Unknown,single,8,2254,adm,511,165,0,676
1998,044180,Kettering City SD,Montgomery,Unknown,single,12,7524,adm,811,426,0,1237
1998,044198,Lakewood City SD,Cuyahoga,Unknown,single,14,7249,adm,1220,455,0,1675
1998,044206,Lancaster City SD,Fairfield,Unknown,single,13,6486,adm,1404,487,0,1891
1998,044214,Lebanon City SD,Warren,Unknown,single,5,3998,adm,455,151,0,606
1998,044222,Lima City SD,Allen,Unknown,single,14,5671,adm,3223,474,0,3697
1998,044230,Lockland Local SD,Hamilton,Unknown,single,1,700,adm,281,44,0,325
1998,044248,Logan-Hocking Local SD,Hocking,Unknown,single,12,4383,adm,1213,187,0,1400
1998,044255,London City SD,Madison,Unknown,single,5,1977,adm,355,116,0,471
1998,044263,Lorain City SD,Lorain,Unknown,single,17,11527,adm,5578,919,0,6497
1998,044271,Loveland City SD,Hamilton,Unknown,single,6,4655,adm,190,71,0,261
1998,044289,Madeira City SD,Hamilton,Unknown,single,3,1492,adm,33,17,0,50
1998,044297,Mansfield City SD,Richland,Unknown,single,15,6593,adm,3638,698,0,4336
1998,044305,Maple Heights City SD,Cuyahoga,Unknown,single,6,3744,adm,852,378,0,1230
1998,044313,Mariemont City SD,Hamilton,Unknown,single,5,1642,adm,45,19,0,64
1998,044321,Marietta City SD,Washington,Unknown,single,8,3504,adm,656,224,0,880
1998,044339,Marion City SD,Marion,Unknown,single,15,5221,adm,1875,540,0,2415
1998,044347,Martins Ferry City SD,Belmont,Unknown,single,6,1429,adm,448,90,0,538
1998,044354,Massillon City SD,Stark,Unknown,single,10,5086,adm,1592,378,0,1970
1998,044362,Maumee City SD,Lucas,Unknown,single,7,3443,adm,162,79,0,241
1998,044370,Mayfield City SD,Cuyahoga,Unknown,single,6,3822,adm,193,125,0,318
1998,044388,Medina City SD,Medina,Unknown,single,7,5760,adm,285,152,0,437
1998,044396,Miamisburg City SD,Montgomery,Unknown,single,8,4932,adm,483,200,0,683
1998,044404,Middletown City SD,Butler,Unknown,single,16,7542,adm,2392,634,0,3026
1998,044412,Mt Healthy City SD,Hamilton,Unknown,single,9,4033,adm,1528,340,0,1868
1998,044420,Mount Vernon City SD,Knox,Unknown,single,9,3765,adm,760,231,0,991
1998,044438,Napoleon Area City SD,Henry,Unknown,single,4,2144,adm,286,76,0,362
1998,044446,Nelsonville-York City SD,Athens,Unknown,single,3,1381,adm,525,96,0,621
1998,044453,Newark City SD,Licking,Unknown,single,19,7623,adm,1864,569,0,2433
1998,044461,New Boston Local SD,Scioto,Unknown,single,3,470,adm,221,39,0,260
1998,044479,New Lexington City SD,Perry,Unknown,single,4,1921,adm,793,271,0,1064
1998,044487,New Philadelphia City SD,Tuscarawas,Unknown,single,9,2975,adm,402,113,0,515
1998,044495,Niles City SD,Trumbull,Unknown,single,7,3325,adm,630,179,0,809
1998,044503,North Canton City SD,Stark,Unknown,single,6,4152,adm,219,157,0,376
1998,044511,North College Hill City SD,Hamilton,Unknown,single,4,1422,adm,413,141,0,554
1998,044529,North Olmsted City SD,Cuyahoga,Unknown,single,16,6834,adm,548,324,0,872
1998,044537,North Ridgeville City SD,Lorain,Unknown,single,5,3044,adm,215,110,0,325
1998,044545,North Royalton City SD,Cuyahoga,Unknown,single,5,4255,adm,199,92,0,291
1998,044552,Norton City SD,Summit,Unknown,single,5,2395,adm,193,74,0,267
1998,044560,Norwalk City SD,Huron,Unknown,single,7,2617,adm,520,192,0,712
1998,044578,Norwood City Schools City SD,Hamilton,Unknown,single,7,3053,adm,952,265,0,1217
1998,044586,Oakwood City SD,Montgomery,Unknown,single,3,1826,adm,5,7,0,12
1998,044594,Oberlin City SD,Lorain,Unknown,single,4,1105,adm,276,73,0,349
1998,044602,Oregon City SD,Lucas,Unknown,single,7,3881,adm,495,192,0,687
1998,044610,Orrville City SD,Wayne,Unknown,single,5,2117,adm,349,165,0,514
1998,044628,Painesville City Local SD,Lake,Unknown,single,7,2822,adm,1112,268,0,1380
1998,044636,Parma City SD,Cuyahoga,Unknown,single,21,12433,adm,1402,1007,0,2409
1998,044644,Piqua City SD,Miami,Unknown,single,10,3701,adm,676,251,0,927
1998,044651,Port Clinton City SD,Ottawa,Unknown,single,7,2089,adm,331,111,0,442
1998,044669,Portsmouth City SD,Scioto,Unknown,single,9,2496,adm,1302,188,0,1490
1998,044677,Princeton City SD,Hamilton,Unknown,single,11,6897,adm,1811,490,0,2301
1998,044685,Ravenna City SD,Portage,Unknown,single,7,3316,adm,914,318,0,1232
1998,044693,Reading Community City SD,Hamilton,Unknown,single,3,1203,adm,228,90,0,318
1998,044701,Rocky River City SD,Cuyahoga,Unknown,single,5,2317,adm,34,27,0,61
1998,044719,St Bernard-Elmwood Place City,Hamilton,Unknown,single,3,1190,adm,391,136,0,527
1998,044727,St Marys City SD,Auglaize,Unknown,single,5,2398,adm,277,156,0,433
1998,044735,Salem City SD,Columbiana,Unknown,single,6,2573,adm,579,117,0,696
1998,044743,Sandusky City SD,Erie,Unknown,single,11,4476,adm,1844,395,0,2239
1998,044750,Shaker Heights City SD,Cuyahoga,Unknown,single,8,5614,adm,181,69,0,250
1998,044768,Sheffield-Sheffield Lake City,Lorain,Unknown,single,6,1815,adm,242,140,0,382
1998,044776,Shelby City SD,Richland,Unknown,single,7,2286,adm,357,167,0,524
1998,044784,Sidney City SD,Shelby,Unknown,single,9,3520,adm,731,229,0,960
1998,044792,South Euclid-Lyndhurst City SD,Cuyahoga,Unknown,single,9,4024,adm,261,140,0,401
1998,044800,South-Western City SD,Franklin,Unknown,single,36,30945,adm,5461,2023,0,7484
1998,044818,Springfield City SD,Clark,Unknown,single,23,10690,adm,4216,534,0,4750
1998,044826,Steubenville City SD,Jefferson,Unknown,single,8,2573,adm,1071,113,0,1184
1998,044834,Stow-Munroe Falls City SD,Summit,Unknown,single,9,5803,adm,274,175,0,449
1998,044842,Strongsville City SD,Cuyahoga,Unknown,single,11,6184,adm,139,119,0,258
1998,044859,Struthers City SD,Mahoning,Unknown,single,6,2076,adm,739,213,0,952
1998,044867,Sycamore Community City SD,Hamilton,Unknown,single,7,6181,adm,219,64,0,283
1998,044875,Sylvania City SD,Lucas,Unknown,single,12,7861,adm,593,212,0,805
1998,044883,Tallmadge City SD,Summit,Unknown,single,5,2740,adm,187,68,0,255
1998,044891,Tiffin City SD,Seneca,Unknown,single,9,3313,adm,489,203,0,692
1998,044909,Toledo City SD,Lucas,Unknown,single,61,39018,adm,18646,1820,0,20466
1998,044917,Toronto City SD,Jefferson,Unknown,single,3,989,adm,272,71,0,343
1998,044925,Troy City SD,Miami,Unknown,single,10,4366,adm,563,236,0,799
1998,044933,Upper Arlington City SD,Franklin,Unknown,single,7,4450,adm,34,16,0,50
1998,044941,Urbana City SD,Champaign,Unknown,single,5,2341,adm,385,130,0,515
1998,044958,Vandalia-Butler City SD,Montgomery,Unknown,single,6,3634,adm,220,93,0,313
1998,044966,Van Wert City SD,Van Wert,Unknown,single,8,2465,adm,343,137,0,480
1998,044974,Wadsworth City SD,Medina,Unknown,single,9,5383,adm,380,211,0,591
1998,044982,Wapakoneta City SD,Auglaize,Unknown,single,6,3255,adm,401,171,0,572
1998,044990,Warren City SD,Trumbull,Unknown,single,16,7153,adm,3260,472,0,3732
1998,045005,Warrensville Heights City SD,Cuyahoga,Unknown,single,7,3514,adm,618,82,0,700
1998,045013,Washington Court House City SD,Fayette,Unknown,single,6,2226,adm,470,141,0,611
1998,045021,Wellston City SD,Jackson,Unknown,single,3,1290,adm,520,108,0,628
1998,045039,Wellsville Local SD,Columbiana,Unknown,single,3,1089,adm,292,44,0,336
1998,045047,Westerville City SD,Franklin,Unknown,single,20,12326,adm,714,308,0,1022
1998,045054,West Carrollton City SD,Montgomery,Unknown,single,5,2547,adm,369,112,0,481
1998,045062,Westlake City SD,Cuyahoga,Unknown,single,7,3591,adm,1750,245,0,1995
1998,045070,Whitehall City SD,Franklin,Unknown,single,5,2936,adm,755,306,0,1061
1998,045088,Wickliffe City SD,Lake,Unknown,single,3,1490,adm,149,161,0,310
1998,045096,Willard City SD,Huron,Unknown,single,7,2302,adm,530,150,0,680
1998,045104,Willoughby-Eastlake City SD,Lake,Unknown,single,12,8842,adm,1031,632,0,1663
1998,045112,Wilmington City SD,Clinton,Unknown,single,6,2947,adm,463,143,0,606
1998,045120,Wooster City SD,Wayne,Unknown,single,10,4174,adm,901,284,0,1185
1998,045138,Worthington City SD,Franklin,Unknown,single,18,9694,adm,256,191,0,447
1998,045146,Wyoming City SD,Hamilton,Unknown,single,5,1794,adm,32,19,0,51
1998,045153,Xenia Community City SD,Greene,Unknown,single,11,5159,adm,1298,283,0,1581
1998,045161,Youngstown City SD,Mahoning,Unknown,single,21,11883,adm,7804,781,0,8585
1998,045179,Zanesville City SD,Muskingum,Unknown,single,11,4514,adm,2085,368,0,2453
1998,045187,Ada Ex Vill SD,Hardin,Unknown,single,1,777,adm,69,41,0,110
1998,045195,Amherst Ex Vill SD,Lorain,Unknown,single,5,3393,adm,178,131,0,309
1998,045203,Barnesville Ex Vill SD,Belmont,Unknown,single,3,1431,adm,326,75,0,401
1998,045211,Bluffton Ex Vill SD,Allen,Unknown,single,1,582,adm,16,22,0,38
1998,045229,Bradford Ex Vill SD,Miami,Unknown,single,1,510,adm,89,48,0,137
1998,045237,Bridgeport Ex Vill SD,Belmont,Unknown,single,3,798,adm,339,61,0,400
1998,045245,Harrison Hills City SD,Harrison,Unknown,single,6,1966,adm,573,147,0,720
1998,045252,Caldwell Ex Vill SD,Noble,Unknown,single,2,1067,adm,217,88,0,305
1998,045260,Carey Ex Vill SD,Wyandot,Unknown,single,2,975,adm,134,49,0,183
1998,045278,Carrollton Ex Vill SD,Carroll,Unknown,single,6,3550,adm,700,202,0,902
1998,045286,Chagrin Falls Ex Vill SD,Cuyahoga,Unknown,single,3,1868,adm,5,4,0,9
1998,045294,Chesapeake Union Ex Vill SD,Lawrence,Unknown,single,3,1403,adm,475,63,0,538
1998,045302,Clyde-Green Springs Ex Vill SD,Sandusky,Unknown,single,4,2097,adm,285,180,0,465
1998,045310,Coldwater Ex Vill SD,Mercer,Unknown,single,1,1600,adm,81,62,0,143
1998,045328,Columbiana Ex Vill SD,Columbiana,Unknown,single,3,892,adm,164,71,0,235
1998,045336,Covington EVSD Ex Vill SD,Miami,Unknown,single,3,954,adm,85,41,0,126
1998,045344,Crestline Ex Vill SD,Crawford,Unknown,single,4,1210,adm,268,99,0,367
1998,045351,Crooksville Ex Vill SD,Perry,Unknown,single,2,1135,adm,349,70,0,419
1998,045377,Georgetown Ex Vill SD,Brown,Unknown,single,2,1058,adm,199,81,0,280
1998,045385,Gibsonburg Ex Vill SD,Sandusky,Unknown,single,2,695,adm,162,55,0,217
1998,045401,Greenfield Ex Vill SD,Highland,Unknown,single,3,2299,adm,488,122,0,610
1998,045419,Hicksville Ex Vill SD,Defiance,Unknown,single,2,938,adm,102,52,0,154
1998,045427,Hubbard Ex Vill SD,Trumbull,Unknown,single,3,2239,adm,460,203,0,663
1998,045435,Indian Hill Ex Vill SD,Hamilton,Unknown,single,3,2136,adm,15,6,0,21
1998,045443,Leetonia Schools Ex Vill SD,Columbiana,Unknown,single,3,845,adm,157,66,0,223
1998,045450,Lisbon Ex Vill SD,Columbiana,Unknown,single,2,1229,adm,265,114,0,379
1998,045468,Loudonville-Perrysville Ex Vil,Ashland,Unknown,single,4,1369,adm,141,110,0,251
1998,045476,Marysville Ex Vill SD,Union,Unknown,single,7,3500,adm,314,129,0,443
1998,045484,Mechanicsburg Ex Vill SD,Champaign,Unknown,single,1,804,adm,77,18,0,95
1998,045492,Mentor Ex Vill SD,Lake,Unknown,single,16,9758,adm,563,382,0,945
1998,045500,Milford Ex Vill SD,Clermont,Unknown,single,7,5310,adm,312,172,0,484
1998,045518,Milton-Union Ex Vill SD,Miami,Unknown,single,2,1843,adm,182,107,0,289
1998,045526,Montpelier Ex Vill SD,Williams,Unknown,single,2,748,adm,114,101,0,215
1998,045534,Mount Gilead Schools Ex Vill S,Morrow,Unknown,single,3,1369,adm,214,57,0,271
1998,045542,Newcomerstown Ex Vill SD,Tuscarawas,Unknown,single,4,1314,adm,403,93,0,496
1998,045559,New Richmond Ex Vill SD,Clermont,Unknown,single,5,2773,adm,763,238,0,1001
1998,045567,Newton Falls Ex Vill SD,Trumbull,Unknown,single,3,1470,adm,302,87,0,389
1998,045575,Paulding Ex Vill SD,Paulding,Unknown,single,4,2046,adm,238,85,0,323
1998,045583,Perrysburg Ex Vill SD,Wood,Unknown,single,6,3909,adm,130,80,0,210
1998,045591,Rittman Ex Vill SD,Wayne,Unknown,single,3,1192,adm,247,99,0,346
1998,045609,Rossford Ex Vill SD,Wood,Unknown,single,4,1920,adm,237,116,0,353
1998,045617,Tipp City Ex Vill SD,Miami,Unknown,single,5,2704,adm,77,24,0,101
1998,045625,Upper Sandusky Ex Vill SD,Wyandot,Unknown,single,5,1878,adm,184,124,0,308
1998,045633,Versailles Ex Vill SD,Darke,Unknown,single,3,1306,adm,41,34,0,75
1998,045641,Wauseon Ex Vill SD,Fulton,Unknown,single,3,2063,adm,229,89,0,318
1998,045658,Wellington Ex Vill SD,Lorain,Unknown,single,3,1511,adm,183,116,0,299
1998,045666,Windham Ex Vill SD,Portage,Unknown,single,3,1146,adm,410,83,0,493
1998,045674,Yellow Springs Ex Vill SD,Greene,Unknown,single,1,278,adm,44,10,0,54
1998,045757,Allen East Local SD,Allen,Unknown,single,2,1050,adm,50,53,0,103
1998,045765,Bath Local SD,Allen,Unknown,single,3,1963,adm,238,149,0,387
1998,045773,Elida Local SD,Allen,Unknown,single,4,2704,adm,360,165,0,525
1998,045781,Perry Local SD,Allen,Unknown,single,1,790,adm,259,74,0,333
1998,045799,Shawnee Local SD,Allen,Unknown,single,4,2412,adm,194,123,0,317
1998,045807,Spencerville Local SD,Allen,Unknown,single,3,1106,adm,153,54,0,207
1998,045823,Hillsdale Local SD,Ashland,Unknown,single,3,1170,adm,81,86,0,167
1998,045831,Mapleton Local SD,Ashland,Unknown,single,4,1084,adm,155,86,0,241
1998,045856,Buckeye Local SD,Ashtabula,Unknown,single,6,2095,adm,392,168,0,560
1998,045864,Grand Valley Local SD,Ashtabula,Unknown,single,5,1316,adm,241,127,0,368
1998,045872,Jefferson Area Local SD,Ashtabula,Unknown,single,3,2200,adm,355,152,0,507
1998,045880,Pymatuning Valley Local SD,Ashtabula,Unknown,single,3,1526,adm,420,84,0,504
1998,045906,Alexander Local SD,Athens,Unknown,single,4,1604,adm,369,87,0,456
1998,045914,Federal Hocking Local SD,Athens,Unknown,single,3,1198,adm,525,135,0,660
1998,045922,Trimble Local SD,Athens,Unknown,single,2,1068,adm,319,90,0,409
1998,045948,Minster Local SD,Auglaize,Unknown,single,2,900,adm,28,0,0,28
1998,045955,New Bremen Local SD,Auglaize,Unknown,single,2,1583,adm,51,21,0,72
1998,045963,New Knoxville Local SD,Auglaize,Unknown,single,1,459,adm,17,11,0,28
1998,045971,Waynesfield-Goshen Local SD,Auglaize,Unknown,single,1,572,adm,53,33,0,86
1998,045989,Belmont County BD Of ED,Belmont,Unknown,single,1,23,adm,17,5,0,22
1998,045997,St Clairsville-Richland City S,Belmont,Unknown,single,2,1805,adm,244,52,0,296
1998,046003,Shadyside Local SD,Belmont,Unknown,single,2,429,adm,86,23,0,109
1998,046011,Union Local SD,Belmont,Unknown,single,3,1546,adm,404,148,0,552
1998,046037,Eastern Local SD,Brown,Unknown,single,3,1440,adm,269,157,0,426
1998,046045,Fayetteville-Perry Local SD,Brown,Unknown,single,3,878,adm,107,77,0,184
1998,046060,Western Brown Local SD,Brown,Unknown,single,3,3301,adm,612,226,0,838
1998,046078,Ripley-Union-Lewis-Huntington,Brown,Unknown,single,2,1425,adm,485,85,0,570
1998,046094,Edgewood City SD,Butler,Unknown,single,5,2782,adm,241,162,0,403
1998,046102,Fairfield City SD,Butler,Unknown,single,8,6572,adm,417,217,0,634
1998,046110,Lakota Local SD,Butler,Unknown,single,16,12988,adm,293,177,0,470
1998,046128,Madison Local SD,Butler,Unknown,single,3,1452,adm,134,40,0,174
1998,046136,New Miami Local SD,Butler,Unknown,single,2,902,adm,265,77,0,342
1998,046144,Ross Local SD,Butler,Unknown,single,4,2383,adm,174,90,0,264
1998,046151,Talawanda City SD,Butler,Unknown,single,5,3308,adm,346,94,0,440
1998,046177,Brown Local SD,Carroll,Unknown,single,1,1043,adm,186,59,0,245
1998,046193,Graham Local SD,Champaign,Unknown,single,4,2168,adm,177,85,0,262
1998,046201,Triad Local SD,Champaign,Unknown,single,2,1045,adm,58,45,0,103
1998,046219,West Liberty-Salem Local SD,Champaign,Unknown,single,1,1141,adm,97,31,0,128
1998,046235,Greenon Local SD,Clark,Unknown,single,4,1916,adm,134,40,0,174
1998,046243,Tecumseh Local SD,Clark,Unknown,single,8,3858,adm,702,300,0,1002
1998,046250,Northeastern Local SD,Clark,Unknown,single,5,3223,adm,183,65,0,248
1998,046268,Northwestern Local SD,Clark,Unknown,single,3,1947,adm,133,53,0,186
1998,046276,Southeastern Local SD,Clark,Unknown,single,2,907,adm,78,29,0,107
1998,046284,Clark-Shawnee Local SD,Clark,Unknown,single,4,2290,adm,195,73,0,268
1998,046292,Clermont County County BD Of E,Clermont,Unknown,single,2,782,adm,252,60,0,312
1998,046300,Batavia Local SD,Clermont,Unknown,single,3,1459,adm,316,130,0,446
1998,046318,Bethel-Tate Local SD,Clermont,Unknown,single,3,1987,adm,305,85,0,390
1998,046326,Clermont Northeastern Local SD,Clermont,Unknown,single,4,1799,adm,223,100,0,323
1998,046334,Felicity-Franklin Local SD,Clermont,Unknown,single,1,1367,adm,386,81,0,467
1998,046342,Goshen Local SD,Clermont,Unknown,single,5,2571,adm,432,248,0,680
1998,046359,West Clermont Local SD,Clermont,Unknown,single,11,8202,adm,837,287,0,1124
1998,046367,Williamsburg Local SD,Clermont,Unknown,single,2,1105,adm,137,56,0,193
1998,046383,Blanchester Local SD,Clinton,Unknown,single,4,1780,adm,259,123,0,382
1998,046391,Clinton-Massie Local SD,Clinton,Unknown,single,1,1514,adm,116,62,0,178
1998,046409,East Clinton Local SD,Clinton,Unknown,single,4,1383,adm,192,56,0,248
1998,046425,Beaver Local SD,Columbiana,Unknown,single,5,2270,adm,583,230,0,813
1998,046433,Crestview Local SD,Columbiana,Unknown,single,3,1134,adm,169,95,0,264
1998,046441,Southern Local SD,Columbiana,Unknown,single,3,936,adm,339,71,0,410
1998,046458,United Local SD,Columbiana,Unknown,single,1,1592,adm,235,96,0,331
1998,046474,Ridgewood Local SD,Coshocton,Unknown,single,4,1445,adm,281,96,0,377
1998,046482,River View Local SD,Coshocton,Unknown,single,6,2359,adm,440,190,0,630
1998,046508,Buckeye Central Local SD,Crawford,Unknown,single,3,509,adm,66,43,0,109
1998,046516,Colonel Crawford Local SD,Crawford,Unknown,single,1,1013,adm,93,58,0,151
1998,046524,Wynford Local SD,Crawford,Unknown,single,2,844,adm,85,25,0,110
1998,046532,Cuyahoga County BD Of ED,Cuyahoga,Unknown,single,3,357,adm,129,18,0,147
1998,046557,Cuyahoga Heights Local SD,Cuyahoga,Unknown,single,1,750,adm,42,34,0,76
1998,046565,Independence Local SD,Cuyahoga,Unknown,single,3,968,adm,17,27,0,44
1998,046573,Olmsted Falls City SD,Cuyahoga,Unknown,single,4,2733,adm,136,102,0,238
1998,046581,Orange City SD,Cuyahoga,Unknown,single,4,2157,adm,52,21,0,73
1998,046599,Richmond Heights Local SD,Cuyahoga,Unknown,single,2,1489,adm,74,33,0,107
1998,046607,Solon City SD,Cuyahoga,Unknown,single,7,4708,adm,48,40,0,88
1998,046623,Ansonia Local SD,Darke,Unknown,single,1,676,adm,89,39,0,128
1998,046631,Arcanum Butler Local SD,Darke,Unknown,single,2,1125,adm,94,53,0,147
1998,046649,Franklin Monroe Local SD,Darke,Unknown,single,2,667,adm,72,15,0,87
1998,046672,Mississinawa Valley Local SD,Darke,Unknown,single,2,785,adm,237,48,0,285
1998,046680,Tri-Village Local SD,Darke,Unknown,single,2,811,adm,147,45,0,192
1998,046706,Ayersville Local SD,Defiance,Unknown,single,1,910,adm,45,14,0,59
1998,046714,Central Local SD,Defiance,Unknown,single,3,1235,adm,93,54,0,147
1998,046722,Northeastern Local SD,Defiance,Unknown,single,5,1234,adm,83,34,0,117
1998,046748,Big Walnut Local SD,Delaware,Unknown,single,5,2424,adm,151,61,0,212
1998,046755,Buckeye Valley Local SD,Delaware,Unknown,single,5,2207,adm,115,66,0,181
1998,046763,Olentangy Local SD,Delaware,Unknown,single,7,5442,adm,182,51,0,233
1998,046789,Berlin-Milan Local SD,Erie,Unknown,single,3,1784,adm,149,69,0,218
1998,046805,Margaretta Local SD,Erie,Unknown,single,3,1567,adm,179,107,0,286
1998,046813,Perkins Local SD,Erie,Unknown,single,4,2108,adm,145,54,0,199
1998,046821,Vermilion Local SD,Erie,Unknown,single,4,2536,adm,254,146,0,400
1998,046847,Amanda-Clearcreek Local SD,Fairfield,Unknown,single,2,1457,adm,194,62,0,256
1998,046854,Berne Union Local SD,Fairfield,Unknown,single,1,1019,adm,108,48,0,156
1998,046862,Bloom-Carroll Local SD,Fairfield,Unknown,single,3,1554,adm,58,41,0,99
1998,046870,Fairfield Union Local SD,Fairfield,Unknown,single,4,1960,adm,210,106,0,316
1998,046888,Liberty Union-Thurston Local S,Fairfield,Unknown,single,3,1258,adm,100,49,0,149
