fiscal_year,sponsor_irn,sponsor_name,county,sponsor_type,stream,sites,enrollment,enrollment_basis,free_lunch,reduced_lunch,identified,claimable
2003,058651,Our Lady Of Consolation Ele Sch,Wyandot,Non-Public,single,1,188,adm,3,10,0,13
2003,058677,Our Lady Of Perpetual Help Ele Sch,Lucas,Non-Public,single,2,573,adm,75,22,0,97
2003,058701,Sacred Heart Ele Sch,Sandusky,Non-Public,single,1,300,adm,17,18,0,35
2003,058743,St Adalbert Ele Sch,Lucas,Non-Public,single,1,144,adm,38,14,0,52
2003,058750,St Agnes Ele Sch,Lucas,Non-Public,single,1,200,adm,55,16,0,71
2003,058792,St Ann Ele Sch,Sandusky,Non-Public,single,1,230,adm,11,6,0,17
2003,058834,St Augustine Ele Sch,Henry,Non-Public,single,1,104,adm,3,2,0,5
2003,058842,St Bernard Ele Sch,Crawford,Non-Public,single,2,163,adm,7,9,0,16
2003,058867,St Catherine Ele Sch,Lucas,Non-Public,single,1,415,adm,27,32,0,59
2003,058875,St Charles Ele Sch,Allen,Non-Public,single,1,540,adm,15,20,0,35
2003,058883,St Charles Ele Sch,Lucas,Non-Public,single,1,181,adm,53,21,0,74
2003,058909,All Saints Catholic Ele Sch,Wood,Non-Public,single,1,305,adm,12,7,0,19
2003,058941,St Gerard Ele Sch,Allen,Non-Public,single,1,295,adm,33,18,0,51
2003,058958,St Hedwig Ele Sch,Lucas,Non-Public,single,2,339,adm,151,42,0,193
2003,058966,St Hyacinth Ele Sch,Lucas,Non-Public,single,1,184,adm,105,5,0,110
2003,058982,St Jerome Ele Sch,Wood,Non-Public,single,1,240,adm,11,3,0,14
2003,058990,St John Ele Sch,Allen,Non-Public,single,1,1023,adm,29,31,0,60
2003,059022,St John Evangelist Ele Sch,Defiance,Non-Public,single,1,98,adm,18,5,0,23
2003,059048,St Joseph Ele Sch,Williams,Non-Public,single,1,55,adm,11,8,0,19
2003,059055,St Joseph Ele Sch,Crawford,Non-Public,single,1,71,adm,3,8,0,11
2003,059071,St Joseph Ele Sch,Crawford,Non-Public,single,1,145,adm,18,10,0,28
2003,059113,St Joseph Ele Sch,Seneca,Non-Public,single,1,350,adm,19,17,0,36
2003,059162,St Mary Ele Sch,Defiance,Non-Public,single,1,130,adm,12,9,0,21
2003,059170,St Mary Ele Sch,Williams,Non-Public,single,1,108,adm,6,5,0,11
2003,059204,St Mary Ele Sch,Richland,Non-Public,single,1,114,adm,4,8,0,12
2003,059246,Holy Trinity; Swanton Ele Sch,Fulton,Non-Public,single,1,167,adm,9,0,0,9
2003,059253,St Mary Ele Sch,Seneca,Non-Public,single,1,271,adm,16,27,0,43
2003,059279,St Mary Ele Sch,Van Wert,Non-Public,single,1,119,adm,0,10,0,10
2003,059337,St Patrick Ele Sch,Williams,Non-Public,single,1,159,adm,7,8,0,15
2003,059352,St Paul Ele Sch,Huron,Non-Public,single,1,689,adm,6,23,0,29
2003,059360,St Peter Ele Sch,Erie,Non-Public,single,1,140,adm,4,3,0,7
2003,059386,St Peter Ele Sch,Wyandot,Non-Public,single,1,173,adm,11,5,0,16
2003,059394,Sts Peter And Paul Ele Sch,Putnam,Non-Public,single,1,343,adm,14,2,0,16
2003,059402,Sts Peter And Paul Ele Sch,Erie,Non-Public,single,1,257,adm,15,13,0,28
2003,059436,St Richard Ele Sch,Fulton,Non-Public,single,1,110,adm,4,3,0,7
2003,059444,St Rose Ele Sch,Allen,Non-Public,single,1,145,adm,30,15,0,45
2003,059451,St Rose Ele Sch,Wood,Non-Public,single,1,393,adm,5,2,0,7
2003,059477,St Stephen Ele Sch,Lucas,Non-Public,single,1,87,adm,37,9,0,46
2003,059493,St Thomas Aquinas Ele Sch,Lucas,Non-Public,single,1,212,adm,40,31,0,71
2003,059501,St Elizabeth Seton Ele Sch,Lucas,Non-Public,single,1,165,adm,68,21,0,89
2003,059519,St Wendelin Ele Sch,Seneca,Non-Public,single,1,220,adm,21,18,0,39
2003,059550,Sts John & Paul Mt Carmel Bldg Ele Sch,Ashtabula,Non-Public,single,1,175,adm,12,7,0,19
2003,059592,St Charles Ele Sch,Mahoning,Non-Public,single,1,584,adm,18,12,0,30
2003,059600,St Luke Ele Sch,Mahoning,Non-Public,single,1,174,adm,33,9,0,42
2003,059626,St Joseph The Provider Ele Sch,Mahoning,Non-Public,single,1,133,adm,29,17,0,46
2003,059667,St Joan Of Arc Ele Sch,Stark,Non-Public,single,1,426,adm,33,40,0,73
2003,059683,St Joseph Ele Sch,Stark,Non-Public,single,1,240,adm,24,19,0,43
2003,059717,St Peter Ele Sch,Stark,Non-Public,single,1,167,adm,45,10,0,55
2003,059766,St Aloysius Ele Sch,Columbiana,Non-Public,single,1,75,adm,19,5,0,24
2003,059782,Assumption Ele Sch,Ashtabula,Non-Public,single,1,143,adm,19,12,0,31
2003,059790,St Rose Ele Sch,Trumbull,Non-Public,single,1,305,adm,36,1,0,37
2003,059808,St Patrick Ele Sch,Trumbull,Non-Public,single,1,210,adm,24,3,0,27
2003,059857,St Joseph Ele Sch,Portage,Non-Public,single,1,188,adm,13,11,0,24
2003,059915,St Clement Ele Sch,Stark,Non-Public,single,1,129,adm,9,13,0,22
2003,059931,Our Lady Of Mt Carmel Ele Sch,Trumbull,Non-Public,single,1,240,adm,14,1,0,15
2003,059949,St Stephen Ele Sch,Trumbull,Non-Public,single,1,178,adm,16,11,0,27
2003,059964,Holy Family Ele Sch,Mahoning,Non-Public,single,1,347,adm,17,1,0,18
2003,059980,St Paul Ele Sch,Columbiana,Non-Public,single,1,154,adm,9,4,0,13
2003,060095,St James Ele Sch,Stark,Non-Public,single,1,90,adm,11,6,0,17
2003,060137,St Brendan Ele Sch,Mahoning,Non-Public,single,1,143,adm,30,46,0,76
2003,060152,St Christine Ele Sch,Mahoning,Non-Public,single,1,470,adm,36,5,0,41
2003,060277,Byzantine Catholic Central Ele Sch,Mahoning,Non-Public,single,1,194,adm,25,11,0,36
2003,060301,Bethany Lutheran Ele Sch,Cuyahoga,Non-Public,single,1,350,adm,15,14,0,29
2003,060392,St John Lutheran Ele Sch,Defiance,Non-Public,single,1,153,adm,5,10,0,15
2003,060426,St John Lutheran Ele Sch,Union,Non-Public,single,1,185,adm,8,2,0,10
2003,060442,St John Lutheran Ele Sch,Cuyahoga,Non-Public,single,1,178,adm,17,17,0,34
2003,060459,St Mark Lutheran Ele Sch,Cuyahoga,Non-Public,single,1,160,adm,69,30,0,99
2003,060483,St Paul Lutheran Ele Sch,Union,Non-Public,single,1,63,adm,2,0,0,2
2003,060491,St Paul Lutheran Ele Sch,Henry,Non-Public,single,1,281,adm,4,4,0,8
2003,060509,St Paul Lutheran Ele Sch,Cuyahoga,Non-Public,single,1,290,adm,8,14,0,22
2003,060541,Trinity Lutheran Ele Sch,Lucas,Non-Public,single,1,201,adm,9,3,0,12
2003,060590,Cincinnati Hebrew Day Chofetz Ele Sch,Hamilton,Non-Public,single,1,160,adm,39,37,0,76
2003,060863,Solomon Lutheran Ele Sch,Sandusky,Non-Public,single,1,86,adm,1,1,0,2
2003,060988,Department Of Youth Services,Franklin,Residential Child Care Institution,single,9,2050,adm,1881,0,0,1881
2003,061903,Adams County/Ohio Valley Local SD,Adams,Public,single,10,8757,adm,2056,445,0,2501
2003,062026,Stark County Area Jt Voc SD,Stark,Public,single,1,658,adm,68,21,0,89
2003,062042,Ashland County-West Holmes Jt Voc SD,Ashland,Public,single,1,282,adm,48,20,0,68
2003,062067,Gallia-Jackson-Vinton Jt Voc SD,Gallia,Public,single,1,460,adm,130,23,0,153
2003,062125,Upper Valley Jt Voc SD,Miami,Public,single,1,880,adm,87,27,0,114
2003,062497,Trinity Lutheran Ele Sch,Union,Non-Public,single,1,164,adm,3,0,0,3
2003,062521,Hillel Academy Of Dayton High Sch,Montgomery,Non-Public,single,1,61,adm,2,0,0,2
2003,062554,Johanna Grasselli Rehab Ctr,Cuyahoga,Residential Child Care Institution,single,1,40,adm,40,0,0,40
2003,062604,Yavneh Day Ele Sch,Hamilton,Non-Public,single,1,380,adm,7,0,0,7
2003,062620,Columbus Torah Academy High Sch,Franklin,Non-Public,single,1,315,adm,20,29,0,49
2003,062802,U S Grant Jt Voc SD,Clermont,Public,single,1,420,adm,60,17,0,77
2003,063511,Central Ohio Jt Voc SD,Madison,Public,single,1,512,adm,55,18,0,73
2003,064402,Agnon Ele Sch,Cuyahoga,Non-Public,single,1,300,adm,4,4,0,8
2003,064915,Lake Center Christian Ele Sch,Stark,Non-Public,single,1,430,adm,9,25,0,34
2003,065201,Ohio Central School System,Franklin,Residential Child Care Institution,single,8,1250,adm,794,0,0,794
2003,065227,Coshocton County Jt Voc SD,Coshocton,Public,single,2,295,adm,80,26,0,106
2003,065268,Tri-Rivers Jt Voc SD,Marion,Public,single,1,850,adm,181,51,0,232
2003,065680,Gallia County Local SD,Gallia,Public,single,8,2507,adm,946,160,0,1106
2003,065755,Bishop Leibold E And W Campus Ele Sch,Montgomery,Non-Public,single,2,568,adm,4,0,0,4
2003,065813,Adams County Board of MR&DD,Adams,Public,single,1,98,adm,18,3,0,21
2003,065821,Allen County Board of MR&DD,Allen,Public,single,1,137,adm,83,19,0,102
2003,065839,Athens County Board of MR&DD,Athens,Public,single,1,65,adm,26,8,0,34
2003,065847,Belmont Co Treas Juv Det Ctr,Belmont,Residential Child Care Institution,single,1,33,adm,33,0,0,33
2003,065854,Belmont County Board of MR&DD,Belmont,Public,single,1,73,adm,32,11,0,43
2003,065888,Butler Co Rehabilitation Center,Butler,Residential Child Care Institution,single,1,150,adm,150,0,0,150
2003,065920,Columbiana County Board of MR&DD,Columbiana,Public,single,1,70,adm,37,9,0,46
2003,065946,Defiance County Board of MR&DD,Defiance,Public,single,1,92,adm,18,17,0,35
2003,065961,Erie County Board of MR&DD,Erie,Public,single,1,39,adm,5,1,0,6
2003,065979,Franklin County Board of MR&DD,Franklin,Public,single,2,240,adm,119,11,0,130
2003,065995,Geauga County Board of MR&DD,Geauga,Public,single,1,34,adm,3,2,0,5
2003,066027,Hardin County Board of MR&DD,Hardin,Public,single,1,17,adm,2,2,0,4
2003,066035,Highland County Board of MR&DD,Highland,Public,single,1,29,adm,8,4,0,12
2003,066043,Holmes County Board of MR&DD,Holmes,Public,single,1,47,adm,12,3,0,15
2003,066068,Jefferson County Board of MR&DD,Jefferson,Public,single,1,81,adm,50,5,0,55
2003,066092,Lorain County Board of MR&DD,Lorain,Public,single,1,92,adm,59,8,0,67
2003,066100,Madison County Board of MR&DD,Madison,Public,single,1,63,adm,14,6,0,20
2003,066118,Mahoning County Board of MR&DD,Mahoning,Public,single,1,140,adm,60,9,0,69
2003,066126,Marion County Board of MR&DD,Marion,Public,single,1,19,adm,3,2,0,5
2003,066134,Medina County Board of MR&DD,Medina,Public,single,1,94,adm,18,6,0,24
2003,066191,Pickaway County Board of MR&DD,Pickaway,Public,single,1,39,adm,10,0,0,10
2003,066225,Ross County Board of MR&DD,Ross,Public,single,1,53,adm,22,6,0,28
2003,066233,Sandusky County Board of MR&DD,Sandusky,Public,single,1,75,adm,13,9,0,22
2003,066241,Seneca County Board of MR&DD,Seneca,Public,single,1,55,adm,36,3,0,39
2003,066258,Summit County Board of MR&DD,Summit,Public,single,1,106,adm,24,5,0,29
2003,066266,Trumbull County Board of MR&DD,Trumbull,Public,single,1,215,adm,94,27,0,121
2003,066274,Washington Co Bd Of Mr&Dd,Washington,Public,single,1,127,adm,53,5,0,58
2003,066290,Wyandot Co Bd Of Mr&Dd,Wyandot,Public,single,1,32,adm,2,2,0,4
2003,066308,Wood Co Bd Of Mr&Dd,Wood,Public,single,1,43,adm,7,8,0,15
2003,066324,Stark County Board of MR&DD,Stark,Public,single,1,263,adm,77,24,0,101
2003,066332,Multi County Juvenile Attn Sys,Stark,Residential Child Care Institution,single,9,316,adm,304,0,0,304
2003,066357,Muskingum County Board of MR&DD,Muskingum,Public,single,1,142,adm,58,18,0,76
2003,066365,Henry County Board of MR&DD,Henry,Public,single,1,209,adm,65,16,0,81
2003,066563,Cuyahoga County Board of MR&DD,Cuyahoga,Public,single,4,323,adm,213,15,0,228
2003,066571,Cuy Co Treas Youth Services,Summit,Residential Child Care Institution,single,1,175,adm,175,0,0,175
2003,066589,Bellefaire Jewish Child Bureau,Cuyahoga,Residential Child Care Institution,single,1,170,adm,63,3,0,66
2003,066597,Cuy Co Treas Juv Det Ctr,Cuyahoga,Residential Child Care Institution,single,1,200,adm,142,0,0,142
2003,067215,Five Co Joint Juvenile Det Cnt,Union,Residential Child Care Institution,single,1,38,adm,27,0,0,27
2003,067231,Hamilton County Board of MR&DD,Hamilton,Public,single,3,283,adm,109,17,0,126
2003,067629,Mansfield Christian High Sch,Richland,Non-Public,single,1,197,adm,11,14,0,25
2003,068056,St Veronica Ele Sch,Clermont,Non-Public,single,1,471,adm,0,3,0,3
2003,068114,Hamilton Co Hillcrest School,Hamilton,Residential Child Care Institution,single,1,125,adm,125,0,0,125
2003,068189,Ramah Junior Academy Ele Sch,Cuyahoga,Non-Public,single,1,99,adm,72,8,0,80
2003,068262,Portage Co Treas Juv Det,Portage,Residential Child Care Institution,single,1,46,adm,27,0,0,27
2003,068338,Ashland Christian Ele Sch,Ashland,Non-Public,single,1,130,adm,4,3,0,7
2003,068403,Youngstown Christian High Sch,Mahoning,Non-Public,single,1,334,adm,72,34,0,106
2003,068767,Guernsey Co Childrens Srv Bd,Guernsey,Residential Child Care Institution,single,1,12,adm,5,0,0,5
2003,068866,Salem Christian Academy Ele Sch,Mahoning,Non-Public,single,1,100,adm,5,0,0,5
2003,068890,Fairfield County Board of MR&DD,Fairfield,Public,single,1,110,adm,20,8,0,28
2003,069229,Ashtabula County Board of MR&DD,Ashtabula,Public,single,1,75,adm,30,15,0,45
2003,069278,Adams Co Treas Chil Srv Bd,Adams,Residential Child Care Institution,single,1,20,adm,8,0,0,8
2003,069310,David L Brown Youth Center,Miami,Residential Child Care Institution,single,1,21,adm,15,0,0,15
2003,069484,Washington Co Juvenile Center,Washington,Residential Child Care Institution,single,1,35,adm,26,0,0,26
2003,069567,Children's Aid Society,Cuyahoga,Residential Child Care Institution,single,1,65,adm,58,0,0,58
2003,069591,Franklin Co Detention Home,Franklin,Residential Child Care Institution,single,1,132,adm,130,0,0,130
2003,069625,Ashland County Board of MR&DD,Ashland,Public,single,2,162,adm,87,12,0,99
2003,069682,East Guernsey Local SD,Guernsey,Public,single,4,1251,adm,326,97,0,423
2003,069690,Hamilton Co Treas Juv Ct Ctr,Hamilton,Residential Child Care Institution,single,1,200,adm,200,0,0,200
2003,069716,Sandusky Co Treas Juv Rec Cr,Sandusky,Residential Child Care Institution,single,1,36,adm,24,0,0,24
2003,069732,Summit Co Treas Juv Det Ctr,Summit,Residential Child Care Institution,single,1,100,adm,90,0,0,90
2003,069773,Portage County Board of MR&DD,Portage,Public,single,1,190,adm,40,7,0,47
2003,069799,Richland Co Treas; Juv Div,Richland,Residential Child Care Institution,single,1,40,adm,33,0,0,33
2003,069831,Montgomery Co Detention Ctr,Montgomery,Residential Child Care Institution,single,1,199,adm,120,0,0,120
2003,069971,Allen Co Treas Treatment Ctr,Allen,Residential Child Care Institution,single,1,35,adm,35,0,0,35
2003,069997,Clark Co Juv Treatment Center,Clark,Residential Child Care Institution,single,1,60,adm,60,0,0,60
2003,070318,Ashtabula Co Treas Ch Srv Bd,Ashtabula,Residential Child Care Institution,single,1,45,adm,25,0,0,25
2003,070383,Lake Co Juv Justice Ctr,Lake,Residential Child Care Institution,single,1,40,adm,40,0,0,40
2003,070474,Mont Co Treas Nicholas Tr Ctr,Montgomery,Residential Child Care Institution,single,1,24,adm,24,0,0,24
2003,070516,Mahoning Co Treas Child Srv,Mahoning,Residential Child Care Institution,single,3,30,adm,30,0,0,30
2003,070565,Mah Co Juv Justice Dept,Mahoning,Residential Child Care Institution,single,1,81,adm,81,0,0,81
2003,070615,Gallia County Board of MR&DD,Gallia,Public,single,1,48,adm,39,2,0,41
2003,070706,Crawford Co Tr Children Home,Crawford,Residential Child Care Institution,single,1,10,adm,3,0,0,3
2003,070797,Ross Co Treas Sc Oh Juv Dt Ctr,Ross,Residential Child Care Institution,single,1,48,adm,30,0,0,30
2003,070896,Warren Co Treas Mary Haven,Warren,Residential Child Care Institution,single,1,36,adm,21,0,0,21
2003,071076,Carroll County Board of MR&DD,Carroll,Public,single,1,20,adm,10,4,0,14
2003,071092,Darke County Board of MR&DD,Darke,Public,single,1,130,adm,25,11,0,36
2003,071118,Guernsey County Board of MR&DD,Guernsey,Public,single,1,12,adm,5,3,0,8
2003,071175,Union County Board of MRDD,Union,Public,single,1,50,adm,8,5,0,13
2003,071258,Lorain Co Domestic Crt-Jdh,Lorain,Residential Child Care Institution,single,1,115,adm,71,0,0,71
2003,071316,Jefferson Co Juvenile Det Ctr,Jefferson,Residential Child Care Institution,single,1,185,adm,71,2,0,73
2003,071472,Lawrence County Board of MR&DD,Lawrence,Public,single,1,115,adm,60,15,0,75
2003,071530,Ohio School For The Deaf,Franklin,Residential Child Care Institution,single,1,146,adm,25,41,0,66
2003,071548,Ohio State School For The Blin,Franklin,Residential Child Care Institution,single,1,152,adm,38,15,0,53
2003,074740,Erie County Detention Ctr,Erie,Residential Child Care Institution,single,1,36,adm,26,0,0,26
2003,075267,Muskingum Co Juv Ct Cn,Muskingum,Residential Child Care Institution,single,1,48,adm,46,0,0,46
2003,076810,Ohio Ffa Camps Inc,Carroll,Camp,single,1,320,adm,46,10,0,56
2003,076877,Hiram House,Cuyahoga,Camp,single,1,200,adm,62,22,0,84
2003,078576,Salv Army Emergency Home,Hamilton,Residential Child Care Institution,single,1,15,adm,15,0,0,15
2003,079392,Greene County Juvenile Ct,Greene,Residential Child Care Institution,single,2,48,adm,48,0,0,48
2003,082594,Wood Co Childs Serv Assoc,Wood,Residential Child Care Institution,single,1,6,adm,6,0,0,6
2003,082768,St Joseph Childs Home District,Montgomery,Residential Child Care Institution,single,1,100,adm,48,1,0,49
2003,082776,Daybreak,Montgomery,Residential Child Care Institution,single,1,16,adm,16,0,0,16
2003,082891,Flat Rock Care Center,Seneca,Residential Child Care Institution,single,1,26,adm,26,0,0,26
2003,082990,Cleve Christian Home Inc,Cuyahoga,Residential Child Care Institution,single,1,56,adm,38,0,0,38
2003,083014,Lighthouse Youth Services,Hamilton,Residential Child Care Institution,single,6,148,adm,148,0,0,148
2003,083048,St Joseph Inf & Mater Home,Hamilton,Residential Child Care Institution,single,1,27,adm,27,0,0,27
2003,083063,Adriel School; Inc.,Logan,Residential Child Care Institution,single,5,33,adm,29,0,0,29
2003,083097,Lucas Co Juvenile Det Ctr,Lucas,Residential Child Care Institution,single,2,169,adm,109,0,0,109
2003,083105,New Connecting Point,Lucas,Residential Child Care Institution,single,2,26,adm,23,0,0,23
2003,083188,Huckleberry House Inc,Franklin,Residential Child Care Institution,single,1,100,adm,18,0,0,18
2003,083196,The Buckeye Ranch,Franklin,Residential Child Care Institution,single,1,210,adm,88,0,0,88
2003,083204,Syntaxis Inc,Franklin,Residential Child Care Institution,single,5,500,adm,45,0,0,45
2003,083212,Hannah Neil Center For Child Ele Sch,Franklin,Residential Child Care Institution,single,1,42,adm,27,0,0,27
2003,083220,Heinzerling Memorial,Franklin,Residential Child Care Institution,single,1,75,adm,75,0,0,75
2003,083246,St Aloysius Orphanage,Hamilton,Non-Public,single,1,70,adm,59,0,0,59
2003,083337,St Joseph Orphanage-District,Hamilton,Residential Child Care Institution,single,2,132,adm,90,0,0,90
2003,083345,Boys Village Inc,Wayne,Residential Child Care Institution,single,1,71,adm,60,0,0,60
2003,083428,Oesterlen Svs For Youth Inc,Clark,Residential Child Care Institution,single,1,52,adm,29,0,0,29
2003,083469,Help Inc,Cuyahoga,Residential Child Care Institution,single,2,12,adm,12,0,0,12
2003,083477,Ohio Boys Town Inc,Cuyahoga,Residential Child Care Institution,single,2,20,adm,15,0,0,15
2003,083493,Berea Childs Home & Family Ctr,Cuyahoga,Residential Child Care Institution,single,1,135,adm,93,3,0,96
2003,083519,Daybreak II,Mahoning,Residential Child Care Institution,single,1,10,adm,10,0,0,10
2003,083527,Medina Co-New Horizons,Medina,Residential Child Care Institution,single,1,10,adm,10,0,0,10
2003,083576,Safe Landing Youth Shelter,Summit,Residential Child Care Institution,single,2,24,adm,24,0,0,24
2003,083584,Starr Commonwealth For Boys,Van Wert,Residential Child Care Institution,single,1,60,adm,58,0,0,58
2003,083592,Mid-Western Childrens Home,Warren,Residential Child Care Institution,single,1,30,adm,16,0,0,16
2003,083618,The Childrens Home-District,Hamilton,Non-Public,single,3,237,adm,149,12,0,161
2003,083659,Beech Brook,Cuyahoga,Residential Child Care Institution,single,1,90,adm,90,0,0,90
2003,083675,St Vincent Family Centers,Franklin,Residential Child Care Institution,single,1,130,adm,65,11,0,76
2003,083881,Sunshine Childrens Home,Lucas,Residential Child Care Institution,single,1,21,adm,20,0,0,20
2003,083980,United Meth Children's Home,Franklin,Residential Child Care Institution,single,1,68,adm,30,0,0,30
2003,084350,Catholic Charities Svcs Corp,Cuyahoga,Residential Child Care Institution,single,2,240,adm,221,8,0,229
2003,085662,Meigs County Board of MR&DD,Meigs,Public,single,1,30,adm,20,0,0,20
2003,085738,Clermont Co Juvenile Det Ctr,Clermont,Residential Child Care Institution,single,1,30,adm,23,0,0,23
2003,085852,Warren Co Juvenile Det Ctr,Warren,Residential Child Care Institution,single,1,30,adm,23,0,0,23
2003,086033,Gross Schechter Day School Ele Sch,Cuyahoga,Non-Public,single,1,274,adm,3,3,0,6
2003,086389,Gahanna Christian Academy High Sch,Franklin,Non-Public,single,1,450,adm,14,14,0,28
2003,086421,Bassett House,Athens,Residential Child Care Institution,single,2,175,adm,85,0,0,85
2003,086678,Mosdos Ohr Hatorah High Sch,Cuyahoga,Non-Public,single,1,436,adm,239,64,0,303
2003,087056,Pemberville Boys Ranch,Wood,Residential Child Care Institution,single,1,20,adm,20,0,0,20
2003,087908,Building Bridges Inc,Montgomery,Residential Child Care Institution,single,1,8,adm,8,0,0,8
2003,090084,Northwest Oh Juvenile Det Ctr,Williams,Residential Child Care Institution,single,1,32,adm,32,0,0,32
2003,090233,TCE Ele Sch,Miami,Non-Public,single,2,767,adm,25,24,0,49
2003,090332,Richland Co-The Raintree,Richland,Residential Child Care Institution,single,1,3,adm,3,0,0,3
2003,090472,Sonshine Christian Academy Ele Sch,Franklin,Non-Public,single,1,355,adm,21,5,0,26
2003,090795,Hattie Larlham Cn For Children,Portage,Residential Child Care Institution,single,1,130,adm,105,0,0,105
2003,091322,Bethany Christian Ele Sch,Cuyahoga,Non-Public,single,1,335,adm,66,15,0,81
2003,091397,Tri-County North Local SD,Preble,Public,single,1,1165,adm,142,39,0,181
2003,092247,Gilead Christian Ele Sch,Morrow,Non-Public,single,1,300,adm,9,28,0,37
2003,092502,Trumbull Co Juvenile Court,Trumbull,Residential Child Care Institution,single,1,100,adm,64,0,0,64
2003,093278,Martin Luther King Acad,Hamilton,Non-Public,single,1,94,adm,64,4,0,68
2003,093286,Seneca County Youth Center,Seneca,Residential Child Care Institution,single,1,25,adm,25,0,0,25
2003,094268,Bethel Christian Academy Ele Sch,Cuyahoga,Non-Public,single,1,290,adm,15,9,0,24
2003,094375,Marion Co Juvenile Detn Ctr,Marion,Residential Child Care Institution,single,1,40,adm,40,0,0,40
2003,094508,Concordia Lutheran Ele Sch,Hamilton,Non-Public,single,1,93,adm,14,8,0,22
2003,094573,St Mark Lutheran Ele Sch,Medina,Non-Public,single,1,168,adm,5,1,0,6
2003,095539,Lawrence Co Grp & Shelt Home,Lawrence,Residential Child Care Institution,single,1,30,adm,27,0,0,27
2003,095554,Southeast Christian Academy Ele Sch,Franklin,Non-Public,single,1,180,adm,25,10,0,35
2003,095976,Applewood Center Inc,Cuyahoga,Residential Child Care Institution,single,1,65,adm,45,0,0,45
2003,097162,New Directions,Cuyahoga,Residential Child Care Institution,single,1,28,adm,26,0,0,26
2003,097311,Ursuline High District,Mahoning,Non-Public,single,2,616,adm,110,33,0,143
2003,097402,Wood Co Juv Det Ctr,Wood,Residential Child Care Institution,single,1,48,adm,48,0,0,48
2003,098798,Lutheran School Miami Valley Ele Sch,Montgomery,Non-Public,single,2,169,adm,30,11,0,41
2003,111617,Musk Adolescent Treatment Ctr,Guernsey,Residential Child Care Institution,single,3,21,adm,13,0,0,13
2003,111831,Hall House Group Home,Jackson,Residential Child Care Institution,single,1,11,adm,11,0,0,11
2003,113050,Arlington Christian Academy Ele Sch,Summit,Non-Public,single,1,48,adm,6,4,0,10
2003,113712,Mohican School In The Outdoors,Richland,Camp,single,1,165,adm,27,8,0,35
2003,114058,Westhaven Lutheran Runaway Shl,Cuyahoga,Residential Child Care Institution,single,1,12,adm,12,0,0,12
2003,115295,Turning Point,Marion,Residential Child Care Institution,single,1,20,adm,14,0,0,14
2003,115469,Youth Inc,Hamilton,Residential Child Care Institution,single,3,30,adm,30,0,0,30
2003,117390,West Cent Juvenile Detention,Miami,Residential Child Care Institution,single,1,60,adm,50,0,0,50
2003,119198,Hocking Valley Commun Rest Dis,Athens,Residential Child Care Institution,single,1,22,adm,21,0,0,21
2003,119396,West Central Juvenile Rehab,Miami,Residential Child Care Institution,single,1,51,adm,36,0,0,36
2003,120642,Christian School Inc,Wayne,Non-Public,single,2,380,adm,7,10,0,17
2003,121004,Juvenile Resi Ctr Of N W Ohio,Wood,Residential Child Care Institution,single,1,42,adm,42,0,0,42
2003,121749,Oakview Juvenile Rehab Dist,Belmont,Residential Child Care Institution,single,1,16,adm,12,0,0,12
2003,122325,Perry-Multi Co Juv Facility,Perry,Residential Child Care Institution,single,2,75,adm,47,0,0,47
2003,122879,Miracle City Academy Ele Sch,Pike,Non-Public,single,1,48,adm,9,4,0,13
2003,122994,Trinity Christian Academy Ele Sch,Jefferson,Non-Public,single,1,123,adm,83,6,0,89
2003,123117,Excel Academy High Sch,Licking,Non-Public,single,1,90,adm,36,11,0,47
2003,123257,North Central Ohio County BD of ED,Seneca,Public,single,1,125,adm,32,12,0,44
2003,123356,Pike Christian Academy Middle Sch,Pike,Non-Public,single,1,150,adm,13,3,0,16
2003,123521,Mid-Ohio County BD of ED,Richland,Public,single,1,108,adm,100,0,0,100
2003,123661,Maryhaven Inc,Franklin,Residential Child Care Institution,single,1,100,adm,38,0,0,38
2003,123745,North Central Ohio Rehab Ctr,Marion,Residential Child Care Institution,single,1,20,adm,20,0,0,20
2003,124412,Harrison Christian School Ele Sch,Hamilton,Non-Public,single,1,136,adm,9,0,0,9
2003,124461,Worth Cbcf,Allen,Residential Child Care Institution,single,1,35,adm,17,0,0,17
2003,124503,Monday Cbcf,Montgomery,Residential Child Care Institution,single,1,36,adm,23,0,0,23
2003,124545,Stark Regional Cbcf,Stark,Residential Child Care Institution,single,1,12,adm,8,0,0,8
2003,124560,Eastern Ohio Correction Center,Jefferson,Residential Child Care Institution,single,1,23,adm,14,0,0,14
2003,126441,Talbert House,Hamilton,Residential Child Care Institution,single,4,167,adm,71,0,0,71
2003,132738,Colin Powell Leadership Acad Ele Sch,Montgomery,Public,single,1,325,adm,225,18,0,243
2003,132779,Summit Academy--Akron MS Middle Sch,Summit,Public,single,1,54,adm,27,7,0,34
2003,132787,Springfield Acad Of Excellence Ele Sch,Clark,Public,single,1,201,adm,129,23,0,152
2003,132852,Heir Force Academy Ele Sch,Allen,Non-Public,single,1,48,adm,13,1,0,14
2003,132951,Lorain Community School Ele Sch,Lorain,Public,single,1,180,adm,94,13,0,107
2003,132993,Westpark Community-Cleveland Ele Sch,Cuyahoga,Public,single,1,176,adm,47,17,0,64
2003,133132,St Mary Catholic Ele Sch,Highland,Non-Public,single,1,66,adm,9,1,0,10
