irn,district,enrolled_adm_fy24,econ_disadvantaged_pct_fy24,assessed_valuation_per_pupil_fy23,current_operating_millage_ty23,effective_class1_millage_ty23,operating_expenditure_per_pupil_fy24,state_revenue_per_pupil_fy24,local_revenue_per_pupil_fy24
049270,National Trail Local (049270) - Preble County,881.2461,0.5784,249900.355,27.4988,19.9984,18908.6926,9781.3977,7910.7763
044446,Nelsonville-York City (044446) - Athens County,1003.4308,0.9994,162920.3662,27.7,20,18400.8873,12214.9415,3239.2447
046995,New Albany-Plain Local (046995) - Franklin County,4630.6694,0.1614,345188.4958,63.34,30.9199,17337.9302,2317.9953,12136.7919
044461,New Boston Local (044461) - Scioto County,342.0234,0.9997,129894.1318,33.84,20,25694.4852,13972.506,3103.2907
045955,New Bremen Local (045955) - Auglaize County,822.014,0.1376,216146.8182,41.8498,20,12942.9754,6424.3918,7898.4932
045963,New Knoxville Local (045963) - Auglaize County,393.2892,0.2126,229599.2402,46.6491,20,15664.3035,8622.3201,7128.8594
048710,New Lebanon Local School District (048710) - Montgomery County,1009.544,0.5952,161851.7254,44.9499,20,16039.0269,9547.969,4786.7838
044479,New Lexington School District (044479) - Perry County,1725.2243,0.9988,195859.5981,26.8,20,17863.0604,10606.9805,3781.1177
047720,New London Local (047720) - Huron County,804.3122,0.5665,164059.8803,30.8998,21.2,20719.5063,9488.4822,4848.997
046136,New Miami Local (046136) - Butler County,531.5716,0.9956,136388.1843,25.0899,20,22625.0053,13755.552,3448.604
044487,New Philadelphia City (044487) - Tuscarawas County,2712.571,0.5473,231270.2861,49.2,29.6027,13354.6933,5656.1812,5755.9978
045559,New Richmond Exempted Village (045559) - Clermont County,1897.2551,0.4003,274194.581,41.4,22.4728,14362.1148,6745.8492,6194.9557
049718,New Riegel Local (049718) - Seneca County,394.1971,0.2354,203883.161,37.4999,20,17331.0022,9821.903,6212.817
044453,Newark City (044453) - Licking County,5492.5087,0.7068,247598.7012,31.9,24.4,16289.4366,8203.2964,6962.3444
045542,Newcomerstown Exempted Village (045542) - Tuscarawas County,832.8074,0.6641,197769.378,47.2,24.6077,18675.674,10660.1452,5079.1397
045567,Newton Falls Exempted Village (045567) - Trumbull County,838.183,0.6093,210376.4094,37.8498,27.75,15301.5759,10366.5584,5098.3191
048637,Newton Local (048637) - Miami County,586.1158,0.2733,179222.5721,35.7937,19.9937,14987.1333,8964.4211,7025.1909
044495,Niles City (044495) - Trumbull County,1891.6978,0.8527,166506.445,45.2499,28.5,15059.0129,9840.3576,4120.7896
048900,Noble Local (048900) - Noble County,935.0773,0.4801,766177.2298,30.4308,19.9544,24463.127,6730.2564,16094.6696
050047,Nordonia Hills City (050047) - Summit County,3221.8317,0.1725,456399.883,72.28,28.6736,18878.2839,2862.2038,14046.5083
050708,North Baltimore Local (050708) - Wood County,594.7329,0.5564,297581.0474,45.25,21.15,19145.5275,9300.6734,8639.2608
044503,North Canton City (044503) - Stark County,4160.088,0.2924,233084.5512,80.7,34.2713,14225.1132,4811.81,7496.6925
050641,North Central Local (050641) - Williams County,530.3002,0.133,235187.9969,55.5999,26.2187,17808.2517,9188.9865,5802.5683
044511,North College Hill City (044511) - Hamilton County,1305.0378,1,159250.2129,57.4699,20.0672,17477.096,11066.5237,3159.098
048025,North Fork Local (048025) - Licking County,1466.2936,0.4688,302959.8269,28.7,20,14990.2278,6576.3908,7267.6373
044529,North Olmsted City (044529) - Cuyahoga County,3359.8772,0.5255,287212.9821,94.5,45.0943,17803.2661,4050.7199,13619.0635
044537,North Ridgeville City (044537) - Lorain County,4179.2883,0.2899,294873.1051,42.321,29.621,13254.7277,3921.5866,7227.6722
044545,North Royalton City (044545) - Cuyahoga County,3848.9536,0.183,360275.4297,58.9,33.814,15326.5121,2974.3754,10607.3727
050336,North Union Local School District (050336) - Union County,1354.8182,0.4571,242066.334,27.615,22.9392,15899.8787,7386.1922,6832.7672
046250,Northeastern Local (046250) - Clark County,2853.8188,0.4455,243634.6482,46.132,20.3938,13523.8565,4983.4824,6781.6568
046722,Northeastern Local (046722) - Defiance County,950.5749,0.2839,506811.222,44.15,20,15925.7242,4288.1499,11804.676
049056,Northern Local (049056) - Perry County,2193.8075,0.3881,279983.2369,31.35,20,11986.6183,6423.2759,5277.4347
048728,Northmont City (048728) - Montgomery County,4499.9358,0.4979,223791.3959,75.9473,33.4105,16022.2615,6582.537,6789.8797
048819,Northmor Local (048819) - Morrow County,992.585,0.4067,331544.1542,27.3971,19.991,14591.0205,6671.084,7553.7517
048033,Northridge Local (048033) - Licking County,1109.1558,0.3393,458289.5452,36.85,24.25,15484.1429,5368.963,9195.5178
048736,Northridge Local (048736) - Montgomery County,1583.564,0.9995,117474.3796,67.8,34.235,23421.8935,11346.032,4531.0071
047365,Northwest Local (047365) - Hamilton County,7740.158,0.7999,302304.263,55.94,28.4,14305.6584,5040.8166,7743.2093
049635,Northwest Local (049635) - Scioto County,1148.3906,0.8315,134209.4913,19.71,19.71,18469.9327,14072.5695,2352.446
049908,Northwest Local (049908) - Stark County,1663.101,0.3506,261135.0462,46.4,23.6,13677.9109,6353.0006,8070.2067
046268,Northwestern Local (046268) - Clark County,1498.7561,0.4561,209181.8341,29.0226,25.5265,14428.8742,6058.5621,6715.5826
050575,Northwestern Local (050575) - Wayne County,1191.8657,0.4062,213423.2529,25.5,21.9,14083.2484,8188.8208,5978.1993
050716,Northwood Local Schools (050716) - Wood County,816.1833,0.5948,198173.8436,75.4,32.1743,17318.3277,8575.1334,8040.9263
044552,Norton City (044552) - Summit County,2066.0235,0.4214,224607.4622,56.7,20.4851,13542.5045,6170.434,5492.2475
044560,Norwalk City (044560) - Huron County,2367.8267,0.5786,166515.0089,41.6,24,14716.4044,7334.8029,4907.8301
050567,Norwayne Local (050567) - Wayne County,1276.2611,0.3325,213510.4741,27.4999,21.1,12129.0356,7253.2396,5159.8728
044578,Norwood City (044578) - Hamilton County,1560.9235,0.936,387502.9961,52.95,33.48,20491.5187,5309.1977,10838.0113
047761,Oak Hill Union Local (047761) - Jackson County,1069.3873,0.9999,278629.2832,19.6,19.6,15642.9258,10368.4294,4827.0866
047373,Oak Hills Local (047373) - Hamilton County,7088.1449,0.4247,235902.9341,41.79,23.15,13766.8524,4450.8751,4503.1237
044586,Oakwood City (044586) - Montgomery County,1934.5712,0.0683,244272.6547,139.7598,53.6099,16846.4338,4568.001,11313.2496
044594,Oberlin City Schools (044594) - Lorain County,742.5412,0.5485,379563.7955,55.69,23.69,22843.6823,5485.6677,16266.2254
049726,Old Fort Local (049726) - Seneca County,618.943,0.3666,211275.1365,44.3,20,17432.9495,9124.6409,6116.9012
046763,Olentangy Local (046763) - Delaware County,22324.9526,0.1241,303953.0707,83.2,36.7924,16019.4896,2720.1929,10485.7052
046573,Olmsted Falls City (046573) - Cuyahoga County,3235.4418,0.2671,219796.3727,103.5,46.8769,16166.4709,5355.492,9735.2837
049478,Ontario Local (049478) - Richland County,1851.7043,0.3106,229031.4792,46.6999,32.3,11610.7208,4575.1889,6470.5752
046581,Orange City (046581) - Cuyahoga County,1959.3698,0.121,652428.0215,86.75,38.3745,28773.6135,4162.2232,23528.2486
044602,Oregon City (044602) - Lucas County,3288.416,0.4947,207298.3304,62.95,33.564,16367.8467,6863.6143,7459.522
044610,Orrville City (044610) - Wayne County,1434.3716,0.5023,249739.5637,48.5998,28,14520.3966,5929.2508,6773.0082
049916,Osnaburg Local (049916) - Stark County,850.0257,0.5464,160611.7609,56.5835,19.9991,13399.0904,9129.1879,3386.6787
050724,Otsego Local (050724) - Wood County,1451.495,0.2532,261120.5337,41.2,20,14086.1908,5354.8056,6719.3468
048215,Ottawa Hills Local (048215) - Lucas County,1031.0217,0.0214,176195.0815,139.95,71.6832,17280.2845,4069.9455,11543.8806
049379,Ottawa-Glandorf Local (049379) - Putnam County,1413.618,0.1717,243219.8788,21.32,21.32,13142.6838,6004.6031,8052.2856
049387,Ottoville Local (049387) - Putnam County,486.3862,0.0986,257624.7075,22.7999,20,14171.2552,8818.9617,6314.5402
044628,Painesville City Local (044628) - Lake County,2547.5013,1,83764.8955,79.3798,31.2877,17046.6932,12095.2273,2963.2462
049510,Paint Valley Local (049510) - Ross County,722.545,0.4058,187031.2617,29.9999,20,17884.9316,11296.879,3312.442
049395,Pandora-Gilboa Local (049395) - Putnam County,512.7103,0.2965,283306.0754,36.85,20,16438.4631,9267.717,9165.6961
048579,Parkway Local (048579) - Mercer County,939.1764,0.3588,267745.5903,30.3698,20,15275.3711,8599.0867,6119.1638
044636,Parma City (044636) - Cuyahoga County,8675.5925,0.6024,305172.0551,68.2,40.7187,18158.6624,4435.4696,11169.312
047597,Patrick Henry Local (047597) - Henry County,828.8563,0.3828,390815.5444,35.9,23,17992.3228,6890.3379,11018.9294
045575,Paulding Exempted Village (045575) - Paulding County,1235.0949,0.6301,215552.3372,24.1,21.7,16544.1164,7622.7687,5904.5885
046813,Perkins Local (046813) - Erie County,1759.2938,0.3776,340202.319,67.3,30.4152,15552.7188,3247.9421,11212.2704
045781,Perry Local (045781) - Allen County,687.4589,0.7905,232017.3001,38.735,23.1659,14553.8549,8116.1782,6177.1367
047902,Perry Local (047902) - Lake County,1404.2945,0.2555,288931.9649,44.2,20,18270.759,9694.0346,7873.8251
049924,Perry Local (049924) - Stark County,4060.2102,0.4634,212561.9988,43.9,29.6,13490.5806,6351.6175,5725.204
045583,Perrysburg Exempted Village (045583) - Wood County,5137.2556,0.1318,270202.3301,69.05,39.15,14718.958,3321.5066,10661.0209
047076,Pettisville Local (047076) - Fulton County,478.8608,0.2603,199521.3027,47.2998,19.9923,15820.4608,9935.3609,5408.077
046896,Pickerington Local (046896) - Fairfield County,10989.9893,0.4091,189246.7245,71.2,21.6097,13967.8448,6479.8792,6086.9952
047084,Pike-Delta-York Local (047084) - Fulton County,1112.7746,0.2239,232889.2212,48.71,25.31,15358.0966,7592.7974,7837.3913
044644,Piqua City (044644) - Miami County,2965.6484,0.6479,178048.2361,39.1699,24.17,16175.5688,8082.2226,7322.335
049932,Plain Local (049932) - Stark County,5760.5113,0.5087,233623.0871,59.5,24.4543,12454.4073,5210.9653,5720.8577
048421,Pleasant Local (048421) - Marion County,1246.9594,0.3833,231055.8827,41.25,20.0241,13599.9491,5538.2047,6435.7206
049460,Plymouth-Shiloh Local (049460) - Richland County,628.7895,0.6031,191538.6291,29.0999,23.4,18259.8419,10844.4172,6027.1134
048348,Poland Local (048348) - Mahoning County,1695.0359,0.2283,355234.0293,44.2,31.5,12330.2817,4276.4161,9130.9654
044651,Port Clinton City (044651) - Ottawa County,1337.0594,0.5659,640111.7002,56.7,22.1,20216.9354,3783.2975,13153.7158
044669,Portsmouth City (044669) - Scioto County,1493.8298,0.9916,207493.7359,30.87,20,19370.8669,10240.8124,3876.4161
049288,Preble Shawnee Local (049288) - Preble County,1251.499,0.3722,203785.1917,19.9998,20,14335.23,7864.5283,6508.1055
044677,Princeton City (044677) - Hamilton County,5633.8922,0.7358,377744.9756,56.94,23.5595,17903.954,3884.7542,10888.5436
045880,Pymatuning Valley Local (045880) - Ashtabula County,1029.6321,0.7632,246601.2281,30.93,24.9,18343.5648,10222.7875,4921.313
044685,Ravenna City (044685) - Portage County,1843.8561,1,208082.4539,61.04,27.5185,17756.5027,8640.3811,5692.8844
044693,Reading Community City (044693) - Hamilton County,1374.6461,0.5817,202051.366,78.3299,33.7211,14080.0431,6842.7265,7517.5724
050054,Revere Local (050054) - Summit County,2698.8996,0.1002,550376.8683,56.57,27.21,16251.3402,1806.6705,12296.798
047001,Reynoldsburg City (047001) - Franklin County,7193.241,0.7438,177774.1349,59.6226,20.876,14333.3481,8026.3509,4570.2634
046599,Richmond Heights Local (046599) - Cuyahoga County,790.1674,0.6999,318042.4857,90.8399,49.0243,20042.6794,3909.2131,14255.5641
048439,Ridgedale Local (048439) - Marion County,595.9788,0.5789,315586.4528,43.96,23.26,16212.0902,7199.1839,8924.8172
047506,Ridgemont Local (047506) - Hardin County,457.023,0.4756,274800.2189,30.9999,20,17310.3325,10015.2421,8313.1478
046474,Ridgewood Local (046474) - Coshocton County,1170.2238,0.6059,171330.9684,29.2999,20,14652.9819,8428.5102,3107.7463
046078,Ripley-Union-Lewis-Huntington Local (046078) - Brown County,712.5213,0.738,183148.1878,29.7865,20.6773,16919.0938,12157.9276,3883.4436
045591,Rittman Exempted Village (045591) - Wayne County,793.3326,0.5039,210236.2653,50.5998,26,16852.2733,9649.7421,4869.9011
048447,River Valley Local (048447) - Marion County,1803.775,0.4698,219595.8213,30.9999,20,13586.1765,6022.7241,5871.5534
046482,River View Local (046482) - Coshocton County,1504.9107,0.5864,294725.5207,29.5,20,15353.0383,6432.9768,5525.7904
047514,Riverdale Local (047514) - Hancock County,945.0731,0.4215,200846.2925,24.8999,20,12992.7244,8556.2406,5946.8959
047894,Riverside Local (047894) - Lake County,3971.0914,0.3201,339725.3544,55.88,26.6701,14585.0508,2970.3095,9140.4527
048090,Riverside Local (048090) - Logan County,516.0104,0.603,201464.1342,42.9995,20,19474.0716,11231.6658,6177.7119
047944,Rock Hill Local (047944) - Lawrence County,1178.844,0.9141,376775.3702,22.5,20.0565,22396.7415,10320.0543,7192.0069
044701,Rocky River City (044701) - Cuyahoga County,2462.7863,0.1435,452001.3175,91.6199,37.0178,18920.4321,2736.9247,16049.5473
047308,Rolling Hills Local (047308) - Guernsey County,1448.8502,0.8718,258886.5879,24.2,23.8,14406.6468,7325.8183,5238.0079
049213,Rootstown Local (049213) - Portage County,949.6108,0.3702,279987.3297,62.18,28.6525,14120.9134,5802.2159,8424.0184
046144,Ross Local (046144) - Butler County,2312.6164,0.3357,276383.251,43.03,20,14025.2254,5553.5527,7142.8813
045609,Rossford Exempted Village (045609) - Wood County,1522.8125,0.4895,314950.2998,56.2,27.0395,18516.4661,4984.4776,11871.8422
049817,Russia Local (049817) - Shelby County,409.7329,0.1226,195414.78,33.8945,19.9735,14105.6569,9443.5884,5333.4783
044735,Salem City (044735) - Columbiana County,1914.555,0.7883,213819.399,45.67,28.67,12837.7195,6599.7543,5959.9926
044743,Sandusky City (044743) - Erie County,2941.6659,0.9858,186339.1538,79.51,36.8407,18316.5171,9135.3354,6791.7107
049940,Sandy Valley Local (049940) - Stark County,1247.7488,0.5254,205497.4393,39.8737,23.1261,15186.8249,9418.908,4826.6287
049130,Scioto Valley Local (049130) - Pike County,1178.5454,0.9975,206023.1284,19.6,19.6,15568.2185,10620.8485,3581.1782
048355,Sebring Local (048355) - Mahoning County,374.0794,0.9993,196962.9343,51.6999,20,23574.1214,14271.7855,6012.0652
049684,Seneca East Local (049684) - Seneca County,767.5521,0.3223,270393.9643,30.3,20,14731.0808,8576.6717,7358.5049
046003,Shadyside Local (046003) - Belmont County,651.6947,0.3981,209105.4625,32.45,20.0539,14539.2525,8001.6179,4355.505
044750,Shaker Heights City (044750) - Cuyahoga County,4349.5318,0.3845,218839.9871,186.43,84.2925,27300.0389,6048.6655,17291.0322
045799,Shawnee Local (045799) - Allen County,2231.9281,0.3522,247473.8576,35.99,33.09,13518.2272,3823.3488,7752.2967
044768,Sheffield-Sheffield Lake City (044768) - Lorain County,1457.6766,0.4776,285383.3244,59.406,36.306,16892.146,4630.1764,9328.9167
044776,Shelby City (044776) - Richland County,1761.8929,0.5826,227354.6779,46.1,22.6,14647.0731,6917.0249,7037.959
044784,Sidney City (044784) - Shelby County,2728.165,0.65,264361.3279,40.6,26.7,15591.6241,6726.1028,6920.1847
046607,Solon City (046607) - Cuyahoga County,4405.9436,0.1794,325482.8717,86,46.7989,18547.8922,2390.8015,15651.5243
047738,South Central Local (047738) - Huron County,699.8833,0.57,148096.4705,34.4999,20.0833,15856.4007,10922.8334,4753.1021
044792,South Euclid-Lyndhurst City (044792) - Cuyahoga County,3074.3672,0.6979,301950.1358,109.69,56.2907,21960.7962,4492.7482,16222.3129
047951,South Point Local (047951) - Lawrence County,1296.2786,0.9539,264138.1871,20.4,20.0407,16438.468,9643.5197,4794.977
048363,South Range Local (048363) - Mahoning County,1219.5096,0.2931,250589.5173,44.63,25.83,12533.7632,6011.2942,5766.5656
044800,South-Western City (044800) - Franklin County,21101.4037,0.6688,230680.5742,65.05,20.7993,15265.0501,7915.2859,5828.6731
049221,Southeast Local (049221) - Portage County,1408.7277,0.5315,206494.8023,34.72,26.4211,17327.808,8156.778,5104.7665
050583,Southeast Local (050583) - Wayne County,1157.2966,0.401,586128.8419,43.0458,24.4206,20266.2545,6358.4249,11801.073
046276,Southeastern Local (046276) - Clark County,671.9598,0.3817,246964.5239,36.79,22.99,17696.0334,8429.7569,7401.0921
049528,Southeastern Local (049528) - Ross County,899.3065,0.5501,161326.6068,28.3,20.0051,16442.9828,11567.3002,3209.722
046441,Southern Local (046441) - Columbiana County,756.8999,0.9969,242864.1617,33.84,19.9996,,12570.7543,4777.6405
048538,Southern Local (048538) - Meigs County,649.5143,1,192529.5356,27,20,15680.2108,10930.9202,3802.9133
049064,Southern Local (049064) - Perry County,563.1533,1,154776.209,25.5999,20,20803.9821,15975.7337,2598.7893
050237,Southington Local (050237) - Trumbull County,401.283,0.5151,247170.1653,39.8499,22.55,14077.8624,10199.1492,4726.5186
048041,Southwest Licking Local (048041) - Licking County,4659.793,0.3984,310605.7457,28.16,23.46,11954.4307,5048.7803,7580.6365
047381,Southwest Local (047381) - Hamilton County,4149.9901,0.3933,258519.7627,41.68,20,12954.5199,4817.9779,6154.3704
045807,Spencerville Local (045807) - Allen County,964.4358,0.424,172834.2389,27.1699,20,13295.5021,8830.192,4850.2692
050427,Springboro Community City (050427) - Warren County,5677.4886,0.1402,297902.6406,48.6,25.39,11549.714,3694.8989,6893.3991
044818,Springfield City School District (044818) - Clark County,6835.1734,1,117955.6724,55.3,28.2226,17947.0616,10865.6926,3441.751
048223,Springfield Local (048223) - Lucas County,3126.9482,0.5569,272548.9918,75,35.5725,16318.2106,3556.6465,9110.5418
048371,Springfield Local (048371) - Mahoning County,889.9191,0.4236,318480.3986,30.5,20,15025.8291,5563.9948,8518.9152
050062,Springfield Local (050062) - Summit County,1662.6507,0.5781,345123.4536,43.7599,27.26,15752.7023,6160.1849,7815.9549
044719,St Bernard-Elmwood Place City (044719) - Hamilton County,717.6341,0.8852,235028.0012,54.13,43.67,21166.6524,11350.536,8894.0144
045997,St Clairsville-Richland City (045997) - Belmont County,1570.1552,0.2631,423137.607,34.8,20.0378,13699.7262,3178.0622,8383.5558
048587,St Henry Consolidated Local (048587) - Mercer County,964.9945,0.0968,228158.1492,28.6935,24.6918,11898.0024,6863.6331,4410.9885
044727,St Marys City (044727) - Auglaize County,1926.4663,0.4776,212404.5672,46.34,24.49,12973.3038,7233.4674,6580.5608
044826,Steubenville City (044826) - Jefferson County,2518.8839,0.9959,78992.1951,28.75,20,16705.7118,9347.1754,1304.3286
044834,Stow-Munroe Falls City School District (044834) - Summit County,4982.0621,0.3736,292028.1428,50.8799,38.6,14492.0733,4686.0452,9714.3652
050294,Strasburg-Franklin Local (050294) - Tuscarawas County,522.3954,0.3336,312463.653,53.1,23.9,14486.9109,7391.3924,7420.9311
049239,Streetsboro City (049239) - Portage County,1874.1115,0.3911,314113.7834,68.15,33.6436,15995.2241,3740.3998,10937.0736
044842,Strongsville City (044842) - Cuyahoga County,5201.26,0.2298,362118.2187,83.68,35.6584,17286.1846,3003.4141,12009.2315
044859,Struthers City (044859) - Mahoning County,1609.4456,0.8069,134167.8378,60.6,23.5568,15029.9558,10270.9776,3067.3907
050658,Stryker Local (050658) - Williams County,354.5382,0.537,243804.9147,38.9,23.9,19684.8246,9461.15,8084.4292
047092,Swanton Local (047092) - Fulton County,1129.0029,0.4017,270635.9203,54.1,22.8,15077.9345,5640.8003,7834.2495
048652,Switzerland of Ohio Local (048652) - Monroe County,1915.4985,0.5957,783709.5034,35.4,20.052,28230.161,7825.5325,20121.558
044867,Sycamore Community City (044867) - Hamilton County,5570.2306,0.1805,460371.7193,70.45,25.6225,17260.5723,2150.071,12334.5215
044875,Sylvania Schools (044875) - Lucas County,7625.1091,0.3158,237642.4674,81.8,39.0389,14626.0042,3643.4974,8826.2963
047969,Symmes Valley Local (047969) - Lawrence County,685.3108,0.993,273829.3009,20.7,20,20052.1226,12732.7839,5183.2729
046151,Talawanda City (046151) - Butler County,2738.8681,0.3923,412591.6652,48.3,20,14996.9064,3926.7048,10483.5495
044883,Tallmadge City (044883) - Summit County,2451.2381,0.3443,263649.8252,70.4699,31.76,14683.1164,5324.0953,8264.3931
049098,Teays Valley Local (049098) - Pickaway County,4327.5876,0.3811,233945.4998,21.3,20,13452.9218,6480.9319,6248.3979
046243,Tecumseh Local (046243) - Clark County,2586.1268,0.6642,155727.8057,33.84,27.04,14839.3626,9049.6232,3879.6681
047399,Three Rivers Local (047399) - Hamilton County,1833.3284,0.428,275122.4194,44.9,22.1785,14955.7649,4211.6531,5954.5708
044891,Tiffin City (044891) - Seneca County,2283.2452,0.0581,234729.785,51.78,23.08,14608.5571,6689.1066,5606.1574
045617,Tipp City Exempted Village (045617) - Miami County,2356.4787,0.1477,257072.8917,45.92,32.62,13775.6772,4588.2515,7640.9314
044909,Toledo City (044909) - Lucas County,19639.9901,0.9376,135506.3197,65.35,35.5476,22126.6489,10516.1997,5087.1009
044917,Toronto City (044917) - Jefferson County,752.2855,0.6032,141324.283,37.65,20,14761.3656,10104.8618,2895.8308
091397,Tri-County North Local (091397) - Preble County,693.9261,0.4768,289031.8672,38.9499,31.1,18355.855,8425.1663,9110.3295
048876,Tri-Valley Local (048876) - Muskingum County,2766.8348,0.3548,234738.1746,35.55,20,12870.5422,7031.6511,5504.9083
046680,Tri-Village Local (046680) - Darke County,726.7755,0.4809,231935.9813,25.1,20,14431.5759,8843.6928,6154.3144
046201,Triad Local (046201) - Champaign County,743.6131,0.3197,236991.3019,25.5999,20,14854.5192,8671.4583,8029.4431
045922,Trimble Local (045922) - Athens County,705.2514,1,90328.2531,27.3999,20,22752.9952,15473.4678,2350.689
050591,Triway Local (050591) - Wayne County,1411.1831,0.3978,402312.3032,43.45,22.25,15814.4921,6209.5301,7903.1828
048694,Trotwood-Madison City (048694) - Montgomery County,2386.9468,0.9677,129919.0141,48.94,27.0822,20011.0002,12506.0917,3287.4454
044925,Troy City (044925) - Miami County,3975.0238,0.4484,255061.5648,49.2,20,13928.0945,4911.3226,8927.6761
050302,Tuscarawas Valley Local (050302) - Tuscarawas County,1229.5328,0.3765,386664.0893,30,28.5,13896.0123,5588.9426,8246.4152
049957,Tuslaw Local (049957) - Stark County,1226.3254,0.3037,249836.0727,57.52,24,12642.1466,5830.5955,6374.9491
049296,Twin Valley Community Local (049296) - Preble County,711.6759,0.4771,253117.5647,37,22.1,16303.5409,8926.893,7776.0786
050070,Twinsburg City (050070) - Summit County,3676.4312,0.2668,364468.0515,69.61,35.0163,16838.8158,3090.6702,11293.2309
046011,Union Local (046011) - Belmont County,1258.4142,0.4615,323847.4453,28.5,20.7496,15391.962,6999.3811,5817.2272
049536,Union-Scioto Local (049536) - Ross County,1983.6901,0.5282,158216.8228,30.59,20,12799.6402,7253.2183,3872.3931
046458,United Local (046458) - Columbiana County,990.4008,0.4182,390421.314,26.6,20,15353.2971,8410.321,7076.605
044933,Upper Arlington City (044933) - Franklin County,6395.0156,0.0727,458526.1415,112.76,37.0886,18416.0495,2423.5359,15311.579
045625,Upper Sandusky Exempted Village (045625) - Wyandot County,1491.1152,0.4541,243596.7191,33.7,20.0034,14641.8349,6030.0927,7789.9076
047522,Upper Scioto Valley Local (047522) - Hardin County,402.4939,0.6751,353578.5454,28.3999,21.7,17329.0677,11032.2976,8230.9827
044941,Urbana City (044941) - Champaign County,1697.7757,0.6551,225293.3602,64.55,23.6383,16075.635,7421.8676,5788.0647
049643,Valley Local (049643) - Scioto County,957.4948,0.4768,118119.6281,25.21,20.0282,16333.9376,11958.3264,2184.9416
048744,Valley View Local (048744) - Montgomery County,1639.7783,0.3879,229810.922,35.5299,20,14959.9095,6342.4048,7632.9956
047464,Van Buren Local (047464) - Hancock County,1034.1789,0.2214,379115.8928,34.56,23.26,14501.8764,2384.7966,12342.1194
044966,Van Wert City (044966) - Van Wert County,1791.1577,0.5408,211863.7747,44,20,14829.4375,7499.7408,5629.7659
044958,Vandalia-Butler City (044958) - Montgomery County,2693.1087,0.4044,335200.2257,54.66,29.9173,15266.1152,3270.7952,9011.6077
047472,Vanlue Local (047472) - Hancock County,149.8833,0.5029,429776.7885,35.9892,24.9553,23906.642,13498.436,14094.7367
046821,Vermilion Local (046821) - Erie County,1581.2123,0.4643,351078.9111,65.57,27.67,17458.5656,4126.396,10864.6131
045633,Versailles Exempted Village (045633) - Darke County,1246.3536,0.1601,214803.2091,37.5999,20,13975.1418,7939.4843,6052.9703
050393,Vinton County Local (050393) - Vinton County,1583.7064,0.9852,308252.2208,18.7,18.7,20263.0031,11441.3191,5293.1871
044974,Wadsworth City (044974) - Medina County,4108.1514,0.3062,257277.9857,75,28.4833,15005.753,5272.3558,7775.1674
046904,Walnut Township Local (046904) - Fairfield County,475.0114,0.5198,546363.7137,32.9,25,20851.2062,4922.3421,17602.1869
044982,Wapakoneta City (044982) - Auglaize County,2745.3728,0.398,222630.9312,25.5,20,13540.8607,6979.1146,4644.1887
044990,Warren City (044990) - Trumbull County,4268.2613,0.9923,95501.1801,53.85,36.1264,21115.7236,12808.1044,3199.7558
050500,Warren Local (050500) - Washington County,1993.4889,0.4117,211137.0468,31.754,24.321,12601.8928,7465.3315,4993.7108
045005,Warrensville Heights City (045005) - Cuyahoga County,1761.9698,1,240165.7591,81,45.1695,23004.106,7493.9449,12154.8975
045013,Washington Court House City (045013) - Fayette County,1804.5336,0.6899,145864.8333,36.35,20.0781,15099.7772,9956.6021,4058.3562
048231,Washington Local (048231) - Lucas County,6686.8625,0.6454,143256.1213,84.2,43.8994,15074.8232,7567.1584,6660.102
049650,Washington-Nile Local (049650) - Scioto County,1115.3275,0.9976,110700.9677,24.3099,20.0151,18384.4446,14892.993,1986.8962
049247,Waterloo Local (049247) - Portage County,745.0022,0.5275,287321.2102,53.0299,24.43,15442.8851,7091.027,5952.3054
045641,Wauseon Exempted Village (045641) - Fulton County,1677.1099,0.4065,173056.158,30.89,25.94,13752.4382,7926.4465,5922.1252
049148,Waverly City (049148) - Pike County,1649.9702,0.8975,183023.9977,26.5,20,15143.5685,9818.0626,3230.4073
050468,Wayne Local (050468) - Warren County,1458.0714,0.187,275211.6839,44.1,29.0008,13635.2135,4165.6877,6881.6603
049031,Wayne Trace Local (049031) - Paulding County,869.8148,0.4615,258860.9827,25.7,20,17526.7557,7710.4503,8519.5599
045971,Waynesfield-Goshen Local (045971) - Auglaize County,429.8434,0.1668,228967.9907,32.8993,20,19411.8969,10230.8878,5437.1258
050252,Weathersfield Local (050252) - Trumbull County,886.1038,0.5119,156722.7208,51.5999,27.1,15020.3805,9232.0259,4441.9927
045658,Wellington Exempted Village (045658) - Lorain County,889.8555,0.4684,298080.3994,31.76,23.76,17185.0339,6597.1213,9882.9047
045021,Wellston City (045021) - Jackson County,1170.1294,1,206754.2549,20.5,20,17584.9225,12207.9548,3601.4427
045039,Wellsville Local (045039) - Columbiana County,608.5943,0.9987,110291.9987,31.4999,20.0104,20945.0849,15212.4396,2006.6229
048389,West Branch Local (048389) - Mahoning County,1660.8693,0.4602,232347.4341,30,20,13845.1526,7817.3702,3963.0607
045054,West Carrollton City (045054) - Montgomery County,3108.2738,0.7309,189877.2766,75.0499,32.9088,16861.829,8252.665,5950.8278
046359,West Clermont Local (046359) - Clermont County,7475.1495,0.4624,294071.1891,53.21,29.86,13612.525,4754.4325,7564.8447
