irn,district,enrolled_adm_fy24,econ_disadvantaged_pct_fy24,assessed_valuation_per_pupil_fy23,current_operating_millage_ty23,effective_class1_millage_ty23,operating_expenditure_per_pupil_fy24,state_revenue_per_pupil_fy24,local_revenue_per_pupil_fy24
047225,West Geauga Local (047225) - Geauga County,2053.0678,0.1689,604523.2433,46.37,24.07,15752.903,4385.2107,13423.4263
047696,West Holmes Local (047696) - Holmes County,1747.113,0.4026,352307.8574,21.9,21.9,16714.2561,7273.2338,7240.9121
046219,West Liberty-Salem Local (046219) - Champaign County,1138.8773,0.281,174964.9786,33.5999,20,14241.8243,7876.6976,6491.7742
048884,West Muskingum Local (048884) - Muskingum County,1576.6519,0.5462,267124.1246,42.5,24.6,10797.8735,4510.6977,6365.0613
046060,Western Brown Local (046060) - Brown County,2723.7901,0.6208,123939.0529,20,20,12816.1184,9947.4921,2257.6428
049155,Western Local (049155) - Pike County,661.5855,1,131987.322,22.5,20,22549.9867,16174.0106,2216.8462
047746,Western Reserve Local (047746) - Huron County,926.7729,0.5895,196173.0951,31.0999,20,16343.9358,8153.3853,6013.2148
048397,Western Reserve Local (048397) - Mahoning County,548.0492,0.3165,298689.7412,38.8999,25.7,15998.5694,8336.5262,6680.1559
045047,Westerville City (045047) - Franklin County,13599.7978,0.4374,312607.4984,75.54,34.2512,16786.5181,4217.2815,9751.3881
049106,Westfall Local (049106) - Pickaway County,1258.5259,0.4811,392251.5401,27.3,20,17019.1071,7256.529,7060.567
045062,Westlake City (045062) - Cuyahoga County,3088.2684,0.2238,584506.6875,64.4,25.9242,19944.0093,2775.1399,14070.7395
049668,Wheelersburg Local (049668) - Scioto County,1488.9343,0.4237,146208.108,27.41,20.0077,11185.1631,7491.3842,2808.2271
045070,Whitehall City (045070) - Franklin County,3208.8821,1,121566.0703,63.8499,20.9794,15259.0793,10781.5978,2960.595
045088,Wickliffe City (045088) - Lake County,1233.2533,0.5229,269837.6192,83.11,43.2146,17386.3409,4477.2387,12003.0284
045096,Willard City (045096) - Huron County,1188.0797,0.64,206575.2601,45.8999,25,16784.0558,8445.1144,6572.0318
046367,Williamsburg Local (046367) - Clermont County,930.2683,0.4326,199217.3834,42.8499,25.35,12797.7512,8205.1735,4417.4185
045104,Willoughby-Eastlake City (045104) - Lake County,6499.9694,0.504,304804.7049,59.1,41.8,16534.9916,4138.5438,11722.5798
045112,Wilmington City (045112) - Clinton County,2032.779,0.6009,373818.5331,24.6,20,17000.1653,6060.7932,6534.5388
045666,Windham Exempted Village (045666) - Portage County,451.4056,1,124800.9434,49.95,29.45,19753.6572,13751.4148,3212.9384
044081,Winton Woods City (044081) - Hamilton County,3806.2797,0.8497,199590.4882,81.87,32.8508,16149.632,7621.5183,6603.1604
050518,Wolf Creek Local (050518) - Washington County,590.3392,0.3969,398667.7525,35.22,23.4579,17235.2022,5844.1064,12192.1805
049577,Woodmore Local (049577) - Sandusky County,894.9891,0.3091,259883.9382,43.6,26.9,13597.9608,5769.3428,5993.3277
049973,Woodridge Local (049973) - Summit County,1840.4459,0.4938,405497.0419,55.1499,38.21,17130.59,2900.3733,12908.5702
045120,Wooster City (045120) - Wayne County,3090.5896,0.4948,330158.0283,80.1,31.6479,18401.6958,5131.5645,11323.4347
045138,Worthington City (045138) - Franklin County,10121.4002,0.3153,318349.0928,106.94,40.5754,17217.1721,3537.0483,13083.6772
046524,Wynford Local (046524) - Crawford County,992.1395,0.4962,218170.0055,50.55,22.8657,15041.1607,7897.3596,4464.9396
045146,Wyoming City (045146) - Hamilton County,1836.5099,0.1271,248096.5059,88.5299,28.1574,16207.4097,3856.958,11208.4614
045153,Xenia Community City (045153) - Greene County,3441.6783,0.8406,302562.9867,37.76,27.46,17825.8894,6750.2422,8133.6143
045674,Yellow Springs Exempted Village (045674) - Greene County,603.0933,0.3513,362306.3477,60.8497,29.05,18677.8823,5061.6236,6596.4475
045161,Youngstown City (045161) - Mahoning County,4322.2893,0.9996,172999.3947,53.68,32.8117,23605.1096,14540.6672,5839.5027
049544,Zane Trace Local (049544) - Ross County,1187.3293,0.4942,266028.3459,29.1,20.9,15050.3254,6144.455,6739.0277
045179,Zanesville City (045179) - Muskingum County,2802.9832,0.9946,163656.0272,43.15,23.2044,21284.1342,10587.5371,3533.9821
