school_year,leaid,irn,name,agency_type,status
2009,3904757,047571,HOLGATE LOCAL,1,1
2009,3904758,047589,LIBERTY CENTER LOCAL,1,1
2009,3904759,047597,PATRICK HENRY LOCAL,1,1
2009,3904761,047613,BRIGHT LOCAL,1,1
2009,3904762,047621,FAIRFIELD LOCAL,1,1
2009,3904763,047639,LYNCHBURG-CLAY LOCAL,1,1
2009,3904768,047688,EAST HOLMES LOCAL,1,1
2009,3904769,047696,WEST HOLMES LOCAL,1,1
2009,3904771,047712,MONROEVILLE LOCAL,1,1
2009,3904772,047720,NEW LONDON LOCAL,1,1
2009,3904773,047738,SOUTH CENTRAL LOCAL,1,1
2009,3904774,047746,WESTERN RESERVE LOCAL,1,1
2009,3904776,047761,OAK HILL UNION LOCAL,1,1
2009,3904777,047779,JEFFERSON COUNTY ESC,4,1
2009,3904778,047787,BUCKEYE LOCAL,1,1
2009,3904779,047795,EDISON LOCAL,1,1
2009,3904780,047803,INDIAN CREEK LOCAL,1,1
2009,3904781,047811,KNOX COUNTY ESC,4,1
2009,3904782,047829,CENTERBURG LOCAL,1,1
2009,3904783,047837,DANVILLE LOCAL,1,1
2009,3904785,047852,FREDERICKTOWN LOCAL,1,1
2009,3904786,047860,LAKE COUNTY ESC,4,1
2009,3904787,047878,KIRTLAND LOCAL,1,1
2009,3904788,047886,MADISON LOCAL,1,1
2009,3904790,047902,PERRY LOCAL,1,1
2009,3904791,047910,LAWRENCE COUNTY ESC,4,1
2009,3904792,047928,DAWSON-BRYANT LOCAL,1,1
2009,3904793,047936,FAIRLAND LOCAL,1,1
2009,3904794,047944,ROCK HILL LOCAL,1,1
2009,3904795,047951,SOUTH POINT LOCAL,1,1
2009,3904796,047969,SYMMES VALLEY LOCAL,1,1
2009,3904797,047977,LICKING COUNTY ESC,4,1
2009,3904798,047985,JOHNSTOWN-MONROE LOCAL,1,1
2009,3904799,047993,LAKEWOOD LOCAL,1,1
2009,3904800,048009,LICKING HEIGHTS LOCAL,1,1
2009,3904801,048017,LICKING VALLEY LOCAL,1,1
2009,3904802,048025,NORTH FORK LOCAL,1,1
2009,3904803,048033,NORTHRIDGE LOCAL,1,1
2009,3904804,048041,SOUTHWEST LICKING LOCAL,1,1
2009,3904805,048058,LOGAN COUNTY ESC,4,1
2009,3904807,048074,BENJAMIN LOGAN LOCAL,1,1
2009,3904808,048082,INDIAN LAKE LOCAL,1,1
2009,3904809,048090,RIVERSIDE LOCAL,1,1
2009,3904810,048108,LORAIN COUNTY ESC,4,1
2009,3904811,048116,AVON LOCAL,1,1
2009,3904812,048124,AVON LAKE CITY,1,1
2009,3904813,048132,CLEARVIEW LOCAL,1,1
2009,3904814,048140,COLUMBIA LOCAL,1,1
2009,3904815,048157,FIRELANDS LOCAL,1,1
2009,3904816,048165,KEYSTONE LOCAL,1,1
2009,3904817,048173,MIDVIEW LOCAL,1,1
2009,3904819,048199,LUCAS COUNTY ESC,4,1
2009,3904820,048207,ANTHONY WAYNE LOCAL,1,1
2009,3904821,048215,OTTAWA HILLS LOCAL,1,1
2009,3904822,048223,SPRINGFIELD LOCAL,1,1
2009,3904823,048231,WASHINGTON LOCAL,1,1
2009,3904825,048256,JEFFERSON LOCAL,1,1
2009,3904826,048264,JONATHAN ALDER LOCAL,1,1
2009,3904827,048272,MADISON-PLAINS LOCAL,1,1
2009,3904828,048280,MAHONING COUNTY ESC,4,1
2009,3904829,048298,AUSTINTOWN LOCAL,1,1
2009,3904830,048306,BOARDMAN LOCAL,1,1
2009,3904831,048314,CANFIELD LOCAL,1,1
2009,3904832,048322,JACKSON-MILTON LOCAL,1,1
2009,3904833,048330,LOWELLVILLE LOCAL,1,1
2009,3904834,048348,POLAND LOCAL,1,1
2009,3904835,048355,SEBRING LOCAL,1,1
2009,3904836,048363,SOUTH RANGE LOCAL,1,1
2009,3904837,048371,SPRINGFIELD LOCAL,1,1
2009,3904838,048389,WEST BRANCH LOCAL,1,1
2009,3904839,048397,WESTERN RESERVE LOCAL,1,1
2009,3904841,048413,ELGIN LOCAL,1,1
2009,3904842,048421,PLEASANT LOCAL,1,1
2009,3904843,048439,RIDGEDALE LOCAL,1,1
2009,3904844,048447,RIVER VALLEY LOCAL,1,1
2009,3904845,048454,MEDINA COUNTY ESC,4,1
2009,3904846,048462,BLACK RIVER LOCAL,1,1
2009,3904847,048470,BUCKEYE LOCAL,1,1
2009,3904848,048488,CLOVERLEAF LOCAL,1,1
2009,3904849,048496,HIGHLAND LOCAL,1,1
2009,3904851,048512,EASTERN LOCAL,1,1
2009,3904852,048520,MEIGS LOCAL,1,1
2009,3904853,048538,SOUTHERN LOCAL,1,1
2009,3904854,048546,MERCER COUNTY ESC,4,1
2009,3904857,048579,PARKWAY LOCAL,1,1
2009,3904858,048587,ST HENRY CONSOLIDATED LOCAL,1,1
2009,3904859,048595,FORT RECOVERY LOCAL,1,1
2009,3904860,048603,MIAMI COUNTY ESC,4,1
2009,3904861,048611,BETHEL LOCAL,1,1
2009,3904862,048629,MIAMI EAST LOCAL,1,1
2009,3904863,048637,NEWTON LOCAL,1,1
2009,3904865,048652,SWITZERLAND OF OHIO LOCAL,1,1
2009,3904866,048660,MONTGOMERY COUNTY ESC,4,1
2009,3904867,048678,BROOKVILLE LOCAL,1,1
2009,3904868,048686,JEFFERSON TOWNSHIP LOCAL,1,1
2009,3904869,048694,TROTWOOD-MADISON CITY,1,1
2009,3904870,048702,MAD RIVER LOCAL,1,1
2009,3904871,048710,NEW LEBANON LOCAL,1,1
2009,3904872,048728,NORTHMONT CITY,1,1
2009,3904873,048736,NORTHRIDGE LOCAL,1,1
2009,3904874,048744,VALLEY VIEW LOCAL,1,1
2009,3904875,048751,HUBER HEIGHTS CITY,1,1
2009,3904877,048777,MORGAN LOCAL,1,1
2009,3904879,048793,CARDINGTON-LINCOLN LOCAL,1,1
2009,3904880,048801,HIGHLAND LOCAL,1,1
2009,3904881,048819,NORTHMOR LOCAL,1,1
2009,3904883,048835,EAST MUSKINGUM LOCAL,1,1
2009,3904884,048843,FRANKLIN LOCAL,1,1
2009,3904885,048850,MAYSVILLE LOCAL,1,1
2009,3904887,048876,TRI-VALLEY LOCAL,1,1
2009,3904888,048884,WEST MUSKINGUM LOCAL,1,1
2009,3904890,048900,NOBLE LOCAL,1,1
2009,3904892,048926,BENTON CARROLL SALEM LOCAL,1,1
2009,3904893,048934,DANBURY LOCAL,1,1
2009,3904894,048942,GENOA AREA LOCAL,1,1
2009,3904895,048959,MIDDLE BASS LOCAL,1,1
2009,3904896,048967,NORTH BASS LOCAL,1,1
2009,3904897,048975,PUT-IN-BAY LOCAL,1,1
2009,3904899,048991,ANTWERP LOCAL,1,1
2009,3904900,049296,TWIN VALLEY COMMUNITY LOCAL,1,1
2009,3904903,049031,WAYNE TRACE LOCAL,1,1
2009,3904905,049056,NORTHERN LOCAL,1,1
2009,3904906,049064,SOUTHERN LOCAL,1,1
2009,3904907,049072,PICKAWAY COUNTY ESC,4,1
2009,3904908,049080,LOGAN ELM LOCAL,1,1
2009,3904909,049098,TEAYS VALLEY LOCAL,1,1
2009,3904910,049106,WESTFALL LOCAL,1,1
2009,3904912,049122,EASTERN LOCAL,1,1
2009,3904913,049130,SCIOTO VALLEY LOCAL,1,1
2009,3904914,049148,WAVERLY CITY,1,1
2009,3904915,049155,WESTERN LOCAL,1,1
2009,3904916,049163,PORTAGE COUNTY ESC,4,1
2009,3904917,049171,AURORA CITY,1,1
2009,3904918,049189,CRESTWOOD LOCAL,1,1
2009,3904919,049197,FIELD LOCAL,1,1
2009,3904920,049205,JAMES A GARFIELD LOCAL,1,1
2009,3904921,049213,ROOTSTOWN LOCAL,1,1
2009,3904922,049221,SOUTHEAST LOCAL,1,1
2009,3904923,049239,STREETSBORO CITY,1,1
2009,3904924,049247,WATERLOO LOCAL,1,1
2009,3904925,049254,PREBLE COUNTY ESC,4,1
2009,3904926,091397,TRI-COUNTY NORTH LOCAL,1,1
2009,3904927,049270,NATIONAL TRAIL LOCAL,1,1
2009,3904928,049288,PREBLE SHAWNEE LOCAL,1,1
2009,3904930,049304,PUTNAM COUNTY ESC,4,1
2009,3904931,049312,COLUMBUS GROVE LOCAL,1,1
2009,3904932,049320,CONTINENTAL LOCAL,1,1
2009,3904933,049338,JENNINGS LOCAL,1,1
2009,3904934,049346,KALIDA LOCAL,1,1
2009,3904935,049353,LEIPSIC LOCAL,1,1
2009,3904936,049361,MILLER CITY-NEW CLEVELAND LOCAL,1,1
2009,3904937,049379,OTTAWA-GLANDORF LOCAL,1,1
2009,3904938,049387,OTTOVILLE LOCAL,1,1
2009,3904939,049395,PANDORA-GILBOA LOCAL,1,1
2009,3904941,049411,CLEAR FORK VALLEY LOCAL,1,1
2009,3904942,049429,CRESTVIEW LOCAL,1,1
2009,3904943,049437,LEXINGTON LOCAL,1,1
2009,3904944,049445,LUCAS LOCAL,1,1
2009,3904945,049452,MADISON LOCAL,1,1
2009,3904946,049460,PLYMOUTH-SHILOH LOCAL,1,1
2009,3904947,049478,ONTARIO LOCAL,1,1
2009,3904949,049494,ADENA LOCAL,1,1
2009,3904950,049502,HUNTINGTON LOCAL,1,1
2009,3904951,049510,PAINT VALLEY LOCAL,1,1
2009,3904952,049528,SOUTHEASTERN LOCAL,1,1
2009,3904953,049536,UNION-SCIOTO LOCAL,1,1
2009,3904954,049544,ZANE TRACE LOCAL,1,1
2009,3904956,049569,LAKOTA LOCAL,1,1
2009,3904957,049577,WOODMORE LOCAL,1,1
2009,3904959,049593,BLOOM-VERNON LOCAL,1,1
2009,3904961,049619,GREEN LOCAL,1,1
2009,3904962,049627,MINFORD LOCAL,1,1
2009,3904963,049635,NORTHWEST LOCAL,1,1
2009,3904964,049643,VALLEY LOCAL,1,1
2009,3904965,049650,WASHINGTON-NILE LOCAL,1,1
2009,3904966,049668,WHEELERSBURG LOCAL,1,1
2009,3904968,049684,SENECA EAST LOCAL,1,1
2009,3904969,049692,BETTSVILLE LOCAL,1,1
2009,3904970,049700,HOPEWELL-LOUDON LOCAL,1,1
2009,3904971,049718,NEW RIEGEL LOCAL,1,1
2009,3904974,049742,SHELBY COUNTY ESC,4,1
2009,3904976,049767,BOTKINS LOCAL,1,1
2009,3904977,049775,FAIRLAWN LOCAL,1,1
2009,3904978,049783,FORT LORAMIE LOCAL,1,1
2009,3904979,049791,HARDIN-HOUSTON LOCAL,1,1
2009,3904981,049817,RUSSIA LOCAL,1,1
2009,3904982,049825,STARK COUNTY ESC,4,1
2009,3904983,049833,CANTON LOCAL,1,1
2009,3904984,049841,FAIRLESS LOCAL,1,1
2009,3904985,049858,JACKSON LOCAL,1,1
2009,3904986,049866,LAKE LOCAL,1,1
2009,3904987,049874,LOUISVILLE CITY,1,1
2009,3904988,049882,MARLINGTON LOCAL,1,1
2009,3904989,049890,MINERVA LOCAL,1,1
2009,3904990,049908,NORTHWEST LOCAL,1,1
2009,3904991,049916,OSNABURG LOCAL,1,1
2009,3904992,049924,PERRY LOCAL,1,1
2009,3904993,049932,PLAIN LOCAL,1,1
2009,3904994,049940,SANDY VALLEY LOCAL,1,1
2009,3904995,049957,TUSLAW LOCAL,1,1
2009,3904996,049965,SUMMIT COUNTY ESC,4,1
2009,3904997,049973,WOODRIDGE LOCAL,1,1
2009,3904998,049981,COPLEY-FAIRLAWN CITY,1,1
2009,3904999,049999,COVENTRY LOCAL,1,1
2009,3905000,050005,MANCHESTER LOCAL,1,1
2009,3905001,050013,GREEN LOCAL,1,1
2009,3905002,050021,HUDSON CITY,1,1
2009,3905003,050039,MOGADORE LOCAL,1,1
2009,3905004,050047,NORDONIA HILLS CITY,1,1
2009,3905005,050054,REVERE LOCAL,1,1
2009,3905006,050062,SPRINGFIELD LOCAL,1,1
2009,3905007,050070,TWINSBURG CITY,1,1
2009,3905008,050088,TRUMBULL COUNTY ESC,4,1
2009,3905009,050096,BLOOMFIELD-MESPO LOCAL,1,1
2009,3905011,050112,BRISTOL LOCAL,1,1
2009,3905012,050120,BROOKFIELD LOCAL,1,1
2009,3905013,050138,CHAMPION LOCAL,1,1
2009,3905015,050153,MATHEWS LOCAL,1,1
2009,3905016,050161,HOWLAND LOCAL,1,1
2009,3905017,050179,JOSEPH BADGER LOCAL,1,1
2009,3905018,050187,LAKEVIEW LOCAL,1,1
2009,3905019,050195,LIBERTY LOCAL,1,1
2009,3905020,050203,LORDSTOWN LOCAL,1,1
2009,3905021,050211,MAPLEWOOD LOCAL,1,1
2009,3905022,050229,MCDONALD LOCAL,1,1
2009,3905023,050237,SOUTHINGTON LOCAL,1,1
2009,3905024,050245,LABRAE LOCAL,1,1
2009,3905025,050252,WEATHERSFIELD LOCAL,1,1
2009,3905026,050260,EAST CENTRAL OHIO ESC,4,1
2009,3905027,050278,GARAWAY LOCAL,1,1
2009,3905028,050286,INDIAN VALLEY LOCAL SCHOOLS,1,1
2009,3905029,050294,STRASBURG-FRANKLIN LOCAL,1,1
2009,3905030,050302,TUSCARAWAS VALLEY LOCAL,1,1
2009,3905032,050328,FAIRBANKS LOCAL,1,1
2009,3905033,050336,NORTH UNION LOCAL,1,1
2009,3905035,050351,CRESTVIEW LOCAL,1,1
2009,3905039,050393,VINTON COUNTY LOCAL,1,1
2009,3905040,050401,WARREN COUNTY ESC,4,1
2009,3905041,050419,CARLISLE LOCAL,1,1
2009,3905042,050427,SPRINGBORO COMMUNITY CITY,1,1
2009,3905043,050435,KINGS LOCAL,1,1
2009,3905044,050443,LITTLE MIAMI LOCAL,1,1
2009,3905045,050450,MASON CITY SCHOOL DISRICT,1,1
2009,3905046,050468,WAYNE LOCAL,1,1
2009,3905048,050484,FORT FRYE LOCAL,1,1
2009,3905049,050492,FRONTIER LOCAL,1,1
2009,3905051,050518,WOLF CREEK LOCAL,1,1
2009,3905052,050526,TRI-COUNTY ESC,4,1
2009,3905053,050534,CHIPPEWA LOCAL,1,1
2009,3905054,050542,DALTON LOCAL,1,1
2009,3905055,050559,GREEN LOCAL,1,1
2009,3905056,050567,NORTH CENTRAL LOCAL,1,1
2009,3905058,050583,SOUTHEAST LOCAL,1,1
2009,3905059,050591,TRIWAY LOCAL,1,1
2009,3905061,050617,EDGERTON LOCAL,1,1
2009,3905062,050625,EDON-NORTHWEST LOCAL,1,1
2009,3905063,050633,MILLCREEK-WEST UNITY LOCAL,1,1
2009,3905064,050641,NORTH CENTRAL LOCAL,1,1
2009,3905065,050658,STRYKER LOCAL,1,1
2009,3905066,050666,WOOD COUNTY ESC,4,1
2009,3905067,050674,EASTWOOD LOCAL,1,1
2009,3905068,050682,ELMWOOD LOCAL,1,1
2009,3905069,050690,LAKE LOCAL,1,1
2009,3905070,050708,NORTH BALTIMORE LOCAL,1,1
2009,3905071,050716,NORTHWOOD LOCAL SCHOOLS,1,1
2009,3905072,050724,OTSEGO LOCAL,1,1
2009,3905074,050740,MOHAWK LOCAL,1,1
2009,3905077,050773,APOLLO,4,1
2009,3905079,050799,SOUTHERN HILLS,4,1
2009,3905081,050815,ASHTABULA COUNTY JOINT VOCATIONAL SCHOOL,4,1
2009,3905085,050856,BELMONT-HARRISON,4,1
2009,3905088,050880,BUTLER TECHNOLOGY & CAREER DEVELOPMENT SCHOOLS,4,1
2009,3905090,050906,COLUMBIANA COUNTY,4,1
2009,3905092,050922,CUYAHOGA VALLEY CAREER CENTER,4,1
2009,3905094,050948,POLARIS,4,1
2009,3905096,050963,FOUR COUNTY,4,1
2009,3905098,050989,DELAWARE AREA CAREER CENTER,4,1
2009,3905100,051003,EASTLAND-FAIRFIELD CAREER/TECH,4,1
2009,3905102,051029,EHOVE CAREER CENTER,4,1
2009,3905104,051045,GREENE COUNTY JT VOC SD,4,1
2009,3905106,051060,GREAT OAKS INST OF TECHNOLOGY,4,1
2009,3905112,051128,JEFFERSON COUNTY,4,1
2009,3905114,051144,KNOX COUNTY JVSD,4,1
2009,3905116,051169,AUBURN,4,1
2009,3905118,051185,LAWRENCE COUNTY,4,1
2009,3905120,051201,CAREER AND TECHNOLOGY EDUCATIONAL CENTERS,4,1
2009,3905122,051227,LORAIN COUNTY JVS,4,1
2009,3905124,051243,MAHONING CO CAREER & TECH CTR,4,1
2009,3905128,051284,MIAMI VALLEY CAREER TECH,4,1
2009,3905130,051300,MID-EAST CAREER AND TECHNOLOGY CENTERS,4,1
2009,3905133,051334,OHIO HI-POINT CAREER CENTER,4,1
2009,3905135,051359,PENTA CAREER CENTER,4,1
2009,3905137,051375,PIKE COUNTY AREA,4,1
2009,3905139,051391,MAPLEWOOD CAREER CENTER,4,1
2009,3905141,051417,PIONEER CAREER & TECHNOLOGY,4,1
2009,3905143,051433,PICKAWAY-ROSS COUNTY JVSD,4,1
2009,3905145,051458,VANGUARD-SENTINEL,4,1
2009,3905147,051474,WARREN COUNTY VOCATIONAL SCHOOL,4,1
2009,3905149,051490,SCIOTO COUNTY CAREER TECHNICAL CENTER,4,1
2009,3905153,051532,SPRINGFIELD-CLARK COUNTY,4,1
2009,3905160,051607,TRI-COUNTY CAREER CENTER,4,1
2009,3905163,051631,TRUMBULL CAREER & TECH CTR,4,1
2009,3905165,051656,BUCKEYE,4,1
2009,3905167,051672,VANTAGE CAREER CENTER,4,1
2009,3905169,051698,WASHINGTON COUNTY,4,1
2009,3905171,051714,WAYNE COUNTY JVSD,4,1
2009,3906190,061903,ADAMS COUNTY/OHIO VALLEY LOCAL,1,1
2009,3906202,062026,STARK COUNTY AREA,4,1
2009,3906204,062042,ASHLAND COUNTY-WEST HOLMES,4,1
2009,3906206,062067,GALLIA-JACKSON-VINTON,4,1
2009,3906210,062109,MEDINA COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,4,1
2009,3906212,062125,UPPER VALLEY,4,1
2009,3906280,062802,U S GRANT,4,1
2009,3906349,063495,PORTAGE LAKES,4,1
2009,3906351,063511,TOLLES CAREER & TECHNICAL CENTER,4,1
2009,3906496,064964,COLLEGE CORNER LOCAL,1,1
2009,3906522,065227,COSHOCTON COUNTY,4,1
2009,3906526,065268,TRI-RIVERS,4,1
2009,3906568,065680,GALLIA COUNTY LOCAL,1,1
2009,3906968,069682,EAST GUERNSEY LOCAL,1,1
2009,3910000,043984,FINDLAY CITY,1,1
2009,3910001,047464,VAN BUREN LOCAL,1,1
2009,3910002,047415,ARCADIA LOCAL,1,1
2009,3910003,044784,SIDNEY CITY,1,1
2009,3910004,049759,ANNA LOCAL,1,1
2009,3910005,049809,JACKSON CENTER LOCAL,1,1
2009,3910006,044735,SALEM CITY,1,1
2009,3910007,045443,LEETONIA EXEMPTED VILLAGE,1,1
2009,3910008,045344,CRESTLINE EXEMPTED VILLAGE,1,1
2009,3910009,044776,SHELBY CITY,1,1
2009,3910010,046920,MIAMI TRACE LOCAL,1,1
2009,3910011,045013,WASHINGTON COURT HOUSE CITY,1,1
2009,3910012,044420,MOUNT VERNON CITY,1,1
2009,3910013,047845,EAST KNOX LOCAL,1,1
2009,3910014,047894,RIVERSIDE LOCAL,1,1
2009,3910015,044628,PAINESVILLE CITY LOCAL,1,1
2009,3910016,046581,ORANGE CITY,1,1
2009,3910017,043562,BEDFORD CITY,1,1
2009,3910018,050500,WARREN LOCAL,1,1
2009,3910019,044321,MARIETTA CITY,1,1
2009,3910020,045302,CLYDE-GREEN SPRINGS EXEMPTED VILLAGE,1,1
2009,3910021,049726,OLD FORT LOCAL,1,1
2009,3910022,050369,LINCOLNVIEW LOCAL,1,1
2009,3910023,044966,VAN WERT CITY,1,1
2009,3910024,045625,UPPER SANDUSKY EXEMPTED VILLAGE,1,1
2009,3910025,044172,KENTON CITY,1,1
2009,3910026,049601,CLAY LOCAL,1,1
2009,3910027,044669,PORTSMOUTH CITY,1,1
2009,3910028,045591,RITTMAN EXEMPTED VILLAGE,1,1
2009,3910029,044974,WADSWORTH CITY,1,1
2009,3910030,043729,CELINA CITY,1,1
2009,3910031,048553,MARION LOCAL,1,1
2009,3910032,045120,WOOSTER CITY,1,1
2009,3910033,050575,NORTHWESTERN LOCAL,1,1
2010,3900001,071530,OHIO SCHOOL FOR THE DEAF,5,1
2010,3900002,071548,OHIO STATE SCHOOL FOR THE BLIN,5,1
2010,3900008,125252,MUSKINGUM VALLEY ESC,4,1
2010,3900009,125658,SOUTH CENTRAL OHIO ESC,4,1
2010,3900011,125674,PERRY-HOCKING ESC,4,1
2010,3900012,125682,GALLIA-VINTON ESC,4,1
2010,3900013,125690,NORTH POINT EDUCATIONAL SERVICE CENTER,4,1
2010,3900014,123281,OHIO VALLEY ESC,4,1
2010,3900015,124297,NORTHWEST OHIO EDUCATIONAL SERVICE CENTER,4,1
2010,3900017,134072,YOUNGSTOWN COMMUNITY SCHOOL,7,1
2010,3900018,134080,EAGLE HEIGHTS ACADEMY,7,2
2010,3900019,134098,CONSTELLATION SCHOOLS: OLD BROOKLYN COMMUNITY ELEMENTARY,7,1
2010,3900022,134122,AUTISM MODEL SCHOOL,7,1
2010,3900023,134148,AURORA ACADEMY,7,1
2010,3900024,134171,MEADOWS CHOICE COMMUNITY,7,1
2010,3900025,134197,HOPE ACADEMY CHAPELSIDE CAMPUS,7,1
2010,3900026,134205,HOPE ACADEMY CATHEDRAL CAMPUS,7,1
2010,3900027,134213,HOPE ACADEMY UNIVERSITY,7,1
2010,3900028,134221,HOPE ACADEMY BROWN ST CAMPUS,7,1
2010,3900029,134247,CITY DAY COMMUNITY SCHOOL,7,1
2010,3900031,133512,CINCINNATI COLLEGE PREPARATORY ACADEMY,7,1
2010,3900032,133520,CITIZENS ACADEMY,7,1
2010,3900033,133538,EDGE ACADEMY  THE,7,1
2010,3900036,133561,MILLENNIUM COMMUNITY SCHOOL,7,1
2010,3900038,133587,SUMMIT ACADEMY COMMUNITY SCHOOL FOR ALT LEARNERS OF AKRON,7,1
2010,3900040,133629,HORIZON SCIENCE ACAD CLEVELAND,7,1
2010,3900042,133660,HORIZON SCIENCE ACADEMY COLUMBUS,7,1
2010,3900043,133678,RIVERSIDE ACADEMY,7,1
2010,3900047,133736,RICHARD ALLEN ACADEMY,7,1
2010,3900048,133744,THE ISUS INSTITUTE OF CONSTRUCTION TECHNOLOGY,7,1
2010,3900050,133801,LIFE SKILLS CTR OF YOUNGSTOWN,7,1
2010,3900051,133819,HOPE ACADEMY LINCOLN PARK,7,1
2010,3900052,133835,LIFE SKILLS CTR OF CLEVELAND,7,1
2010,3900053,133868,LIFE SKILLS CENTER OF AKRON,7,1
2010,3900056,133942,TOLEDO SCHOOL FOR THE ARTS,7,1
2010,3900057,133959,DAYTON LEADERSHIP ACADEMIES-DAYTON LIBERTY CAMPUS,7,1
2010,3900058,133967,GEORGE WASHINGTON CARVER PREPARATORY ACADEMY,7,2
2010,3900061,134189,HOPE ACADEMY BROADWAY CAMPUS,7,2
2010,3900062,134262,ACADEMY OF BUSINESS & TECH,7,2
2010,3900063,123257,NORTH CENTRAL OHIO ESC,4,1
2010,3900064,123521,MID-OHIO ESC,4,1
2010,3900065,133215,INTERGENERATIONAL SCHOOL  THE,7,1
2010,3900066,133223,LIGHTHOUSE COMM & PROF DEV,7,1
2010,3900068,133256,CONSTELLATION SCHOOLS: PARMA COMMUNITY,7,1
2010,3900071,133306,SUMMIT ACADEMY-CANTON,7,1
2010,3900072,133330,T.C.P. WORLD ACADEMY,7,1
2010,3900073,133348,RICHARD ALLEN PREPARATORY,7,1
2010,3900075,133363,QUEST ACADEMY COMMUNITY,7,1
2010,3900077,133389,LIGHTHOUSE COMMUNITY SCH INC,7,1
2010,3900078,133405,W.E.B. DUBOIS,7,2
2010,3900079,133413,ELECTRONIC CLASSROOM OF TOMORROW,7,1
2010,3900080,133421,GRAHAM SCHOOL  THE,7,1
2010,3900081,133439,CORNERSTONE ACADEMY COMMUNITY,7,1
2010,3900083,133454,DAYTON LEADERSHIP ACADEMIES-DAYTON VIEW CAMPUS,7,1
2010,3900084,133488,LIFE SKILLS OF TRUMBULL COUNTY,7,1
2010,3900086,133785,LIFE SKILLS CTR OF CINCINNATI,7,1
2010,3900087,133918,ACADEMY OF DAYTON,7,2
2010,3900089,134288,EAST END COMM HERITAGE SCHOOL,7,1
2010,3900090,134999,WESTERN BUCKEYE ESC,4,1
2010,3900091,135145,ATHENS-MEIGS ESC,4,1
2010,3900092,137364,MADISON-CHAMPAIGN ESC,4,1
2010,3900093,138222,ROSS-PIKE ESC,4,1
2010,3900094,139303,MONROE LOCAL SCHOOL DISTRICT,1,1
2010,3900096,132746,SUMMIT ACDY COMM SCHL FOR ALTERNATIVE LEARNERS OF MIDDLETOWN,7,1
2010,3900097,132761,SUMMIT ACADEMY-XENIA,7,1
2010,3900098,132779,SUMMIT ACADEMY MIDDLE SCHOOL-AKRON,7,1
2010,3900099,132787,SPRINGFIELD ACAD OF EXCELLENCE,7,1
2010,3900100,132795,LIFE SKILLS CENTER-SPRINGFIELD,7,1
2010,3900101,132803,LIFE SKILLS CENTER-MIDDLETOWN,7,1
2010,3900102,132951,CONSTELLATION SCHOOLS: LORAIN COMMUNITY ELEMENTARY,7,1
2010,3900103,132969,CONSTELLATION SCHOOLS: ELYRIA COMMUNITY ELEMENTARY,7,1
2010,3900104,132985,YOUTHBUILD COLUMBUS COMMUNITY,7,1
2010,3900105,132993,CONSTELLATION SCHOOLS: WESTPARK COMMUNITY ELEMENTARY,7,1
2010,3900106,133264,DOHN COMMUNITY,7,1
2010,3900107,133280,WASHINGTON PARK COMMUNITY,7,1
2010,3900109,133322,SUMMIT ACADEMY-LORAIN,7,1
2010,3900113,133504,PHOENIX COMMUNITY LEARNING CTR,7,1
2010,3900115,133769,NEW CHOICES COMMUNITY SCHOOL,7,1
2010,3900116,133900,ACADEMY OF CLEVELAND,7,2
2010,3900117,143297,THE AUTISM ACADEMY OF LEARNING,7,1
2010,3900118,143305,TRECA DIGITAL ACADEMY,7,1
2010,3900119,143313,HOPE ACADEMY CUYAHOGA CAMPUS,7,1
2010,3900120,143552,EAGLE ACADEMY,7,1
2010,3900121,143602,HAMILTON CNTY MATH & SCIENCE,7,1
2010,3900122,143636,W C CUPE COMMUNITY SCHOOL,7,1
2010,3900123,143644,SCIOTOVILLE,7,1
2010,3900125,000125,POLLY FOX ACADEMY COMMUNITY SCHOOL,7,1
2010,3900126,000130,PHOENIX ACADEMY COMMUNITY SCHOOL,7,1
2010,3900127,000131,GLASS CITY ACADEMY,7,1
2010,3900129,000138,PATHWAY SCHOOL OF DISCOVERY,7,1
2010,3900130,000139,ALLIANCE ACADEMY OF CINCINNATI,7,1
2010,3900131,000140,VICTORY ACADEMY OF TOLEDO,7,1
2010,3900132,000143,GEORGE A. PHILLIPS ACADEMY,7,6
2010,3900133,000162,NEWARK DIGITAL ACADEMY,7,1
2010,3900134,000195,HOPE ACADEMY EAST CAMPUS,7,1
2010,3900135,000197,HAMILTON LOCAL DIGITAL ACADEMY,7,1
2010,3900138,000222,WILDWOOD ENVIRONMENTAL ACADEMY,7,1
2010,3900144,148973,PAUL LAURENCE DUNBAR ACADEMY,7,2
2010,3900145,148981,TOMORROW CENTER,7,1
2010,3900146,148999,MAHONING UNLIMITED CLASSROOM,7,1
2010,3900151,149047,GOAL DIGITAL ACADEMY,7,1
2010,3900152,149054,AKRON DIGITAL ACADEMY,7,1
2010,3900153,149062,URBANA COMMUNITY SCHOOL,7,1
2010,3900155,149088,FAIRBORN DIGITAL ACADEMY,7,1
2010,3900172,149260,CANTON LOCAL DIGITAL ACADEMY,7,6
2010,3900174,149286,KENT DIGITAL ACADEMY,7,1
2010,3900175,142901,BRIGHTEN HEIGHTS CHARTER SCHOOL OF CANTON,7,1
2010,3900176,142919,LIFE SKILLS CENTER OF ELYRIA,7,1
2010,3900177,142927,FOCUS LEARNING ACADEMY OF SOUTHWEST COLUMBUS,7,1
