school_year,leaid,irn,name,agency_type,status
2013,3904956,049569,LAKOTA LOCAL,1,1
2013,3904957,049577,WOODMORE LOCAL,1,1
2013,3904959,049593,BLOOM-VERNON LOCAL,1,1
2013,3904961,049619,GREEN LOCAL,1,1
2013,3904962,049627,MINFORD LOCAL,1,1
2013,3904963,049635,NORTHWEST LOCAL,1,1
2013,3904964,049643,VALLEY LOCAL,1,1
2013,3904965,049650,WASHINGTON-NILE LOCAL,1,1
2013,3904966,049668,WHEELERSBURG LOCAL,1,1
2013,3904968,049684,SENECA EAST LOCAL,1,1
2013,3904969,049692,BETTSVILLE LOCAL,1,1
2013,3904970,049700,HOPEWELL-LOUDON LOCAL,1,1
2013,3904971,049718,NEW RIEGEL LOCAL,1,1
2013,3904974,049742,SHELBY COUNTY ESC,4,1
2013,3904976,049767,BOTKINS LOCAL,1,1
2013,3904977,049775,FAIRLAWN LOCAL,1,1
2013,3904978,049783,FORT LORAMIE LOCAL,1,1
2013,3904979,049791,HARDIN-HOUSTON LOCAL,1,1
2013,3904981,049817,RUSSIA LOCAL,1,1
2013,3904982,049825,STARK COUNTY ESC,4,1
2013,3904983,049833,CANTON LOCAL,1,1
2013,3904984,049841,FAIRLESS LOCAL,1,1
2013,3904985,049858,JACKSON LOCAL,1,1
2013,3904986,049866,LAKE LOCAL,1,1
2013,3904987,049874,LOUISVILLE CITY,1,1
2013,3904988,049882,MARLINGTON LOCAL,1,1
2013,3904989,049890,MINERVA LOCAL,1,1
2013,3904990,049908,NORTHWEST LOCAL,1,1
2013,3904991,049916,OSNABURG LOCAL,1,1
2013,3904992,049924,PERRY LOCAL,1,1
2013,3904993,049932,PLAIN LOCAL,1,1
2013,3904994,049940,SANDY VALLEY LOCAL,1,1
2013,3904995,049957,TUSLAW LOCAL,1,1
2013,3904996,049965,SUMMIT COUNTY ESC,4,1
2013,3904997,049973,WOODRIDGE LOCAL,1,1
2013,3904998,049981,COPLEY-FAIRLAWN CITY,1,1
2013,3904999,049999,COVENTRY LOCAL,1,1
2013,3905000,050005,MANCHESTER LOCAL,1,1
2013,3905001,050013,GREEN LOCAL,1,1
2013,3905002,050021,HUDSON CITY,1,1
2013,3905003,050039,MOGADORE LOCAL,1,1
2013,3905004,050047,NORDONIA HILLS CITY,1,1
2013,3905005,050054,REVERE LOCAL,1,1
2013,3905006,050062,SPRINGFIELD LOCAL,1,1
2013,3905007,050070,TWINSBURG CITY,1,1
2013,3905008,050088,TRUMBULL COUNTY ESC,4,1
2013,3905009,050096,BLOOMFIELD-MESPO LOCAL,1,1
2013,3905011,050112,BRISTOL LOCAL,1,1
2013,3905012,050120,BROOKFIELD LOCAL,1,1
2013,3905013,050138,CHAMPION LOCAL,1,1
2013,3905015,050153,MATHEWS LOCAL,1,1
2013,3905016,050161,HOWLAND LOCAL,1,1
2013,3905017,050179,JOSEPH BADGER LOCAL,1,1
2013,3905018,050187,LAKEVIEW LOCAL,1,1
2013,3905019,050195,LIBERTY LOCAL,1,1
2013,3905020,050203,LORDSTOWN LOCAL,1,1
2013,3905021,050211,MAPLEWOOD LOCAL,1,1
2013,3905022,050229,MCDONALD LOCAL,1,1
2013,3905023,050237,SOUTHINGTON LOCAL,1,1
2013,3905024,050245,LABRAE LOCAL,1,1
2013,3905025,050252,WEATHERSFIELD LOCAL,1,1
2013,3905026,050260,EAST CENTRAL OHIO ESC,4,1
2013,3905027,050278,GARAWAY LOCAL,1,1
2013,3905028,050286,INDIAN VALLEY LOCAL SCHOOLS,1,1
2013,3905029,050294,STRASBURG-FRANKLIN LOCAL,1,1
2013,3905030,050302,TUSCARAWAS VALLEY LOCAL,1,1
2013,3905032,050328,FAIRBANKS LOCAL,1,1
2013,3905033,050336,NORTH UNION LOCAL,1,1
2013,3905035,050351,CRESTVIEW LOCAL,1,1
2013,3905039,050393,VINTON COUNTY LOCAL,1,1
2013,3905040,050401,WARREN COUNTY ESC,4,1
2013,3905041,050419,CARLISLE LOCAL,1,1
2013,3905042,050427,SPRINGBORO COMMUNITY CITY,1,1
2013,3905043,050435,KINGS LOCAL,1,1
2013,3905044,050443,LITTLE MIAMI LOCAL,1,1
2013,3905045,050450,MASON CITY SCHOOL DISTRICT,1,1
2013,3905046,050468,WAYNE LOCAL,1,1
2013,3905048,050484,FORT FRYE LOCAL,1,1
2013,3905049,050492,FRONTIER LOCAL,1,1
2013,3905051,050518,WOLF CREEK LOCAL,1,1
2013,3905052,050526,TRI-COUNTY ESC,4,1
2013,3905053,050534,CHIPPEWA LOCAL,1,1
2013,3905054,050542,DALTON LOCAL,1,1
2013,3905055,050559,GREEN LOCAL,1,1
2013,3905056,050567,NORWAYNE LOCAL,1,1
2013,3905058,050583,SOUTHEAST LOCAL,1,1
2013,3905059,050591,TRIWAY LOCAL,1,1
2013,3905061,050617,EDGERTON LOCAL,1,1
2013,3905062,050625,EDON-NORTHWEST LOCAL,1,1
2013,3905063,050633,MILLCREEK-WEST UNITY LOCAL,1,1
2013,3905064,050641,NORTH CENTRAL LOCAL,1,1
2013,3905065,050658,STRYKER LOCAL,1,1
2013,3905066,050666,WOOD COUNTY ESC,4,1
2013,3905067,050674,EASTWOOD LOCAL,1,1
2013,3905068,050682,ELMWOOD LOCAL,1,1
2013,3905069,050690,LAKE LOCAL,1,1
2013,3905070,050708,NORTH BALTIMORE LOCAL,1,1
2013,3905071,050716,NORTHWOOD LOCAL SCHOOLS,1,1
2013,3905072,050724,OTSEGO LOCAL,1,1
2013,3905074,050740,MOHAWK LOCAL,1,1
2013,3905077,050773,APOLLO,4,1
2013,3905079,050799,SOUTHERN HILLS,4,1
2013,3905081,050815,ASHTABULA COUNTY TECHNICAL AND CAREER CENTER,4,1
2013,3905085,050856,BELMONT-HARRISON,4,1
2013,3905088,050880,BUTLER TECHNOLOGY & CAREER DEVELOPMENT SCHOOLS,4,1
2013,3905090,050906,COLUMBIANA COUNTY,4,1
2013,3905092,050922,CUYAHOGA VALLEY CAREER CENTER,4,1
2013,3905094,050948,POLARIS,4,1
2013,3905096,050963,FOUR COUNTY CAREER CENTER,4,1
2013,3905098,050989,DELAWARE AREA CAREER CENTER,4,1
2013,3905100,051003,EASTLAND-FAIRFIELD CAREER/TECH,4,1
2013,3905102,051029,EHOVE CAREER CENTER,4,1
2013,3905104,051045,GREENE COUNTY JT VOC SD,4,1
2013,3905106,051060,GREAT OAKS INST OF TECHNOLOGY,4,1
2013,3905112,051128,JEFFERSON COUNTY,4,1
2013,3905114,051144,KNOX COUNTY JVSD,4,1
2013,3905116,051169,AUBURN,4,1
2013,3905118,051185,LAWRENCE COUNTY,4,1
2013,3905120,051201,CAREER AND TECHNOLOGY EDUCATIONAL CENTERS,4,1
2013,3905122,051227,LORAIN COUNTY JVS,4,1
2013,3905124,051243,MAHONING CO CAREER & TECH CTR,4,1
2013,3905128,051284,MIAMI VALLEY CAREER TECH,4,1
2013,3905130,051300,MID-EAST CAREER AND TECHNOLOGY CENTERS,4,1
2013,3905133,051334,OHIO HI-POINT CAREER CENTER,4,1
2013,3905135,051359,PENTA CAREER CENTER,4,1
2013,3905137,051375,PIKE COUNTY AREA,4,1
2013,3905139,051391,MAPLEWOOD CAREER CENTER,4,1
2013,3905141,051417,PIONEER CAREER & TECHNOLOGY,4,1
2013,3905143,051433,PICKAWAY-ROSS COUNTY JVSD,4,1
2013,3905145,051458,VANGUARD-SENTINEL CAREER & TECHNOLOGY CENTERS,4,1
2013,3905147,051474,WARREN COUNTY VOCATIONAL SCHOOL,4,1
2013,3905149,051490,SCIOTO COUNTY CAREER TECHNICAL CENTER,4,1
2013,3905153,051532,SPRINGFIELD-CLARK COUNTY,4,1
2013,3905160,051607,TRI-COUNTY CAREER CENTER,4,1
2013,3905163,051631,TRUMBULL CAREER & TECH CTR,4,1
2013,3905165,051656,BUCKEYE,4,1
2013,3905167,051672,VANTAGE CAREER CENTER,4,1
2013,3905169,051698,WASHINGTON COUNTY CAREER CENTER,4,1
2013,3905171,051714,WAYNE COUNTY JVSD,4,1
2013,3906190,061903,ADAMS COUNTY/OHIO VALLEY LOCAL,1,1
2013,3906202,062026,STARK COUNTY AREA,4,1
2013,3906204,062042,ASHLAND COUNTY-WEST HOLMES,4,1
2013,3906206,062067,GALLIA-JACKSON-VINTON,4,1
2013,3906210,062109,MEDINA COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,4,1
2013,3906212,062125,UPPER VALLEY CAREER CENTER,4,1
2013,3906280,062802,U S GRANT,4,1
2013,3906349,063495,PORTAGE LAKES,4,1
2013,3906351,063511,TOLLES CAREER & TECHNICAL CENTER,4,1
2013,3906496,064964,COLLEGE CORNER LOCAL,1,1
2013,3906522,065227,COSHOCTON COUNTY,4,1
2013,3906526,065268,TRI-RIVERS,4,1
2013,3906568,065680,GALLIA COUNTY LOCAL,1,1
2013,3906968,069682,EAST GUERNSEY LOCAL,1,1
2013,3910000,043984,FINDLAY CITY,1,1
2013,3910001,047464,VAN BUREN LOCAL,1,1
2013,3910002,047415,ARCADIA LOCAL,1,1
2013,3910003,044784,SIDNEY CITY,1,1
2013,3910004,049759,ANNA LOCAL,1,1
2013,3910005,049809,JACKSON CENTER LOCAL,1,1
2013,3910006,044735,SALEM CITY,1,1
2013,3910007,045443,LEETONIA EXEMPTED VILLAGE,1,1
2013,3910008,045344,CRESTLINE EXEMPTED VILLAGE,1,1
2013,3910009,044776,SHELBY CITY,1,1
2013,3910010,046920,MIAMI TRACE LOCAL,1,1
2013,3910011,045013,WASHINGTON COURT HOUSE CITY,1,1
2013,3910012,044420,MOUNT VERNON CITY,1,1
2013,3910013,047845,EAST KNOX LOCAL,1,1
2013,3910014,047894,RIVERSIDE LOCAL,1,1
2013,3910015,044628,PAINESVILLE CITY LOCAL,1,1
2013,3910016,046581,ORANGE CITY,1,1
2013,3910017,043562,BEDFORD CITY,1,1
2013,3910018,050500,WARREN LOCAL,1,1
2013,3910019,044321,MARIETTA CITY,1,1
2013,3910020,045302,CLYDE-GREEN SPRINGS EXEMPTED VILLAGE,1,1
2013,3910021,049726,OLD FORT LOCAL,1,1
2013,3910022,050369,LINCOLNVIEW LOCAL,1,1
2013,3910023,044966,VAN WERT CITY,1,1
2013,3910024,045625,UPPER SANDUSKY EXEMPTED VILLAGE,1,1
2013,3910025,044172,KENTON CITY,1,1
2013,3910026,049601,CLAY LOCAL,1,1
2013,3910027,044669,PORTSMOUTH CITY,1,1
2013,3910028,045591,RITTMAN EXEMPTED VILLAGE,1,1
2013,3910029,044974,WADSWORTH CITY,1,1
2013,3910030,043729,CELINA CITY,1,1
2013,3910031,048553,MARION LOCAL,1,1
2013,3910032,045120,WOOSTER CITY,1,1
2013,3910033,050575,NORTHWESTERN LOCAL,1,1
2014,3900001,071530,Ohio School For The Deaf,5,1
2014,3900002,071548,Ohio School For The Blind,5,1
2014,3900008,125252,Muskingum Valley ESC,4,1
2014,3900009,125658,South Central Ohio ESC,4,1
2014,3900012,125682,Gallia-Vinton ESC,4,1
2014,3900013,125690,North Point Educational Service Center,4,1
2014,3900014,123281,Ohio Valley ESC,4,1
2014,3900015,124297,Northwest Ohio Educational Service Center,4,1
2014,3900017,134072,Youngstown Community School,7,1
2014,3900019,134098,Constellation Schools: Old Brooklyn Community Elementary,7,1
2014,3900022,134122,Autism Model School,7,1
2014,3900023,134148,Aurora Academy,7,1
2014,3900025,134197,Green Inspiration Academy,7,1
2014,3900027,134213,Middlebury Academy,7,1
2014,3900028,134221,Colonial Prep Academy,7,1
2014,3900029,134247,City Day Community School,7,1
2014,3900031,133512,Cincinnati College Preparatory Academy,7,1
2014,3900032,133520,Citizens Academy,7,1
2014,3900033,133538,Edge Academy  The,7,1
2014,3900036,133561,Millennium Community School,7,1
2014,3900038,133587,Summit Academy Akron Elementary School,7,1
2014,3900040,133629,Horizon Science Acad Cleveland,7,1
2014,3900042,133660,Horizon Science Academy Columbus,7,1
2014,3900043,133678,Riverside Academy,7,1
2014,3900047,133736,Richard Allen Academy,7,1
2014,3900050,133801,Life Skills Ctr Of Youngstown,7,1
2014,3900051,133819,Lincoln Preparatory School,7,1
2014,3900052,133835,Invictus High School,7,1
2014,3900053,133868,Towpath Trail High School,7,1
2014,3900056,133942,Toledo School For The Arts,7,1
2014,3900057,133959,Dayton Leadership Academies-Dayton Liberty Campus,7,1
2014,3900063,123257,North Central Ohio ESC,4,1
2014,3900064,123521,Mid-Ohio ESC,4,1
2014,3900065,133215,Intergenerational School  The,7,1
2014,3900068,133256,Constellation Schools: Parma Community,7,1
2014,3900071,133306,Summit Academy Community School for Alternative Learn-Canton,7,1
2014,3900072,133330,T.C.P. World Academy,7,1
2014,3900073,133348,Richard Allen Preparatory,7,1
2014,3900077,133389,Lighthouse Community Sch Inc,7,1
2014,3900079,133413,Electronic Classroom Of Tomorrow,7,1
2014,3900080,133421,Graham School  The,7,1
2014,3900081,133439,Cornerstone Academy Community,7,1
2014,3900083,133454,Dayton Leadership Academies-Dayton View Campus,7,1
2014,3900084,133488,Life Skills Of Trumbull County,7,1
2014,3900086,133785,Life Skills Ctr Of Cincinnati,7,1
2014,3900089,134288,East End Comm Heritage School,7,2
2014,3900090,134999,Western Buckeye ESC,4,1
2014,3900091,135145,Athens-Meigs ESC,4,1
2014,3900092,137364,Madison-Champaign ESC,4,1
2014,3900093,138222,Ross-Pike ESC,4,1
2014,3900094,139303,Monroe Local School District,1,1
2014,3900096,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,7,1
2014,3900097,132761,Summit Academy Community School Alternative Learners -Xenia,7,1
2014,3900098,132779,Summit Academy Akron Middle School,7,1
2014,3900099,132787,Springfield Academy of Excellence,7,1
2014,3900100,132795,Cliff Park High School,7,1
2014,3900101,132803,Marshall High School,7,1
2014,3900102,132951,Constellation Schools: Lorain Community Elementary,7,1
2014,3900103,132969,Constellation Schools: Elyria Community,7,1
2014,3900104,132985,Youthbuild Columbus Community,7,1
2014,3900105,132993,Constellation Schools: Westpark Community Elementary,7,1
2014,3900106,133264,Dohn Community,7,1
2014,3900107,133280,Washington Park Community School,7,1
2014,3900109,133322,Summit Academy Community School Alternative Learners-Lorain,7,1
2014,3900113,133504,Phoenix Community Learning Ctr,7,1
2014,3900117,143297,The Autism Academy Of Learning,7,1
2014,3900118,143305,Treca Digital Academy,7,1
2014,3900119,143313,West Preparatory Academy,7,1
2014,3900120,143552,Eagle Academy,7,1
2014,3900121,143602,Hamilton Cnty Math & Science,7,1
2014,3900123,143644,Sciotoville,7,1
2014,3900125,000125,Polly Fox Academy Community School,7,1
2014,3900126,000130,Phoenix Academy Community School,7,1
2014,3900127,000131,Glass City Academy,7,1
2014,3900129,000138,Pathway School of Discovery,7,1
2014,3900130,000139,Alliance Academy of Cincinnati,7,1
2014,3900133,000162,Newark Digital Academy,7,1
2014,3900135,000197,Hamilton Alternative Academy,7,1
2014,3900138,000222,Wildwood Environmental Academy,7,1
2014,3900145,148981,Tomorrow Center,7,1
2014,3900146,148999,Mahoning Unlimited Classroom,7,1
2014,3900151,149047,Goal Digital Academy,7,1
2014,3900152,149054,Akron Digital Academy,7,1
2014,3900153,149062,Urbana Community School,7,1
2014,3900155,149088,Fairborn Digital Academy,7,1
2014,3900172,149260,Canton Local Digital Academy,7,2
2014,3900175,142901,Life Skills Center  of Canton,7,1
2014,3900176,142919,Life Skills Center of Elyria,7,1
2014,3900177,142927,Focus Learning Academy of Southwest Columbus,7,1
2014,3900178,142935,Focus Learning Academy of Southeastern Columbus,7,1
2014,3900179,142943,Focus Learning Academy of Northern Columbus,7,1
2014,3900180,142950,Ohio Virtual Academy,7,1
2014,3900181,142968,Hope Academy Northcoast,7,1
2014,3900184,143115,Mound Street IT Careers Academy,7,1
2014,3900185,143123,Mound Street Military Careers Academy,7,1
2014,3900186,143131,Mound Street Health Careers Acadmy,7,1
2014,3900189,143164,Life Skills Center Of Hamilton County,7,1
2014,3900190,143172,International Acad Of Columbus,7,1
2014,3900192,143198,Great Western Academy,7,1
2014,3900193,143206,Trotwood Fitness & Prep Acad,7,1
2014,3900194,143214,Middletown Fitness & Prep Acad,7,1
2014,3900199,143354,The ISUS Institute of Health Care,7,2
2014,3900203,143396,Alternative Education Academy,7,1
2014,3900209,143453,Mollie Kessler,7,2
2014,3900211,143479,Constellation Schools: Puritas Community Elementary,7,1
2014,3900212,143487,Constellation Schools: Stockyard Community Elementary,7,1
2014,3900213,143495,Constellation Schools: Mansfield Community Elementary,7,2
2014,3900214,143503,Lake Erie Academy,7,1
2014,3900216,143529,North Dayton School Of Science & Discovery,7,1
2014,3900217,143537,Virtual Community School Of Ohio,7,1
2014,3900219,143560,Richard Allen Academy II,7,1
2014,3900220,143578,Richard Allen Academy III,7,1
2014,3900223,143610,Arts & College Preparatory Academy,7,1
2014,3900226,148916,Marion City Digital Academy,7,1
2014,3900228,148932,Franklin Local Community School,7,1
2014,3900231,149302,Life Skills Center Of Toledo,7,1
2014,3900233,149328,Foxfire High School,7,1
2014,3900234,149336,Southwest Licking Digital Acad,7,1
2014,3900237,060988,Buckeye United School District,5,1
2014,3900238,065201,Ohio Central School System,5,1
2014,3900241,132944,Miami Valley Academies,7,1
2014,3900250,000236,Ohio Connections Academy  Inc,7,1
2014,3900252,000241,Quaker Digital Academy,7,1
2014,3900259,149427,Massillon Digital Academy  Inc,7,1
2014,3900262,151027,London Academy,7,1
2014,3900263,151035,Pleasant Community Digital,7,1
2014,3900266,151076,Cardington Lincoln Local Digital Academy,7,2
2014,3900273,151142,Lorain K-12 Digital Academy,7,1
2014,3900275,151167,Ridgedale Community School,7,1
2014,3900276,151175,West Central Learning Academy II,7,1
2014,3900277,151183,Lake Erie International High School,7,1
2014,3900278,151191,Life Skills Center Of Summit County,7,1
2014,3900279,151209,Life Skills Of Northeast Ohio,7,1
2014,3900282,151233,Lakewood Digital Academy,7,1
2014,3900285,000525,Canton Harbor High School,7,1
2014,3900286,000527,Cleveland Academy for Scholarship Technology and Leadership,7,1
2014,3900291,000534,Constellation Schools: Puritas Community Middle,7,1
2014,3900297,000541,Constellation Schools: Outreach Academy for Students with Di,7,1
2014,3900299,000543,Pinnacle Academy,7,1
2014,3900302,000546,Winterfield Venture Academy,7,1
2014,3900304,000553,Columbus Humanities  Arts and Technology Academy,7,1
2014,3900305,000556,A+ Arts Academy,7,1
2014,3900306,000557,Columbus Arts & Technology Academy,7,1
2014,3900307,000558,Columbus Preparatory Academy,7,1
2014,3900308,000559,Orion Academy,7,1
2014,3900309,000560,Apex Academy,7,1
2014,3900311,000564,Virtual Schoolhouse  Inc.,7,1
2014,3900313,000575,Hope Academy Northwest Campus,7,1
2014,3900314,000576,King Academy Community School,7,1
2014,3900315,000577,Emerson Academy,7,1
2014,3900321,000585,FCI Academy,7,1
2014,3900331,000598,Coshocton Opportunity School,7,1
2014,3900337,000608,Summit Academy Transition High School-Cincinnati,7,1
2014,3900338,000609,Summit Academy Middle School - Lorain,7,1
2014,3900339,000610,Summit Academy Middle School - Columbus,7,1
2014,3900341,000613,Heir Force Community School,7,1
2014,3900342,000614,Summit Academy Transition High School-Columbus,7,1
2014,3900344,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,7,1
2014,3900348,000621,Summit Academy Transition High School Dayton,7,1
2014,3900350,000623,Summit Academy-Youngstown,7,1
2014,3900356,000629,Summit Academy Community School - Painesville,7,1
2014,3900360,000633,Summit Academy Toledo Learning Center,7,1
2014,3900361,000634,Summit Academy Secondary School - Middletown,7,1
2014,3900366,000640,Rittman Academy,7,1
2014,3900377,000652,Five R'S Academy,7,2
2014,3900381,000664,Life Skills Center of Columbus Southeast,7,1
2014,3900382,000677,New Day Academy Boarding & Day School,7,1
2014,3900383,000679,Oakstone Community School,7,1
2014,3900385,147231,Schnee Learning Center,7,1
2014,3900396,000725,Zenith Academy,7,1
2014,3900399,000736,HBCU Preparatory School 1,7,1
2014,3900400,000738,HBCU Preparatory School 2,7,1
2014,3900402,000740,Phoenix Village Academy Primary 1,7,2
2014,3900404,000743,Pschtecin Public School,7,2
2014,3900428,000770,Maritime Academy of Toledo  The,7,1
2014,3900434,000779,Educational Academy for Boys & Girls,7,1
2014,3900435,000780,Midnimo Cross Cultural Community School,7,1
2014,3900436,000781,Cincinnati Speech & Reading Intervention Center,7,1
2014,3900441,000804,Horizon Science Academy-Cincinnati,7,1
2014,3900444,000808,Horizon Science Academy-Dayton,7,1
2014,3900448,000813,Life Skills Center of Dayton,7,1
2014,3900451,000825,Horizon Science Academy-Springfield,7,1
2014,3900454,000838,Horizon Science Academy-Denison Middle School,7,1
2014,3900457,000843,Bennett Venture Academy,7,1
2014,3900467,000855,Stambaugh Charter Academy,7,1
2014,3900470,000858,Horizon Science Academy-Cleveland Middle School,7,1
2014,3900474,000875,Westside Academy,7,1
2014,3900478,000905,Interactive Media & Construction (IMAC),7,1
2014,3900479,000909,V L T Academy,7,2
2014,3900488,000282,Greater Ohio Virtual School,7,1
2014,3900490,000288,Auglaize County Educational Academy,7,1
2014,3900492,000296,Summit Academy Community School-Columbus,7,1
2014,3900493,000297,Summit Academy Community School - Dayton,7,1
2014,3900494,000298,Summit Academy Secondary - Akron,7,1
2014,3900495,000300,Summit Academy Secondary - Canton,7,1
2014,3900496,000301,Summit Academy Secondary - Lorain,7,1
2014,3900497,000302,Summit Academy Community School-Parma,7,1
2014,3900498,000303,Summit Academy Secondary - Youngstown,7,1
2014,3900499,000304,Summit Academy Community School-Toledo,7,1
2014,3900500,000305,Summit Academy Community School-Warren,7,1
2014,3900501,000306,Summit Academy Community School - Cincinnati,7,1
2014,3900502,000311,Bridges Community Academy,7,1
2014,3900503,000316,Constellation Schools: Westpark Community Middle,7,1
2014,3900505,000318,Menlo Park Academy,7,1
2014,3900506,000319,Constellation Schools: Madison Community Elementary,7,1
2014,3900507,000320,Constellation Schools: Lorain Community Middle,7,1
2014,3900508,000321,Constellation Schools: Old Brooklyn Community Middle,7,1
2014,3900510,000338,Horizon Science Academy Toledo,7,1
2014,3900514,000360,Miamisburg Secondary Academy,7,1
2014,3900523,000392,Mansfield Enhancement Academy,7,1
2014,3900525,000396,Mansfield Elective Academy,7,1
2014,3900528,000402,Findlay Digital Academy,7,1
2014,3900530,000417,Buckeye On-Line School for Success,7,1
2014,3900533,000420,Columbus Bilingual Academy,7,1
2014,3900534,000426,Lancaster Fairfield Community School,7,2
2014,3900537,000442,Manchester Local,1,1
2014,3900538,000445,General Chappie James Leadership Academy,7,2
2014,3900544,000481,P.A.C.E. High School,7,2
2014,3900550,000509,Whitehall Preparatory and Fitness Academy,7,1
2014,3900551,000510,Springfield Preparatory and Fitness Academy,7,1
2014,3900552,000511,Northland Preparatory and Fitness Academy,7,1
2014,3900557,000930,Cleveland Entrepreneurship Preparatory School,7,1
2014,3900562,000936,Promise Academy,7,1
2014,3900564,000938,Gateway Academy of Ohio,7,1
2014,3900567,000941,Par Excellence Academy,7,1
2014,3900568,000942,Lakewood City Academy,7,1
2014,3900569,000946,Cleveland Community School,7,1
2014,3900572,000949,Villaview Community School,7,1
2014,3900573,000951,Toledo Preparatory and Fitness Academy,7,1
2014,3900574,000952,Columbus Preparatory and Fitness Academy,7,1
2014,3900575,000953,Mt. Healthy Preparatory and Fitness Academy,7,1
2014,3900580,007984,Youngstown Academy of Excellence,7,1
2014,3900584,007995,Cleveland Arts and Social Sciences Academy,7,1
2014,3900585,007998,Center for Student Achievement,7,1
2014,3900586,007999,Charles School at Ohio Dominican University,7,1
2014,3900587,008000,Lorain Preparatory Academy,7,1
2014,3900592,008061,Arts and Science Preparatory Academy,7,2
2014,3900593,008063,Life Skills Center of North Akron,7,1
2014,3900594,008064,Academy of Arts and Sciences,7,1
2014,3900595,008065,Imani Learning Academy,7,2
2014,3900638,000912,Early College Academy,7,1
2014,3900639,008251,Mahoning Valley Opportunity Center,7,1
2014,3900640,008287,Groveport Community School,7,1
2014,3900641,008286,Harvard Avenue Community School,7,1
2014,3900642,008283,Dayton Technology Design High School,7,1
2014,3900643,008282,Life Skills Center of Columbus North,7,1
2014,3900644,008281,South Scioto Academy,7,1
2014,3900645,008280,Noble Academy-Columbus,7,1
2014,3900646,008278,Noble Academy-Cleveland,7,1
2014,3900647,008289,Eagle Learning Center,7,1
2014,3901296,009181,Clay Avenue Community School,7,1
2014,3901298,009171,Star Academy of Toledo,7,1
2014,3901301,009192,Foundation Academy,7,1
2014,3901302,009283,Dayton Early College Academy  Inc,7,1
2014,3901305,009122,Columbus Collegiate Academy,7,1
2014,3901308,009162,Bridge Academy of Ohio,7,2
2014,3901312,009154,Cincinnati Leadership Academy,7,1
2014,3901313,009164,Central Academy of Ohio,7,1
2014,3901314,009148,Zanesville Community School,7,1
2014,3901317,009163,C.M. Grant Leadership Academy,7,1
2014,3901319,009147,Northpointe Academy,7,1
2014,3901322,009179,Horizon Science Academy Columbus Middle School,7,1
2014,3901326,009149,Constellation Schools: Westside Community School of the Arts,7,1
2014,3901329,009996,Mahoning County High School,7,1
2014,3901330,009997,KIPP Columbus,7,1
2014,3901331,010005,Horizon Science Academy Cleveland Elementary School,7,2
2014,3901332,010006,Knight Academy,7,2
2014,3901333,010007,Horizon Science Academy Denison Elementary School,7,1
2014,3901335,010036,Cesar Chavez College Preparatory School,7,1
2014,3901336,010180,Mount Auburn International Academy,7,1
2014,3901337,010182,Performance Academy Eastland,7,1
2014,3901339,010205,L. Hollingworth School for Talented and Gifted,7,1
2014,3901340,009909,Constellation Schools: Mansfield Community Middle,7,2
2014,3901344,009953,Sullivant Avenue Community School,7,1
2014,3901345,009954,Harrisburg Pike Community School,7,1
2014,3901346,009955,Madison Avenue School of Arts,7,1
2014,3901347,009957,Klepinger Community School,7,1
2014,3901348,009964,Sciotoville Elementary Academy,7,1
2014,3901350,009971,Ashland County Community Academy,7,1
2014,3901353,009990,Horizon Science Academy Elementary School,7,1
2014,3901354,011439,Renaissance Academy,7,1
2014,3901356,011444,Rushmore Academy,7,1
2014,3901358,011470,A.B. Graham Academy,7,2
2014,3901359,011479,LifeLinks Community School,7,1
2014,3901361,011487,Falcon Academy of Creative Arts,7,1
2014,3901362,011507,Achieve Career Preparatory Academy,7,1
2014,3901363,011511,Lakeland Academy Community School,7,1
2014,3901364,011530,L.E.A.D. Academy,7,2
2014,3901365,011533,Horizon Science Academy Lorain,7,1
2014,3901366,011534,Horizon Science Academy Dayton High School,7,1
2014,3901368,011291,Village Preparatory School,7,1
2014,3901369,011381,Greater Summit County Early Learning Center,7,1
2014,3901370,011390,Bella Academy of Excellence,7,1
2014,3901371,011434,L.E.A.R.N. Academy,7,2
2014,3901372,011436,Pleasant Education Academy,7,1
2014,3901374,011506,Dayton Regional STEM School,1,1
2014,3901375,011468,Columbus Bilingual Academy-North,7,1
2014,3901376,011923,Northeast Ohio College Preparatory School,7,1
2014,3901377,011947,Imagine Akron Academy,7,1
2014,3901378,011956,Everest High School,7,1
2014,3901381,011967,Richland Academy School of Excellence,7,1
2014,3901382,011972,Graham Expeditionary Middle School,7,1
2014,3901383,011976,Horizon Science Academy Dayton Downtown,7,1
2014,3901388,011985,Theodore Roosevelt Public Community School,7,2
2014,3901389,011986,Horizon Science Academy Youngstown,7,1
2014,3901390,011987,Horizon Science Academy Toledo Downtown,7,2
2014,3901393,012000,Cruiser Academy,7,1
2014,3901396,012009,Zenith Academy East,7,1
2014,3901397,012010,Cleveland College Preparatory School,7,1
2014,3901398,012011,Columbus Performance Academy,7,1
2014,3901402,012024,Notten School for Science  Technology  Engineering and Mathe,7,2
2014,3901403,012025,Constellation Schools: Stockyard Community Middle,7,1
2014,3901405,012030,Near West Intergenerational School,7,1
2014,3901406,012031,Entrepreneurship Preparatory School - Woodland Hills Campus,7,1
2014,3901407,012033,Foxfire Intermediate School,7,1
